kædesav;kædesaves;kædesavINS(es);INS(es);;danish
data;data;data;;;danish
erfare;erfares;erfareINS(s);INS(s);;danish
lydpotte;lydpotterne;lydpottINS(ern)e;INS(ern);;danish
translitteration;translitterationer;translitterationINS(er);INS(er);;danish
kænguru;kænguruers;kænguruINS(ers);INS(ers);;danish
bombardement;bombardement;bombardement;;;danish
nyttevirkning;nyttevirkninger;nyttevirkningINS(er);INS(er);;danish
lommetyv;lommetyve;lommetyvINS(e);INS(e);;danish
japaner;japanere;japanerINS(e);INS(e);;danish
natur;naturen;naturINS(en);INS(en);;danish
pronomen;pronomenerne;pronomenINS(erne);INS(erne);;danish
immigration;immigrationers;immigrationINS(ers);INS(ers);;danish
termostat;termostater;termostatINS(er);INS(er);;danish
rombe;romber;rombeINS(r);INS(r);;danish
kælling;kællings;kællingINS(s);INS(s);;danish
isbjørn;isbjørnene;isbjørnINS(ene);INS(ene);;danish
spånplade;spånpladerne;spånpladINS(ern)e;INS(ern);;danish
højdespring;højdesprings;højdespringINS(s);INS(s);;danish
tese;teserne;tesINS(ern)e;INS(ern);;danish
stigma;stigma;stigma;;;danish
tatovere;tatoverende;tatoverINS(end)e;INS(end);;danish
fasan;fasaner;fasanINS(er);INS(er);;danish
walkie-talkie;walkie-talkie;walkie-talkie;;;danish
telefon;telefoners;telefonINS(ers);INS(ers);;danish
pokal;pokalerne;pokalINS(erne);INS(erne);;danish
revy;revyer;revyINS(er);INS(er);;danish
sløjfe;sløjfes;sløjfeINS(s);INS(s);;danish
pinjekerne;pinjekernerne;pinjekINS(ern)erne;INS(ern);;danish
spidsmus;spidsmusene;spidsmusINS(ene);INS(ene);;danish
fertilitetskvotient;fertilitetskvotienter;fertilitetskvotientINS(er);INS(er);;danish
vable;vablers;vableINS(rs);INS(rs);;danish
smed;smeden;smedINS(en);INS(en);;danish
skede;skeders;skedeINS(rs);INS(rs);;danish
kurere;kureres;kurereINS(s);INS(s);;danish
dekret;dekreters;dekretINS(ers);INS(ers);;danish
sojaolie;sojaolierne;sojaoliINS(ern)e;INS(ern);;danish
desavouere;desavoueres;desavouereINS(s);INS(s);;danish
ært;ærterne;ærtINS(erne);INS(erne);;danish
natklub;natklubbers;natklubINS(bers);INS(bers);;danish
myriade;myriaden;myriadeINS(n);INS(n);;danish
diagnose;diagnoserne;diagnosINS(ern)e;INS(ern);;danish
højdespringer;højdespringers;højdespringerINS(s);INS(s);;danish
avokado;avokadoen;avokadoINS(en);INS(en);;danish
database;database;database;;;danish
hviderusser;hviderussers;hviderusserINS(s);INS(s);;danish
entre;entre;entre;;;danish
kalkulere;kalkulerer;kalkulereINS(r);INS(r);;danish
fordampningsvarme;fordampningsvarmerne;fordampningsvarmINS(ern)e;INS(ern);;danish
forhøjelse;forhøjelser;forhøjelseINS(r);INS(r);;danish
mole;moles;moleINS(s);INS(s);;danish
insektæder;insektæderene;insektæderINS(ene);INS(ene);;danish
filet;fileterne;filetINS(erne);INS(erne);;danish
mester;mestrene;mestINS(ren)eDEL(r);INS(ren);DEL(r);danish
agerhøne;agerhønsene;agerhøINS(nse)ne;INS(nse);;danish
pyton;pytoner;pytonINS(er);INS(er);;danish
laste;lastede;lastINS(ed)e;INS(ed);;danish
udgang;udgangen;udgangINS(en);INS(en);;danish
svensker;svenskeren;svenskerINS(en);INS(en);;danish
trillebør;trillebørs;trillebørINS(s);INS(s);;danish
karotin;karotiner;karotinINS(er);INS(er);;danish
lærerinde;lærerinde;lærerinde;;;danish
orgie;orgies;orgieINS(s);INS(s);;danish
nisse;nissen;nisseINS(n);INS(n);;danish
massør;massørs;massørINS(s);INS(s);;danish
dodekaeder;dodekaedres;dodekaedDEL(e)rINS(es);INS(es);DEL(e);danish
fæstning;fæstninger;fæstningINS(er);INS(er);;danish
barre;barrer;barreINS(r);INS(r);;danish
nødudgang;nødudganges;nødudgangINS(es);INS(es);;danish
ejendom;ejendoms;ejendomINS(s);INS(s);;danish
udvikler;udvikler;udvikler;;;danish
samarbejde;samarbejdet;samarbejdeINS(t);INS(t);;danish
indkomst;indkomst;indkomst;;;danish
gerningssted;gerningsstederne;gerningsstedINS(erne);INS(erne);;danish
ragout;ragouts;ragoutINS(s);INS(s);;danish
bånd;bånd;bånd;;;danish
artikel;artikels;artikelINS(s);INS(s);;danish
nederdel;nederdels;nederdelINS(s);INS(s);;danish
palmesøndag;palmesøndage;palmesøndagINS(e);INS(e);;danish
geometri;geometrierne;geometriINS(erne);INS(erne);;danish
voldtægt;voldtægters;voldtægtINS(ers);INS(ers);;danish
brugerdiskussion;brugerdiskussionen;brugerdiskussioINS(ne)n;INS(ne);;danish
harmonika;harmonika;harmonika;;;danish
videospilkarakter;videospilkarakter;videospilkarakter;;;danish
fuchsia;fuchsiaers;fuchsiaINS(ers);INS(ers);;danish
ejer;ejeren;ejerINS(en);INS(en);;danish
madras;madras';madrasINS(');INS(');;danish
barnevogn;barnevogn;barnevogn;;;danish
hane;haners;haneINS(rs);INS(rs);;danish
tilbud;tilbud;tilbud;;;danish
participium;participier;participiDEL(um)INS(er);INS(er);DEL(um);danish
motorkøretøj;motorkøretøjer;motorkøretøjINS(er);INS(er);;danish
sorteringsmaskine;sorteringsmaskiner;sorteringsmaskineINS(r);INS(r);;danish
argumentere;argumenteret;argumentereINS(t);INS(t);;danish
paradoks;paradoksers;paradokINS(ser)s;INS(ser);;danish
aktieselskab;aktieselskabers;aktieselskabINS(ers);INS(ers);;danish
akillessene;akillessener;akillesseneINS(r);INS(r);;danish
spiserør;spiserørene;spiserørINS(ene);INS(ene);;danish
oase;oasers;oaseINS(rs);INS(rs);;danish
oplysning;oplysning;oplysning;;;danish
entrecote;entrecotes;entrecoteINS(s);INS(s);;danish
ordbog;ordbogs;ordbogINS(s);INS(s);;danish
stad;stæderne;stDEL(a)INS(æ)dINS(erne);INS(æ),INS(erne);DEL(a);danish
kalejdoskop;kalejdoskoperne;kalejdoskopINS(erne);INS(erne);;danish
kage;kagers;kageINS(rs);INS(rs);;danish
hik;hiks;hikINS(s);INS(s);;danish
nexøbo;nexøboers;nexøboINS(ers);INS(ers);;danish
væge;væger;vægeINS(r);INS(r);;danish
pegefinger;pegefingeren;pegefingerINS(en);INS(en);;danish
hørfrø;hørfrøet;hørfrøINS(et);INS(et);;danish
danskvand;danskvanderne;danskvandINS(erne);INS(erne);;danish
puslespil;puslespil;puslespil;;;danish
frygte;frygtede;frygtINS(ed)e;INS(ed);;danish
morder;morder;morder;;;danish
emblem;emblems;emblemINS(s);INS(s);;danish
ultralyd;ultralyde;ultralydINS(e);INS(e);;danish
safir;safirer;safiINS(re)r;INS(re);;danish
egennavn;egennavn;egennavn;;;danish
lærer;lærer;lærer;;;danish
babyboom;babyboomet;babyboomINS(et);INS(et);;danish
forklare;forklar;forklarDEL(e);;DEL(e);danish
dige;digerne;digINS(ern)e;INS(ern);;danish
pesticid;pesticid;pesticid;;;danish
jubilæum;jubilæers;jubilæDEL(um)INS(ers);INS(ers);DEL(um);danish
lunde;lunder;lundeINS(r);INS(r);;danish
affaldsstof;affaldsstofferne;affaldsstofINS(ferne);INS(ferne);;danish
rosé;roséer;roséINS(er);INS(er);;danish
grimasse;grimasser;grimasseINS(r);INS(r);;danish
mellemkrigstid;mellemkrigstider;mellemkrigstidINS(er);INS(er);;danish
balkon;balkonerne;balkonINS(erne);INS(erne);;danish
tragt;tragt;tragt;;;danish
kardinalitet;kardinaliteterne;kardinalitetINS(erne);INS(erne);;danish
lort;lorts;lortINS(s);INS(s);;danish
vejrhane;vejrhaner;vejrhaneINS(r);INS(r);;danish
bon;bonen;boINS(ne)n;INS(ne);;danish
næs;næs';næsINS(');INS(');;danish
hingst;hingst;hingst;;;danish
solsikke;solsikkers;solsikkeINS(rs);INS(rs);;danish
telefon;telefonerne;telefonINS(erne);INS(erne);;danish
affaldscontainer;affaldscontaineren;affaldscontainerINS(en);INS(en);;danish
nære;nær;nærDEL(e);;DEL(e);danish
hammer;hammers;hammerINS(s);INS(s);;danish
kommunist;kommunister;kommunistINS(er);INS(er);;danish
feber;febrene;febINS(ren)eDEL(r);INS(ren);DEL(r);danish
sæbe;sæben;sæbeINS(n);INS(n);;danish
emir;emirs;emirINS(s);INS(s);;danish
indadvendthed;indadvendtheden;indadvendthedINS(en);INS(en);;danish
solvind;solvinds;solvindINS(s);INS(s);;danish
bold;bolde;boldINS(e);INS(e);;danish
topolog;topologen;topologINS(en);INS(en);;danish
e-mail-adresse;e-mail-adressers;e-mail-adresseINS(rs);INS(rs);;danish
hjælm;hjælme;hjælmINS(e);INS(e);;danish
riste;ristes;risteINS(s);INS(s);;danish
nytårsaften;nytårsaften;nytårsaften;;;danish
cigaretrør;cigaretrørs;cigaretrørINS(s);INS(s);;danish
ornitologi;ornitologiers;ornitologiINS(ers);INS(ers);;danish
ambolt;ambolte;amboltINS(e);INS(e);;danish
grundlov;grundloven;grundlovINS(en);INS(en);;danish
filet;fileters;filetINS(ers);INS(ers);;danish
fængsle;fængsledes;fængsleINS(des);INS(des);;danish
tv-program;tv-programmers;tv-programINS(mers);INS(mers);;danish
bølgelængde;bølgelængdes;bølgelængdeINS(s);INS(s);;danish
elefant;elefanter;elefantINS(er);INS(er);;danish
pilot;piloter;pilotINS(er);INS(er);;danish
frakke;frakken;frakkeINS(n);INS(n);;danish
tarm;tarms;tarmINS(s);INS(s);;danish
løjtnant;løjtnanterne;løjtnantINS(erne);INS(erne);;danish
ulk;ulkene;ulkINS(ene);INS(ene);;danish
røgelse;røgelser;røgelseINS(r);INS(r);;danish
pip;pip;pip;;;danish
pomfrit;pomfrits;pomfritINS(s);INS(s);;danish
distance;distancer;distanceINS(r);INS(r);;danish
gren;grens;grenINS(s);INS(s);;danish
høst;høst;høst;;;danish
translitteration;translitterationerne;translitterationINS(erne);INS(erne);;danish
tusinde;tusinder;tusindeINS(r);INS(r);;danish
flygel;flygelet;flygelINS(et);INS(et);;danish
antistof;antistofs;antistofINS(s);INS(s);;danish
menage;menagerne;menagINS(ern)e;INS(ern);;danish
symbol;symbolet;symbolINS(et);INS(et);;danish
skøjte;skøjte;skøjte;;;danish
gennemsnit;gennemsnits;gennemsnitINS(s);INS(s);;danish
mønster;mønsters;mønsterINS(s);INS(s);;danish
lændeklæde;lændeklædes;lændeklædeINS(s);INS(s);;danish
aktivist;aktivists;aktivistINS(s);INS(s);;danish
arving;arvingerne;arvingINS(erne);INS(erne);;danish
svanesang;svanesangs;svanesangINS(s);INS(s);;danish
bønne;bønnes;bønneINS(s);INS(s);;danish
chokoladekage;chokoladekagerne;chokoladekagINS(ern)e;INS(ern);;danish
overmængde;overmængde;overmængde;;;danish
spædbarn;spædbørnene;spædbDEL(a)INS(ø)rnINS(ene);INS(ø),INS(ene);DEL(a);danish
erfare;erfarer;erfareINS(r);INS(r);;danish
nidstirre;nidstirret;nidstirreINS(t);INS(t);;danish
fæ;fæ;fæ;;;danish
hammer;hammereshamres;hammerINS(eshamres);INS(eshamres);;danish
jubilæum;jubilæum;jubilæum;;;danish
hovedpulsåre;hovedpulsåren;hovedpulsåreINS(n);INS(n);;danish
bivuak;bivuakkerne;bivuakINS(kerne);INS(kerne);;danish
burgerbar;burgerbarers;burgerbarINS(ers);INS(ers);;danish
krebs;krebsen;krebsINS(en);INS(en);;danish
uheld;uheldet;uheldINS(et);INS(et);;danish
babyloner;babyloner;babyloner;;;danish
konjunktion;konjunktionen;konjunktioINS(ne)n;INS(ne);;danish
intervention;interventions;interventionINS(s);INS(s);;danish
chaiselong;chaiselongers;chaiselongINS(ers);INS(ers);;danish
tatovere;tatoverer;tatovereINS(r);INS(r);;danish
tryne;tryne;tryne;;;danish
kaution;kautionen;kautioINS(ne)n;INS(ne);;danish
brøk;brøken;brøkINS(en);INS(en);;danish
bæk;bækken;bækINS(ken);INS(ken);;danish
bål;båls;bålINS(s);INS(s);;danish
pæderast;pæderaster;pæderastINS(er);INS(er);;danish
komikerduo;komikerduoer;komikerduoINS(er);INS(er);;danish
befolkning;befolkninger;befolkningINS(er);INS(er);;danish
akvarel;akvarellen;akvarelINS(len);INS(len);;danish
bogklub;bogklubs;bogklubINS(s);INS(s);;danish
elskerinde;elskerinders;elskerindeINS(rs);INS(rs);;danish
svigte;svigtedes;svigteINS(des);INS(des);;danish
trone;troners;troneINS(rs);INS(rs);;danish
erektion;erektionen;erektioINS(ne)n;INS(ne);;danish
fordanskning;fordanskningerne;fordanskningINS(erne);INS(erne);;danish
palindrom;palindromet;palindromINS(et);INS(et);;danish
forårsrulle;forårsrulle;forårsrulle;;;danish
tyskertøs;tyskertøs';tyskertøsINS(');INS(');;danish
måneformørkelse;måneformørkelserne;måneformørkelsINS(ern)e;INS(ern);;danish
katakombe;katakombe;katakombe;;;danish
gudbarn;gudbarn;gudbarn;;;danish
lab;lab;lab;;;danish
elske;elsker;elskeINS(r);INS(r);;danish
laks;laksen;laksINS(en);INS(en);;danish
fiske;fiske;fiske;;;danish
kobber;kobberes;kobberINS(es);INS(es);;danish
bugspytkirtel;bugspytkirtel;bugspytkirtel;;;danish
pigtråd;pigtråd;pigtråd;;;danish
seraf;serafs;serafINS(s);INS(s);;danish
engel;engels;engelINS(s);INS(s);;danish
spektakel;spektaklerne;spektakINS(lern)eDEL(l);INS(lern);DEL(l);danish
skomager;skomagere;skomagerINS(e);INS(e);;danish
kandisere;kandiser;kandiserDEL(e);;DEL(e);danish
skalerbarhed;skalerbarheder;skalerbarhedINS(er);INS(er);;danish
mannequin;mannequinen;mannequiINS(ne)n;INS(ne);;danish
hyæne;hyænen;hyæneINS(n);INS(n);;danish
inspicere;inspicerer;inspicereINS(r);INS(r);;danish
maskine;maskinerne;maskiINS(ner)ne;INS(ner);;danish
budskab;budskabs;budskabINS(s);INS(s);;danish
trone;trones;troneINS(s);INS(s);;danish
strømstyrke;strømstyrker;strømstyrkeINS(r);INS(r);;danish
vandbakkelse;vandbakkelse;vandbakkelse;;;danish
gnist;gnisten;gnistINS(en);INS(en);;danish
fjende;fjende;fjende;;;danish
forurening;forureningerne;forureningINS(erne);INS(erne);;danish
delegere;delegeres;delegereINS(s);INS(s);;danish
nutid;nutiders;nutidINS(ers);INS(ers);;danish
knor;knor;knor;;;danish
datter;døtres;dDEL(at)INS(ø)tDEL(e)rINS(es);INS(ø),INS(es);DEL(at),DEL(e);danish
godbid;godbids;godbidINS(s);INS(s);;danish
penneven;pennevens;pennevenINS(s);INS(s);;danish
tåge;tåger;tågeINS(r);INS(r);;danish
svoger;svogre;svogDEL(e)rINS(e);INS(e);DEL(e);danish
radiobil;radiobiler;radiobilINS(er);INS(er);;danish
vadested;vadestederne;vadestedINS(erne);INS(erne);;danish
kongepingvin;kongepingvinen;kongepingviINS(ne)n;INS(ne);;danish
tæller;tællere;tællerINS(e);INS(e);;danish
skib;skib;skib;;;danish
semiotiker;semiotiker;semiotiker;;;danish
ingeniør;ingeniørs;ingeniørINS(s);INS(s);;danish
malstrøm;malstrømmes;malstrømINS(mes);INS(mes);;danish
moderkage;moderkages;moderkageINS(s);INS(s);;danish
aften;aften;aften;;;danish
teater;teatres;teatDEL(e)rINS(es);INS(es);DEL(e);danish
frygte;frygt;frygtDEL(e);;DEL(e);danish
parentes;parentesen;parentesINS(en);INS(en);;danish
ubåd;ubådes;ubådINS(es);INS(es);;danish
frokost;frokosts;frokostINS(s);INS(s);;danish
ja;jaerne;jaINS(erne);INS(erne);;danish
indbrud;indbruddet;indbrudINS(det);INS(det);;danish
ambassade;ambassades;ambassadeINS(s);INS(s);;danish
mareridt;mareridt;mareridt;;;danish
fritænker;fritænkere;fritænkerINS(e);INS(e);;danish
affaldsstof;affaldsstoffer;affaldsstofINS(fer);INS(fer);;danish
rygrad;rygrad;rygrad;;;danish
pors;porsen;porsINS(en);INS(en);;danish
viking;vikingerne;vikingINS(erne);INS(erne);;danish
genotype;genotypes;genotypeINS(s);INS(s);;danish
facon;faconer;faconINS(er);INS(er);;danish
strube;strubes;strubeINS(s);INS(s);;danish
paryk;paryk;paryk;;;danish
behov;behovs;behovINS(s);INS(s);;danish
punkt;punktet;punkINS(te)t;INS(te);;danish
standard;standarderne;standardINS(erne);INS(erne);;danish
hjærte;hjærterne;hjærtINS(ern)e;INS(ern);;danish
plads;pladsers;pladINS(ser)s;INS(ser);;danish
dyst;dyst;dyst;;;danish
herbivor;herbivoren;herbivorINS(en);INS(en);;danish
rabarber;rabarberen;rabarberINS(en);INS(en);;danish
menneske;menneskes;menneskeINS(s);INS(s);;danish
pynte;pyntende;pyntINS(end)e;INS(end);;danish
skridtbeskytter;skridtbeskyttere;skridtbeskytterINS(e);INS(e);;danish
kæderyger;kæderygers;kæderygerINS(s);INS(s);;danish
hæle;hælede;hælINS(ed)e;INS(ed);;danish
definere;definer;definerDEL(e);;DEL(e);danish
majsolie;majsoliers;majsolieINS(rs);INS(rs);;danish
knurhår;knurhåret;knurhårINS(et);INS(et);;danish
landskab;landskaber;landskabINS(er);INS(er);;danish
radio;radio;radio;;;danish
testikel;testikels;testikelINS(s);INS(s);;danish
kildekode;kildekoder;kildekodeINS(r);INS(r);;danish
anonymisere;anonymisere;anonymisere;;;danish
sommerfugl;sommerfugle;sommerfuglINS(e);INS(e);;danish
kirtel;kirtlers;kirtDEL(e)lINS(ers);INS(ers);DEL(e);danish
resurse;resurserne;resursINS(ern)e;INS(ern);;danish
grindehval;grindehvale;grindehvalINS(e);INS(e);;danish
kunstgalleri;kunstgalleriet;kunstgalleriINS(et);INS(et);;danish
bibel;bibler;bibDEL(e)lINS(er);INS(er);DEL(e);danish
jordskælv;jordskælvene;jordskælvINS(ene);INS(ene);;danish
viking;vikings;vikingINS(s);INS(s);;danish
evighed;evigheds;evighedINS(s);INS(s);;danish
bøsse;bøsses;bøsseINS(s);INS(s);;danish
sorteringsmaskine;sorteringsmaskines;sorteringsmaskineINS(s);INS(s);;danish
betaling;betalings;betalingINS(s);INS(s);;danish
tortur;torturen;torturINS(en);INS(en);;danish
skede;skedes;skedeINS(s);INS(s);;danish
grunde;grundet;grundeINS(t);INS(t);;danish
besked;beskeders;beskedINS(ers);INS(ers);;danish
sætning;sætnings;sætningINS(s);INS(s);;danish
knob;knob;knob;;;danish
butik;butikkerne;butikINS(kerne);INS(kerne);;danish
fedtsyl;fedtsylerne;fedtsylINS(erne);INS(erne);;danish
eventyrer;eventyrerne;eventyrerINS(ne);INS(ne);;danish
violin;violins;violinINS(s);INS(s);;danish
vektorprodukt;vektorprodukter;vektorproduktINS(er);INS(er);;danish
hjemmeside;hjemmesides;hjemmesideINS(s);INS(s);;danish
kategori;kategorierne;kategoriINS(erne);INS(erne);;danish
ydmygelse;ydmygelse;ydmygelse;;;danish
quinde;quinderne;quindINS(ern)e;INS(ern);;danish
udstyre;udstyr;udstyrDEL(e);;DEL(e);danish
skræl;skræls;skrælINS(s);INS(s);;danish
ansøgning;ansøgning;ansøgning;;;danish
roma;romas;romaINS(s);INS(s);;danish
lønforhøjelse;lønforhøjelserne;lønforhøjelsINS(ern)e;INS(ern);;danish
revers;reversers;revINS(ers)ers;INS(ers);;danish
teori;teorierne;teoriINS(erne);INS(erne);;danish
sæl;sælers;sælINS(ers);INS(ers);;danish
harpun;harpuner;harpunINS(er);INS(er);;danish
anledning;anlednings;anledningINS(s);INS(s);;danish
diæt;diæten;diætINS(en);INS(en);;danish
album;albummet;albumINS(met);INS(met);;danish
muddergrøft;muddergrøfters;muddergrøftINS(ers);INS(ers);;danish
myndighedsrepræsentant;myndighedsrepræsentanterne;myndighedsrepræsentantINS(erne);INS(erne);;danish
slagsmål;slagsmål;slagsmål;;;danish
djævel;djævel;djævel;;;danish
laps;lapsene;lapsINS(ene);INS(ene);;danish
skuffelse;skuffelse;skuffelse;;;danish
snebold;snebolds;sneboldINS(s);INS(s);;danish
bogklub;bogklubben;bogklubINS(ben);INS(ben);;danish
prosadigt;prosadigte;prosadigtINS(e);INS(e);;danish
standard;standarder;standardINS(er);INS(er);;danish
henvendelse;henvendelsen;henvendelseINS(n);INS(n);;danish
weekend;weekenders;weekendINS(ers);INS(ers);;danish
recept;recepters;receptINS(ers);INS(ers);;danish
biprodukt;biprodukts;biproduktINS(s);INS(s);;danish
trampolin;trampoliners;trampolinINS(ers);INS(ers);;danish
forglemmigej;forglemmigejer;forglemmigejINS(er);INS(er);;danish
redoxreaktion;redoxreaktionen;redoxreaktioINS(ne)n;INS(ne);;danish
indbygger;indbyggere;indbyggerINS(e);INS(e);;danish
cirkel;cirklen;cirkDEL(e)lINS(en);INS(en);DEL(e);danish
flakon;flakoners;flakonINS(ers);INS(ers);;danish
postbud;postbuddet;postbudINS(det);INS(det);;danish
konsekvens;konsekvens;konsekvens;;;danish
alkoholiker;alkoholikeres;alkoholikerINS(es);INS(es);;danish
bedemand;bedemændene;bedemDEL(a)INS(æ)ndINS(ene);INS(æ),INS(ene);DEL(a);danish
tagetage;tage;DEL(tage)tage;;DEL(tage);danish
kryster;krystere;krysterINS(e);INS(e);;danish
mellemnavn;mellemnavnene;mellemnavnINS(ene);INS(ene);;danish
armhule;armhules;armhuleINS(s);INS(s);;danish
moderkage;moderkagers;moderkageINS(rs);INS(rs);;danish
angstskrig;angstskrigene;angstskrigINS(ene);INS(ene);;danish
undulat;undulater;undulatINS(er);INS(er);;danish
smørelse;smørelses;smørelseINS(s);INS(s);;danish
hvirveldyr;hvirveldyrs;hvirveldyrINS(s);INS(s);;danish
halvtredser;halvtredsers;halvtredserINS(s);INS(s);;danish
tortere;torter;torterDEL(e);;DEL(e);danish
mobning;mobning;mobning;;;danish
islom;isloms;islomINS(s);INS(s);;danish
græskar;græskar;græskar;;;danish
harve;harves;harveINS(s);INS(s);;danish
varulv;varulves;varulvINS(es);INS(es);;danish
kalkun;kalkuns;kalkunINS(s);INS(s);;danish
mellemnavn;mellemnavne;mellemnavnINS(e);INS(e);;danish
kaution;kautions;kautionINS(s);INS(s);;danish
adamsæble;adamsæblerne;adamsæblINS(ern)e;INS(ern);;danish
eksemplar;eksemplar;eksemplar;;;danish
musikpædagogik;musikpædagogiks;musikpædagogikINS(s);INS(s);;danish
skyllemiddel;skyllemiddels;skyllemiddelINS(s);INS(s);;danish
kænguru;kænguru;kænguru;;;danish
krog;kroge;krogINS(e);INS(e);;danish
brøk;brøks;brøkINS(s);INS(s);;danish
høstak;høstakke;høstakINS(ke);INS(ke);;danish
møde;møders;mødeINS(rs);INS(rs);;danish
