Source;Target;Combined;Inserts;Deletes;Grammar
orgasme;orgasmen;orgasmeINS(n);INS(n);;N,DEF,NOM,SG
hofteben;hofteben;hofteben;;;N,INDF,NOM,PL
liv;livs;livINS(s);INS(s);;N,INDF,GEN,SG
kommissær;kommissærs;kommissærINS(s);INS(s);;N,INDF,GEN,SG
bilist;bilist;bilist;;;N,INDF,NOM,SG
trold;trolds;troldINS(s);INS(s);;N,INDF,GEN,SG
brise;briserne;brisINS(ern)e;INS(ern);;N,DEF,NOM,PL
maskine;maskines;maskineINS(s);INS(s);;N,INDF,GEN,SG
klimaforandring;klimaforandrings;klimaforandringINS(s);INS(s);;N,INDF,GEN,SG
soldug;soldug;soldug;;;N,INDF,NOM,PL
afrodisiakum;afrodisiakaene;afrodisiakDEL(u)DEL(m)INS(a)INS(e)INS(n)INS(e);INS(a),INS(e),INS(n),INS(e);DEL(u),DEL(m);N,DEF,NOM,PL
håndboldspiller;håndboldspillerene;håndboldspillerINS(ene);INS(ene);;N,DEF,NOM,PL
hjemmeside;hjemmesiden;hjemmesideINS(n);INS(n);;N,DEF,NOM,SG
egern;egernet;egernINS(et);INS(et);;N,DEF,NOM,SG
tryne;trynerne;tryINS(n)INS(er)ne;INS(n),INS(er);;N,DEF,NOM,PL
prins;prinser;prinsINS(er);INS(er);;N,INDF,NOM,PL
stab;staben;stabINS(en);INS(en);;N,DEF,NOM,SG
kommutere;kommutere;kommutere;;;V,ACT,NFIN
vulkan;vulkanerne;vulkanINS(erne);INS(erne);;N,DEF,NOM,PL
konference;konferencerne;konferencINS(ern)e;INS(ern);;N,DEF,NOM,PL
snestorm;snestormene;snestormINS(ene);INS(ene);;N,DEF,NOM,PL
foreningsmængde;foreningsmængders;foreningsmængdeINS(rs);INS(rs);;N,INDF,GEN,PL
primtal;primtal;primtal;;;N,INDF,NOM,PL
delfin;delfiner;delfinINS(er);INS(er);;N,INDF,NOM,PL
svulme;svulmer;svulmeINS(r);INS(r);;V,ACT,IND,PRS
kapring;kapringen;kapringINS(en);INS(en);;N,DEF,NOM,SG
kaffekande;kaffekanders;kaffekandeINS(rs);INS(rs);;N,INDF,GEN,PL
kirkegård;kirkegård;kirkegård;;;N,INDF,NOM,SG
centralnervesystem;centralnervesystems;centralnervesystemINS(s);INS(s);;N,INDF,GEN,SG
dragt;dragterne;dragtINS(erne);INS(erne);;N,DEF,NOM,PL
inuit;inuitters;inuitINS(t)INS(ers);INS(t),INS(ers);;N,INDF,GEN,PL
skudår;skudårs;skudårINS(s);INS(s);;N,INDF,GEN,SG
proprium;propriers;propriDEL(u)DEL(m)INS(ers);INS(ers);DEL(u),DEL(m);N,INDF,GEN,PL
café au lait;café au lait;café au lait;;;N,INDF,NOM,SG
trafikprop;trafikproppen;trafikpropINS(p)INS(e)INS(n);INS(p),INS(e),INS(n);;N,DEF,NOM,SG
storhed;storheders;storhedINS(ers);INS(ers);;N,INDF,GEN,PL
kryds;kryds';krydsINS(');INS(');;N,INDF,GEN,PL
nødudgang;nødudgangene;nødudgangINS(ene);INS(ene);;N,DEF,NOM,PL
translitteration;translitterationen;translitteratioINS(n)INS(e)n;INS(n),INS(e);;N,DEF,NOM,SG
hørfrø;hørfrø;hørfrø;;;N,INDF,NOM,PL
emne;emnerne;emINS(n)INS(er)ne;INS(n),INS(er);;N,DEF,NOM,PL
pulver;pulver;pulver;;;N,INDF,NOM,SG
ønskedrøm;ønskedrømme;ønskedrømINS(m)INS(e);INS(m),INS(e);;N,INDF,NOM,PL
greve;greves;greveINS(s);INS(s);;N,INDF,GEN,SG
dråbe;dråbes;dråbeINS(s);INS(s);;N,INDF,GEN,SG
hyæne;hyæners;hyæneINS(rs);INS(rs);;N,INDF,GEN,PL
sværd;sværdene;sværdINS(ene);INS(ene);;N,DEF,NOM,PL
ara;araer;araINS(er);INS(er);;N,INDF,NOM,PL
gravsten;gravstenene;gravstenINS(ene);INS(ene);;N,DEF,NOM,PL
blender;blendere;blenderINS(e);INS(e);;N,INDF,NOM,PL
resultat;resultats;resultatINS(s);INS(s);;N,INDF,GEN,SG
decimeter;decimeter;decimeter;;;N,INDF,NOM,PL
profet;profeten;profetINS(en);INS(en);;N,DEF,NOM,SG
grankogle;grankoglerne;grankoglINS(ern)e;INS(ern);;N,DEF,NOM,PL
kapring;kapring;kapring;;;N,INDF,NOM,SG
bund;bundes;bundINS(es);INS(es);;N,INDF,GEN,PL
slof;slofferne;slofINS(f)INS(e)INS(r)INS(n)INS(e);INS(f),INS(e),INS(r),INS(n),INS(e);;N,DEF,NOM,PL
genfærd;genfærds;genfærdINS(s);INS(s);;N,INDF,GEN,SG
spor;spors;sporINS(s);INS(s);;N,INDF,GEN,SG
kjove;kjovers;kjoveINS(rs);INS(rs);;N,INDF,GEN,PL
kædesav;kædesaves;kædesavINS(es);INS(es);;N,INDF,GEN,PL
data;data;data;;;N,INDF,NOM,SG
erfare;erfares;erfareINS(s);INS(s);;V,PASS,IND,PRS
lydpotte;lydpotterne;lydpottINS(ern)e;INS(ern);;N,DEF,NOM,PL
translitteration;translitterationer;translitterationINS(er);INS(er);;N,INDF,NOM,PL
kænguru;kænguruers;kænguruINS(ers);INS(ers);;N,INDF,GEN,PL
bombardement;bombardement;bombardement;;;N,INDF,NOM,SG
nyttevirkning;nyttevirkninger;nyttevirkningINS(er);INS(er);;N,INDF,NOM,PL
lommetyv;lommetyve;lommetyvINS(e);INS(e);;N,INDF,NOM,PL
japaner;japanere;japanerINS(e);INS(e);;N,INDF,NOM,PL
natur;naturen;naturINS(en);INS(en);;N,DEF,NOM,SG
pronomen;pronomenerne;pronomenINS(erne);INS(erne);;N,DEF,NOM,PL
immigration;immigrationers;immigrationINS(ers);INS(ers);;N,INDF,GEN,PL
termostat;termostater;termostatINS(er);INS(er);;N,INDF,NOM,PL
rombe;romber;rombeINS(r);INS(r);;N,INDF,NOM,PL
kælling;kællings;kællingINS(s);INS(s);;N,INDF,GEN,SG
isbjørn;isbjørnene;isbjørnINS(ene);INS(ene);;N,DEF,NOM,PL
spånplade;spånpladerne;spånpladINS(ern)e;INS(ern);;N,DEF,NOM,PL
højdespring;højdesprings;højdespringINS(s);INS(s);;N,INDF,GEN,SG
tese;teserne;tesINS(ern)e;INS(ern);;N,DEF,NOM,PL
stigma;stigma;stigma;;;N,INDF,NOM,SG
tatovere;tatoverende;tatoverINS(en)INS(d)e;INS(en),INS(d);;V.PTCP,ACT,PRS
fasan;fasaner;fasanINS(er);INS(er);;N,INDF,NOM,PL
walkie-talkie;walkie-talkie;walkie-talkie;;;N,INDF,NOM,SG
telefon;telefoners;telefonINS(ers);INS(ers);;N,INDF,GEN,PL
pokal;pokalerne;pokalINS(erne);INS(erne);;N,DEF,NOM,PL
revy;revyer;revyINS(er);INS(er);;N,INDF,NOM,PL
sløjfe;sløjfes;sløjfeINS(s);INS(s);;N,INDF,GEN,SG
pinjekerne;pinjekernerne;pinjekINS(ern)erne;INS(ern);;N,DEF,NOM,PL
spidsmus;spidsmusene;spidsmusINS(ene);INS(ene);;N,DEF,NOM,PL
fertilitetskvotient;fertilitetskvotienter;fertilitetskvotientINS(er);INS(er);;N,INDF,NOM,PL
vable;vablers;vableINS(rs);INS(rs);;N,INDF,GEN,PL
smed;smeden;smedINS(en);INS(en);;N,DEF,NOM,SG
skede;skeders;skedeINS(rs);INS(rs);;N,INDF,GEN,PL
kurere;kureres;kurereINS(s);INS(s);;V,PASS,IND,PRS
dekret;dekreters;dekretINS(ers);INS(ers);;N,INDF,GEN,PL
sojaolie;sojaolierne;sojaoliINS(ern)e;INS(ern);;N,DEF,NOM,PL
desavouere;desavoueres;desavouereINS(s);INS(s);;V,PASS,IND,PRS
ært;ærterne;ærtINS(erne);INS(erne);;N,DEF,NOM,PL
natklub;natklubbers;natklubINS(b)INS(e)INS(r)INS(s);INS(b),INS(e),INS(r),INS(s);;N,INDF,GEN,PL
myriade;myriaden;myriadeINS(n);INS(n);;N,DEF,NOM,SG
diagnose;diagnoserne;diagnosINS(ern)e;INS(ern);;N,DEF,NOM,PL
højdespringer;højdespringers;højdespringerINS(s);INS(s);;N,INDF,GEN,SG
avokado;avokadoen;avokadoINS(en);INS(en);;N,DEF,NOM,SG
database;database;database;;;N,INDF,NOM,SG
hviderusser;hviderussers;hviderusserINS(s);INS(s);;N,INDF,GEN,SG
entre;entre;entre;;;N,INDF,NOM,SG
kalkulere;kalkulerer;kalkulereINS(r);INS(r);;V,ACT,IND,PRS
fordampningsvarme;fordampningsvarmerne;fordampningsvarmINS(ern)e;INS(ern);;N,DEF,NOM,PL
forhøjelse;forhøjelser;forhøjelseINS(r);INS(r);;N,INDF,NOM,PL
mole;moles;moleINS(s);INS(s);;N,INDF,GEN,SG
insektæder;insektæderene;insektæderINS(ene);INS(ene);;N,DEF,NOM,PL
filet;fileterne;filetINS(erne);INS(erne);;N,DEF,NOM,PL
mester;mestrene;mestINS(r)INS(en)eDEL(r);INS(r),INS(en);DEL(r);N,DEF,NOM,PL
agerhøne;agerhønsene;agerhøINS(n)INS(s)INS(e)ne;INS(n),INS(s),INS(e);;N,DEF,NOM,PL
pyton;pytoner;pytonINS(er);INS(er);;N,INDF,NOM,PL
laste;lastede;lastINS(e)INS(d)e;INS(e),INS(d);;V,ACT,IND,PST
udgang;udgangen;udgangINS(en);INS(en);;N,DEF,NOM,SG
svensker;svenskeren;svenskerINS(en);INS(en);;N,DEF,NOM,SG
trillebør;trillebørs;trillebørINS(s);INS(s);;N,INDF,GEN,SG
karotin;karotiner;karotinINS(er);INS(er);;N,INDF,NOM,PL
lærerinde;lærerinde;lærerinde;;;N,INDF,NOM,SG
orgie;orgies;orgieINS(s);INS(s);;N,INDF,GEN,SG
nisse;nissen;nisseINS(n);INS(n);;N,DEF,NOM,SG
massør;massørs;massørINS(s);INS(s);;N,INDF,GEN,SG
dodekaeder;dodekaedres;dodekaedDEL(e)rINS(es);INS(es);DEL(e);N,INDF,GEN,PL
fæstning;fæstninger;fæstningINS(er);INS(er);;N,INDF,NOM,PL
barre;barrer;barreINS(r);INS(r);;N,INDF,NOM,PL
nødudgang;nødudganges;nødudgangINS(es);INS(es);;N,INDF,GEN,PL
ejendom;ejendoms;ejendomINS(s);INS(s);;N,INDF,GEN,SG
udvikler;udvikler;udvikler;;;N,INDF,NOM,SG
samarbejde;samarbejdet;samarbejdeINS(t);INS(t);;N,DEF,NOM,SG
indkomst;indkomst;indkomst;;;N,INDF,NOM,SG
gerningssted;gerningsstederne;gerningsstedINS(erne);INS(erne);;N,DEF,NOM,PL
ragout;ragouts;ragoutINS(s);INS(s);;N,INDF,GEN,SG
bånd;bånd;bånd;;;N,INDF,NOM,SG
artikel;artikels;artikelINS(s);INS(s);;N,INDF,GEN,SG
nederdel;nederdels;nederdelINS(s);INS(s);;N,INDF,GEN,SG
palmesøndag;palmesøndage;palmesøndagINS(e);INS(e);;N,INDF,NOM,PL
geometri;geometrierne;geometriINS(erne);INS(erne);;N,DEF,NOM,PL
voldtægt;voldtægters;voldtægtINS(ers);INS(ers);;N,INDF,GEN,PL
brugerdiskussion;brugerdiskussionen;brugerdiskussioINS(n)INS(e)n;INS(n),INS(e);;N,DEF,NOM,SG
harmonika;harmonika;harmonika;;;N,INDF,NOM,SG
videospilkarakter;videospilkarakter;videospilkarakter;;;N,INDF,NOM,SG
fuchsia;fuchsiaers;fuchsiaINS(ers);INS(ers);;N,INDF,GEN,PL
ejer;ejeren;ejerINS(en);INS(en);;N,DEF,NOM,SG
madras;madras';madrasINS(');INS(');;N,INDF,GEN,SG
barnevogn;barnevogn;barnevogn;;;N,INDF,NOM,SG
hane;haners;haneINS(rs);INS(rs);;N,INDF,GEN,PL
tilbud;tilbud;tilbud;;;N,INDF,NOM,PL
participium;participier;participiDEL(u)DEL(m)INS(er);INS(er);DEL(u),DEL(m);N,INDF,NOM,PL
motorkøretøj;motorkøretøjer;motorkøretøjINS(er);INS(er);;N,INDF,NOM,PL
sorteringsmaskine;sorteringsmaskiner;sorteringsmaskineINS(r);INS(r);;N,INDF,NOM,PL
argumentere;argumenteret;argumentereINS(t);INS(t);;V.PTCP,PASS,PST
paradoks;paradoksers;paradokINS(s)INS(er)s;INS(s),INS(er);;N,INDF,GEN,PL
aktieselskab;aktieselskabers;aktieselskabINS(ers);INS(ers);;N,INDF,GEN,PL
akillessene;akillessener;akillesseneINS(r);INS(r);;N,INDF,NOM,PL
spiserør;spiserørene;spiserørINS(ene);INS(ene);;N,DEF,NOM,PL
oase;oasers;oaseINS(rs);INS(rs);;N,INDF,GEN,PL
oplysning;oplysning;oplysning;;;N,INDF,NOM,SG
entrecote;entrecotes;entrecoteINS(s);INS(s);;N,INDF,GEN,SG
ordbog;ordbogs;ordbogINS(s);INS(s);;N,INDF,GEN,SG
stad;stæderne;stDEL(a)INS(æ)dINS(erne);INS(æ),INS(erne);DEL(a);N,DEF,NOM,PL
kalejdoskop;kalejdoskoperne;kalejdoskopINS(erne);INS(erne);;N,DEF,NOM,PL
kage;kagers;kageINS(rs);INS(rs);;N,INDF,GEN,PL
hik;hiks;hikINS(s);INS(s);;N,INDF,GEN,SG
nexøbo;nexøboers;nexøboINS(ers);INS(ers);;N,INDF,GEN,PL
væge;væger;vægeINS(r);INS(r);;N,INDF,NOM,PL
pegefinger;pegefingeren;pegefingerINS(en);INS(en);;N,DEF,NOM,SG
hørfrø;hørfrøet;hørfrøINS(et);INS(et);;N,DEF,NOM,SG
danskvand;danskvanderne;danskvandINS(erne);INS(erne);;N,DEF,NOM,PL
puslespil;puslespil;puslespil;;;N,INDF,NOM,PL
frygte;frygtede;frygtINS(e)INS(d)e;INS(e),INS(d);;V,ACT,IND,PST
morder;morder;morder;;;N,INDF,NOM,SG
emblem;emblems;emblemINS(s);INS(s);;N,INDF,GEN,SG
ultralyd;ultralyde;ultralydINS(e);INS(e);;N,INDF,NOM,PL
safir;safirer;safiINS(r)INS(e)r;INS(r),INS(e);;N,INDF,NOM,PL
egennavn;egennavn;egennavn;;;N,INDF,NOM,SG
lærer;lærer;lærer;;;N,INDF,NOM,SG
babyboom;babyboomet;babyboomINS(et);INS(et);;N,DEF,NOM,SG
forklare;forklar;forklarDEL(e);;DEL(e);V,ACT,IMP
dige;digerne;digINS(ern)e;INS(ern);;N,DEF,NOM,PL
pesticid;pesticid;pesticid;;;N,INDF,NOM,SG
jubilæum;jubilæers;jubilæDEL(u)DEL(m)INS(ers);INS(ers);DEL(u),DEL(m);N,INDF,GEN,PL
lunde;lunder;lundeINS(r);INS(r);;N,INDF,NOM,PL
affaldsstof;affaldsstofferne;affaldsstofINS(f)INS(e)INS(r)INS(n)INS(e);INS(f),INS(e),INS(r),INS(n),INS(e);;N,DEF,NOM,PL
rosé;roséer;roséINS(er);INS(er);;N,INDF,NOM,PL
grimasse;grimasser;grimasseINS(r);INS(r);;N,INDF,NOM,PL
mellemkrigstid;mellemkrigstider;mellemkrigstidINS(er);INS(er);;N,INDF,NOM,PL
balkon;balkonerne;balkonINS(erne);INS(erne);;N,DEF,NOM,PL
tragt;tragt;tragt;;;N,INDF,NOM,SG
kardinalitet;kardinaliteterne;kardinalitetINS(erne);INS(erne);;N,DEF,NOM,PL
lort;lorts;lortINS(s);INS(s);;N,INDF,GEN,SG
vejrhane;vejrhaner;vejrhaneINS(r);INS(r);;N,INDF,NOM,PL
bon;bonen;boINS(n)INS(e)n;INS(n),INS(e);;N,DEF,NOM,SG
næs;næs';næsINS(');INS(');;N,INDF,GEN,PL
hingst;hingst;hingst;;;N,INDF,NOM,SG
solsikke;solsikkers;solsikkeINS(rs);INS(rs);;N,INDF,GEN,PL
telefon;telefonerne;telefonINS(erne);INS(erne);;N,DEF,NOM,PL
affaldscontainer;affaldscontaineren;affaldscontainerINS(en);INS(en);;N,DEF,NOM,SG
nære;nær;nærDEL(e);;DEL(e);V,ACT,IMP
hammer;hammers;hammerINS(s);INS(s);;N,INDF,GEN,SG
kommunist;kommunister;kommunistINS(er);INS(er);;N,INDF,NOM,PL
feber;febrene;febINS(r)INS(en)eDEL(r);INS(r),INS(en);DEL(r);N,DEF,NOM,PL
sæbe;sæben;sæbeINS(n);INS(n);;N,DEF,NOM,SG
emir;emirs;emirINS(s);INS(s);;N,INDF,GEN,SG
indadvendthed;indadvendtheden;indadvendthedINS(en);INS(en);;N,DEF,NOM,SG
solvind;solvinds;solvindINS(s);INS(s);;N,INDF,GEN,SG
bold;bolde;boldINS(e);INS(e);;N,INDF,NOM,PL
topolog;topologen;topologINS(en);INS(en);;N,DEF,NOM,SG
e-mail-adresse;e-mail-adressers;e-mail-adresseINS(rs);INS(rs);;N,INDF,GEN,PL
hjælm;hjælme;hjælmINS(e);INS(e);;N,INDF,NOM,PL
riste;ristes;risteINS(s);INS(s);;V,PASS,IND,PRS
nytårsaften;nytårsaften;nytårsaften;;;N,INDF,NOM,SG
cigaretrør;cigaretrørs;cigaretrørINS(s);INS(s);;N,INDF,GEN,SG
ornitologi;ornitologiers;ornitologiINS(ers);INS(ers);;N,INDF,GEN,PL
ambolt;ambolte;amboltINS(e);INS(e);;N,INDF,NOM,PL
grundlov;grundloven;grundlovINS(en);INS(en);;N,DEF,NOM,SG
filet;fileters;filetINS(ers);INS(ers);;N,INDF,GEN,PL
fængsle;fængsledes;fængsleINS(d)INS(es);INS(d),INS(es);;V,PASS,IND,PST
tv-program;tv-programmers;tv-programINS(m)INS(ers);INS(m),INS(ers);;N,INDF,GEN,PL
bølgelængde;bølgelængdes;bølgelængdeINS(s);INS(s);;N,INDF,GEN,SG
elefant;elefanter;elefantINS(er);INS(er);;N,INDF,NOM,PL
pilot;piloter;pilotINS(er);INS(er);;N,INDF,NOM,PL
frakke;frakken;frakkeINS(n);INS(n);;N,DEF,NOM,SG
tarm;tarms;tarmINS(s);INS(s);;N,INDF,GEN,SG
løjtnant;løjtnanterne;løjtnantINS(erne);INS(erne);;N,DEF,NOM,PL
ulk;ulkene;ulkINS(ene);INS(ene);;N,DEF,NOM,PL
røgelse;røgelser;røgelseINS(r);INS(r);;N,INDF,NOM,PL
pip;pip;pip;;;N,INDF,NOM,SG
pomfrit;pomfrits;pomfritINS(s);INS(s);;N,INDF,GEN,SG
distance;distancer;distanceINS(r);INS(r);;N,INDF,NOM,PL
gren;grens;grenINS(s);INS(s);;N,INDF,GEN,SG
høst;høst;høst;;;N,INDF,NOM,SG
translitteration;translitterationerne;translitterationINS(erne);INS(erne);;N,DEF,NOM,PL
tusinde;tusinder;tusindeINS(r);INS(r);;N,INDF,NOM,PL
flygel;flygelet;flygelINS(et);INS(et);;N,DEF,NOM,SG
antistof;antistofs;antistofINS(s);INS(s);;N,INDF,GEN,SG
menage;menagerne;menagINS(ern)e;INS(ern);;N,DEF,NOM,PL
symbol;symbolet;symbolINS(et);INS(et);;N,DEF,NOM,SG
skøjte;skøjte;skøjte;;;N,INDF,NOM,SG
gennemsnit;gennemsnits;gennemsnitINS(s);INS(s);;N,INDF,GEN,SG
mønster;mønsters;mønsterINS(s);INS(s);;N,INDF,GEN,SG
lændeklæde;lændeklædes;lændeklædeINS(s);INS(s);;N,INDF,GEN,SG
aktivist;aktivists;aktivistINS(s);INS(s);;N,INDF,GEN,SG
arving;arvingerne;arvingINS(erne);INS(erne);;N,DEF,NOM,PL
svanesang;svanesangs;svanesangINS(s);INS(s);;N,INDF,GEN,SG
bønne;bønnes;bønneINS(s);INS(s);;N,INDF,GEN,SG
chokoladekage;chokoladekagerne;chokoladekagINS(ern)e;INS(ern);;N,DEF,NOM,PL
overmængde;overmængde;overmængde;;;N,INDF,NOM,SG
spædbarn;spædbørnene;spædbDEL(a)INS(ø)rnINS(ene);INS(ø),INS(ene);DEL(a);N,DEF,NOM,PL
erfare;erfarer;erfareINS(r);INS(r);;V,ACT,IND,PRS
nidstirre;nidstirret;nidstirreINS(t);INS(t);;V.PTCP,PASS,PST
fæ;fæ;fæ;;;N,INDF,NOM,PL
hammer;hammereshamres;hammerINS(e)INS(s)INS(h)INS(a)INS(m)INS(r)INS(e)INS(s);INS(e),INS(s),INS(h),INS(a),INS(m),INS(r),INS(e),INS(s);;N,INDF,GEN,PL
jubilæum;jubilæum;jubilæum;;;N,INDF,NOM,SG
hovedpulsåre;hovedpulsåren;hovedpulsåreINS(n);INS(n);;N,DEF,NOM,SG
bivuak;bivuakkerne;bivuakINS(k)INS(e)INS(r)INS(n)INS(e);INS(k),INS(e),INS(r),INS(n),INS(e);;N,DEF,NOM,PL
burgerbar;burgerbarers;burgerbarINS(ers);INS(ers);;N,INDF,GEN,PL
krebs;krebsen;krebsINS(en);INS(en);;N,DEF,NOM,SG
uheld;uheldet;uheldINS(et);INS(et);;N,DEF,NOM,SG
babyloner;babyloner;babyloner;;;N,INDF,NOM,SG
konjunktion;konjunktionen;konjunktioINS(n)INS(e)n;INS(n),INS(e);;N,DEF,NOM,SG
intervention;interventions;interventionINS(s);INS(s);;N,INDF,GEN,SG
chaiselong;chaiselongers;chaiselongINS(ers);INS(ers);;N,INDF,GEN,PL
tatovere;tatoverer;tatovereINS(r);INS(r);;V,ACT,IND,PRS
tryne;tryne;tryne;;;N,INDF,NOM,SG
kaution;kautionen;kautioINS(n)INS(e)n;INS(n),INS(e);;N,DEF,NOM,SG
brøk;brøken;brøkINS(en);INS(en);;N,DEF,NOM,SG
bæk;bækken;bækINS(k)INS(e)INS(n);INS(k),INS(e),INS(n);;N,DEF,NOM,SG
bål;båls;bålINS(s);INS(s);;N,INDF,GEN,PL
pæderast;pæderaster;pæderastINS(er);INS(er);;N,INDF,NOM,PL
komikerduo;komikerduoer;komikerduoINS(er);INS(er);;N,INDF,NOM,PL
befolkning;befolkninger;befolkningINS(er);INS(er);;N,INDF,NOM,PL
akvarel;akvarellen;akvarelINS(l)INS(en);INS(l),INS(en);;N,DEF,NOM,SG
bogklub;bogklubs;bogklubINS(s);INS(s);;N,INDF,GEN,SG
elskerinde;elskerinders;elskerindeINS(rs);INS(rs);;N,INDF,GEN,PL
svigte;svigtedes;svigteINS(d)INS(es);INS(d),INS(es);;V,PASS,IND,PST
trone;troners;troneINS(rs);INS(rs);;N,INDF,GEN,PL
erektion;erektionen;erektioINS(n)INS(e)n;INS(n),INS(e);;N,DEF,NOM,SG
fordanskning;fordanskningerne;fordanskningINS(erne);INS(erne);;N,DEF,NOM,PL
palindrom;palindromet;palindromINS(et);INS(et);;N,DEF,NOM,SG
forårsrulle;forårsrulle;forårsrulle;;;N,INDF,NOM,SG
tyskertøs;tyskertøs';tyskertøsINS(');INS(');;N,INDF,GEN,SG
måneformørkelse;måneformørkelserne;måneformørkelsINS(ern)e;INS(ern);;N,DEF,NOM,PL
katakombe;katakombe;katakombe;;;N,INDF,NOM,SG
gudbarn;gudbarn;gudbarn;;;N,INDF,NOM,SG
lab;lab;lab;;;N,INDF,NOM,SG
elske;elsker;elskeINS(r);INS(r);;V,ACT,IND,PRS
laks;laksen;laksINS(en);INS(en);;N,DEF,NOM,SG
fiske;fiske;fiske;;;V,ACT,NFIN
kobber;kobberes;kobberINS(es);INS(es);;N,INDF,GEN,PL
bugspytkirtel;bugspytkirtel;bugspytkirtel;;;N,INDF,NOM,SG
pigtråd;pigtråd;pigtråd;;;N,INDF,NOM,SG
seraf;serafs;serafINS(s);INS(s);;N,INDF,GEN,SG
engel;engels;engelINS(s);INS(s);;N,INDF,GEN,SG
spektakel;spektaklerne;spektakINS(l)INS(ern)eDEL(l);INS(l),INS(ern);DEL(l);N,DEF,NOM,PL
skomager;skomagere;skomagerINS(e);INS(e);;N,INDF,NOM,PL
kandisere;kandiser;kandiserDEL(e);;DEL(e);V,ACT,IMP
skalerbarhed;skalerbarheder;skalerbarhedINS(er);INS(er);;N,INDF,NOM,PL
mannequin;mannequinen;mannequiINS(n)INS(e)n;INS(n),INS(e);;N,DEF,NOM,SG
hyæne;hyænen;hyæneINS(n);INS(n);;N,DEF,NOM,SG
inspicere;inspicerer;inspicereINS(r);INS(r);;V,ACT,IND,PRS
maskine;maskinerne;maskiINS(n)INS(er)ne;INS(n),INS(er);;N,DEF,NOM,PL
budskab;budskabs;budskabINS(s);INS(s);;N,INDF,GEN,SG
trone;trones;troneINS(s);INS(s);;N,INDF,GEN,SG
strømstyrke;strømstyrker;strømstyrkeINS(r);INS(r);;N,INDF,NOM,PL
vandbakkelse;vandbakkelse;vandbakkelse;;;N,INDF,NOM,SG
gnist;gnisten;gnistINS(en);INS(en);;N,DEF,NOM,SG
fjende;fjende;fjende;;;N,INDF,NOM,SG
forurening;forureningerne;forureningINS(erne);INS(erne);;N,DEF,NOM,PL
