Source;Target;Combined;Inserts;Deletes;Grammar
vājredzīgs;vājredzīgam;vājredzīgDEL(s)INS(a)INS(m);INS(a),INS(m);DEL(s);ADJ,GEN,SG,MASC
spējīgais;spējīgajām;spējīgaDEL(is)INS(jām);INS(jām);DEL(is);ADJ,GEN,PL,FEM
daugavpiliete;daugavpilietes;daugavpilieteINS(s);INS(s);;N,NOM,PL
vājprātīgais;vājprātīgo;vājprātīgDEL(ais)INS(o);INS(o);DEL(ais);ADJ,NOM,SG,MASC
federatīvais;federatīvajām;federatīvaDEL(is)INS(jām);INS(jām);DEL(is);ADJ,GEN,PL,FEM
nocepšana;nocepšanai;nocepšanaINS(i);INS(i);;N,DAT,SG
viskurlākais;viskurlākajā;viskurlākaDEL(is)INS(jā);INS(jā);DEL(is);ADJ,INST,SG,FEM
rezultatīvais;rezultatīvo;rezultatīvDEL(ais)INS(o);INS(o);DEL(ais);ADJ,NOM,SG,MASC
dāniskāks;dāniskākām;dāniskākDEL(s)INS(ām);INS(ām);DEL(s);ADJ,GEN,PL,FEM
erozija;erozijā;erozijDEL(a)INS(ā);INS(ā);DEL(a);N,LOC,SG
apvienot;apvienojot;apvienINS(o)INS(j)ot;INS(o),INS(j);;V,LGSPEC1,PRS
ziņkārs;ziņkāru;ziņkārDEL(s)INS(u);INS(u);DEL(s);ADJ,ACC,PL,MASC
kāsis;kāsi;kāsiDEL(s);;DEL(s);N,VOC,SG
tualetes papīrs;tualetes papīrs;tualetes papīrs;;;N,NOM,SG
simbolistiskāks;simbolistiskākās;simbolistiskākINS(ā)s;INS(ā);;ADJ,INST,PL,FEM
visblāvākais;visblāvākajam;visblāvākaDEL(is)INS(j)INS(am);INS(j),INS(am);DEL(is);ADJ,GEN,SG,MASC
nenormālāks;nenormālāku;nenormālākDEL(s)INS(u);INS(u);DEL(s);ADJ,DAT,SG,FEM
visūdeņainākais;visūdeņaināko;visūdeņainākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,NOM,SG,MASC
prostituēšanās;prostituēšanās;prostituēšanās;;;N,NOM,SG
mazturīgākais;mazturīgākās;mazturīgākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,NOM,PL,FEM
socioloģisks;socioloģiskām;socioloģiskDEL(s)INS(ām);INS(ām);DEL(s);ADJ,GEN,PL,FEM
pavēlniecisks;pavēlnieciskas;pavēlnieciskINS(a)s;INS(a);;ADJ,ACC,SG,FEM
vasarīgāks;vasarīgāku;vasarīgākDEL(s)INS(u);INS(u);DEL(s);ADJ,NOM,SG,FEM
nepareizākais;nepareizākās;nepareizākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,NOM,PL,FEM
vissapņainākais;vissapņaināko;vissapņainākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,ACC,PL,FEM
nedzelt;nedzēlāt;nedzDEL(e)INS(ē)lINS(ā)t;INS(ē),INS(ā);DEL(e);V,2,PL,PST,IND
vate;vatē;vatDEL(e)INS(ē);INS(ē);DEL(e);N,LOC,SG
jemenietis;jemeniešus;jemenieDEL(t)DEL(i)INS(š)INS(u)s;INS(š),INS(u);DEL(t),DEL(i);N,ACC,PL
begemots;begemotam;begemotDEL(s)INS(a)INS(m);INS(a),INS(m);DEL(s);N,DAT,SG
andorietis;andorieši;andorieDEL(t)INS(š)iDEL(s);INS(š);DEL(t),DEL(s);N,NOM,PL
ērkšķis;ērkšķos;ērkšķDEL(i)INS(o)s;INS(o);DEL(i);N,LOC,PL
eiropejiskākais;eiropejiskāko;eiropejiskākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,FEM
melīgais;melīgā;melīgDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,ACC,SG,MASC
ģist;ģied;ģiDEL(s)DEL(t)INS(e)INS(d);INS(e),INS(d);DEL(s),DEL(t);V,2,SG,IMP
aziātiskākais;aziātiskākās;aziātiskākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,NOM,PL,FEM
ciliārķermenis;ciliārķermeņi;ciliārķermeDEL(n)INS(ņ)iDEL(s);INS(ņ);DEL(n),DEL(s);N,NOM,PL
fluors;fluors;fluors;;;N,NOM,SG
cietoksnis;cietokšņi;cietokDEL(s)DEL(n)INS(š)INS(ņ)iDEL(s);INS(š),INS(ņ);DEL(s),DEL(n),DEL(s);N,NOM,PL
mīlākais;mīlākajiem;mīlākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s);ADJ,GEN,PL,MASC
vingrais;vingrā;vingrDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,ACC,SG,MASC
debess;debesi;debeDEL(s)sINS(i);INS(i);DEL(s);N,INST,SG
reliģiskākais;reliģiskākos;reliģiskākDEL(ai)INS(o)s;INS(o);DEL(ai);ADJ,NOM,PL,MASC
šunelis;šunelī;šunelDEL(is)INS(ī);INS(ī);DEL(is);N,LOC,SG
zīdīt;zīdot;zīdDEL(ī)INS(o)t;INS(o);DEL(ī);V,LGSPEC1,PRS
miegaināks;miegainākiem;miegainākDEL(s)INS(iem);INS(iem);DEL(s);ADJ,GEN,PL,MASC
store;storu;storDEL(e)INS(u);INS(u);DEL(e);N,GEN,PL
priekšstats;priekšstatu;priekšstatDEL(s)INS(u);INS(u);DEL(s);N,ACC,SG
raudulīgākais;raudulīgāko;raudulīgākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,FEM
simboliskāks;simboliskākai;simboliskākDEL(s)INS(a)INS(i);INS(a),INS(i);DEL(s);ADJ,GEN,SG,FEM
ontoloģiskais;ontoloģisko;ontoloģiskDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,MASC
daiļāks;daiļākai;daiļākDEL(s)INS(a)INS(i);INS(a),INS(i);DEL(s);ADJ,GEN,SG,FEM
tapt;topam;tINS(o)INS(p)aDEL(p)DEL(t)INS(m);INS(o),INS(p),INS(m);DEL(p),DEL(t);V,1,PL,PRS,IND
iecept;iecepu;iecepDEL(t)INS(u);INS(u);DEL(t);V,1,SG,PRS,IND
mist;mītiet;mINS(ī)INS(t)iDEL(s)INS(e)t;INS(ī),INS(t),INS(e);DEL(s);V,2,PL,IMP
nedot;nedevāt;nedDEL(o)INS(e)INS(v)INS(ā)t;INS(e),INS(v),INS(ā);DEL(o);V,2,PL,PST,IND
piederēt;piederot;piederDEL(ē)INS(o)t;INS(o);DEL(ē);V,V.PTCP,PRS,LGSPEC5
paart;paarts;paartINS(s);INS(s);;V,V.PTCP,PST,PASS
vismīkstākais;vismīkstākajai;vismīkstākINS(a)INS(j)aiDEL(s);INS(a),INS(j);DEL(s);ADJ,GEN,SG,FEM
visarktiskākais;visarktiskākie;visarktiskākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s);ADJ,LOC,PL,MASC
lingvistiskais;lingvistiskā;lingvistiskDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,ACC,SG,MASC
šķēde;šķēdēm;šķēdDEL(e)INS(ē)INS(m);INS(ē),INS(m);DEL(e);N,INST,PL
nesākt;lai nesāk;INS(l)INS(a)INS(i)INS( )nesākDEL(t);INS(l),INS(a),INS(i),INS( );DEL(t);V,3,SG,IMP
svaine;svaines;svaineINS(s);INS(s);;N,ACC,PL
eļļa;eļļām;eļļDEL(a)INS(ām);INS(ām);DEL(a);N,DAT,PL
valodīgais;valodīgajām;valodīgaDEL(is)INS(jām);INS(jām);DEL(is);ADJ,GEN,PL,FEM
visņiprākais;visņiprākais;visņiprākais;;;ADJ,LOC,SG,MASC
mironis;mironī;mironDEL(is)INS(ī);INS(ī);DEL(is);N,LOC,SG
zīdīt;esot zīdījis;INS(e)INS(s)INS(o)INS(t)INS( )zīdīDEL(t)INS(j)INS(is);INS(e),INS(s),INS(o),INS(t),INS( ),INS(j),INS(is);DEL(t);V,LGSPEC1,PST
atbildēt;lai atbild;INS(l)INS(a)INS(i)INS( )atbildDEL(ē)DEL(t);INS(l),INS(a),INS(i),INS( );DEL(ē),DEL(t);V,3,PL,IMP
bēdīgākais;bēdīgākās;bēdīgākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,ACC,SG,FEM
neiedot;neiedot;neiedot;;;V,NFIN
valodniecība;valodniecība;valodniecība;;;N,VOC,SG
tēvs;tēvā;tēvDEL(s)INS(ā);INS(ā);DEL(s);N,LOC,SG
truļais;truļo;truļDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,MASC
aizspriedums;aizspriedumiem;aizsprieduINS(m)INS(ie)mDEL(s);INS(m),INS(ie);DEL(s);N,INST,PL
nestrādāšana;nestrādāšanas;nestrādāšanaINS(s);INS(s);;N,GEN,SG
liet;lejat;lDEL(i)eINS(j)INS(a)t;INS(j),INS(a);DEL(i);V,2,PL,PRS,IND
atvasara;atvasarām;atvasarDEL(a)INS(ām);INS(ām);DEL(a);N,INST,PL
plašs;plašu;plašDEL(s)INS(u);INS(u);DEL(s);ADJ,DAT,SG,MASC
slimais;slimajai;slimINS(a)INS(j)aiDEL(s);INS(a),INS(j);DEL(s);ADJ,GEN,SG,FEM
eiropejiskākais;eiropejiskāko;eiropejiskākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,ACC,PL,MASC
zīdināt;esot jāzīdina;INS(e)INS(s)INS(o)INS(t)INS( )INS(j)INS(ā)zīdinDEL(ā)DEL(t)INS(a);INS(e),INS(s),INS(o),INS(t),INS( ),INS(j),INS(ā),INS(a);DEL(ā),DEL(t);V,LGSPEC2,LGSPEC7
sausāks;sausākām;sausākDEL(s)INS(ām);INS(ām);DEL(s);ADJ,DAT,PL,FEM
septiņnieks;septiņnieku;septiņniekDEL(s)INS(u);INS(u);DEL(s);N,INST,SG
spanis;spani;spaniDEL(s);;DEL(s);N,ACC,SG
dāsnāks;dāsnākām;dāsnākDEL(s)INS(ām);INS(ām);DEL(s);ADJ,GEN,PL,FEM
miesīgākais;miesīgāko;miesīgākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,ACC,PL,FEM
bulgāriskākais;bulgāriskākajam;bulgāriskākaDEL(is)INS(j)INS(am);INS(j),INS(am);DEL(is);ADJ,GEN,SG,MASC
ejakulēt;ejakulējām;ejakulēDEL(t)INS(jām);INS(jām);DEL(t);V,1,PL,PST,IND
jemenietis;jemeniešiem;jemenieDEL(t)DEL(is)INS(š)INS(iem);INS(š),INS(iem);DEL(t),DEL(is);N,DAT,PL
klinšainākais;klinšainākie;klinšainākDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s);ADJ,LOC,PL,MASC
muļķīgākais;muļķīgākā;muļķīgākDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,LOC,SG,FEM
kalnainākais;kalnainākajiem;kalnainākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s);ADJ,DAT,PL,MASC
knašais;knašie;knašDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s);ADJ,LOC,PL,MASC
zemniece;zemnieces;zemnieceINS(s);INS(s);;N,GEN,SG
telefonēšana;telefonēšana;telefonēšana;;;N,VOC,SG
vāverēns;vāverēna;vāverēnDEL(s)INS(a);INS(a);DEL(s);N,GEN,SG
britiskais;britisko;britiskDEL(ais)INS(o);INS(o);DEL(ais);ADJ,NOM,SG,FEM
bēda;bēdu;bēdDEL(a)INS(u);INS(u);DEL(a);N,INST,SG
sociālistiskais;sociālistiskie;sociālistiskDEL(a)iDEL(s)INS(e);INS(e);DEL(a),DEL(s);ADJ,LOC,PL,MASC
mājdzīvnieks;mājdzīvniekus;mājdzīvniekINS(u)s;INS(u);;N,ACC,PL
nebēdne;nebēdni;nebēdnDEL(e)INS(i);INS(i);DEL(e);N,INST,SG
eiropeiskākais;eiropeiskāko;eiropeiskākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,ACC,PL,FEM
gailis;gaiļiem;gaiDEL(l)DEL(is)INS(ļ)INS(i)INS(e)INS(m);INS(ļ),INS(i),INS(e),INS(m);DEL(l),DEL(is);N,INST,PL
kompjūters;kompjūteru;kompjūterDEL(s)INS(u);INS(u);DEL(s);N,INST,SG
nerunāt;nerunājot;nerunāINS(jo)t;INS(jo);;V,V.PTCP,PRS,LGSPEC5
abate;abates;abateINS(s);INS(s);;N,VOC,PL
komēta;komētām;komētDEL(a)INS(ām);INS(ām);DEL(a);N,INST,PL
nesaprašana;nesaprašanas;nesaprašanaINS(s);INS(s);;N,GEN,SG
mēļākais;mēļākās;mēļākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,LOC,PL,FEM
cilvēciskāks;cilvēciskākai;cilvēciskākDEL(s)INS(a)INS(i);INS(a),INS(i);DEL(s);ADJ,GEN,SG,FEM
nerast;neradīs;neraINS(d)INS(ī)sDEL(t);INS(d),INS(ī);DEL(t);V,3,PL,FUT,IND
raksturīgums;raksturīguma;raksturīgumDEL(s)INS(a);INS(a);DEL(s);N,GEN,SG
pacept;lai pacep;INS(l)INS(a)INS(i)INS( )pacepDEL(t);INS(l),INS(a),INS(i),INS( );DEL(t);V,3,PL,IMP
milzīgais;milzīgās;milzīgDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,LOC,PL,FEM
nenāvēt;nenāvējis;nenāvēDEL(t)INS(j)INS(is);INS(j),INS(is);DEL(t);V,V.PTCP,PST,ACT
realizēt;realizējot;realizēINS(jo)t;INS(jo);;V,V.PTCP,PRS,LGSPEC5
rupja vīle;rupju vīli;rupjDEL(a)INS(u) vīlDEL(e)INS(i);INS(u),INS(i);DEL(a),DEL(e);N,ACC,SG
amerikāniskākais;amerikāniskākos;amerikāniskākDEL(ai)INS(o)s;INS(o);DEL(ai);ADJ,NOM,PL,MASC
horvātiskais;horvātisko;horvātiskDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,MASC
knauslis;knauslis;knauslis;;;N,NOM,SG
nemirst;nemirsu;nemirsDEL(t)INS(u);INS(u);DEL(t);V,1,SG,PST,IND
neprostituēties;neprostituējies;neprostituēDEL(t)INS(j)ies;INS(j);DEL(t);V,2,SG,IMP
trusene;truseņu;trusDEL(e)DEL(n)eINS(ņ)INS(u);INS(ņ),INS(u);DEL(e),DEL(n);N,GEN,PL
velsisks;velsiskus;velsiskINS(u)s;INS(u);;ADJ,NOM,PL,MASC
necaurredzamākais;necaurredzamākajā;necaurredzamākaDEL(is)INS(jā);INS(jā);DEL(is);ADJ,INST,SG,MASC
nestumt;nestumsim;nestuINS(m)INS(s)INS(i)mDEL(t);INS(m),INS(s),INS(i);DEL(t);V,1,PL,IMP
milzīgums;milzīgumam;milzīguINS(m)INS(a)mDEL(s);INS(m),INS(a);DEL(s);N,DAT,SG
bāra bērns;bāra bērniem;bāra bērnDEL(s)INS(iem);INS(iem);DEL(s);N,DAT,PL
filozofiskāks;filozofiskāku;filozofiskākDEL(s)INS(u);INS(u);DEL(s);ADJ,DAT,SG,MASC
nemazgāt;nemazgāsim;nemazgāDEL(t)INS(s)INS(im);INS(s),INS(im);DEL(t);V,1,PL,FUT,IND
ķīsis;ķīsis;ķīsis;;;N,NOM,SG
dzīvāks;dzīvāku;dzīvākDEL(s)INS(u);INS(u);DEL(s);ADJ,DAT,SG,FEM
nesmaidīt;nesmaidīsi;nesmaidīDEL(t)INS(s)INS(i);INS(s),INS(i);DEL(t);V,2,SG,FUT,IND
nezīst;nezīzdams;nezīINS(z)INS(d)INS(a)INS(m)sDEL(t);INS(z),INS(d),INS(a),INS(m);DEL(t);V,V.PTCP,PRS,LGSPEC4
šūna;šūna;šūna;;;N,VOC,SG
mutīgākais;mutīgākajā;mutīgākaDEL(is)INS(jā);INS(jā);DEL(is);ADJ,INST,SG,MASC
vislatviskākais;vislatviskākos;vislatviskākDEL(ai)INS(o)s;INS(o);DEL(ai);ADJ,NOM,PL,MASC
iztulkošana;iztulkošanas;iztulkošanaINS(s);INS(s);;N,ACC,PL
sila strazds;sila strazdos;sila strazdINS(o)s;INS(o);;N,LOC,PL
debates;debatēs;debatDEL(e)INS(ē)s;INS(ē);DEL(e);N,LOC,PL
ūsains;ūsainas;ūsainINS(a)s;INS(a);;ADJ,NOM,PL,FEM
realizēt;realizējam;realizēDEL(t)INS(j)INS(am);INS(j),INS(am);DEL(t);V,1,PL,PRS,IND
malārijods;malārijodu;malārijodDEL(s)INS(u);INS(u);DEL(s);N,GEN,PL
nenazalizēt;nenazalizēsit;nenazalizēINS(s)INS(i)t;INS(s),INS(i);;V,2,PL,FUT,IND
resns;resniem;resnDEL(s)INS(iem);INS(iem);DEL(s);ADJ,GEN,PL,MASC
ērkšķaināks;ērkšķainākiem;ērkšķainākDEL(s)INS(iem);INS(iem);DEL(s);ADJ,DAT,PL,MASC
vistumšmatainākais;vistumšmataināko;vistumšmatainākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,MASC
pastniece;pastniece;pastniece;;;N,NOM,SG
vislokanākais;vislokanākā;vislokanākDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,LOC,SG,FEM
nemantīgs;nemantīgos;nemantīgINS(o)s;INS(o);;ADJ,INST,PL,MASC
truļāks;truļākas;truļākINS(a)s;INS(a);;ADJ,ACC,SG,FEM
bagātināt;bagātināsi;bagātināDEL(t)INS(s)INS(i);INS(s),INS(i);DEL(t);V,2,SG,FUT,IND
visspožākais;visspožākos;visspožākDEL(ai)INS(o)s;INS(o);DEL(ai);ADJ,NOM,PL,MASC
patiesākais;patiesākos;patiesākDEL(ai)INS(o)s;INS(o);DEL(ai);ADJ,NOM,PL,MASC
nebēdīgums;nebēdīgum;nebēdīgumDEL(s);;DEL(s);N,VOC,SG
ietekmīgais;ietekmīgo;ietekmīgDEL(ais)INS(o);INS(o);DEL(ais);ADJ,DAT,SG,MASC
nedancināt;nedancinājis;nedancināDEL(t)INS(j)INS(is);INS(j),INS(is);DEL(t);V,V.PTCP,PST,ACT
ateroskleroze;aterosklerozes;aterosklerozeINS(s);INS(s);;N,GEN,SG
rātenākais;rātenākās;rātenākDEL(ai)INS(ā)s;INS(ā);DEL(ai);ADJ,ACC,SG,FEM
slavenāks;slavenākiem;slavenākDEL(s)INS(iem);INS(iem);DEL(s);ADJ,GEN,PL,MASC
mīlāks;mīlākām;mīlākDEL(s)INS(ām);INS(ām);DEL(s);ADJ,DAT,PL,FEM
iestāde;iestādei;iestādeINS(i);INS(i);;N,DAT,SG
visizraēliskākais;visizraēliskākajiem;visizraēliskākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s);ADJ,DAT,PL,MASC
staigs;staigai;staigDEL(s)INS(a)INS(i);INS(a),INS(i);DEL(s);ADJ,GEN,SG,FEM
kanādiskākais;kanādiskākajiem;kanādiskākaINS(j)iDEL(s)INS(em);INS(j),INS(em);DEL(s);ADJ,GEN,PL,MASC
nekošana;nekošanu;nekošanDEL(a)INS(u);INS(u);DEL(a);N,INST,SG
istaba;istabas;istabaINS(s);INS(s);;N,NOM,PL
gatavais;gatavā;gatavDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,LOC,SG,FEM
nekost;nekod;nekoDEL(s)DEL(t)INS(d);INS(d);DEL(s),DEL(t);V,2,SG,IMP
nebloķēt;nebloķēsim;nebloķēDEL(t)INS(s)INS(im);INS(s),INS(im);DEL(t);V,1,PL,IMP
neglābšana;neglābšanu;neglābšanDEL(a)INS(u);INS(u);DEL(a);N,ACC,SG
sūkāt;sūkā;sūkāDEL(t);;DEL(t);V,3,PL,PRS,IND
visslepenākais;visslepenākā;visslepenākDEL(ais)INS(ā);INS(ā);DEL(ais);ADJ,LOC,SG,FEM
nemainīt;nemainām;nemainDEL(ī)DEL(t)INS(ām);INS(ām);DEL(ī),DEL(t);V,1,PL,PRS,IND
kucēns;kucēnos;kucēnINS(o)s;INS(o);;N,LOC,PL
vispilsoniskākais;vispilsoniskāko;vispilsoniskākDEL(ais)INS(o);INS(o);DEL(ais);ADJ,NOM,SG,FEM
tumšākais;tumšākais;tumšākais;;;ADJ,LOC,SG,MASC
