Source;Target;Combined;Inserts;Deletes;Grammar
çem;çemno;çemINS(no);INS(no);;DEF,N,PL,VOC
raz;razan;razINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
yar-cento;yar-centoo;yar-centoINS(o);INS(o);;DEF,N,SG,VOC
siwal;siwaline;siwalINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
vizîn;divizîin;INS(di)vizîINS(i)n;INS(di),INS(i);;1,2,3,IND,PL,POS,PST,V,PROG
gûnî;gûnîa;gûnîINS(a);INS(a);;DEF,LGSPEC1,N,SG
zaroktî, zarotî;zaroktî;zarokDEL(tî, zaro)tî;;DEL(tî, zaro);DEF,N,NOM,PL,SG
nîfaq;nîfaqinan;nîfaqINS(inan);INS(inan);;INDF,N,PL,ACC
sûpermodel;sûpermodeleke;sûpermodelINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
quloç;quloçekî;quloçINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
þayîþ;þayîþin;þayîþINS(in);INS(in);;INDF,N,NOM,PL
alav;alavin;alavINS(in);INS(in);;INDF,N,NOM,PL
kundîl;kundîlan;kundîlINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
vereþîn;vereþînine;vereþînINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
piþika rastê;piþika rastêin;piþika rastêINS(in);INS(in);;INDF,N,NOM,PL
þaq;þaqno;þaqINS(no);INS(no);;DEF,N,PL,VOC
kendin;kendina;kendinINS(a);INS(a);;DEF,LGSPEC1,N,SG
sîrk;sîrkno;sîrkINS(no);INS(no);;DEF,N,PL,VOC
çûk;çûka;çûkINS(a);INS(a);;DEF,LGSPEC1,N,SG
dûmeqesk;dûmeqeska;dûmeqeskINS(a);INS(a);;DEF,LGSPEC1,N,SG
rûhevîrk : potê ku davên ser hevîr;rûhevîrk : potê ku davên ser hevîreke;rûhevîrk : potê ku davên ser hevîrINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
kujer;kujer;kujer;;;ADJ,DEF,N,NOM,PL,SG,ACC
seza;sezaî;sezaINS(î);INS(î);;DEF,N,SG,LGSPEC2
çewisîn;çewisînno;çewisînINS(no);INS(no);;DEF,N,PL,VOC
mekanîk;mekanîkinan;mekanîkINS(inan);INS(inan);;INDF,N,PL,ACC
benderuhî;benderuhîin;benderuhîINS(in);INS(in);;INDF,N,NOM,PL
esman;esmanin;esmaINS(n)INS(i)n;INS(n),INS(i);;INDF,N,NOM,PL
ceger;cegerin;cegerINS(in);INS(in);;INDF,N,NOM,PL
wekîl;wekîlekî;wekîlINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
porteqal;porteqalo;porteqalINS(o);INS(o);;DEF,N,SG,VOC
melû;melûinan;melûINS(inan);INS(inan);;INDF,N,PL,ACC
mehîn;mehîneke;mehînINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
gevzik;gevzikê;gevzikINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
hêlan;hêlame;hêlaDEL(n)INS(m)INS(e);INS(m),INS(e);DEL(n);1,IND,POS,PRF,PRS,SG,V
dawênkurtk;dawênkurtkinan;dawênkurtkINS(inan);INS(inan);;INDF,N,PL,ACC
keçxalet;keçxaletine;keçxaletINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
hîz;hîzin;hîzINS(in);INS(in);;INDF,N,NOM,PL
îzbandot;îzbandota;îzbandotINS(a);INS(a);;DEF,LGSPEC1,N,SG
ra-xistin;nera-xistim;INS(ne)ra-xistiDEL(n)INS(m);INS(ne),INS(m);DEL(n);1,IND,NEG,PFV,PST,SG,V
kulek;kulekê;kulekINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
çema stû;çema stûinan;çema stûINS(inan);INS(inan);;INDF,N,PL,ACC
ezox;ezoxine;ezoxINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
budceya salane;budceya salaneekî;budceya salaneINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
hekê;hekêno;hekêINS(no);INS(no);;DEF,N,PL,VOC
lîlandin;nelîlandî;INS(ne)lîlandDEL(i)DEL(n)INS(î);INS(ne),INS(î);DEL(i),DEL(n);2,IND,NEG,PFV,PST,SG,V,V.PTCP
zibûn;zibûnan;zibûINS(na)n;INS(na);;DEF,N,PL,ACC,LGSPEC2
kaniyên avdanê;kaniyên avdanêa;kaniyên avdanêINS(a);INS(a);;DEF,LGSPEC1,N,SG
zirrbav;zirrbavno;zirrbavINS(no);INS(no);;DEF,N,PL,VOC
sirrandin;sirrandinin;sirrandINS(in)in;INS(in);;INDF,N,NOM,PL
xatûn;xatûnek;xatûnINS(ek);INS(ek);;INDF,N,NOM,SG
lîder;lîderin;lîderINS(in);INS(in);;INDF,N,NOM,PL
binkask;binkaskeke;binkaskINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
evzêl;evzêlan;evzêlINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
sav-söz;sav-söza;sav-sözINS(a);INS(a);;DEF,LGSPEC1,N,SG
çinage;çinageê;çinageINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
batî: gun;batî: gun;batî: gun;;;DEF,N,NOM,PL,SG,ACC
rûniþtvan;rûniþtvanên;rûniþtvaINS(n)INS(ê)n;INS(n),INS(ê);;DEF,LGSPEC1,N,PL,VOC
ronesans;ronesansê;ronesansINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
alîk;alîkno;alîkINS(no);INS(no);;DEF,N,PL,VOC
miþtelî;miþtelîek;miþtelîINS(ek);INS(ek);;INDF,N,NOM,SG
hebûn;hebûin;hebûINS(i)n;INS(i);;1,2,3,IND,PFV,PL,POS,PST,V
gevizandin;bigevizandiba;INS(bi)gevizandiDEL(n)INS(b)INS(a);INS(bi),INS(b),INS(a);DEL(n);3,COND,POS,PRF,PST,SG,V
pizîlaq;pizîlaqeke;pizîlaqINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
destbirak;destbirakan;destbirakINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
mîzkêþ;mîzkêþên;mîzkêþINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
dirrêt;dirrêtin;dirrêtINS(in);INS(in);;INDF,N,NOM,PL
kargeh;kargehên;kargehINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
hoste;hoste;hoste;;;DEF,N,NOM,PL,SG
qalib;qalibekî;qalibINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
ûr;ûrin;ûrINS(in);INS(in);;INDF,N,NOM,PL
dol;dolinan;dolINS(inan);INS(inan);;INDF,N,PL,ACC
tora çav;tora çavên;tora çavINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
dexm;dexmine;dexmINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
sefa;sefainan;sefaINS(inan);INS(inan);;INDF,N,PL,ACC
qurmiçka qûnê;qurmiçka qûnêan;qurmiçka qûnêINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
þems;þemsên;þemsINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
frank;frankine;frankINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
derhem;derhemên;derhemINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
mifredat;mifredata;mifredatINS(a);INS(a);;DEF,LGSPEC1,N,SG
darê gogê;darê gogêan;darê gogêINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
harem;haremên;haremINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
hemberî;hemberîên;hemberîINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
replîk;replîk;replîk;;;DEF,N,NOM,PL,SG
kirîn;nekirî;INS(ne)kirîDEL(n);INS(ne);DEL(n);2,3,IND,NEG,PFV,PRS,PST,SBJV,SG,V,V.PTCP
hemet;hemetê;hemetINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
bêhe;bêheek;bêheINS(ek);INS(ek);;INDF,N,NOM,SG
kemçik;kemçikê;kemçikINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
dîtin;nedîti;INS(ne)dîtiDEL(n);INS(ne);DEL(n);3,IND,NEG,PFV,PST,SG,V
qewimîn;biqewimin;INS(bi)qewimDEL(î)INS(i)n;INS(bi),INS(i);DEL(î);1,2,3,IMP,PL,POS,PRS,SBJV,V
neteweparêzî;neteweparêzîine;neteweparêzîINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
komel;komel;komel;;;DEF,N,NOM,PL,SG
hejik;hejika;hejikINS(a);INS(a);;DEF,LGSPEC1,N,SG
tûncik;tûncikî;tûncikINS(î);INS(î);;DEF,N,SG,LGSPEC2
ra-pelikîn;nera-pelikîbûya;INS(ne)ra-pelikîDEL(n)INS(b)INS(û)INS(y)INS(a);INS(ne),INS(b),INS(û),INS(y),INS(a);DEL(n);2,3,COND,NEG,PRF,PST,SG,V
dîndarî;dîndarîên;dîndarîINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
mafya;mafyaî;mafyaINS(î);INS(î);;DEF,N,SG,LGSPEC2
dilpakî;dilpakîê;dilpakîINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
daniþtin;daniþtino;daniþtinINS(o);INS(o);;DEF,N,SG,VOC
ewliya;ewliyano;ewliyaINS(no);INS(no);;DEF,N,PL,VOC
zorbaþ;zorbaþên;zorbaþINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
pijandin;bipijînim;INS(bi)pijDEL(a)DEL(ndi)INS(î)nINS(i)INS(m);INS(bi),INS(î),INS(i),INS(m);DEL(a),DEL(ndi);1,POS,PRS,SBJV,SG,V
dewl;dewline;dewlINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
hiþyarî;hiþyarîinan;hiþyarîINS(inan);INS(inan);;INDF,N,PL,ACC
herimandin;neherimandibûya;INS(ne)herimandiDEL(n)INS(b)INS(û)INS(y)INS(a);INS(ne),INS(b),INS(û),INS(y),INS(a);DEL(n);2,3,COND,NEG,PRF,PST,SG,V
kurtayî;kurtayîno;kurtayîINS(no);INS(no);;DEF,N,PL,VOC
rewêþtin;rewêþtinine;rewêþtinINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
tanq;tanqno;tanqINS(no);INS(no);;DEF,N,PL,VOC
ewtîn;diewtîin;INS(di)ewtîINS(i)n;INS(di),INS(i);;1,2,3,IND,PL,POS,PST,V,PROG
rukn;rukn;rukn;;;DEF,N,NOM,PL,SG,ACC
huneryar;huneryarin;huneryarINS(in);INS(in);;INDF,N,NOM,PL
legan;leganeke;leganINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
gehîk;gehîkan;gehîkINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
bistîk;bistîkinan;bistîkINS(inan);INS(inan);;INDF,N,PL,ACC
gumsik;gumsikên;gumsikINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
berdilk;berdilkan;berdilkINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
îdealîst;îdealîstek;îdealîstINS(ek);INS(ek);;INDF,N,NOM,SG
eczaxane;eczaxaneinan;eczaxaneINS(inan);INS(inan);;INDF,N,PL,ACC
çalakî;çalakîa;çalakîINS(a);INS(a);;DEF,LGSPEC1,N,SG
givaþ;givaþên;givaþINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
anekdot;anekdotno;anekdotINS(no);INS(no);;DEF,N,PL,VOC
derbend;derbendinan;derbendINS(inan);INS(inan);;INDF,N,PL,ACC
dolbend;dolbendê;dolbendINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
giriyan;bigiriyabûya;INS(bi)giriINS(y)INS(a)INS(b)INS(û)yaDEL(n);INS(bi),INS(y),INS(a),INS(b),INS(û);DEL(n);2,3,COND,POS,PRF,PST,SG,V
leyîstin;bileyîstibûya;INS(bi)leyîstiDEL(n)INS(b)INS(û)INS(y)INS(a);INS(bi),INS(b),INS(û),INS(y),INS(a);DEL(n);2,3,COND,POS,PRF,PST,SG,V
mad;mad;mad;;;ADJ,DEF,N,NOM,PL,SG,ACC
bikaranîna awayan;bikaranîna awayanê;bikaranîna awayanINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
diltengî;diltengîa;diltengîINS(a);INS(a);;DEF,LGSPEC1,N,SG
mahîtab;mahîtaban;mahîtabINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
aþane;aþaneno;aþaneINS(no);INS(no);;DEF,N,PL,VOC
tefîn;netefin;INS(ne)tefDEL(î)INS(i)n;INS(ne),INS(i);DEL(î);1,2,3,IMP,NEG,PL,PRS,SBJV,V
hevoka pêreyî;hevoka pêreyîên;hevoka pêreyîINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
ahû;ahûan;ahûINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
libat;libatan;libatINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
bakuzîr;bakuzîrin;bakuzîrINS(in);INS(in);;INDF,N,NOM,PL
cliùd;cliùdek;cliùdINS(ek);INS(ek);;INDF,N,NOM,SG
qayîlî;qayîlîine;qayîlîINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
ziman;zimanek;zimanINS(ek);INS(ek);;INDF,N,NOM,SG
bêsewad;bêsewadeke;bêsewadINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
lerzîn;lerzîn;lerzîn;;;1,2,3,IND,PFV,PL,POS,PST,V,V.MSDR
lutf;lutfên;lutfINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
bikaranîn;bikaranîn;bikaranîn;;;DEF,N,NOM,PL,SG
firîkê nokan);firîkê nokan)no;firîkê nokan)INS(no);INS(no);;DEF,N,PL,VOC
kefen;kefenan;kefeINS(na)n;INS(na);;DEF,N,PL,ACC,LGSPEC2
xaþik;xaþikno;xaþikINS(no);INS(no);;DEF,N,PL,VOC
gerdek;gerdekê;gerdekINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
fotografer;fotograferinan;fotograferINS(inan);INS(inan);;INDF,N,PL,ACC
nasandin;nanasîne;naDEL(s)DEL(a)DEL(n)DEL(d)DEL(i)nINS(a)INS(s)INS(î)INS(n)INS(e);INS(a),INS(s),INS(î),INS(n),INS(e);DEL(s),DEL(a),DEL(n),DEL(d),DEL(i);3,IND,NEG,PRS,SG,V,IPFV
çile;çileo;çileINS(o);INS(o);;DEF,N,SG,VOC
kêþan;kêþaneke;kêþanINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
proto-hindûewropî;proto-hindûewropîno;proto-hindûewropîINS(no);INS(no);;DEF,N,PL,VOC
veng;vengên;vengINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
rijiyan;nedirijiyayî;INS(ne)INS(di)rijiyaDEL(n)INS(y)INS(î);INS(ne),INS(di),INS(y),INS(î);DEL(n);2,IND,NEG,PST,SG,V,PROG
tajî;tajîek;tajîINS(ek);INS(ek);;INDF,N,NOM,SG
mikemeliyet;mikemeliyetan;mikemeliyetINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
kongoyî;kongoyîî;kongoyîINS(î);INS(î);;DEF,N,SG,LGSPEC2
lûla pazû;lûla pazûinan;lûla pazûINS(inan);INS(inan);;INDF,N,PL,ACC
tesewif;tesewifên;tesewifINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
tirozî;tirozî;tirozî;;;DEF,N,NOM,PL,SG,ACC
qiriçandin;qiriçandinin;qiriçandINS(in)in;INS(in);;INDF,N,NOM,PL
mifa;mifaê;mifaINS(ê);INS(ê);;DEF,LGSPEC1,N,SG
nasandin;nenasandibûma;INS(ne)nasandiDEL(n)INS(b)INS(û)INS(m)INS(a);INS(ne),INS(b),INS(û),INS(m),INS(a);DEL(n);1,COND,NEG,PRF,PST,SG,V
qîjiyan;nediqîjiyan;INS(ne)INS(di)qîjiyan;INS(ne),INS(di);;1,2,3,IND,NEG,PL,PST,V,PROG
mabeyn;mabeyn;mabeyn;;;DEF,N,NOM,PL,SG,ACC
hinarik;hinarikan;hinarikINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
berpeyv;berpeyvine;berpeyvINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
firoþkar;firoþkarek;firoþkarINS(ek);INS(ek);;INDF,N,NOM,SG
qolanî;qolanîa;qolanîINS(a);INS(a);;DEF,LGSPEC1,N,SG
seng;senga;sengINS(a);INS(a);;DEF,LGSPEC1,N,SG
neçarî;neçarî;neçarî;;;DEF,N,NOM,PL,SG
evdî;evdîên;evdîINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
þantiye;þantiyea;þantiyeINS(a);INS(a);;DEF,LGSPEC1,N,SG
ra-kirin;dira-kim;INS(di)ra-kiDEL(r)DEL(in)INS(m);INS(di),INS(m);DEL(r),DEL(in);1,IND,POS,PRS,SG,V,IPFV
penah;penahên;penahINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
mistexalib;mistexalibî;mistexalibINS(î);INS(î);;DEF,N,SG,LGSPEC2
xeftan;xeftanî;xeftanINS(î);INS(î);;DEF,N,SG,LGSPEC2
tê-xistin;natê-xî;INS(na)tê-xDEL(i)DEL(stin)INS(î);INS(na),INS(î);DEL(i),DEL(stin);2,IND,NEG,PRS,SG,V,IPFV
melez;melezeke;melezINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
askil;askilên;askilINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
gelî;gelîek;gelîINS(ek);INS(ek);;INDF,N,NOM,SG
pijîn;pijîibûyî;pijINS(î)INS(i)INS(b)INS(û)INS(y)îDEL(n);INS(î),INS(i),INS(b),INS(û),INS(y);DEL(n);2,IND,POS,PRF,PST,SG,V
þolpêker;þolpêkerên;þolpêkerINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
ketezer;ketezerin;ketezerINS(in);INS(in);;INDF,N,NOM,PL
nizafe;nizafeên;nizafeINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
felat;felatên;felatINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
þimqar;þimqaran;þimqarINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
rê vekirin;rê vekirinên;rê vekiriINS(n)INS(ê)n;INS(n),INS(ê);;DEF,LGSPEC1,N,PL,VOC
läpsäytys;läpsäytysên;läpsäytysINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
ezbet;ezbetno;ezbetINS(no);INS(no);;DEF,N,PL,VOC
ferzend;ferzendine;ferzendINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
xwazok;xwazokê;xwazokINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
çim;çimin;çimINS(in);INS(in);;INDF,N,NOM,PL
pêxew;pêxewên;pêxewINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
artoþ;artoþa;artoþINS(a);INS(a);;DEF,LGSPEC1,N,SG
atestasyon;atestasyonê;atestasyonINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
bildsäule;bildsäuleo;bildsäuleINS(o);INS(o);;DEF,N,SG,VOC
kuxuyan;nekuxuyan;INS(ne)kuxuyan;INS(ne);;1,2,3,IND,NEG,PFV,PL,PST,V,V.MSDR
zêr;zêrên;zêrINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
civak;civaka;civakINS(a);INS(a);;DEF,LGSPEC1,N,SG
çîçik;çîçikekî;çîçikINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
pirpitîn;pirpitîneke;pirpitînINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
tacir;taciro;tacirINS(o);INS(o);;DEF,N,SG,VOC
binbêder;binbêderin;binbêderINS(in);INS(in);;INDF,N,NOM,PL
operator;operatoran;operatorINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
darizandin;darizandina;darizandinINS(a);INS(a);;DEF,LGSPEC1,N,SG
piþkul;piþkuline;piþkulINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
parsî;parsîa;parsîINS(a);INS(a);;DEF,LGSPEC1,N,SG
periþtîþ;periþtîþan;periþtîþINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
koma keloxan;koma keloxaninan;koma keloxINS(a)INS(n)INS(i)INS(n)an;INS(a),INS(n),INS(i),INS(n);;INDF,N,PL,ACC
miqedem;miqedemê;miqedemINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
hevalnav;hevalnava;hevalnavINS(a);INS(a);;DEF,LGSPEC1,N,SG
niqutandin;biniqutînyî;INS(bi)niqutDEL(a)DEL(ndi)INS(î)nINS(y)INS(î);INS(bi),INS(î),INS(y),INS(î);DEL(a),DEL(ndi);2,POS,PRS,SBJV,SG,V
girêhiþk;girêhiþkek;girêhiþINS(k)INS(e)k;INS(k),INS(e);;INDF,N,NOM,SG
nezle;nezle;nezle;;;DEF,N,NOM,PL,SG
kopiyê paþî;kopiyê paþî;kopiyê paþî;;;DEF,N,NOM,PL,SG,ACC
sîstem;sîstemên;sîstemINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
kleptoman;kleptoman;kleptoman;;;DEF,N,NOM,PL,SG,ACC
kuþtin;kuþtina;kuþtinINS(a);INS(a);;DEF,LGSPEC1,N,SG
þile;þileeke;þilINS(e)INS(ek)e;INS(e),INS(ek);;INDF,LGSPEC1,N,SG,ACC
keçxal;keçxalin;keçxalINS(in);INS(in);;INDF,N,NOM,PL
rûpelraxer;rûpelraxerê;rûpelraxerINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
piþtî;piþtî;piþtî;;;ADJ,ADP,DEF,N,NOM,PL,SG,ACC
kurdîpeyiv;kurdîpeyivên;kurdîpeyivINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
samiya skoltî;samiya skoltîa;samiya skoltîINS(a);INS(a);;DEF,LGSPEC1,N,SG
sefhe;sefheinan;sefheINS(inan);INS(inan);;INDF,N,PL,ACC
kartêkirin;kartêkirinno;kartêkirinINS(no);INS(no);;DEF,N,PL,VOC
rewahî;rewahîo;rewahîINS(o);INS(o);;DEF,N,SG,VOC
pijiqandin;pijiqandim;pijiqandiDEL(n)INS(m);INS(m);DEL(n);1,IND,PFV,POS,PST,SG,V
hebandin;dihebînin;INS(di)hebDEL(a)INS(î)nDEL(d)in;INS(di),INS(î);DEL(a),DEL(d);1,2,3,IND,PL,POS,PRS,V,IPFV
bernamzed;bernamzed;bernamzed;;;DEF,N,NOM,PL,SG,ACC
bilîn;bilînên;bilîINS(n)INS(ê)n;INS(n),INS(ê);;DEF,LGSPEC1,N,PL,VOC
hilpekîn;hilpekîn;hilpekîn;;;DEF,N,NOM,PL,SG
têrker;têrkerî;têrkerINS(î);INS(î);;DEF,N,SG,LGSPEC2
Çekistan;Çekistaneke;ÇekistanINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
liqandin;liqandim;liqandiDEL(n)INS(m);INS(m);DEL(n);1,IND,PFV,POS,PST,SG,V
xistin;naxin;INS(na)xDEL(i)DEL(s)DEL(t)in;INS(na);DEL(i),DEL(s),DEL(t);1,2,3,IND,NEG,PL,PRS,V,IPFV
nekrofîlî;nekrofîlîê;nekrofîlîINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
rîþî;rîþîê;rîþîINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
kerpîç;kerpîç;kerpîç;;;DEF,N,NOM,PL,SG,ACC
sir û serma;sir û sermaên;sir û sermaINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
qîzap;qîzapên;qîzapINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
rabûn;rabûbûyî;rabûDEL(n)INS(b)INS(û)INS(y)INS(î);INS(b),INS(û),INS(y),INS(î);DEL(n);2,IND,POS,PRF,PST,SG,V
neqeb;neqebine;neqebINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
kuçe;kuçeê;kuçeINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
karîn;bikarîibayî;INS(bi)karINS(î)INS(i)INS(b)INS(a)INS(y)îDEL(n);INS(bi),INS(î),INS(i),INS(b),INS(a),INS(y);DEL(n);2,COND,POS,PRF,PST,SG,V
þalyarxane;þalyarxaneên;þalyarxaneINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
beyargeh;beyargehek;beyargehINS(ek);INS(ek);;INDF,N,NOM,SG
gehînek;gehînekan;gehînekINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
