Source;Target;Combined;Inserts;Deletes;Grammar
bréagiontaise;leis an mbréagiontaise;INS(l)INS(e)INS(i)INS(s)INS( )INS(a)INS(n)INS( )INS(m)bréagiontaise;INS(l),INS(e),INS(i),INS(s),INS( ),INS(a),INS(n),INS( ),INS(m);;N,DAT,SG,DEF
earr;earra;earrINS(a);INS(a);;N,DAT,PL
ceangail;cheanglóinn;cINS(h)eangDEL(a)DEL(i)lINS(ó)INS(i)INS(n)INS(n);INS(h),INS(ó),INS(i),INS(n),INS(n);DEL(a),DEL(i);V,1,SG,COND
cíocrán;cíocráin;cíocráINS(i)n;INS(i);;N,DAT,PL
aontonacht;leis an aontonacht;INS(leis an )aontonacht;INS(leis an );;N,DAT,SG,DEF
bronn;bronnadh;bronnINS(a)INS(d)INS(h);INS(a),INS(d),INS(h);;V,V.MSDR
carabú;carabúnna;carabúINS(n)INS(n)INS(a);INS(n),INS(n),INS(a);;N,DAT,PL
moll;an moll;INS(an )moll;INS(an );;N,NOM,SG,DEF
faraing;an fharaing;INS(an )fINS(h)araing;INS(an ),INS(h);;N,NOM,SG,DEF
uirísligh;d'uiríslímis;INS(d')uiríslINS(ím)iDEL(gh)INS(s);INS(d'),INS(ím),INS(s);DEL(gh);V,1,PL,PST,HAB,IND
meánábhar;a mheánábhara;INS(a )mINS(h)eánábharINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
reitric;reitricí;reitricINS(í);INS(í);;N,NOM,PL
tionóntacht;leis na tionóntachtaí;INS(leis na )tionóntachtINS(aí);INS(leis na ),INS(aí);;N,DAT,PL,DEF
grúpa stiúrtha;grúpa stiúrtha;grúpa stiúrtha;;;N,DAT,SG
dóire;dóire;dóire;;;N,GEN,SG
duilleog;leis an duilleog;INS(leis an )duilleog;INS(leis an );;N,DAT,SG,DEF
scaoilteán;na scaoilteáin;INS(na )scaoilteáINS(i)n;INS(na ),INS(i);;N,NOM,PL,DEF
imdhíon-mheasúnacht;imdhíon-mheasúnacht;imdhíon-mheasúnacht;;;N,NOM,SG
beachlann;beachlann;beachlann;;;N,GEN,PL
maolaisnéis;maolaisnéisí;maolaisnéisINS(í);INS(í);;N,GEN,PL
staighre;staighre;staighre;;;N,GEN,SG
ospidéal;ospidéil;ospidéDEL(a)INS(i)l;INS(i);DEL(a);N,NOM,PL
bod;bod;bod;;;N,DAT,SG
bráisleog;an bhráisleog;INS(an )bINS(h)ráisleog;INS(an ),INS(h);;N,NOM,SG,DEF
corraigh;a chorródh;INS(a )cINS(h)orrDEL(a)DEL(ig)INS(ó)INS(d)h;INS(a ),INS(h),INS(ó),INS(d);DEL(a),DEL(ig);V,REL,COND
eitneolaí;an eitneolaí;INS(an )eitneolaí;INS(an );;N,GEN,SG,DEF
taisbhrathadóir;taisbhrathadóirí;taisbhrathadóirINS(í);INS(í);;N,GEN,PL
lámhainn;na lámhainne;INS(na )lámhainnINS(e);INS(na ),INS(e);;N,GEN,SG,DEF
barúil;leis na barúlacha;INS(leis na )barúDEL(i)lINS(a)INS(c)INS(h)INS(a);INS(leis na ),INS(a),INS(c),INS(h),INS(a);DEL(i);N,DAT,PL,DEF
leamh;leamhfaidh mé;leamhINS(f)INS(a)INS(i)INS(d)INS(h)INS( )INS(m)INS(é);INS(f),INS(a),INS(i),INS(d),INS(h),INS( ),INS(m),INS(é);;V,1,SG,FUT,IND
féithpholladh;féithphollta;féithphollINS(t)aDEL(d)DEL(h);INS(t);DEL(d),DEL(h);N,GEN,SG
tairg;go dtairge mé;INS(g)INS(o)INS( )INS(d)tairgINS(e)INS( )INS(m)INS(é);INS(g),INS(o),INS( ),INS(d),INS(e),INS( ),INS(m),INS(é);;V,1,SG,SBJV,PRS
nimhigh;nimhítear;nimDEL(h)DEL(ig)hINS(í)INS(t)INS(e)INS(a)INS(r);INS(í),INS(t),INS(e),INS(a),INS(r);DEL(h),DEL(ig);V,AUTO,PRS,IND
séis;na séise;INS(na )séisINS(e);INS(na ),INS(e);;N,GEN,SG,DEF
comhchuingigh;comhchuingíodh;comhchuinDEL(g)DEL(i)gINS(í)INS(o)INS(d)h;INS(í),INS(o),INS(d);DEL(g),DEL(i);V,AUTO,PST,IND
leáigh;leáimis;leáiDEL(gh)INS(m)INS(i)INS(s);INS(m),INS(i),INS(s);DEL(gh);V,1,PL,PST,HAB,IND
bruthchoimpléacs;an bhruthchoimpléics;INS(an )bINS(h)ruthchoimpléDEL(a)INS(i)cs;INS(an ),INS(h),INS(i);DEL(a);N,GEN,SG,DEF
cógaiseoir;cógaiseoirí;cógaiseoirINS(í);INS(í);;N,NOM,PL
tacailít;tacailítí;tacailítINS(í);INS(í);;N,NOM,PL
aonchorda;an t-aonchorda;INS(a)INS(n)INS( )INS(t)INS(-)aonchorda;INS(a),INS(n),INS( ),INS(t),INS(-);;N,NOM,SG,DEF
caróg;caróg;caróg;;;N,NOM,SG
púic;púic;púic;;;N,NOM,SG
miodhlach;a mhiodhlach;INS(a )mINS(h)iodhlach;INS(a ),INS(h);;N,VOC,SG
deisceartach;an deisceartach;INS(an )deisceartach;INS(an );;N,NOM,SG,DEF
reo-chumhscú;reo-chumscaithe;reo-chumDEL(h)scDEL(ú)INS(a)INS(i)INS(t)INS(h)INS(e);INS(a),INS(i),INS(t),INS(h),INS(e);DEL(h),DEL(ú);N,GEN,SG
troitheánaigh;a throitheánaigh;INS(a )tINS(h)roitheánaigh;INS(a ),INS(h);;V,REL,PST,IND
réaltfhótagrafaíocht;an réaltfhótagrafaíocht;INS(an )réaltfhótagrafaíocht;INS(an );;N,NOM,SG,DEF
urghair;urghairidís;urghairINS(i)INS(d)INS(í)INS(s);INS(i),INS(d),INS(í),INS(s);;V,3,PL,IMP
Seoirseach;Seoirseach;Seoirseach;;;N,NOM,SG
garáiste;garáiste;garáiste;;;N,DAT,SG
mormónta;a mhormónta;INS(a )mINS(h)ormónta;INS(a ),INS(h);;N,VOC,SG
príomhoifig;leis an bpríomhoifig;INS(l)INS(e)INS(i)INS(s)INS( )INS(a)INS(n)INS( )INS(b)príomhoifig;INS(l),INS(e),INS(i),INS(s),INS( ),INS(a),INS(n),INS( ),INS(b);;N,DAT,SG,DEF
veilbhitín;veilbhitín;veilbhitín;;;N,DAT,SG
astaíocht;astaíocht;astaíocht;;;N,NOM,SG
butha;a bhuthanna;INS(a )bINS(h)uthINS(a)INS(n)INS(n)a;INS(a ),INS(h),INS(a),INS(n),INS(n);;N,VOC,PL
scaraoid;scaraoid;scaraoid;;;N,NOM,SG
athraon;go n-athraona mé;INS(g)INS(o)INS( )INS(n)INS(-)athraonINS(a)INS( )INS(m)INS(é);INS(g),INS(o),INS( ),INS(n),INS(-),INS(a),INS( ),INS(m),INS(é);;V,1,SG,SBJV,PRS
pearóid;pearóidí;pearóidINS(í);INS(í);;N,NOM,PL
iartharach;iartharach;iartharach;;;N,NOM,SG
aifir;aifrídís;aifDEL(i)rINS(í)INS(d)INS(í)INS(s);INS(í),INS(d),INS(í),INS(s);DEL(i);V,3,PL,IMP
breabhsaigh;dá mbreabhsaíodh sé;INS(d)INS(á)INS( )INS(m)breabhsaDEL(ig)INS(í)INS(o)INS(d)hINS( sé);INS(d),INS(á),INS( ),INS(m),INS(í),INS(o),INS(d),INS( sé);DEL(ig);V,3,SG,SBJV,PST
réaltgheolaíocht;a réaltgheolaíocht;INS(a )réaltgheolaíocht;INS(a );;N,VOC,SG
prótanóipe;leis an bprótanóipe;INS(l)INS(e)INS(i)INS(s)INS( )INS(a)INS(n)INS( )INS(b)prótanóipe;INS(l),INS(e),INS(i),INS(s),INS( ),INS(a),INS(n),INS( ),INS(b);;N,DAT,SG,DEF
heatróis;na heatróise;INS(na )heatróisINS(e);INS(na ),INS(e);;N,GEN,SG,DEF
antrapamorfachas;an t-antrapamorfachas;INS(a)INS(n)INS( )INS(t)INS(-)antrapamorfachas;INS(a),INS(n),INS( ),INS(t),INS(-);;N,NOM,SG,DEF
paragraf;leis an bparagraf;INS(l)INS(e)INS(i)INS(s)INS( )INS(a)INS(n)INS( )INS(b)paragraf;INS(l),INS(e),INS(i),INS(s),INS( ),INS(a),INS(n),INS( ),INS(b);;N,DAT,SG,DEF
eagnaigh;eagnaím;eagnaDEL(igh)INS(ím);INS(ím);DEL(igh);V,1,SG,IMP
rúibín;rúibín;rúibín;;;N,GEN,SG
béascna;leis an mbéascna;INS(l)INS(e)INS(i)INS(s)INS( )INS(a)INS(n)INS( )INS(m)béascna;INS(l),INS(e),INS(i),INS(s),INS( ),INS(a),INS(n),INS( ),INS(m);;N,DAT,SG,DEF
luachálaí;a luachálaí;INS(a )luachálaí;INS(a );;N,VOC,SG
valbaí giorria;valbaí ghiorria;valbaí gINS(h)iorria;INS(h);;N,GEN,SG
minic;mhinic;mINS(h)inic;INS(h);;ADJ,NOM+VOC,SG,FEM
próstatach;leis na próstataigh;INS(leis na )próstataDEL(c)INS(ig)h;INS(leis na ),INS(ig);DEL(c);N,DAT,PL,DEF
feistigh;d'fheistímis;INS(d')fINS(h)eistINS(ím)iDEL(gh)INS(s);INS(d'),INS(h),INS(ím),INS(s);DEL(gh);V,1,PL,PST,HAB,IND
Aibisíneach;leis an Aibisíneach;INS(leis an )Aibisíneach;INS(leis an );;N,DAT,SG,DEF
bitseach;a bhitseacha;INS(a )bINS(h)itseachINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
brabús;a bhrabúis;INS(a )bINS(h)rabúINS(i)s;INS(a ),INS(h),INS(i);;N,VOC,SG
coirnéad;leis na coirnéid;INS(leis na )coirnéDEL(a)INS(i)d;INS(leis na ),INS(i);DEL(a);N,DAT,PL,DEF
páirteachas;an páirteachas;INS(an )páirteachas;INS(an );;N,NOM,SG,DEF
aerionad;aerionaid;aerionaINS(i)d;INS(i);;N,DAT,PL
scar;scarfaí;scarINS(f)INS(a)INS(í);INS(f),INS(a),INS(í);;V,AUTO,COND
siolla;siollaí;siollaINS(í);INS(í);;N,NOM,PL
comhchiallachas;comhchiallachas;comhchiallachas;;;N,NOM,SG
lucht;luchtanna;luchtINS(anna);INS(anna);;N,NOM,PL
imtheorannaigh;a d'imtheorannódh;INS(a)INS( )INS(d)INS(')imtheorannDEL(a)DEL(ig)INS(ó)INS(d)h;INS(a),INS( ),INS(d),INS('),INS(ó),INS(d);DEL(a),DEL(ig);V,REL,COND
gleoiseach;gleoiseach;gleoiseach;;;N,NOM,SG
méarchlár;méarchlár;méarchlár;;;N,GEN,PL
nigh;go nímid;INS(g)INS(o)INS( )nINS(ím)iDEL(gh)INS(d);INS(g),INS(o),INS( ),INS(ím),INS(d);DEL(gh);V,1,PL,SBJV,PRS
válsa;a válsaí;INS(a )válsaINS(í);INS(a ),INS(í);;N,VOC,PL
scagdhealaigh;dá scagdhealaíteá;INS(d)INS(á)INS( )scagdhealaDEL(igh)INS(í)INS(t)INS(e)INS(á);INS(d),INS(á),INS( ),INS(í),INS(t),INS(e),INS(á);DEL(igh);V,2:SG,SBJV,PST
murtall;murtall;murtall;;;N,NOM,SG
nanatocsaineolaíocht;a nanatocsaineolaíocht;INS(a )nanatocsaineolaíocht;INS(a );;N,VOC,SG
uimhríocht;uimhríocht;uimhríocht;;;N,NOM,SG
comhthéacs;leis na comhthéacsanna;INS(leis na )comhthéacsINS(anna);INS(leis na ),INS(anna);;N,DAT,PL,DEF
coitianta;coitianta;coitianta;;;ADJ,VOC,PL
Patagónach;an Patagónach;INS(an )Patagónach;INS(an );;N,NOM,SG,DEF
carbón;carbón;carbón;;;N,NOM,SG
Bablónach;Bablónach;Bablónach;;;N,NOM,SG
lua;lua;lua;;;N,GEN,SG
guaireach;an guaireach;INS(an )guaireach;INS(an );;N,NOM,SG,DEF
druma;an druma;INS(an )druma;INS(an );;N,NOM,SG,DEF
anál;aanálacha;aINS(a)nálINS(a)INS(c)INS(h)INS(a);INS(a),INS(a),INS(c),INS(h),INS(a);;N,NOM,PL
ainhidríd;ainhidrídí;ainhidrídINS(í);INS(í);;N,NOM,PL
craobh;an chraobh;INS(an )cINS(h)raobh;INS(an ),INS(h);;N,NOM,SG,DEF
bagair;go mbagraímid;INS(g)INS(o)INS( )INS(m)bagDEL(a)DEL(i)rINS(a)INS(í)INS(m)INS(i)INS(d);INS(g),INS(o),INS( ),INS(m),INS(a),INS(í),INS(m),INS(i),INS(d);DEL(a),DEL(i);V,1,PL,SBJV,PRS
heatródóntach;a heatródóntaigh;INS(a )heatródóntaDEL(c)INS(ig)h;INS(a ),INS(ig);DEL(c);N,VOC,SG
sráidbhaile;sráidbhaile;sráidbhaile;;;N,GEN,SG
clibchlár;a chlibchláir;INS(a )cINS(h)libchláINS(i)r;INS(a ),INS(h),INS(i);;N,VOC,SG
uaslódáil;uaslódálaidís;uaslódáDEL(i)lINS(a)INS(i)INS(d)INS(í)INS(s);INS(a),INS(i),INS(d),INS(í),INS(s);DEL(i);V,3,PL,IMP
caochán;a chaocháin;INS(a )cINS(h)aocháINS(i)n;INS(a ),INS(h),INS(i);;N,VOC,SG
uathmhorfacht;uathmhorfachta;uathmhorfachtINS(a);INS(a);;N,GEN,SG
cardagraf;cardagraf;cardagraf;;;N,NOM,SG
eabhar;eabhar;eabhar;;;N,NOM,SG
cleite;cleití;cleitDEL(e)INS(í);INS(í);DEL(e);N,DAT,PL
promh;phromhfadh sibh;pINS(h)romINS(h)INS(f)INS(a)INS(d)INS(h)INS( )INS(s)INS(i)INS(b)h;INS(h),INS(h),INS(f),INS(a),INS(d),INS(h),INS( ),INS(s),INS(i),INS(b);;V,2,PL,COND
coisric;choisricfeadh sé;cINS(h)oisricINS(f)INS(e)INS(a)INS(d)INS(h)INS( )INS(s)INS(é);INS(h),INS(f),INS(e),INS(a),INS(d),INS(h),INS( ),INS(s),INS(é);;V,3,SG,COND
caill;dá gcaillinn;INS(d)INS(á)INS( )INS(g)caillINS(i)INS(n)INS(n);INS(d),INS(á),INS( ),INS(g),INS(i),INS(n),INS(n);;V,1,SG,SBJV,PST
tréadaí;tréadaí;tréadaí;;;N,NOM,SG
ceimeatrópacht;a cheimeatrópachtaí;INS(a )cINS(h)eimeatrópachtINS(aí);INS(a ),INS(h),INS(aí);;N,VOC,PL
leasainm;leasainm;leasainm;;;N,DAT,SG
bantréadaí;a bhantréadaithe;INS(a )bINS(h)antréadaDEL(í)INS(i)INS(the);INS(a ),INS(h),INS(i),INS(the);DEL(í);N,VOC,PL
iarnchloch;iarnchloiche;iarnchloINS(i)chINS(e);INS(i),INS(e);;N,GEN,SG
caolán;caolán;caolán;;;N,DAT,SG
seilide;seilidí;seilidDEL(e)INS(í);INS(í);DEL(e);N,DAT,PL
foluí;foluí;foluí;;;N,DAT,SG
naomhsheanchas;an naomhsheanchais;INS(an )naomhsheanchaINS(i)s;INS(an ),INS(i);;N,GEN,SG,DEF
éalaitheach;éalaitheach;éalaitheach;;;N,DAT,SG
alcaile;alcailí;alcailDEL(e)INS(í);INS(í);DEL(e);N,GEN,PL
breacaire;breacairí;breacairDEL(e)INS(í);INS(í);DEL(e);N,NOM,PL
clib;clibeanna;clibINS(e)INS(a)INS(n)INS(n)INS(a);INS(e),INS(a),INS(n),INS(n),INS(a);;N,DAT,PL
béaloideasaí;a bhéaloideasaí;INS(a )bINS(h)éaloideasaí;INS(a ),INS(h);;N,VOC,SG
taobhshráid;a thaobhshráid;INS(a )tINS(h)aobhshráid;INS(a ),INS(h);;N,VOC,SG
cinntiú;a chinntiú;INS(a )cINS(h)inntiú;INS(a ),INS(h);;N,VOC,SG
ardoideachas;ardoideachas;ardoideachas;;;N,DAT,SG
eochairthosaíocht;an eochairthosaíocht;INS(an )eochairthosaíocht;INS(an );;N,NOM,SG,DEF
fochodán;leis an bhfochodán;INS(l)INS(e)INS(i)INS(s)INS( )INS(a)INS(n)INS( )INS(b)INS(h)fochodán;INS(l),INS(e),INS(i),INS(s),INS( ),INS(a),INS(n),INS( ),INS(b),INS(h);;N,DAT,SG,DEF
diostróife;diostróifeanna;diostróifeINS(anna);INS(anna);;N,NOM,PL
creath;creathfaidh mé;creathINS(f)INS(a)INS(i)INS(d)INS(h)INS( )INS(m)INS(é);INS(f),INS(a),INS(i),INS(d),INS(h),INS( ),INS(m),INS(é);;V,1,SG,FUT,IND
sámhnas;sámhnas;sámhnas;;;N,NOM,SG
foshuilfít;leis an bhfoshuilfít;INS(l)INS(e)INS(i)INS(s)INS( )INS(a)INS(n)INS( )INS(b)INS(h)foshuilfít;INS(l),INS(e),INS(i),INS(s),INS( ),INS(a),INS(n),INS( ),INS(b),INS(h);;N,DAT,SG,DEF
aircív;aircíví;aircívINS(í);INS(í);;N,GEN,PL
cíocra;a chíocra;INS(a )cINS(h)íocra;INS(a ),INS(h);;N,VOC,SG
ianaigh;ianaím;ianaDEL(igh)INS(ím);INS(ím);DEL(igh);V,1,SG,PRS,IND
aeroiriúnaigh;d'aeroiriúnaigh tú;INS(d')aeroiriúnaighINS( )INS(t)INS(ú);INS(d'),INS( ),INS(t),INS(ú);;V,2,SG,PST,IND
siopa;na siopaí;INS(na )siopaINS(í);INS(na ),INS(í);;N,NOM,PL,DEF
aireachasaigh;aireachasaímis;aireachasaINS(ím)iDEL(gh)INS(s);INS(ím),INS(s);DEL(gh);V,1,PL,IMP
buabhallaí;na buabhallaithe;INS(na )buabhallaDEL(í)INS(i)INS(the);INS(na ),INS(i),INS(the);DEL(í);N,NOM,PL,DEF
pláinéad;a phláinéada;INS(a )pINS(h)láinéadINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
Ard-Fheis;Ard-Fheise;Ard-FheisINS(e);INS(e);;N,GEN,SG
cruinnigh;chruinnigh sibh;cINS(h)ruinnigINS(h)INS( )INS(s)INS(i)INS(b)h;INS(h),INS(h),INS( ),INS(s),INS(i),INS(b);;V,2,PL,PST,IND
clóchuir;clóchuir;clóchuir;;;V,2,SG,IMP
searbhónta;an searbhónta;INS(an )searbhónta;INS(an );;N,GEN,SG,DEF
béarlagair;béarlagair;béarlagair;;;N,NOM,SG
bainne;bainne;bainne;;;N,NOM,SG
seargán;leis an seargán;INS(leis an )seargán;INS(leis an );;N,DAT,SG,DEF
gorta;gortaí;gortaINS(í);INS(í);;N,NOM,PL
ainéifeacht;a ainéifeacht;INS(a )ainéifeacht;INS(a );;N,VOC,SG
ceannaimsir;na ceannaimsire;INS(na )ceannaimsirINS(e);INS(na ),INS(e);;N,GEN,SG,DEF
Ard-Sirriam;Ard-Sirriam;Ard-Sirriam;;;N,NOM,SG
colúr;colúr;colúr;;;N,GEN,PL
flosc;flosca;floscINS(a);INS(a);;N,GEN,SG
vóta;vóta;vóta;;;N,DAT,SG
clóghrafaíocht;na clóghrafaíochta;INS(na )clóghrafaíochtINS(a);INS(na ),INS(a);;N,GEN,SG,DEF
muileann;muilinn;muilDEL(ea)INS(i)nn;INS(i);DEL(ea);N,GEN,SG
duileasc;duileasc;duileasc;;;N,NOM,SG
cros-toirchigh;chros-toirchigh tú;cINS(h)ros-toirchighINS( )INS(t)INS(ú);INS(h),INS( ),INS(t),INS(ú);;V,2,SG,PST,IND
humas;an humas;INS(an )humas;INS(an );;N,NOM,SG,DEF
coip;choip sé;cINS(h)oipINS( sé);INS(h),INS( sé);;V,3,SG,PST,IND
imdhíon;dá n-imdhíonadh sibh;INS(d)INS(á)INS( )INS(n)INS(-)imdhíonINS(a)INS(d)INS(h)INS( )INS(s)INS(i)INS(b)INS(h);INS(d),INS(á),INS( ),INS(n),INS(-),INS(a),INS(d),INS(h),INS( ),INS(s),INS(i),INS(b),INS(h);;V,2,PL,SBJV,PST
volta;a voltanna;INS(a )voltINS(a)INS(n)INS(n)a;INS(a ),INS(a),INS(n),INS(n);;N,VOC,PL
cruinnigh;chruinnigh siad;cINS(h)ruinnighINS( )INS(s)INS(i)INS(a)INS(d);INS(h),INS( ),INS(s),INS(i),INS(a),INS(d);;V,3,PL,PST,IND
fótabhraiteoir;a fhótabhraiteoirí;INS(a )fINS(h)ótabhraiteoirINS(í);INS(a ),INS(h),INS(í);;N,VOC,PL
malartaigh;dá malartaítí;INS(d)INS(á)INS( )malartaDEL(igh)INS(í)INS(t)INS(í);INS(d),INS(á),INS( ),INS(í),INS(t),INS(í);DEL(igh);V,AUTO,SBJV,PST
manach;a mhanacha;INS(a )mINS(h)anachINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
ceil;go gceile sibh;INS(g)INS(o)INS( )INS(g)ceilINS(e)INS( )INS(s)INS(i)INS(b)INS(h);INS(g),INS(o),INS( ),INS(g),INS(e),INS( ),INS(s),INS(i),INS(b),INS(h);;V,2,PL,SBJV,PRS
aonton;a aontona;INS(a )aontonINS(a);INS(a ),INS(a);;N,VOC,PL
bairbéad;an bhairbéid;INS(an )bINS(h)airbéDEL(a)INS(i)d;INS(an ),INS(h),INS(i);DEL(a);N,GEN,SG,DEF
eanantamorfacht;eanantamorfacht;eanantamorfacht;;;N,NOM,SG
banriarthóir;leis an mbanriarthóir;INS(l)INS(e)INS(i)INS(s)INS( )INS(a)INS(n)INS( )INS(m)banriarthóir;INS(l),INS(e),INS(i),INS(s),INS( ),INS(a),INS(n),INS( ),INS(m);;N,DAT,SG,DEF
closán;an closán;INS(an )closán;INS(an );;N,NOM,SG,DEF
bainseo;a bhainseonna;INS(a )bINS(h)ainseoINS(n)INS(n)INS(a);INS(a ),INS(h),INS(n),INS(n),INS(a);;N,VOC,PL
uchtbhalla;uchtbhalla;uchtbhalla;;;N,DAT,SG
tíogar;tíogar;tíogar;;;N,NOM,SG
aga;aga;aga;;;N,GEN,SG
ardchumhacht;ardchumhachta;ardchumhachtINS(a);INS(a);;N,GEN,SG
eibleacht;eibleacht;eibleacht;;;N,NOM,SG
oibiachtúlaigh;go n-oibiachtúlaí sé;INS(g)INS(o)INS( )INS(n)INS(-)oibiachtúlaDEL(igh)INS(í)INS( )INS(s)INS(é);INS(g),INS(o),INS( ),INS(n),INS(-),INS(í),INS( ),INS(s),INS(é);DEL(igh);V,3,SG,SBJV,PRS
cumarsáid;a chumarsáid;INS(a )cINS(h)umarsáid;INS(a ),INS(h);;N,VOC,SG
víosa;leis na víosaí;INS(leis na )víosaINS(í);INS(leis na ),INS(í);;N,DAT,PL,DEF
eitéin;eitéin;eitéin;;;N,DAT,SG
aitheasc;a aitheasca;INS(a )aitheascINS(a);INS(a ),INS(a);;N,VOC,PL
imdhearg;imdhearg;imdhearg;;;V,2,SG,IMP
ollbhua;ollbhuanna;ollbhuINS(a)INS(n)INS(n)a;INS(a),INS(n),INS(n);;N,GEN,PL
eachtarshuigh;go n-eachtarshuí tú;INS(g)INS(o)INS( )INS(n)INS(-)eachtarshuDEL(igh)INS(í)INS( )INS(t)INS(ú);INS(g),INS(o),INS( ),INS(n),INS(-),INS(í),INS( ),INS(t),INS(ú);DEL(igh);V,2:SG,SBJV,PRS
féach;d'fhéachfaidís;INS(d')fINS(h)éachINS(f)INS(a)INS(i)INS(d)INS(í)INS(s);INS(d'),INS(h),INS(f),INS(a),INS(i),INS(d),INS(í),INS(s);;V,3,PL,COND
diúltaigh;a dhiúltaíonn;INS(a )dINS(h)iúltaDEL(igh)INS(í)INS(o)INS(n)INS(n);INS(a ),INS(h),INS(í),INS(o),INS(n),INS(n);DEL(igh);V,REL,PRS,IND
diallas;diallais;diallaINS(i)s;INS(i);;N,NOM,PL
suilfíd;leis na suilfídí;INS(leis na )suilfídINS(í);INS(leis na ),INS(í);;N,DAT,PL,DEF
