Source;Target;Combined;Inserts;Deletes;Grammar
kalbus;kalbiausia;kalbINS(ia)usINS(ia);INS(ia),INS(ia);;ADJ,NOM,SG,FEM,SPRL
komondoras;komondorai;komondoraDEL(s)INS(i);INS(i);DEL(s);N,NOM,PL
afganistanietė;afganistaniete;afganistanietDEL(ė)INS(e);INS(e);DEL(ė);N,VOC,SG
begalvis;begalviam;begalviDEL(s)INS(a)INS(m);INS(a),INS(m);DEL(s);ADJ,DAT,SG,MASC,POS
vainikas;vainikùs;vainikDEL(a)INS(ù)s;INS(ù);DEL(a);N,ACC,PL
laukti;telaukia;INS(te)laukDEL(t)iINS(a);INS(te),INS(a);DEL(t);V,3,PL,IMP
nokti;nokstąs;nokINS(s)tDEL(i)INS(ąs);INS(s),INS(ąs);DEL(i);V,V.PTCP,PRS,ACT
vilna;vìlnoje;vDEL(i)INS(ì)lnDEL(a)INS(o)INS(je);INS(ì),INS(o),INS(je);DEL(i),DEL(a);N,LOC,SG
turėti;turėjus;turėDEL(ti)INS(j)INS(u)INS(s);INS(j),INS(u),INS(s);DEL(ti);V,V.PTCP,ADV,PST,ACT
nekęsti;nekęstum;nekęstDEL(i)INS(u)INS(m);INS(u),INS(m);DEL(i);V,2,SG,SBJV
geometrija;geometriją;geometrijDEL(a)INS(ą);INS(ą);DEL(a);N,ACC,SG
atrasti;atrasime;atrasDEL(t)iINS(me);INS(me);DEL(t);V,1,PL,FUT,IND
delnas;delnuosè;delnDEL(a)INS(uo)sINS(è);INS(uo),INS(è);DEL(a);N,LOC,PL
sausas;sausa;sausaDEL(s);;DEL(s);ADJ,INST,SG,FEM,POS
bučiuoti;bučiuote;bučiuotDEL(i)INS(e);INS(e);DEL(i);V,V.PTCP,LGSPEC3
žuolis;žuolimi;žuolINS(i)INS(m)iDEL(s);INS(i),INS(m);DEL(s);N,INST,SG
siūti;siūdavus;siūDEL(ti)INS(d)INS(a)INS(v)INS(u)INS(s);INS(d),INS(a),INS(v),INS(u),INS(s);DEL(ti);V,V.PTCP,ADV,PST,FREQ,ACT
patylėti;patylėtų;patylėtDEL(i)INS(ų);INS(ų);DEL(i);V,3,SG,SBJV
ištarimas;ištarimùs;ištarimDEL(a)INS(ù)s;INS(ù);DEL(a);N,ACC,PL
niūkti;niū̃ksiant;niūINS(̃)kINS(s)INS(i)INS(a)INS(n)tDEL(i);INS(̃),INS(s),INS(i),INS(a),INS(n);DEL(i);V,V.PTCP,ADV,FUT,ACT
dalelė;dalelės;dalelėINS(s);INS(s);;N,NOM,PL
apniūkti;apniū̃kdavo;apniūINS(̃)kDEL(ti)INS(davo);INS(̃),INS(davo);DEL(ti);V,3,PL,PST,FREQ,IND
bedžiaugsmis;bedžiaugsmiai;bedžiaugsmINS(ia)iDEL(s);INS(ia);DEL(s);ADJ,VOC,PL,MASC,POS
plikas;plikì;plikDEL(as)INS(ì);INS(ì);DEL(as);ADJ,NOM,PL,MASC,POS
elementarus;elementarios;elementarDEL(u)INS(i)INS(o)s;INS(i),INS(o);DEL(u);ADJ,VOC,PL,FEM,POS
miuonininis neutrinas;miuoninių neutrinų;miuoniniDEL(n)DEL(i)DEL(s)INS(ų) neutrinDEL(as)INS(ų);INS(ų),INS(ų);DEL(n),DEL(i),DEL(s),DEL(as);N,GEN,PL
labas;labesnė;labDEL(a)INS(e)sINS(n)INS(ė);INS(e),INS(n),INS(ė);DEL(a);ADJ,NOM,SG,FEM,CMPR
gaidrus;gaidresnį;gaidrDEL(u)INS(e)sINS(n)INS(į);INS(e),INS(n),INS(į);DEL(u);ADJ,ACC,SG,MASC,CMPR
pieniškas;pieniškiausio;pieniškINS(i)aINS(u)sINS(i)INS(o);INS(i),INS(u),INS(i),INS(o);;ADJ,GEN,SG,MASC,SPRL
grybas;grỹbas;grDEL(y)INS(ỹ)bas;INS(ỹ);DEL(y);N,NOM,SG
basas;basaĩs;basaINS(ĩ)s;INS(ĩ);;ADJ,INST,PL,MASC,POS
kubas;kubai;kubaDEL(s)INS(i);INS(i);DEL(s);N,VOC,PL
dieviškas;dieviškesniais;dieviškINS(e)INS(s)INS(n)INS(i)aINS(i)s;INS(e),INS(s),INS(n),INS(i),INS(i);;ADJ,INST,PL,MASC,CMPR
gražinti;gražinkime;gražinDEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(t);V,1,PL,IMP
bučiuoti;bučiuodavai;bučiuoDEL(t)INS(dav)INS(a)i;INS(dav),INS(a);DEL(t);V,2,SG,PST,FREQ,IND
atkalbėti;atkalbėtumėte;atkalbėtDEL(i)INS(u)INS(m)INS(ė)INS(t)INS(e);INS(u),INS(m),INS(ė),INS(t),INS(e);DEL(i);V,2,PL,SBJV
sunkus;sunkiomìs;sunkDEL(u)INS(i)INS(o)INS(m)INS(ì)s;INS(i),INS(o),INS(m),INS(ì);DEL(u);ADJ,INST,PL,FEM,POS
mėginti;mėginkite;mėginINS(k)INS(i)tDEL(i)INS(e);INS(k),INS(i),INS(e);DEL(i);V,2,PL,IMP
fundamentalioji jėga;fundamentalioji jėga;fundamentalioji jėga;;;N,NOM,SG
mįslingas;mįslingiausiose;mįslingINS(i)aINS(u)INS(s)INS(i)INS(o)sINS(e);INS(i),INS(u),INS(s),INS(i),INS(o),INS(e);;ADJ,LOC,PL,FEM,SPRL
apniūkti;apniū̃ksiu;apniūINS(̃)kDEL(t)INS(s)iINS(u);INS(̃),INS(s),INS(u);DEL(t);V,1,SG,FUT,IND
minkštas;minkštesnei;minkštDEL(a)INS(e)sINS(n)INS(e)INS(i);INS(e),INS(n),INS(e),INS(i);DEL(a);ADJ,DAT,SG,FEM,CMPR
dalykas;dalỹkams;dalDEL(y)INS(ỹ)kaINS(m)s;INS(ỹ),INS(m);DEL(y);N,DAT,PL
pažastis;pažasčių;pažaDEL(s)DEL(ti)sINS(č)INS(i)INS(ų);INS(č),INS(i),INS(ų);DEL(s),DEL(ti);N,GEN,PL
apvalgyti;apvalgydavęs;apvalgyDEL(ti)INS(davęs);INS(davęs);DEL(ti);V,V.PTCP,PST,FREQ,ACT
paieškoti;paieškote;paieškotDEL(i)INS(e);INS(e);DEL(i);V,V.PTCP,LGSPEC3
bebaimis;bebaimėms;bebaiINS(m)INS(ė)mDEL(i)s;INS(m),INS(ė);DEL(i);ADJ,DAT,PL,FEM,POS
ugdyti;ugdė;ugdDEL(yti)INS(ė);INS(ė);DEL(yti);V,3,PL,PST,IND
netvarkingas;netvarkingesnėje;netvarkingDEL(a)INS(e)sINS(n)INS(ė)INS(j)INS(e);INS(e),INS(n),INS(ė),INS(j),INS(e);DEL(a);ADJ,LOC,SG,FEM,CMPR
pradaryti;pradaryk;pradaryDEL(ti)INS(k);INS(k);DEL(ti);V,2,SG,IMP
įtarti;įtariate;įtarDEL(t)iINS(a)INS(t)INS(e);INS(a),INS(t),INS(e);DEL(t);V,2,PL,PRS,IND
kilmė;kilmėjè;kilmėINS(j)INS(è);INS(j),INS(è);;N,LOC,SG
portugališkas;portugališkiems;portugališkDEL(a)INS(i)INS(e)INS(m)s;INS(i),INS(e),INS(m);DEL(a);ADJ,DAT,PL,MASC,POS
skara;skarà;skarDEL(a)INS(à);INS(à);DEL(a);N,INST,SG
liūnas;liū́nais;liūINS(́)naINS(i)s;INS(́),INS(i);;N,INST,PL
šviesmetis;šviẽsmeti;šviDEL(e)INS(ẽ)smetiDEL(s);INS(ẽ);DEL(e),DEL(s);N,VOC,SG
vyzdys;vyzdžiams;vyzdDEL(y)INS(ž)INS(i)INS(a)INS(m)s;INS(ž),INS(i),INS(a),INS(m);DEL(y);N,DAT,PL
poliucija;poliucijai;poliucijaINS(i);INS(i);;N,DAT,SG
beržas;beržų̃;beržDEL(as)INS(ų)INS(̃);INS(ų),INS(̃);DEL(as);N,GEN,PL
darbas;darbų̃;darbDEL(as)INS(ų)INS(̃);INS(ų),INS(̃);DEL(as);N,GEN,PL
prancūzų buldogas;prancūzų buldogu;prancūzų buldogDEL(as)INS(u);INS(u);DEL(as);N,INST,SG
mokykla;mokỹkla;mokDEL(y)INS(ỹ)kla;INS(ỹ);DEL(y);N,VOC,SG
pornografinis;pornografinis;pornografinis;;;ADJ,VOC,SG,MASC,POS
kurti;kūręs;kDEL(u)DEL(r)DEL(t)DEL(i)INS(ū)INS(r)INS(ę)INS(s);INS(ū),INS(r),INS(ę),INS(s);DEL(u),DEL(r),DEL(t),DEL(i);V,V.PTCP,PST,ACT
sakyti;sakykite;sakyINS(k)INS(i)tDEL(i)INS(e);INS(k),INS(i),INS(e);DEL(i);V,2,PL,IMP
arkliukas;arkliùkais;arkliDEL(u)INS(ù)kaINS(i)s;INS(ù),INS(i);DEL(u);N,INST,PL
šiltas;šiltai;šiltaDEL(s)INS(i);INS(i);DEL(s);ADJ,DAT,SG,FEM,POS
gražus;gražesnių;gražDEL(u)INS(e)sINS(n)INS(i)INS(ų);INS(e),INS(n),INS(i),INS(ų);DEL(u);ADJ,GEN,PL,MASC,CMPR
saldus;saldesnėms;saldDEL(u)INS(e)INS(s)INS(n)INS(ė)INS(m)s;INS(e),INS(s),INS(n),INS(ė),INS(m);DEL(u);ADJ,DAT,PL,FEM,CMPR
sapnuotojas;sapnúotojai;sapnDEL(u)INS(ú)otojaDEL(s)INS(i);INS(ú),INS(i);DEL(u),DEL(s);N,NOM,PL
geluonis;geluonies;geluoniINS(e)s;INS(e);;N,GEN,SG
žvaigždiškas;žvaigždiškiausios;žvaigždiškINS(i)aINS(u)INS(s)INS(i)INS(o)s;INS(i),INS(u),INS(s),INS(i),INS(o);;ADJ,NOM,PL,FEM,SPRL
iškeliauti;iškeliaukime;iškeliauDEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(t);V,1,PL,IMP
burė;bùrė;bDEL(u)INS(ù)rė;INS(ù);DEL(u);N,NOM,SG
suvalgyti;suvalgote;suvalgDEL(yti)INS(o)INS(t)INS(e);INS(o),INS(t),INS(e);DEL(yti);V,2,PL,PRS,IND
bręsti;bręs;bręsDEL(ti);;DEL(ti);V,3,SG,FUT,IND
sukti;sùksiąs;INS(s)INS(ù)INS(k)sDEL(uk)DEL(t)iINS(ąs);INS(s),INS(ù),INS(k),INS(ąs);DEL(uk),DEL(t);V,V.PTCP,FUT,ACT
apniukti;apniùkdavai;apniDEL(uk)DEL(t)INS(ù)INS(k)INS(d)INS(a)INS(v)INS(a)i;INS(ù),INS(k),INS(d),INS(a),INS(v),INS(a);DEL(uk),DEL(t);V,2,SG,PST,FREQ,IND
falčionas;falčionui;falčionDEL(as)INS(ui);INS(ui);DEL(as);N,DAT,SG
bendruomenė;bendruomenės;bendruomenėINS(s);INS(s);;N,GEN,SG
plikas;plikíems;plikDEL(a)INS(í)INS(e)INS(m)s;INS(í),INS(e),INS(m);DEL(a);ADJ,DAT,PL,MASC,POS
ašva;ãšvą;DEL(a)INS(ã)švDEL(a)INS(ą);INS(ã),INS(ą);DEL(a),DEL(a);N,ACC,SG
rėkti;rė̃kęs;rėINS(̃)kDEL(ti)INS(ę)INS(s);INS(̃),INS(ę),INS(s);DEL(ti);V,V.PTCP,PST,ACT
tvarkingas;tvarkingiausioje;tvarkingINS(i)aINS(u)sINS(i)INS(o)INS(j)INS(e);INS(i),INS(u),INS(i),INS(o),INS(j),INS(e);;ADJ,LOC,SG,FEM,SPRL
pornografija;pornografijos;pornografijDEL(a)INS(os);INS(os);DEL(a);N,GEN,SG
viršus;viršus;viršus;;;N,ACC,PL
privalgyti;privalgąs;privalgDEL(yti)INS(ąs);INS(ąs);DEL(yti);V,V.PTCP,PRS,ACT
išdaigus;išdaigiausiai;išdaigINS(ia)usINS(i)INS(a)INS(i);INS(ia),INS(i),INS(a),INS(i);;ADJ,DAT,SG,FEM,SPRL
moteriškas;moteriškiausią;moteriškINS(i)aINS(u)sINS(i)INS(ą);INS(i),INS(u),INS(i),INS(ą);;ADJ,ACC,SG,FEM,SPRL
gražinti;gražintas;gražintDEL(i)INS(a)INS(s);INS(a),INS(s);DEL(i);V,V.PTCP,PST,PASS
gobti;góbei;gDEL(o)DEL(b)DEL(t)INS(ó)INS(b)INS(e)i;INS(ó),INS(b),INS(e);DEL(o),DEL(b),DEL(t);V,2,SG,PST,IND
šiukšlės;šiùkšle;šiDEL(u)INS(ù)kšlDEL(ė)DEL(s)INS(e);INS(ù),INS(e);DEL(u),DEL(ė),DEL(s);N,VOC,SG
elektroninis neutrinas;elektroninių neutrinų;elektroniniDEL(s)INS(ų) neutrinDEL(as)INS(ų);INS(ų),INS(ų);DEL(s),DEL(as);N,GEN,PL
įtarti;įtarkime;įtarDEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(t);V,1,PL,IMP
gnostikas;gnostikai;gnostikaDEL(s)INS(i);INS(i);DEL(s);N,NOM,PL
menkas;menkas;menkas;;;ADJ,VOC,SG,MASC,POS
šokti;šóksite;šDEL(o)DEL(k)DEL(t)INS(ó)INS(k)INS(s)iINS(te);INS(ó),INS(k),INS(s),INS(te);DEL(o),DEL(k),DEL(t);V,2,PL,FUT,IND
brinkti;brinksi;brinkDEL(t)INS(s)i;INS(s);DEL(t);V,2,SG,FUT,IND
sinonimas;sinonìmui;sinonINS(ì)INS(m)INS(u)iDEL(m)DEL(as);INS(ì),INS(m),INS(u);DEL(m),DEL(as);N,DAT,SG
rašyti;rašysime;rašyDEL(t)INS(s)iINS(me);INS(s),INS(me);DEL(t);V,1,PL,FUT,IND
senas;seni;senDEL(as)INS(i);INS(i);DEL(as);ADJ,NOM,PL,MASC,POS
ugningumas;ugningumè;ugningumDEL(as)INS(è);INS(è);DEL(as);N,LOC,SG
muzika;muzikoje;muzikDEL(a)INS(o)INS(je);INS(o),INS(je);DEL(a);N,LOC,SG
ankštas;ankščiausia;ankšDEL(t)INS(č)INS(i)aINS(u)sINS(ia);INS(č),INS(i),INS(u),INS(ia);DEL(t);ADJ,INST,SG,FEM,SPRL
atkalbėti;atkalbėkime;atkalbėDEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(t);V,1,PL,IMP
svarbus;svarbesniuose;svarbINS(e)INS(s)INS(n)INS(i)uINS(o)sINS(e);INS(e),INS(s),INS(n),INS(i),INS(o),INS(e);;ADJ,LOC,PL,MASC,CMPR
išgerti;išgeriame;išgerDEL(t)iINS(a)INS(m)INS(e);INS(a),INS(m),INS(e);DEL(t);V,1,PL,PRS,IND
žudyti;žudydavęs;žudyDEL(ti)INS(davęs);INS(davęs);DEL(ti);V,V.PTCP,PST,FREQ,ACT
duoti;duotų;duotDEL(i)INS(ų);INS(ų);DEL(i);V,3,PL,SBJV
žvaigždėlapis;žvaigždė́lapius;žvaigždėINS(́)lapiINS(u)s;INS(́),INS(u);;N,ACC,PL
žaliaakis;žaliaakio;žaliaakiDEL(s)INS(o);INS(o);DEL(s);ADJ,GEN,SG,MASC,POS
aptarimas;aptarìmai;aptarINS(ì)INS(m)INS(a)iDEL(m)DEL(as);INS(ì),INS(m),INS(a);DEL(m),DEL(as);N,VOC,PL
fizika;fizika;fizika;;;N,INST,SG
azerbaidžanietis;azerbaidžaniečiai;azerbaidžanieDEL(t)INS(č)INS(i)INS(a)iDEL(s);INS(č),INS(i),INS(a);DEL(t),DEL(s);N,VOC,PL
joti;jojame;joDEL(ti)INS(j)INS(a)INS(m)INS(e);INS(j),INS(a),INS(m),INS(e);DEL(ti);V,1,PL,PRS,IND
netvarkingumas;netvarkingùmais;netvarkingDEL(u)INS(ù)maINS(i)s;INS(ù),INS(i);DEL(u);N,INST,PL
įsiūti;įsiuvate;įsDEL(i)DEL(ūt)iINS(u)INS(v)INS(a)INS(t)INS(e);INS(u),INS(v),INS(a),INS(t),INS(e);DEL(i),DEL(ūt);V,2,PL,PRS,IND
rumunų kalba;rumunų kalboje;rumunų kalbDEL(a)INS(o)INS(je);INS(o),INS(je);DEL(a);N,LOC,SG
elnias;elnius;elniDEL(a)INS(u)s;INS(u);DEL(a);N,ACC,PL
pietūs;pietuosè;pietDEL(ū)INS(uo)sINS(è);INS(uo),INS(è);DEL(ū);N,LOC,PL
erogeninė zona;erogenines zonas;erogeninDEL(ė)INS(e)INS(s) zonaINS(s);INS(e),INS(s),INS(s);DEL(ė);N,ACC,PL
įsiūti;įsiuvi;įsiDEL(ū)DEL(t)INS(u)INS(v)i;INS(u),INS(v);DEL(ū),DEL(t);V,2,SG,PRS,IND
dirginti;dirgindavau;dirginDEL(ti)INS(d)INS(a)INS(v)INS(a)INS(u);INS(d),INS(a),INS(v),INS(a),INS(u);DEL(ti);V,1,SG,PST,FREQ,IND
galas;galaĩ;galaDEL(s)INS(ĩ);INS(ĩ);DEL(s);N,NOM,PL
kalbus;kalbiausių;kalbINS(ia)usINS(i)INS(ų);INS(ia),INS(i),INS(ų);;ADJ,GEN,PL,MASC,SPRL
įvykis;į́vyki;įINS(́)vykiDEL(s);INS(́);DEL(s);N,VOC,SG
šikšnosparnis;šikšnósparnių;šikšnDEL(o)INS(ó)sparniDEL(s)INS(ų);INS(ó),INS(ų);DEL(o),DEL(s);N,GEN,PL
netvarkingas;netvarkingiausioms;netvarkingINS(i)aINS(u)INS(s)INS(i)INS(o)INS(m)s;INS(i),INS(u),INS(s),INS(i),INS(o),INS(m);;ADJ,DAT,PL,FEM,SPRL
skalikas;skalìką;skalDEL(i)DEL(k)DEL(a)DEL(s)INS(ì)INS(k)INS(ą);INS(ì),INS(k),INS(ą);DEL(i),DEL(k),DEL(a),DEL(s);N,ACC,SG
apmirti;apmirdavęs;apmirDEL(ti)INS(davęs);INS(davęs);DEL(ti);V,V.PTCP,PST,FREQ,ACT
subręsti;subręsiant;subręsINS(i)INS(a)INS(n)tDEL(i);INS(i),INS(a),INS(n);DEL(i);V,V.PTCP,ADV,FUT,ACT
įsiūti;įsiūdavau;įsiūDEL(ti)INS(d)INS(a)INS(v)INS(a)INS(u);INS(d),INS(a),INS(v),INS(a),INS(u);DEL(ti);V,1,SG,PST,FREQ,IND
mažas;mažesnėmis;mažDEL(a)INS(e)INS(s)INS(n)INS(ė)INS(m)INS(i)s;INS(e),INS(s),INS(n),INS(ė),INS(m),INS(i);DEL(a);ADJ,INST,PL,FEM,CMPR
katedra;katedrą;katedrDEL(a)INS(ą);INS(ą);DEL(a);N,ACC,SG
burė;bùrės;bDEL(u)INS(ù)rėINS(s);INS(ù),INS(s);DEL(u);N,GEN,SG
karvė;kárvėmis;kDEL(a)INS(á)rvėINS(m)INS(i)INS(s);INS(á),INS(m),INS(i),INS(s);DEL(a);N,INST,PL
armėniškas;armėniškais;armėniškaINS(i)s;INS(i);;ADJ,INST,PL,MASC,POS
pinti;pindavo;pinDEL(ti)INS(davo);INS(davo);DEL(ti);V,3,SG,PST,FREQ,IND
seismologija;seismologijoje;seismologijDEL(a)INS(o)INS(je);INS(o),INS(je);DEL(a);N,LOC,SG
daiktavardis;daiktãvardžiai;daiktDEL(a)INS(ã)vardINS(ž)INS(i)INS(a)iDEL(s);INS(ã),INS(ž),INS(i),INS(a);DEL(a),DEL(s);N,VOC,PL
būti;būtas;būtDEL(i)INS(a)INS(s);INS(a),INS(s);DEL(i);V,V.PTCP,PST,PASS
gulti;gulù;gulDEL(ti)INS(ù);INS(ù);DEL(ti);V,1,SG,PRS,IND
bučiuoti;bučiuosi;bučiuoDEL(t)INS(s)i;INS(s);DEL(t);V,2,SG,FUT,IND
vietininkas;viẽtininkuose;viDEL(e)INS(ẽ)tininkDEL(a)INS(uo)sINS(e);INS(ẽ),INS(uo),INS(e);DEL(e),DEL(a);N,LOC,PL
katinas;kãtiną;kDEL(a)INS(ã)tinDEL(as)INS(ą);INS(ã),INS(ą);DEL(a),DEL(as);N,ACC,SG
patylėti;patylėjome;patylėDEL(ti)INS(j)INS(o)INS(m)INS(e);INS(j),INS(o),INS(m),INS(e);DEL(ti);V,1,PL,PST,IND
esamasis laikas;esamajame laike;esamaDEL(s)DEL(i)DEL(s)INS(j)INS(a)INS(m)INS(e) laikDEL(as)INS(e);INS(j),INS(a),INS(m),INS(e),INS(e);DEL(s),DEL(i),DEL(s),DEL(as);N,LOC,SG
nuodai;nuodų̃;nuodDEL(a)DEL(i)INS(ų)INS(̃);INS(ų),INS(̃);DEL(a),DEL(i);N,GEN,PL
asas;asai;asaDEL(s)INS(i);INS(i);DEL(s);N,VOC,PL
užparduoti;užparduokite;užparduoINS(k)INS(i)tDEL(i)INS(e);INS(k),INS(i),INS(e);DEL(i);V,2,PL,IMP
įdaryti;įdarote;įdarDEL(yti)INS(o)INS(t)INS(e);INS(o),INS(t),INS(e);DEL(yti);V,2,PL,PRS,IND
senas;sena;senaDEL(s);;DEL(s);ADJ,NOM,SG,FEM,POS
keistas;keistesne;keistDEL(a)INS(e)sINS(n)INS(e);INS(e),INS(n),INS(e);DEL(a);ADJ,INST,SG,FEM,CMPR
marmuras;mármurai;mDEL(a)INS(á)rmuraDEL(s)INS(i);INS(á),INS(i);DEL(a),DEL(s);N,VOC,PL
myluoti;myluok;myluoDEL(ti)INS(k);INS(k);DEL(ti);V,2,SG,IMP
ministras;ministruose;ministrDEL(a)INS(uo)sINS(e);INS(uo),INS(e);DEL(a);N,LOC,PL
nukalbėti;nukalba;nukalbDEL(ė)DEL(ti)INS(a);INS(a);DEL(ė),DEL(ti);V,3,PL,PRS,IND
beformis;beformių;beformiDEL(s)INS(ų);INS(ų);DEL(s);ADJ,GEN,PL,FEM,POS
pasakiškumas;pasakiškùmai;pasakiškDEL(u)INS(ù)maDEL(s)INS(i);INS(ù),INS(i);DEL(u),DEL(s);N,NOM,PL
avinis;avìnių;avDEL(i)INS(ì)niDEL(s)INS(ų);INS(ì),INS(ų);DEL(i),DEL(s);ADJ,GEN,PL,FEM,POS
diegti;diegi;diegDEL(t)i;;DEL(t);V,2,SG,PRS,IND
vengriškas;vengriškus;vengriškDEL(a)INS(u)s;INS(u);DEL(a);ADJ,ACC,PL,MASC,POS
sinonimas;sinonìmè;sinonDEL(i)DEL(mas)INS(ì)INS(m)INS(è);INS(ì),INS(m),INS(è);DEL(i),DEL(mas);N,LOC,SG
tarti;tardavus;tarDEL(ti)INS(d)INS(a)INS(v)INS(u)INS(s);INS(d),INS(a),INS(v),INS(u),INS(s);DEL(ti);V,V.PTCP,ADV,PST,FREQ,ACT
čekiškas;čekiškų;čekiškDEL(as)INS(ų);INS(ų);DEL(as);ADJ,GEN,PL,MASC,POS
drebėti;tedreba;INS(te)drebDEL(ė)DEL(ti)INS(a);INS(te),INS(a);DEL(ė),DEL(ti);V,3,PL,IMP
abiogenezė;abiogenezei;abiogenezDEL(ė)INS(e)INS(i);INS(e),INS(i);DEL(ė);N,DAT,SG
nukalbėti;nukalbėjo;nukalbėDEL(ti)INS(j)INS(o);INS(j),INS(o);DEL(ti);V,3,PL,PST,IND
bijoti;bijosite;bijoINS(s)INS(i)tDEL(i)INS(e);INS(s),INS(i),INS(e);DEL(i);V,2,PL,FUT,IND
ulbauti;ulbavo;ulbaDEL(u)DEL(ti)INS(v)INS(o);INS(v),INS(o);DEL(u),DEL(ti);V,3,SG,PST,IND
abchazas;abchãzas;abchDEL(a)INS(ã)zas;INS(ã);DEL(a);N,NOM,SG
švelnus;švelniausiais;švelnINS(ia)uINS(s)INS(i)INS(a)INS(i)s;INS(ia),INS(s),INS(i),INS(a),INS(i);;ADJ,INST,PL,MASC,SPRL
pasaulis;pasáulį;pasDEL(a)INS(á)ulDEL(is)INS(į);INS(á),INS(į);DEL(a),DEL(is);N,ACC,SG
socializmas;socializmùs;socializmDEL(a)INS(ù)s;INS(ù);DEL(a);N,ACC,PL
patikti;patiktinas;patiktiINS(n)INS(a)INS(s);INS(n),INS(a),INS(s);;V,V.PTCP,LGSPEC1,PASS
sakyti;sakytinas;sakytiINS(n)INS(a)INS(s);INS(n),INS(a),INS(s);;V,V.PTCP,LGSPEC1,PASS
valgyti;valgydavote;valgyINS(davo)tDEL(i)INS(e);INS(davo),INS(e);DEL(i);V,2,PL,PST,FREQ,IND
sakyti;sakydavote;sakyINS(davo)tDEL(i)INS(e);INS(davo),INS(e);DEL(i);V,2,PL,PST,FREQ,IND
drausti;draudėme;drauDEL(s)DEL(ti)INS(d)INS(ė)INS(m)INS(e);INS(d),INS(ė),INS(m),INS(e);DEL(s),DEL(ti);V,1,PL,PST,IND
išgirsti;išgirsdamas;išgirINS(s)INS(d)INS(a)INS(m)INS(a)sDEL(ti);INS(s),INS(d),INS(a),INS(m),INS(a);DEL(ti);V,V.PTCP,ADV,LGSPEC2,ACT
apuokas;apúokus;apINS(ú)INS(o)INS(k)uDEL(o)DEL(k)DEL(a)s;INS(ú),INS(o),INS(k);DEL(o),DEL(k),DEL(a);N,ACC,PL
taisyklingas;taisyklingiausi;taisyklingINS(i)aINS(u)sINS(i);INS(i),INS(u),INS(i);;ADJ,NOM,PL,MASC,SPRL
ejakuliacija;ejakuliãcija;ejakuliDEL(a)INS(ã)cija;INS(ã);DEL(a);N,VOC,SG
latvė;lãtvėmis;lDEL(a)INS(ã)tvėINS(m)INS(i)INS(s);INS(ã),INS(m),INS(i),INS(s);DEL(a);N,INST,PL
bevielis;bevielio;bevieliDEL(s)INS(o);INS(o);DEL(s);ADJ,GEN,SG,MASC,POS
įvykių horizontas;įvykių horizontu;įvykių horizontDEL(as)INS(u);INS(u);DEL(as);N,INST,SG
žmona;žmõna;žmDEL(o)INS(õ)na;INS(õ);DEL(o);N,VOC,SG
bankas;banke;bankDEL(as)INS(e);INS(e);DEL(as);N,VOC,SG
būsimasis laikas;būsimuosiuose laikuose;būsimDEL(a)INS(uo)siINS(uo)sINS(e) laikDEL(a)INS(uo)sINS(e);INS(uo),INS(uo),INS(e),INS(uo),INS(e);DEL(a),DEL(a);N,LOC,PL
