Source;Target;Combined;Inserts;Deletes;Grammar
lupa;luvist;luDEL(p)DEL(a)INS(v)INS(i)INS(s)INS(t);INS(v),INS(i),INS(s),INS(t);DEL(p),DEL(a);N,PL,IN+ESS
izä;izän;izäINS(n);INS(n);;N,SG,GEN
päivä;päiville;päivDEL(ä)INS(i)INS(l)INS(l)INS(e);INS(i),INS(l),INS(l),INS(e);DEL(ä);N,PL,AT+ALL
kuu;kuul;kuuINS(l);INS(l);;N,SG,AT+ESS
meez;meehelt;meeDEL(z)INS(h)INS(e)INS(l)INS(t);INS(h),INS(e),INS(l),INS(t);DEL(z);N,SG,AT+ABL
pökköiheinä;pökköiheiniil;pökköiheinDEL(ä)INS(ii)INS(l);INS(ii),INS(l);DEL(ä);N,PL,AT+ESS
järvi;järvi;järvi;;;N,SG,NOM
vezi;veeks;veDEL(z)DEL(i)INS(e)INS(k)INS(s);INS(e),INS(k),INS(s);DEL(z),DEL(i);N,SG,TRANS
säkki;säkkilöilt;säkkiINS(l)INS(ö)INS(i)INS(l)INS(t);INS(l),INS(ö),INS(i),INS(l),INS(t);;N,PL,AT+ABL
kuu;kuiz;kDEL(u)uINS(i)INS(z);INS(i),INS(z);DEL(u);N,PL,IN+ESS
lapsi;lapset;lapsDEL(i)INS(e)INS(t);INS(e),INS(t);DEL(i);N,PL,NOM
päivä;päiviks;päivDEL(ä)INS(i)INS(ks);INS(i),INS(ks);DEL(ä);N,PL,TRANS
