Source;Target;Combined;Inserts;Deletes;Grammar
bæjasvala;bæjasvölunum;bæjasvDEL(a)DEL(la)INS(ö)INS(l)INS(u)INS(n)INS(u)INS(m);INS(ö),INS(l),INS(u),INS(n),INS(u),INS(m);DEL(a),DEL(la);N,DEF,DAT,PL
héri;hérinn;hériINS(n)INS(n);INS(n),INS(n);;N,DEF,NOM,SG
veira;veira;veira;;;N,INDF,GEN,PL
úrskurða;úrskurðið;úrskurINS(ði)ðDEL(a);INS(ði);DEL(a);V,SBJV,PRS,2,PL
svekkja;svekki;svekkDEL(ja)INS(i);INS(i);DEL(ja);V,SBJV,PRS,1,SG
skak;skak;skak;;;N,INDF,NOM,SG
hagskælingur;hagskælingar;hagskælingDEL(u)INS(a)r;INS(a);DEL(u);N,INDF,NOM,PL
sameina;sameina;sameina;;;V,IND,PRS,1,SG
koss;koss;koss;;;N,INDF,NOM,SG
kusa;kusunni;kusDEL(a)INS(u)INS(n)INS(n)INS(i);INS(u),INS(n),INS(n),INS(i);DEL(a);N,DEF,DAT,SG
köstur;kestinum;kDEL(ö)INS(e)stINS(in)uDEL(r)INS(m);INS(e),INS(in),INS(m);DEL(ö),DEL(r);N,DEF,DAT,SG
múrsteinn;múrsteinunum;múrsteinINS(u)nINS(um);INS(u),INS(um);;N,DEF,DAT,PL
núpur;núpum;núpuDEL(r)INS(m);INS(m);DEL(r);N,INDF,DAT,PL
starfsemi;starfsemi;starfsemi;;;N,INDF,NOM,SG
sefa;sefar;sefaINS(r);INS(r);;V,IND,PRS,3,SG
njóta;nyti;nDEL(j)DEL(óta)INS(y)INS(t)INS(i);INS(y),INS(t),INS(i);DEL(j),DEL(óta);V,SBJV,PST,3,SG
treyja;treyjunnar;treyjINS(u)INS(n)INS(n)aINS(r);INS(u),INS(n),INS(n),INS(r);;N,DEF,GEN,SG
Spanjóli;Spanjólana;SpanjólDEL(i)INS(an)INS(a);INS(an),INS(a);DEL(i);N,DEF,ACC,PL
afsanna;afsönnuðuð;afsDEL(a)INS(ö)nnDEL(a)INS(u)INS(ð)INS(u)INS(ð);INS(ö),INS(u),INS(ð),INS(u),INS(ð);DEL(a),DEL(a);V,IND,PST,2,PL
hvískra;hvískraði;hvískraINS(ði);INS(ði);;V,SBJV,PST,1,SG
stofupíanó;stofupíanóa;stofupíanóINS(a);INS(a);;N,INDF,GEN,PL
könguló;köngulóa;köngulóINS(a);INS(a);;N,INDF,GEN,PL
eff;effin;effINS(in);INS(in);;N,DEF,NOM,PL
dagur;daga;dagDEL(ur)INS(a);INS(a);DEL(ur);N,INDF,ACC,PL
tröð;traðanna;trDEL(ö)INS(a)ðINS(anna);INS(a),INS(anna);DEL(ö);N,DEF,GEN,PL
kíkir;kíki;kíkiDEL(r);;DEL(r);N,INDF,DAT,SG
músarrindill;músarrindilinn;músarrindiDEL(l)lINS(inn);INS(inn);DEL(l);N,DEF,ACC,SG
aðstoða;aðstoðaði;aðstoðaINS(ði);INS(ði);;V,SBJV,PST,1,SG
krókódíll;krókódíla;krókódíDEL(l)lINS(a);INS(a);DEL(l);N,INDF,GEN,PL
hvína;hvín;hvínDEL(a);;DEL(a);V,IND,PRS,1,SG
sjón;sjónarinnar;sjónINS(a)INS(r)INS(i)INS(n)INS(n)INS(a)INS(r);INS(a),INS(r),INS(i),INS(n),INS(n),INS(a),INS(r);;N,DEF,GEN,SG
þjaka;þjakaði;þjakaINS(ði);INS(ði);;V,SBJV,PST,3,SG
milljón;milljóninni;milljónINS(i)INS(n)INS(n)INS(i);INS(i),INS(n),INS(n),INS(i);;N,DEF,DAT,SG
hafnabolti;hafnaboltar;hafnaboltDEL(i)INS(ar);INS(ar);DEL(i);N,INDF,NOM,PL
dragt;dragtanna;dragtINS(anna);INS(anna);;N,DEF,GEN,PL
skjóta;skytir;skDEL(j)DEL(óta)INS(y)INS(t)INS(i)INS(r);INS(y),INS(t),INS(i),INS(r);DEL(j),DEL(óta);V,SBJV,PST,2,SG
gjögur;gjögrunum;gjögDEL(u)rINS(unum);INS(unum);DEL(u);N,DEF,DAT,PL
skýrsla;skýrslunnar;skýrslINS(u)INS(n)INS(n)aINS(r);INS(u),INS(n),INS(n),INS(r);;N,DEF,GEN,SG
perla;perlu;perlDEL(a)INS(u);INS(u);DEL(a);N,INDF,GEN,SG
meinafræði;meinafræðina;meinafræðiINS(n)INS(a);INS(n),INS(a);;N,DEF,ACC,SG
æfing;æfinganna;æfingINS(anna);INS(anna);;N,DEF,GEN,PL
ávarpsfall;ávarpsfalls;ávarpsfallINS(s);INS(s);;N,INDF,GEN,SG
viti;vitunum;vitDEL(i)INS(unum);INS(unum);DEL(i);N,DEF,DAT,PL
fjölmiðlasaga;fjölmiðlasögu;fjölmiðlasDEL(a)DEL(g)DEL(a)INS(ö)INS(g)INS(u);INS(ö),INS(g),INS(u);DEL(a),DEL(g),DEL(a);N,INDF,DAT,SG
minni;minnum;minnDEL(i)INS(um);INS(um);DEL(i);N,INDF,DAT,PL
gylla;gyllið;gyllDEL(a)INS(ið);INS(ið);DEL(a);V,SBJV,PRS,2,PL
skúraský;skúraskýja;skúraskýINS(j)INS(a);INS(j),INS(a);;N,INDF,GEN,PL
séra;séra;séra;;;N,INDF,NOM,SG
notkun;notkunina;notkunINS(in)INS(a);INS(in),INS(a);;N,DEF,ACC,SG
prísund;prísundunum;prísundINS(unum);INS(unum);;N,DEF,DAT,PL
spjör;spjörina;spjörINS(in)INS(a);INS(in),INS(a);;N,DEF,ACC,SG
liðsforingi;liðsforingjunum;liðsforingDEL(i)INS(j)INS(u)INS(n)INS(u)INS(m);INS(j),INS(u),INS(n),INS(u),INS(m);DEL(i);N,DEF,DAT,PL
hrak;hrökin;hrDEL(a)INS(ö)kINS(in);INS(ö),INS(in);DEL(a);N,DEF,NOM,PL
slasa;slasa;slasa;;;V,IND,PRS,1,SG
sópa;sópi;sópDEL(a)INS(i);INS(i);DEL(a);V,SBJV,PRS,3,SG
eykt;eyktarinnar;eyktINS(a)INS(r)INS(i)INS(n)INS(n)INS(a)INS(r);INS(a),INS(r),INS(i),INS(n),INS(n),INS(a),INS(r);;N,DEF,GEN,SG
þökk;þökkinni;þökkINS(i)INS(n)INS(n)INS(i);INS(i),INS(n),INS(n),INS(i);;N,DEF,DAT,SG
glæruvængur;glæruvæng;glæruvængDEL(ur);;DEL(ur);N,INDF,ACC,SG
nagdýr;nagdýr;nagdýr;;;N,INDF,ACC,PL
æmta;æmti;æmtDEL(a)INS(i);INS(i);DEL(a);V,IND,PST,1,SG
posi;posanum;posDEL(i)INS(a)INS(n)INS(u)INS(m);INS(a),INS(n),INS(u),INS(m);DEL(i);N,DEF,DAT,SG
gandur;gandur;gandur;;;N,INDF,NOM,SG
þrykkja;þrykktuð;þrykkDEL(ja)INS(t)INS(u)INS(ð);INS(t),INS(u),INS(ð);DEL(ja);V,IND,PST,2,PL
spjör;spjarir;spjDEL(ö)INS(a)INS(r)INS(i)r;INS(a),INS(r),INS(i);DEL(ö);N,INDF,ACC,PL
raki;rakanum;rakDEL(i)INS(a)INS(n)INS(u)INS(m);INS(a),INS(n),INS(u),INS(m);DEL(i);N,DEF,DAT,SG
klippa;klippa;klippa;;;V,NFIN
skraut;skrauts;skrautINS(s);INS(s);;N,INDF,GEN,SG
dekka;dekkaði;dekkaINS(ði);INS(ði);;V,SBJV,PST,3,SG
liðþjálfi;liðþjálfa;liðþjálfDEL(i)INS(a);INS(a);DEL(i);N,INDF,ACC,SG
smygill;smyglanna;smygDEL(i)DEL(l)lINS(anna);INS(anna);DEL(i),DEL(l);N,DEF,GEN,PL
gras;grasið;grasINS(ið);INS(ið);;N,DEF,ACC,SG
járningamaður;járningamanni;járningamaDEL(ð)DEL(ur)INS(n)INS(n)INS(i);INS(n),INS(n),INS(i);DEL(ð),DEL(ur);N,INDF,DAT,SG
rafmagn;rafmagnsins;rafmagnINS(sins);INS(sins);;N,DEF,GEN,SG
steðji;steðja;steðjDEL(i)INS(a);INS(a);DEL(i);N,INDF,ACC,SG
gagga;gaggar;gaggaINS(r);INS(r);;V,IND,PRS,3,SG
klápur;klápinn;klápDEL(ur)INS(inn);INS(inn);DEL(ur);N,DEF,ACC,SG
meðtaka;meðtóku;meðtDEL(a)DEL(ka)INS(ó)INS(k)INS(u);INS(ó),INS(k),INS(u);DEL(a),DEL(ka);V,IND,PST,3,PL
hrafn;hrafninum;hrafnINS(i)INS(n)INS(u)INS(m);INS(i),INS(n),INS(u),INS(m);;N,DEF,DAT,SG
sleikur;sleikina;sleikDEL(ur)INS(in)INS(a);INS(in),INS(a);DEL(ur);N,DEF,ACC,PL
bruni;brunans;brunDEL(i)INS(an)INS(s);INS(an),INS(s);DEL(i);N,DEF,GEN,SG
tónkvísl;tónkvíslunum;tónkvíslINS(unum);INS(unum);;N,DEF,DAT,PL
sjálfstraust;sjálfstraustsins;sjálfstraustINS(sins);INS(sins);;N,DEF,GEN,SG
lestur;lestrum;lestDEL(u)rINS(um);INS(um);DEL(u);N,INDF,DAT,PL
melta;melti;meltDEL(a)INS(i);INS(i);DEL(a);V,SBJV,PRS,3,SG
