Source;Target;Combined;Inserts;Deletes;Grammar
optabilis;optābile;optDEL(a)INS(ā)bilDEL(i)DEL(s)INS(e);INS(ā),INS(e);DEL(a),DEL(i),DEL(s);ADJ,VOC,NEUT,SG
obnuntio;obnūntiārentur;obnDEL(u)INS(ū)ntiDEL(o)INS(ā)INS(r)INS(e)INS(n)INS(t)INS(u)INS(r);INS(ū),INS(ā),INS(r),INS(e),INS(n),INS(t),INS(u),INS(r);DEL(u),DEL(o);V,SBJV,PASS,PST,3,PL,IPFV
deeo;deībimus;deDEL(e)DEL(o)INS(ī)INS(b)INS(i)INS(m)INS(u)INS(s);INS(ī),INS(b),INS(i),INS(m),INS(u),INS(s);DEL(e),DEL(o);V,IND,FUT,1,PL
incitamentum;incitāmentō;incitDEL(a)INS(ā)mentDEL(um)INS(ō);INS(ā),INS(ō);DEL(a),DEL(um);N,ABL,SG
libertinus;lībertīnī;lDEL(i)INS(ī)bertDEL(in)DEL(us)INS(ī)INS(n)INS(ī);INS(ī),INS(ī),INS(n),INS(ī);DEL(i),DEL(in),DEL(us);ADJ,VOC,MASC,PL
iniurius;iniūriae;iniDEL(u)INS(ū)riDEL(us)INS(ae);INS(ū),INS(ae);DEL(u),DEL(us);ADJ,GEN,FEM,SG
iaponicus;iaponicī;iaponicDEL(us)INS(ī);INS(ī);DEL(us);ADJ,NOM,MASC,PL
leucophaeatus;leucophaeata;leucophaeatDEL(us)INS(a);INS(a);DEL(us);ADJ,NOM,NEUT,PL
calcium;calciīs;calciDEL(um)INS(īs);INS(īs);DEL(um);N,ABL,PL
malleo;malleāverāmus;malleDEL(o)INS(ā)INS(v)INS(e)INS(r)INS(ā)INS(m)INS(u)INS(s);INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(m),INS(u),INS(s);DEL(o);V,IND,PST,1,PL,PRF
aequus;aequī;aequDEL(us)INS(ī);INS(ī);DEL(us);ADJ,GEN,NEUT,SG
periclitabundus;perīclitābundārum;perDEL(i)INS(ī)clitDEL(a)INS(ā)bundINS(ā)INS(r)uDEL(s)INS(m);INS(ī),INS(ā),INS(ā),INS(r),INS(m);DEL(i),DEL(a),DEL(s);ADJ,GEN,FEM,PL
complico;complicāverāmus;complicDEL(o)INS(ā)INS(v)INS(e)INS(r)INS(ā)INS(m)INS(u)INS(s);INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(m),INS(u),INS(s);DEL(o);V,IND,PST,1,PL,PRF
cogitabundus;cōgitābunde;cDEL(o)INS(ō)gitDEL(a)INS(ā)bundDEL(us)INS(e);INS(ō),INS(ā),INS(e);DEL(o),DEL(a),DEL(us);ADJ,VOC,MASC,SG
clypeo;clypeātur;clypeDEL(o)INS(ā)INS(t)INS(u)INS(r);INS(ā),INS(t),INS(u),INS(r);DEL(o);V,IND,PASS,PRS,3,SG
almus;alma;almDEL(us)INS(a);INS(a);DEL(us);ADJ,NOM,FEM,SG
bohemicus;bohemicās;bohemicDEL(u)INS(ā)s;INS(ā);DEL(u);ADJ,ACC,FEM,PL
judico;jūdicābāmur;jDEL(u)INS(ū)dicDEL(o)INS(ā)INS(b)INS(ā)INS(m)INS(u)INS(r);INS(ū),INS(ā),INS(b),INS(ā),INS(m),INS(u),INS(r);DEL(u),DEL(o);V,IND,PASS,PST,1,PL,IPFV
littus;littus;littus;;;N,VOC,SG
exheredo;exhērēdābant;exhDEL(e)DEL(r)DEL(e)DEL(d)DEL(o)INS(ē)INS(r)INS(ē)INS(d)INS(ā)INS(b)INS(a)INS(n)INS(t);INS(ē),INS(r),INS(ē),INS(d),INS(ā),INS(b),INS(a),INS(n),INS(t);DEL(e),DEL(r),DEL(e),DEL(d),DEL(o);V,IND,PST,3,PL,IPFV
recreo;recreentur;recreDEL(o)INS(e)INS(n)INS(t)INS(u)INS(r);INS(e),INS(n),INS(t),INS(u),INS(r);DEL(o);V,SBJV,PASS,PRS,3,PL
commando;commanduntor;commandINS(u)INS(n)INS(t)oINS(r);INS(u),INS(n),INS(t),INS(r);;V,IMP,PASS,FUT,3,PL
occubo;occubētis;occubDEL(o)INS(ē)INS(t)INS(i)INS(s);INS(ē),INS(t),INS(i),INS(s);DEL(o);V,SBJV,PRS,2,PL
instructura;īnstructūrā;DEL(i)INS(ī)nstructDEL(u)DEL(r)DEL(a)INS(ū)INS(r)INS(ā);INS(ī),INS(ū),INS(r),INS(ā);DEL(i),DEL(u),DEL(r),DEL(a);N,ABL,SG
confercio;conferciunt;conferciDEL(o)INS(u)INS(n)INS(t);INS(u),INS(n),INS(t);DEL(o);V,IND,PRS,3,PL
prologus;prōlogō;prDEL(o)INS(ō)logDEL(us)INS(ō);INS(ō),INS(ō);DEL(o),DEL(us);N,ABL,SG
columbianus;columbianae;columbianDEL(us)INS(ae);INS(ae);DEL(us);ADJ,NOM,FEM,PL
annuo;annuuntor;annuINS(u)INS(n)INS(t)oINS(r);INS(u),INS(n),INS(t),INS(r);;V,IMP,PASS,FUT,3,PL
compilo;compīlāverātis;compINS(ī)INS(l)INS(ā)INS(v)INS(e)INS(r)INS(ā)INS(t)iDEL(l)DEL(o)INS(s);INS(ī),INS(l),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(t),INS(s);DEL(l),DEL(o);V,IND,PST,2,PL,PRF
reverberatio;reverberātiōnēs;reverberDEL(a)INS(ā)tiDEL(o)INS(ōnēs);INS(ā),INS(ōnēs);DEL(a),DEL(o);N,ACC,PL
transfiguro;trānsfigūrāverimus;trDEL(a)INS(ā)nsfigINS(ū)INS(r)INS(ā)INS(v)INS(e)INS(r)INS(i)INS(m)uDEL(r)DEL(o)INS(s);INS(ā),INS(ū),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(m),INS(s);DEL(a),DEL(r),DEL(o);V,IND,FUT,1,PL,PRF
protervior;protervius;proterviDEL(o)DEL(r)INS(u)INS(s);INS(u),INS(s);DEL(o),DEL(r);ADJ,NOM,NEUT,SG
quietantia;quiētantiae;quiDEL(e)INS(ē)tantiaINS(e);INS(ē),INS(e);DEL(e);N,GEN,SG
publico;pūblicārēris;pDEL(u)INS(ū)blicDEL(o)INS(ā)INS(r)INS(ē)INS(r)INS(i)INS(s);INS(ū),INS(ā),INS(r),INS(ē),INS(r),INS(i),INS(s);DEL(u),DEL(o);V,SBJV,PST,2,SG,IPFV
formidolosissimus;formīdolōsissimō;formDEL(i)INS(ī)dolDEL(o)INS(ō)sissimDEL(us)INS(ō);INS(ī),INS(ō),INS(ō);DEL(i),DEL(o),DEL(us);ADJ,ABL,NEUT,SG
balicus;balicae;balicDEL(us)INS(ae);INS(ae);DEL(us);ADJ,VOC,FEM,PL
praecedo;praecēdātur;praecDEL(e)DEL(d)DEL(o)INS(ē)INS(d)INS(ā)INS(t)INS(u)INS(r);INS(ē),INS(d),INS(ā),INS(t),INS(u),INS(r);DEL(e),DEL(d),DEL(o);V,SBJV,PASS,PRS,3,SG
socondios;socondiī;socondiDEL(o)DEL(s)INS(ī);INS(ī);DEL(o),DEL(s);N,NOM,PL
benefactor;benefactor;benefactor;;;N,VOC,SG
iurator;iūrātōrēs;iDEL(u)DEL(r)DEL(a)DEL(t)DEL(o)INS(ū)rINS(ā)INS(t)INS(ō)INS(r)INS(ē)INS(s);INS(ū),INS(ā),INS(t),INS(ō),INS(r),INS(ē),INS(s);DEL(u),DEL(r),DEL(a),DEL(t),DEL(o);N,VOC,PL
candidissimus;candidissimō;candidissimDEL(us)INS(ō);INS(ō);DEL(us);ADJ,DAT,FEM,SG
praefoco;praefōcāvistis;praefDEL(o)DEL(c)DEL(o)INS(ō)INS(c)INS(ā)INS(v)INS(i)INS(s)INS(t)INS(i)INS(s);INS(ō),INS(c),INS(ā),INS(v),INS(i),INS(s),INS(t),INS(i),INS(s);DEL(o),DEL(c),DEL(o);V,IND,PST,2,PL,PFV
vitabundus;vītābunda;vDEL(i)DEL(t)DEL(a)INS(ī)INS(t)INS(ā)bundDEL(us)INS(a);INS(ī),INS(t),INS(ā),INS(a);DEL(i),DEL(t),DEL(a),DEL(us);ADJ,VOC,NEUT,PL
avtus;avtās;avtDEL(u)INS(ā)s;INS(ā);DEL(u);ADJ,ACC,FEM,PL
peltastes;peltastēn;peltastDEL(e)DEL(s)INS(ē)INS(n);INS(ē),INS(n);DEL(e),DEL(s);N,ACC,SG
eiuro;ēiūrābātur;DEL(e)INS(ē)iINS(ū)INS(r)INS(ā)INS(b)INS(ā)INS(t)urDEL(o);INS(ē),INS(ū),INS(r),INS(ā),INS(b),INS(ā),INS(t);DEL(e),DEL(o);V,IND,PASS,PST,3,SG,IPFV
conecto;cōnecte;cDEL(o)INS(ō)nectDEL(o)INS(e);INS(ō),INS(e);DEL(o),DEL(o);V,IMP,PRS,3,SG
pachyphyllus;pachyphylla;pachyphyllDEL(us)INS(a);INS(a);DEL(us);ADJ,NOM,NEUT,PL
invitus;invīta;invDEL(i)DEL(t)DEL(u)DEL(s)INS(ī)INS(t)INS(a);INS(ī),INS(t),INS(a);DEL(i),DEL(t),DEL(u),DEL(s);ADJ,VOC,NEUT,PL
recedo;recēdite;recINS(ē)INS(d)INS(i)INS(t)eDEL(d)DEL(o);INS(ē),INS(d),INS(i),INS(t);DEL(d),DEL(o);V,IMP,PRS,3,PL
refoveo;refōverō;refDEL(o)INS(ō)veDEL(o)INS(r)INS(ō);INS(ō),INS(r),INS(ō);DEL(o),DEL(o);V,IND,FUT,1,SG,PRF
asportatio;asportātiōnēs;asportDEL(a)INS(ā)tiDEL(o)INS(ōnēs);INS(ā),INS(ōnēs);DEL(a),DEL(o);N,VOC,PL
inpugno;inpugnārētis;inpugnDEL(o)INS(ā)INS(r)INS(ē)INS(t)INS(i)INS(s);INS(ā),INS(r),INS(ē),INS(t),INS(i),INS(s);DEL(o);V,SBJV,PST,2,PL,IPFV
abligurrio;abligūrrīrentur;abligINS(ū)INS(r)INS(r)INS(ī)INS(r)INS(e)INS(n)INS(t)urDEL(r)DEL(i)DEL(o);INS(ū),INS(r),INS(r),INS(ī),INS(r),INS(e),INS(n),INS(t);DEL(r),DEL(i),DEL(o);V,SBJV,PASS,PST,3,PL,IPFV
catus;catum;catuDEL(s)INS(m);INS(m);DEL(s);ADJ,NOM,NEUT,SG
conglutino;conglūtināverāmus;conglDEL(u)INS(ū)tinDEL(o)INS(ā)INS(v)INS(e)INS(r)INS(ā)INS(m)INS(u)INS(s);INS(ū),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(m),INS(u),INS(s);DEL(u),DEL(o);V,IND,PST,1,PL,PRF
praerogativus;praerogātīve;praerogDEL(a)DEL(t)DEL(i)DEL(v)DEL(u)DEL(s)INS(ā)INS(t)INS(ī)INS(v)INS(e);INS(ā),INS(t),INS(ī),INS(v),INS(e);DEL(a),DEL(t),DEL(i),DEL(v),DEL(u),DEL(s);ADJ,VOC,MASC,SG
Christianus;Christiānī;ChristiDEL(a)DEL(n)DEL(u)DEL(s)INS(ā)INS(n)INS(ī);INS(ā),INS(n),INS(ī);DEL(a),DEL(n),DEL(u),DEL(s);ADJ,GEN,MASC,SG
opprimo;opprimerēmus;opprimDEL(o)INS(e)INS(r)INS(ē)INS(m)INS(u)INS(s);INS(e),INS(r),INS(ē),INS(m),INS(u),INS(s);DEL(o);V,SBJV,PST,1,PL,IPFV
enumero;ēnumerāmur;DEL(e)INS(ē)numeINS(r)INS(ā)INS(m)INS(u)rDEL(o);INS(ē),INS(r),INS(ā),INS(m),INS(u);DEL(e),DEL(o);V,IND,PASS,PRS,1,PL
albiventris;albiventria;albiventriDEL(s)INS(a);INS(a);DEL(s);ADJ,VOC,NEUT,PL
lutetianus;lutetianārum;lutetianINS(ā)INS(r)uDEL(s)INS(m);INS(ā),INS(r),INS(m);DEL(s);ADJ,GEN,FEM,PL
obstrepo;obstrepent;obstrepDEL(o)INS(e)INS(n)INS(t);INS(e),INS(n),INS(t);DEL(o);V,IND,FUT,3,PL
sollemnitas;sollemnitās;sollemnitDEL(a)INS(ā)s;INS(ā);DEL(a);N,VOC,SG
conquesto;conquestābimur;conquestDEL(o)INS(ā)INS(b)INS(i)INS(m)INS(u)INS(r);INS(ā),INS(b),INS(i),INS(m),INS(u),INS(r);DEL(o);V,IND,PASS,FUT,1,PL
jaculatio;jaculātiōnum;jaculDEL(a)INS(ā)tiDEL(o)INS(ō)INS(n)INS(u)INS(m);INS(ā),INS(ō),INS(n),INS(u),INS(m);DEL(a),DEL(o);N,GEN,PL
inconsutilis;inconsūtilibus;inconsDEL(u)INS(ū)tiliINS(b)INS(u)s;INS(ū),INS(b),INS(u);DEL(u);ADJ,DAT,NEUT,SG
dominicus;dominicum;dominicuDEL(s)INS(m);INS(m);DEL(s);ADJ,NOM,NEUT,SG
scrupulosus;scrūpulōsōrum;scrDEL(u)INS(ū)pulDEL(osu)INS(ō)sINS(ō)INS(r)INS(u)INS(m);INS(ū),INS(ō),INS(ō),INS(r),INS(u),INS(m);DEL(u),DEL(osu);ADJ,GEN,NEUT,PL
conlaboro;conlabōrātis;conlabDEL(or)DEL(o)INS(ō)INS(r)INS(ā)INS(t)INS(i)INS(s);INS(ō),INS(r),INS(ā),INS(t),INS(i),INS(s);DEL(or),DEL(o);V,IND,PRS,2,PL
exolvo;exolverimus;exolvDEL(o)INS(e)INS(r)INS(i)INS(m)INS(u)INS(s);INS(e),INS(r),INS(i),INS(m),INS(u),INS(s);DEL(o);V,IND,FUT,1,PL,PRF
spissitudo;spissitūdō;spissitDEL(u)DEL(do)INS(ū)INS(d)INS(ō);INS(ū),INS(d),INS(ō);DEL(u),DEL(do);N,NOM,SG
contumacior;contumāciōra;contumINS(ā)INS(c)INS(i)INS(ō)INS(r)aDEL(c)DEL(i)DEL(o)DEL(r);INS(ā),INS(c),INS(i),INS(ō),INS(r);DEL(c),DEL(i),DEL(o),DEL(r);ADJ,ACC,NEUT,PL
ebriolatus;ēbriolātīs;DEL(e)INS(ē)briolDEL(a)DEL(t)DEL(u)INS(ā)INS(t)INS(ī)s;INS(ē),INS(ā),INS(t),INS(ī);DEL(e),DEL(a),DEL(t),DEL(u);ADJ,DAT,NEUT,SG
conpugno;conpugnāre;conpugnDEL(o)INS(ā)INS(r)INS(e);INS(ā),INS(r),INS(e);DEL(o);V,NFIN
atheniensis;athēniensium;athDEL(e)INS(ē)niensiDEL(s)INS(u)INS(m);INS(ē),INS(u),INS(m);DEL(e),DEL(s);ADJ,GEN,NEUT,SG
apparatissimus;apparātissimārum;apparDEL(a)INS(ā)tissimINS(ā)INS(r)uDEL(s)INS(m);INS(ā),INS(ā),INS(r),INS(m);DEL(a),DEL(s);ADJ,GEN,FEM,PL
inofficialis;inofficiālia;inofficINS(i)INS(ā)INS(l)iaDEL(l)DEL(is);INS(i),INS(ā),INS(l);DEL(l),DEL(is);ADJ,NOM,NEUT,PL
rivalitas;rīvālitātem;rDEL(i)DEL(v)DEL(a)INS(ī)INS(v)INS(ā)litDEL(a)DEL(s)INS(ā)INS(t)INS(e)INS(m);INS(ī),INS(v),INS(ā),INS(ā),INS(t),INS(e),INS(m);DEL(i),DEL(v),DEL(a),DEL(a),DEL(s);N,GEN,SG
segrego;sēgregābimus;sDEL(e)INS(ē)gregDEL(o)INS(ā)INS(b)INS(i)INS(m)INS(u)INS(s);INS(ē),INS(ā),INS(b),INS(i),INS(m),INS(u),INS(s);DEL(e),DEL(o);V,IND,FUT,1,PL
maturior;mātūriōra;mINS(ā)INS(t)INS(ū)INS(r)INS(i)INS(ō)INS(r)aDEL(t)DEL(u)DEL(r)DEL(i)DEL(o)DEL(r);INS(ā),INS(t),INS(ū),INS(r),INS(i),INS(ō),INS(r);DEL(t),DEL(u),DEL(r),DEL(i),DEL(o),DEL(r);ADJ,VOC,NEUT,PL
complexo;complexētur;complexDEL(o)INS(ē)INS(t)INS(u)INS(r);INS(ē),INS(t),INS(u),INS(r);DEL(o);V,SBJV,PASS,PRS,3,SG
ravus;rāvōrum;rDEL(a)DEL(v)DEL(u)DEL(s)INS(ā)INS(v)INS(ō)INS(r)INS(u)INS(m);INS(ā),INS(v),INS(ō),INS(r),INS(u),INS(m);DEL(a),DEL(v),DEL(u),DEL(s);ADJ,GEN,NEUT,PL
operimentum;operīmentō;operDEL(i)INS(ī)mentDEL(um)INS(ō);INS(ī),INS(ō);DEL(i),DEL(um);N,ABL,SG
quadripartio;quadripartīminī;quadripartINS(ī)INS(m)iDEL(o)INS(n)INS(ī);INS(ī),INS(m),INS(n),INS(ī);DEL(o);V,IND,PASS,PRS,2,PL
taeniatus;taeniātum;taeniDEL(a)INS(ā)tuDEL(s)INS(m);INS(ā),INS(m);DEL(a),DEL(s);ADJ,NOM,NEUT,SG
ludicrus;lūdicrae;lDEL(u)INS(ū)dicrDEL(us)INS(ae);INS(ū),INS(ae);DEL(u),DEL(us);ADJ,GEN,FEM,SG
adfodio;adfoderēminī;adfodINS(e)INS(r)INS(ē)INS(m)iDEL(o)INS(n)INS(ī);INS(e),INS(r),INS(ē),INS(m),INS(n),INS(ī);DEL(o);V,SBJV,PASS,PST,2,PL,IPFV
burkgravius;burkgrāviīs;burkgrDEL(a)INS(ā)viDEL(u)INS(ī)s;INS(ā),INS(ī);DEL(a),DEL(u);N,DAT,PL
participo;participāverat;participDEL(o)INS(ā)INS(v)INS(e)INS(r)INS(a)INS(t);INS(ā),INS(v),INS(e),INS(r),INS(a),INS(t);DEL(o);V,IND,PST,3,SG,PRF
deductivus;dēductīvō;dDEL(e)INS(ē)ductDEL(i)DEL(v)DEL(u)DEL(s)INS(ī)INS(v)INS(ō);INS(ē),INS(ī),INS(v),INS(ō);DEL(e),DEL(i),DEL(v),DEL(u),DEL(s);ADJ,ABL,MASC,SG
ebeninus;ebenina;ebeninDEL(us)INS(a);INS(a);DEL(us);ADJ,NOM,FEM,SG
maledicentissimus;maledīcēntissimīs;maledDEL(i)DEL(c)DEL(e)INS(ī)INS(c)INS(ē)ntissimDEL(u)INS(ī)s;INS(ī),INS(c),INS(ē),INS(ī);DEL(i),DEL(c),DEL(e),DEL(u);ADJ,DAT,NEUT,SG
interpungo;interpungētis;interpungDEL(o)INS(ē)INS(t)INS(i)INS(s);INS(ē),INS(t),INS(i),INS(s);DEL(o);V,IND,FUT,2,PL
dissimus;dissimum;dissimuDEL(s)INS(m);INS(m);DEL(s);ADJ,ACC,MASC,SG
refringo;rēfrēgerat;rDEL(e)INS(ē)frDEL(i)DEL(n)DEL(g)DEL(o)INS(ē)INS(g)INS(e)INS(r)INS(a)INS(t);INS(ē),INS(ē),INS(g),INS(e),INS(r),INS(a),INS(t);DEL(e),DEL(i),DEL(n),DEL(g),DEL(o);V,IND,PST,3,SG,PRF
cyperus;cypērī;cypDEL(e)DEL(r)DEL(u)DEL(s)INS(ē)INS(r)INS(ī);INS(ē),INS(r),INS(ī);DEL(e),DEL(r),DEL(u),DEL(s);N,NOM,PL
adlevamentum;adlevāmentī;adlevDEL(a)INS(ā)mentDEL(um)INS(ī);INS(ā),INS(ī);DEL(a),DEL(um);N,GEN,SG
pravitas;prāvitātibus;prDEL(a)INS(ā)vitDEL(a)INS(ā)INS(t)INS(i)INS(b)INS(u)s;INS(ā),INS(ā),INS(t),INS(i),INS(b),INS(u);DEL(a),DEL(a);N,DAT,PL
scruto;scrūtāret;scrDEL(u)INS(ū)INS(t)INS(ā)INS(r)INS(e)tDEL(o);INS(ū),INS(t),INS(ā),INS(r),INS(e);DEL(u),DEL(o);V,SBJV,PST,3,SG,IPFV
comparativus;comparātīvīs;comparDEL(a)DEL(t)DEL(i)DEL(v)DEL(u)INS(ā)INS(t)INS(ī)INS(v)INS(ī)s;INS(ā),INS(t),INS(ī),INS(v),INS(ī);DEL(a),DEL(t),DEL(i),DEL(v),DEL(u);ADJ,DAT,NEUT,SG
depreco;dēprecābās;dDEL(e)INS(ē)precDEL(o)INS(ā)INS(b)INS(ā)INS(s);INS(ē),INS(ā),INS(b),INS(ā),INS(s);DEL(e),DEL(o);V,IND,PST,2,SG,IPFV
angusto;angustābitur;angustDEL(o)INS(ā)INS(b)INS(i)INS(t)INS(u)INS(r);INS(ā),INS(b),INS(i),INS(t),INS(u),INS(r);DEL(o);V,IND,PASS,FUT,3,SG
usura;ūsūrae;DEL(u)DEL(s)DEL(u)INS(ū)INS(s)INS(ū)raINS(e);INS(ū),INS(s),INS(ū),INS(e);DEL(u),DEL(s),DEL(u);N,VOC,PL
attracto;attractās;attractDEL(o)INS(ā)INS(s);INS(ā),INS(s);DEL(o);V,IND,PRS,2,SG
pullulo;pullulāvissētis;pullulDEL(o)INS(ā)INS(v)INS(i)INS(s)INS(s)INS(ē)INS(t)INS(i)INS(s);INS(ā),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s);DEL(o);V,SBJV,PST,2,PL,PRF
dejugo;dējugāverant;dDEL(e)INS(ē)jugDEL(o)INS(ā)INS(v)INS(e)INS(r)INS(a)INS(n)INS(t);INS(ē),INS(ā),INS(v),INS(e),INS(r),INS(a),INS(n),INS(t);DEL(e),DEL(o);V,IND,PST,3,PL,PRF
arcesso;arcessēbāminī;arcessDEL(o)INS(ē)INS(b)INS(ā)INS(m)INS(i)INS(n)INS(ī);INS(ē),INS(b),INS(ā),INS(m),INS(i),INS(n),INS(ī);DEL(o);V,IND:PASS,PST,2,PL,IPFV
excalceo;excalceāmus;excalceDEL(o)INS(ā)INS(mus);INS(ā),INS(mus);DEL(o);V,IND,PRS,1,PL
dissupo;dissupābitur;dissupDEL(o)INS(ā)INS(b)INS(i)INS(t)INS(u)INS(r);INS(ā),INS(b),INS(i),INS(t),INS(u),INS(r);DEL(o);V,IND,PASS,FUT,3,SG
epilogus;epilogum;epiloguDEL(s)INS(m);INS(m);DEL(s);N,ACC,SG
consparsio;cōnsparsiō;cDEL(o)INS(ō)nsparsiDEL(o)INS(ō);INS(ō),INS(ō);DEL(o),DEL(o);N,NOM,SG
praefoco;praefōcāre;praefDEL(o)DEL(c)DEL(o)INS(ō)INS(c)INS(ā)INS(r)INS(e);INS(ō),INS(c),INS(ā),INS(r),INS(e);DEL(o),DEL(c),DEL(o);V,IMP,PASS,PRS,3,SG
omnigenus;omnigenās;omnigenDEL(u)INS(ā)s;INS(ā);DEL(u);ADJ,ACC,FEM,PL
siccus;sicca;siccDEL(us)INS(a);INS(a);DEL(us);ADJ,NOM,FEM,SG
praecuro;praecūrāvisset;praecDEL(u)DEL(r)DEL(o)INS(ū)INS(r)INS(ā)INS(v)INS(i)INS(s)INS(s)INS(e)INS(t);INS(ū),INS(r),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(e),INS(t);DEL(u),DEL(r),DEL(o);V,SBJV,PST,3,SG,PRF
leptophyllus;leptophyllī;leptophyllDEL(us)INS(ī);INS(ī);DEL(us);ADJ,NOM,MASC,PL
elaboro;ēlabōrābitis;DEL(e)INS(ē)labDEL(or)DEL(o)INS(ō)INS(r)INS(ā)INS(b)INS(i)INS(t)INS(i)INS(s);INS(ē),INS(ō),INS(r),INS(ā),INS(b),INS(i),INS(t),INS(i),INS(s);DEL(e),DEL(or),DEL(o);V,IND,FUT,2,PL
pudorosus;pudōrōsō;pudDEL(o)DEL(r)DEL(o)DEL(s)DEL(u)INS(ō)INS(r)INS(ō)sINS(ō);INS(ō),INS(r),INS(ō),INS(ō);DEL(o),DEL(r),DEL(o),DEL(s),DEL(u);ADJ,DAT,FEM,SG
conpellatio;conpellātiōne;conpellDEL(a)INS(ā)tiDEL(o)INS(ō)INS(n)INS(e);INS(ā),INS(ō),INS(n),INS(e);DEL(a),DEL(o);N,ABL,SG
foliaticum;foliāticō;foliDEL(a)INS(ā)ticDEL(um)INS(ō);INS(ā),INS(ō);DEL(a),DEL(um);N,DAT,SG
cernuus;cernua;cernuDEL(us)INS(a);INS(a);DEL(us);ADJ,VOC,NEUT,PL
retrocedo;retrōcēditis;retrDEL(o)DEL(c)DEL(e)DEL(d)DEL(o)INS(ō)INS(c)INS(ē)INS(d)INS(i)INS(t)INS(i)INS(s);INS(ō),INS(c),INS(ē),INS(d),INS(i),INS(t),INS(i),INS(s);DEL(o),DEL(c),DEL(e),DEL(d),DEL(o);V,IND,PRS,2,PL
progigno;prōgignit;prDEL(o)INS(ō)gignDEL(o)INS(i)INS(t);INS(ō),INS(i),INS(t);DEL(o),DEL(o);V,IND,PRS,3,SG
