Source;Target;Combined;Inserts;Deletes
forgalmaz;forgalmaztad;forgalmazINS(t)INS(a)INS(d);INS(t),INS(a),INS(d);
körülmetél;körülmetéltetek;körülmetélINS(t)INS(e)INS(t)INS(e)INS(k);INS(t),INS(e),INS(t),INS(e),INS(k);
ma;mákban;mINS(á)INS(k)INS(b)aINS(n);INS(á),INS(k),INS(b),INS(n);
roborál;roborálnának;roborálINS(n)INS(á)INS(n)INS(a)INS(k);INS(n),INS(á),INS(n),INS(a),INS(k);
programom;programomnak;programomINS(n)INS(ak);INS(n),INS(ak);
lemez;lemezből;lemezINS(b)INS(ő)INS(l);INS(b),INS(ő),INS(l);
bélmozgás;bélmozgásokig;bélmozgásINS(o)INS(k)INS(i)INS(g);INS(o),INS(k),INS(i),INS(g);
fejeim;fejeimmel;fejeimINS(m)INS(e)INS(l);INS(m),INS(e),INS(l);
ametiszt;ametisztekről;ametisztINS(e)INS(k)INS(r)INS(ő)INS(l);INS(e),INS(k),INS(r),INS(ő),INS(l);
fenntartható;fenntarthatóval;fenntarthatóINS(v)INS(a)INS(l);INS(v),INS(a),INS(l);
attraktív;attraktívakhoz;attraktívINS(a)INS(k)INS(h)INS(o)INS(z);INS(a),INS(k),INS(h),INS(o),INS(z);
ötös;ötösért;ötösINS(ért);INS(ért);
bárányfelhő;bárányfelhőkre;bárányfelhőINS(k)INS(r)INS(e);INS(k),INS(r),INS(e);
találmányod;találmányoddal;találmányodINS(d)INS(a)INS(l);INS(d),INS(a),INS(l);
tehénistálló;tehénistállóban;tehénistállóINS(b)INS(a)INS(n);INS(b),INS(a),INS(n);
rengeteg;rengetegig;rengeteINS(g)INS(i)g;INS(g),INS(i);
lényegi;lényegiben;lényegiINS(b)INS(e)INS(n);INS(b),INS(e),INS(n);
gyógyfű;gyógyfüveknek;gyógyfDEL(ű)INS(ü)INS(v)INS(e)INS(k)INS(n)INS(e)INS(k);INS(ü),INS(v),INS(e),INS(k),INS(n),INS(e),INS(k);DEL(ű)
szavazófülke;szavazófülkébe;szavazófülkINS(é)INS(b)e;INS(é),INS(b);
könyves;könyvesekért;könyvesINS(e)INS(k)INS(é)INS(r)INS(t);INS(e),INS(k),INS(é),INS(r),INS(t);
innovációs;innovációsig;innovációsINS(i)INS(g);INS(i),INS(g);
rágalmazó;rágalmazó;rágalmazó;;
produktum;produktumban;produktumINS(b)INS(a)INS(n);INS(b),INS(a),INS(n);
feltart;feltartja;feltartINS(j)INS(a);INS(j),INS(a);
könyvelés;könyvelésbe;könyvelésINS(b)INS(e);INS(b),INS(e);
jenki;jenkiket;jenkiINS(k)INS(e)INS(t);INS(k),INS(e),INS(t);
kompatibilitás;kompatibilitást;kompatibilitásINS(t);INS(t);
röhög;röhögni;röhögINS(n)INS(i);INS(n),INS(i);
budapesti;budapestieknél;budapestiINS(e)INS(k)INS(n)INS(é)INS(l);INS(e),INS(k),INS(n),INS(é),INS(l);
merész;merészeknél;merészINS(e)INS(k)INS(n)INS(é)INS(l);INS(e),INS(k),INS(n),INS(é),INS(l);
puhafa;puhafákká;puhafDEL(a)INS(á)INS(k)INS(k)INS(á);INS(á),INS(k),INS(k),INS(á);DEL(a)
átfog;átfogtuk;átfogINS(t)INS(u)INS(k);INS(t),INS(u),INS(k);
céllövölde;céllövöldékben;céllövöldINS(é)INS(k)INS(b)eINS(n);INS(é),INS(k),INS(b),INS(n);
padló;padlókról;padlóINS(k)INS(r)INS(ó)INS(l);INS(k),INS(r),INS(ó),INS(l);
pehelysúly;pehelysúlyokig;pehelysúlyINS(o)INS(k)INS(i)INS(g);INS(o),INS(k),INS(i),INS(g);
mandarinréce;mandarinrécében;mandarinrécINS(é)INS(b)eINS(n);INS(é),INS(b),INS(n);
árai;áraiként;áraiINS(ként);INS(ként);
kinéz;kinézte;kinézINS(t)INS(e);INS(t),INS(e);
egyiptológia;egyiptológiákba;egyiptológiINS(á)INS(k)INS(b)a;INS(á),INS(k),INS(b);
nemese;nemesére;nemesINS(é)INS(r)e;INS(é),INS(r);
fejem;fejemért;fejemINS(ért);INS(ért);
mobiltelefon;mobiltelefont;mobiltelefonINS(t);INS(t);
meglát;meglátnátok;meglátINS(n)INS(á)INS(t)INS(o)INS(k);INS(n),INS(á),INS(t),INS(o),INS(k);
vezetőség;vezetőségeken;vezetőségINS(e)INS(k)INS(e)INS(n);INS(e),INS(k),INS(e),INS(n);
tájol;tájolnák;tájolINS(n)INS(á)INS(k);INS(n),INS(á),INS(k);
előítélet;előítéletek;előítéletINS(e)INS(k);INS(e),INS(k);
tragédia;tragédiákért;tragédiDEL(a)INS(á)INS(k)INS(é)INS(r)INS(t);INS(á),INS(k),INS(é),INS(r),INS(t);DEL(a)
fogalmaz;fogalmaznád;fogalmazINS(n)INS(á)INS(d);INS(n),INS(á),INS(d);
megtekint;megtekintett;megtekinINS(t)INS(e)INS(t)t;INS(t),INS(e),INS(t);
transzformál;transzformálunk;transzformálINS(u)INS(n)INS(k);INS(u),INS(n),INS(k);
gúla;gúlává;gúlDEL(a)INS(á)INS(v)INS(á);INS(á),INS(v),INS(á);DEL(a)
arckép;arcképpé;arcképINS(p)INS(é);INS(p),INS(é);
olvasható;olvashatóktól;olvashatóINS(k)INS(t)INS(ó)INS(l);INS(k),INS(t),INS(ó),INS(l);
szükségesség;szükségességekből;szükségességINS(e)INS(k)INS(b)INS(ő)INS(l);INS(e),INS(k),INS(b),INS(ő),INS(l);
párnahuzat;párnahuzatok;párnahuzatINS(o)INS(k);INS(o),INS(k);
fasizmus;fasizmusokhoz;fasizmusINS(o)INS(k)INS(h)INS(o)INS(z);INS(o),INS(k),INS(h),INS(o),INS(z);
jégbor;jégborokban;jégborINS(o)INS(k)INS(b)INS(a)INS(n);INS(o),INS(k),INS(b),INS(a),INS(n);
védekezés;védekezésből;védekezésINS(b)INS(ő)INS(l);INS(b),INS(ő),INS(l);
baktérium;baktériumért;baktériumINS(ért);INS(ért);
lelki;lelkiekből;lelkiINS(e)INS(k)INS(b)INS(ő)INS(l);INS(e),INS(k),INS(b),INS(ő),INS(l);
csóka;csókáktól;csókDEL(a)INS(á)INS(k)INS(t)INS(ó)INS(l);INS(á),INS(k),INS(t),INS(ó),INS(l);DEL(a)
legrészletesebb;legrészletesebben;legrészletesebbINS(e)INS(n);INS(e),INS(n);
kölcsönöz;kölcsönöztünk;kölcsönözINS(t)INS(ü)INS(n)INS(k);INS(t),INS(ü),INS(n),INS(k);
bezoárkecske;bezoárkecskékért;bezoárkecskDEL(e)INS(é)INS(k)INS(é)INS(r)INS(t);INS(é),INS(k),INS(é),INS(r),INS(t);DEL(e)
ribanc;ribancként;ribancINS(ként);INS(ként);
rejtvény;rejtvényen;rejtvényINS(e)INS(n);INS(e),INS(n);
szafari;szafaritól;szafariINS(t)INS(ól);INS(t),INS(ól);
egyenértékű;egyenértékűekbe;egyenértékűINS(e)INS(k)INS(b)INS(e);INS(e),INS(k),INS(b),INS(e);
politikus;politikusban;politikusINS(b)INS(a)INS(n);INS(b),INS(a),INS(n);
bakfis;bakfisokkal;bakfisINS(o)INS(k)INS(k)INS(a)INS(l);INS(o),INS(k),INS(k),INS(a),INS(l);
programjaink;programjainknak;programjainINS(k)INS(n)INS(a)k;INS(k),INS(n),INS(a);
olvasószerkesztő;olvasószerkesztőért;olvasószerkesztőINS(ért);INS(ért);
megmond;megmondanál;megmondINS(a)INS(n)INS(á)INS(l);INS(a),INS(n),INS(á),INS(l);
cipőhúzó;cipőhúzókért;cipőhúzóINS(k)INS(é)INS(r)INS(t);INS(k),INS(é),INS(r),INS(t);
ablaktalan;ablaktalanokból;ablaktalanINS(o)INS(k)INS(b)INS(ó)INS(l);INS(o),INS(k),INS(b),INS(ó),INS(l);
egér;egerekért;egINS(e)INS(r)INS(e)INS(k)érINS(t);INS(e),INS(r),INS(e),INS(k),INS(t);
ker.;ker.-nek;ker.INS(-)INS(n)INS(e)INS(k);INS(-),INS(n),INS(e),INS(k);
megemlít;megemlítettél;megemlítINS(e)INS(t)INS(t)INS(é)INS(l);INS(e),INS(t),INS(t),INS(é),INS(l);
vihara;viharához;viharDEL(a)INS(á)INS(h)INS(o)INS(z);INS(á),INS(h),INS(o),INS(z);DEL(a)
tócsa;tócsaként;tócsaINS(ként);INS(ként);
hókócsag;hókócsagok;hókócsagINS(o)INS(k);INS(o),INS(k);
remetelak;remetelakokat;remetelakINS(o)INS(k)INS(a)INS(t);INS(o),INS(k),INS(a),INS(t);
csontrák;csontrákért;csontrákINS(ért);INS(ért);
legalacsonyabb;legalacsonyabbakban;legalacsonyabbINS(a)INS(k)INS(b)INS(a)INS(n);INS(a),INS(k),INS(b),INS(a),INS(n);
álmatlanság;álmatlansággal;álmatlanságINS(g)INS(a)INS(l);INS(g),INS(a),INS(l);
fiatal;fiatalról;fiataINS(l)INS(r)INS(ó)l;INS(l),INS(r),INS(ó);
vakít;vakítanál;vakítINS(a)INS(n)INS(á)INS(l);INS(a),INS(n),INS(á),INS(l);
guta;gutává;gutDEL(a)INS(á)INS(v)INS(á);INS(á),INS(v),INS(á);DEL(a)
konfigurációs;konfigurációsaknál;konfigurációsINS(a)INS(k)INS(n)INS(á)INS(l);INS(a),INS(k),INS(n),INS(á),INS(l);
gyors;gyorsak;gyorsINS(a)INS(k);INS(a),INS(k);
érkezés;érkezést;érkezésINS(t);INS(t);
lift;liftekben;liftINS(e)INS(k)INS(b)INS(e)INS(n);INS(e),INS(k),INS(b),INS(e),INS(n);
kutatás;kutatásokig;kutatásINS(o)INS(k)INS(i)INS(g);INS(o),INS(k),INS(i),INS(g);
pokol;poklokon;pokDEL(o)lINS(o)INS(k)INS(o)INS(n);INS(o),INS(k),INS(o),INS(n);DEL(o)
kelet;keleteken;keletINS(e)INS(k)INS(e)INS(n);INS(e),INS(k),INS(e),INS(n);
minta;mintákban;mintINS(á)INS(k)INS(b)aINS(n);INS(á),INS(k),INS(b),INS(n);
rúzs;rúzsokkal;rúzsINS(o)INS(k)INS(k)INS(a)INS(l);INS(o),INS(k),INS(k),INS(a),INS(l);
máglyahalál;máglyahaláloknak;máglyahalálINS(o)INS(k)INS(n)INS(a)INS(k);INS(o),INS(k),INS(n),INS(a),INS(k);
megújulás;megújulásért;megújulásINS(ért);INS(ért);
legillatosabb;legillatosabbakhoz;legillatosabbINS(a)INS(k)INS(h)INS(o)INS(z);INS(a),INS(k),INS(h),INS(o),INS(z);
szabálytalan;szabálytalanról;szabálytalanINS(r)INS(ól);INS(r),INS(ól);
félelem;félelemből;félelemINS(b)INS(ő)INS(l);INS(b),INS(ő),INS(l);
pótkerék;pótkerekekhez;pótkerDEL(é)INS(e)kINS(e)INS(k)INS(h)INS(e)INS(z);INS(e),INS(e),INS(k),INS(h),INS(e),INS(z);DEL(é)
fing;fingnak;fingINS(n)INS(ak);INS(n),INS(ak);
hógolyó;hógolyóból;hógolyóINS(b)INS(ól);INS(b),INS(ól);
családtag;családtagnak;családtagINS(n)INS(ak);INS(n),INS(ak);
bajnoki;bajnokiakból;bajnokiINS(a)INS(k)INS(b)INS(ó)INS(l);INS(a),INS(k),INS(b),INS(ó),INS(l);
bagolytanya;bagolytanyánál;bagolytanyDEL(a)INS(á)INS(n)INS(á)INS(l);INS(á),INS(n),INS(á),INS(l);DEL(a)
fogyóhold;fogyóholdak;fogyóholdINS(a)INS(k);INS(a),INS(k);
kulimász;kulimászként;kulimászINS(ként);INS(ként);
trilógia;trilógiákkal;trilógiINS(á)INS(k)INS(k)aINS(l);INS(á),INS(k),INS(k),INS(l);
bőrgyulladás;bőrgyulladásokhoz;bőrgyulladásINS(o)INS(k)INS(h)INS(o)INS(z);INS(o),INS(k),INS(h),INS(o),INS(z);
bejárat;singular;DEL(b)DEL(e)DEL(j)DEL(á)INS(s)INS(i)INS(n)INS(g)INS(u)INS(l)INS(a)rDEL(a)DEL(t);INS(s),INS(i),INS(n),INS(g),INS(u),INS(l),INS(a);DEL(b),DEL(e),DEL(j),DEL(á),DEL(a),DEL(t)
újabb;újabbról;újabbINS(r)INS(ól);INS(r),INS(ól);
gúnár;gúnárokként;gúnárINS(o)INS(k)INS(k)INS(é)INS(n)INS(t);INS(o),INS(k),INS(k),INS(é),INS(n),INS(t);
ittas;ittasakhoz;ittasINS(a)INS(k)INS(h)INS(o)INS(z);INS(a),INS(k),INS(h),INS(o),INS(z);
koffein;koffeinektől;koffeinINS(e)INS(k)INS(t)INS(ő)INS(l);INS(e),INS(k),INS(t),INS(ő),INS(l);
megőriz;megőrizze;megőrizINS(z)INS(e);INS(z),INS(e);
átismétel;átismételnék;átismételINS(n)INS(é)INS(k);INS(n),INS(é),INS(k);
hímzés;hímzésig;hímzésINS(i)INS(g);INS(i),INS(g);
nyúlvány;nyúlványként;nyúlványINS(ként);INS(ként);
vízcsepp;vízcseppekben;vízcseppINS(e)INS(k)INS(b)INS(e)INS(n);INS(e),INS(k),INS(b),INS(e),INS(n);
gyanú;gyanúban;gyanúINS(b)INS(a)INS(n);INS(b),INS(a),INS(n);
boglya;boglyák;boglyDEL(a)INS(á)INS(k);INS(á),INS(k);DEL(a)
ker.;ker.-ek;ker.INS(-)INS(e)INS(k);INS(-),INS(e),INS(k);
zsákmányol;zsákmányolsz;zsákmányolINS(s)INS(z);INS(s),INS(z);
felülvizsgálat;felülvizsgálatokért;felülvizsgálaINS(t)INS(o)INS(k)INS(é)INS(r)t;INS(t),INS(o),INS(k),INS(é),INS(r);
tonzúra;tonzúrákból;tonzúrDEL(a)INS(á)INS(k)INS(b)INS(ó)INS(l);INS(á),INS(k),INS(b),INS(ó),INS(l);DEL(a)
kaptár;kaptárról;kaptárINS(r)INS(ól);INS(r),INS(ól);
csúzli;csúzlikkal;csúzliINS(k)INS(k)INS(a)INS(l);INS(k),INS(k),INS(a),INS(l);
pszichoterápia;pszichoterápiákból;pszichoterápiDEL(a)INS(á)INS(k)INS(b)INS(ó)INS(l);INS(á),INS(k),INS(b),INS(ó),INS(l);DEL(a)
árul;árultatok;árulINS(t)INS(a)INS(t)INS(o)INS(k);INS(t),INS(a),INS(t),INS(o),INS(k);
leghihetetlenebb;leghihetetlenebbek;leghihetetlenebbINS(e)INS(k);INS(e),INS(k);
időpontja;időpontjáról;időpontjDEL(a)INS(á)INS(r)INS(ó)INS(l);INS(á),INS(r),INS(ó),INS(l);DEL(a)
csillaggyümölcs;csillaggyümölcsöket;csillaggyümölcsINS(ö)INS(k)INS(e)INS(t);INS(ö),INS(k),INS(e),INS(t);
készség;készséget;készségINS(e)INS(t);INS(e),INS(t);
est;esten;estINS(e)INS(n);INS(e),INS(n);
kijárat;kijáratokról;kijáratINS(o)INS(k)INS(r)INS(ó)INS(l);INS(o),INS(k),INS(r),INS(ó),INS(l);
kivégzőosztag;kivégzőosztagért;kivégzőosztagINS(ért);INS(ért);
elektronágyú;elektronágyúk;elektronágyúINS(k);INS(k);
fertőtlenít;fertőtlenítsetek;fertőtlenítINS(s)INS(e)INS(t)INS(e)INS(k);INS(s),INS(e),INS(t),INS(e),INS(k);
számottevő;számottevőnél;számottevőINS(né)INS(l);INS(né),INS(l);
dezorganizál;dezorganizált;dezorganizálINS(t);INS(t);
hátrányos;hátrányosat;hátrányosINS(a)INS(t);INS(a),INS(t);
ajakbalzsam;ajakbalzsamoktól;ajakbalzsamINS(o)INS(k)INS(t)INS(ó)INS(l);INS(o),INS(k),INS(t),INS(ó),INS(l);
urológia;urológiákon;urológiDEL(a)INS(á)INS(k)INS(o)INS(n);INS(á),INS(k),INS(o),INS(n);DEL(a)
mikrofon;mikrofonon;mikrofINS(o)INS(n)on;INS(o),INS(n);
andalítóbb;andalítóbbaknak;andalítóbbINS(a)INS(k)INS(n)INS(a)INS(k);INS(a),INS(k),INS(n),INS(a),INS(k);
puplin;puplinokon;pupliINS(n)INS(o)INS(k)INS(o)n;INS(n),INS(o),INS(k),INS(o);
szívlapát;szívlapátért;szívlapáINS(t)INS(é)INS(r)t;INS(t),INS(é),INS(r);
összeköt;összeköss;összeköDEL(t)INS(s)INS(s);INS(s),INS(s);DEL(t)
afrikaans;afrikaansért;afrikaansINS(ért);INS(ért);
megvitatás;megvitatástól;megvitatásINS(t)INS(ól);INS(t),INS(ól);
őrbódé;őrbódékként;őrbódéINS(k)INS(k)INS(é)INS(n)INS(t);INS(k),INS(k),INS(é),INS(n),INS(t);
tejföl;tejfölről;tejföINS(l)INS(r)INS(ő)l;INS(l),INS(r),INS(ő);
kaszba;kaszbában;kaszINS(b)INS(á)baINS(n);INS(b),INS(á),INS(n);
megteremt;megteremteniük;megteremtINS(e)INS(n)INS(i)INS(ü)INS(k);INS(e),INS(n),INS(i),INS(ü),INS(k);
tonna;tonnáknak;tonINS(n)INS(á)INS(k)naINS(k);INS(n),INS(á),INS(k),INS(k);
nuncsaku;nuncsakuknál;nuncsakuINS(k)INS(n)INS(á)INS(l);INS(k),INS(n),INS(á),INS(l);
kellemetlenség;kellemetlenségekért;kellemetlenségINS(e)INS(k)INS(é)INS(r)INS(t);INS(e),INS(k),INS(é),INS(r),INS(t);
munkavállaló;munkavállalókat;munkavállalóINS(k)INS(a)INS(t);INS(k),INS(a),INS(t);
jelmez;jelmezekről;jelmezINS(e)INS(k)INS(r)INS(ő)INS(l);INS(e),INS(k),INS(r),INS(ő),INS(l);
esés;eséseknek;esésINS(e)INS(k)INS(n)INS(e)INS(k);INS(e),INS(k),INS(n),INS(e),INS(k);
tejtermék;tejtermékként;tejtermékINS(ként);INS(ként);
megtartás;megtartásokként;megtartásINS(o)INS(k)INS(k)INS(é)INS(n)INS(t);INS(o),INS(k),INS(k),INS(é),INS(n),INS(t);
szalonkocsi;szalonkocsiért;szalonkocsiINS(ért);INS(ért);
lehetőségei;lehetőségeiért;lehetőségeiINS(ért);INS(ért);
brazil;brazilnak;brazilINS(n)INS(ak);INS(n),INS(ak);
esküvő;esküvőért;esküvőINS(ért);INS(ért);
kilélegzés;kilélegzésekbe;kilélegzésINS(e)INS(k)INS(b)INS(e);INS(e),INS(k),INS(b),INS(e);
abház;abházoknál;abházINS(o)INS(k)INS(n)INS(á)INS(l);INS(o),INS(k),INS(n),INS(á),INS(l);
önfejű;önfejű;önfejű;;
hírei;híreitől;híreiINS(t)INS(ől);INS(t),INS(ől);
koffeinmentes;koffeinmentesekhez;koffeinmentesINS(e)INS(k)INS(h)INS(e)INS(z);INS(e),INS(k),INS(h),INS(e),INS(z);
tőszám;tőszámokban;tőszámINS(o)INS(k)INS(b)INS(a)INS(n);INS(o),INS(k),INS(b),INS(a),INS(n);
koszorú;koszorúkon;koszorúINS(k)INS(o)INS(n);INS(k),INS(o),INS(n);
kialakítás;kialakításokká;kialakításINS(o)INS(k)INS(k)INS(á);INS(o),INS(k),INS(k),INS(á);
dzsumbuj;dzsumbujtól;dzsumbujINS(t)INS(ól);INS(t),INS(ól);
tényező;tényezőkért;tényezőINS(k)INS(é)INS(r)INS(t);INS(k),INS(é),INS(r),INS(t);
túlságos;túlságosakért;túlságosINS(a)INS(k)INS(é)INS(r)INS(t);INS(a),INS(k),INS(é),INS(r),INS(t);
függöny;függönyöknél;függönyINS(ö)INS(k)INS(n)INS(é)INS(l);INS(ö),INS(k),INS(n),INS(é),INS(l);
fajgyűlölet;fajgyűlöletig;fajgyűlöletINS(i)INS(g);INS(i),INS(g);
testület;testületbe;testületINS(b)INS(e);INS(b),INS(e);
csakra;csakrához;csakrDEL(a)INS(á)INS(h)INS(o)INS(z);INS(á),INS(h),INS(o),INS(z);DEL(a)
alkoholos;alkoholosakhoz;alkoholosINS(a)INS(k)INS(h)INS(o)INS(z);INS(a),INS(k),INS(h),INS(o),INS(z);
visszafejt;visszafejteném;visszafejtINS(e)INS(n)INS(é)INS(m);INS(e),INS(n),INS(é),INS(m);
népköztársaság;népköztársaságokhoz;népköztársaságINS(o)INS(k)INS(h)INS(o)INS(z);INS(o),INS(k),INS(h),INS(o),INS(z);
osztriga;osztrigáknak;osztrigINS(á)INS(k)INS(n)aINS(k);INS(á),INS(k),INS(n),INS(k);
számuk;számukként;számukINS(ként);INS(ként);
sakkmester;sakkmesterekről;sakkmesterINS(e)INS(k)INS(r)INS(ő)INS(l);INS(e),INS(k),INS(r),INS(ő),INS(l);
fényszóró;fényszóróba;fényszóróINS(b)INS(a);INS(b),INS(a);
pihenés;pihenésben;pihenésINS(b)INS(e)INS(n);INS(b),INS(e),INS(n);
fibrillál;fibrilláló;fibrillálINS(ó);INS(ó);
beépített;beépítettbe;beépítettINS(b)INS(e);INS(b),INS(e);
strukturális;strukturálisakban;strukturálisINS(a)INS(k)INS(b)INS(a)INS(n);INS(a),INS(k),INS(b),INS(a),INS(n);
sertésinfluenza;sertésinfluenzákkal;sertésinfluenzINS(á)INS(k)INS(k)aINS(l);INS(á),INS(k),INS(k),INS(l);
fosztogató;fosztogatóig;fosztogatóINS(i)INS(g);INS(i),INS(g);
indiszkréció;indiszkrécióba;indiszkrécióINS(b)INS(a);INS(b),INS(a);
szögfüggvény;szögfüggvényektől;szögfüggvényINS(e)INS(k)INS(t)INS(ő)INS(l);INS(e),INS(k),INS(t),INS(ő),INS(l);
tőszámnév;tőszámnevekig;tőszámnDEL(é)INS(e)vINS(e)INS(k)INS(i)INS(g);INS(e),INS(e),INS(k),INS(i),INS(g);DEL(é)
lök;lökjük;löINS(k)INS(j)INS(ü)k;INS(k),INS(j),INS(ü);
falióra;faliórába;faliórINS(á)INS(b)a;INS(á),INS(b);
gyermekkori;gyermekkoriakká;gyermekkoriINS(a)INS(k)INS(k)INS(á);INS(a),INS(k),INS(k),INS(á);
elkényeztet;elkényeztettek;elkényeztetINS(t)INS(e)INS(k);INS(t),INS(e),INS(k);
bead;beadandó;beadINS(a)INS(n)INS(d)INS(ó);INS(a),INS(n),INS(d),INS(ó);
sebez;sebzett;sebDEL(e)zINS(e)INS(t)INS(t);INS(e),INS(t),INS(t);DEL(e)
formál;formáljátok;formálINS(j)INS(á)INS(t)INS(o)INS(k);INS(j),INS(á),INS(t),INS(o),INS(k);
tárgyilagosság;tárgyilagosságoktól;tárgyilagosságINS(o)INS(k)INS(t)INS(ó)INS(l);INS(o),INS(k),INS(t),INS(ó),INS(l);
nyenyec;nyenyeceken;nyenyecINS(e)INS(k)INS(e)INS(n);INS(e),INS(k),INS(e),INS(n);
hozzászóló;hozzászólóknál;hozzászólóINS(k)INS(n)INS(á)INS(l);INS(k),INS(n),INS(á),INS(l);
rendszergazda;rendszergazdák;rendszergazdDEL(a)INS(á)INS(k);INS(á),INS(k);DEL(a)
kutyaugatás;kutyaugatásokról;kutyaugatásINS(o)INS(k)INS(r)INS(ó)INS(l);INS(o),INS(k),INS(r),INS(ó),INS(l);
katicabogár;katicabogár;katicabogár;;
asztronauta;asztronautával;asztronautINS(á)INS(v)aINS(l);INS(á),INS(v),INS(l);
gyógyszerészeti;gyógyszerészetinél;gyógyszerészetiINS(né)INS(l);INS(né),INS(l);
algériai;algériaiba;algériaiINS(b)INS(a);INS(b),INS(a);
indít;indítottak;indítINS(o)INS(t)INS(t)INS(a)INS(k);INS(o),INS(t),INS(t),INS(a),INS(k);
ámít;ámítotok;ámítINS(o)INS(t)INS(o)INS(k);INS(o),INS(t),INS(o),INS(k);
árfolyam;árfolyamokat;árfolyamINS(o)INS(k)INS(a)INS(t);INS(o),INS(k),INS(a),INS(t);
centralizmus;centralizmusban;centralizmusINS(b)INS(a)INS(n);INS(b),INS(a),INS(n);
zöldfülű;zöldfülűről;zöldfülűINS(r)INS(ő)INS(l);INS(r),INS(ő),INS(l);
beismer;beismerd;beismerINS(d);INS(d);
drágáll;drágállva;drágállINS(v)INS(a);INS(v),INS(a);
gyömbérsör;gyömbérsörökről;gyömbérsörINS(ö)INS(k)INS(r)INS(ő)INS(l);INS(ö),INS(k),INS(r),INS(ő),INS(l);
