Source;Target;Combined;Inserts;Deletes;Grammar
ker.;ker.-ek;ker.INS(-ek);INS(-ek);;N,NOM,PL
zsákmányol;zsákmányolsz;zsákmányolINS(sz);INS(sz);;V,IND,PRS,INDF,2,SG
felülvizsgálat;felülvizsgálatokért;felülvizsgálaINS(tokér)t;INS(tokér);;N,PRP,PL
tonzúra;tonzúrákból;tonzúrDEL(a)INS(ákból);INS(ákból);DEL(a);N,IN+ABL,PL
kaptár;kaptárról;kaptárINS(ról);INS(ról);;N,ON+ABL,SG
csúzli;csúzlikkal;csúzliINS(kkal);INS(kkal);;N,INST,PL
pszichoterápia;pszichoterápiákból;pszichoterápiDEL(a)INS(ákból);INS(ákból);DEL(a);N,IN+ABL,PL
árul;árultatok;árulINS(tatok);INS(tatok);;V,IND,PST,INDF,2,PL
leghihetetlenebb;leghihetetlenebbek;leghihetetlenebbINS(ek);INS(ek);;N,NOM,PL
időpontja;időpontjáról;időpontjDEL(a)INS(áról);INS(áról);DEL(a);N,ON+ABL,SG
csillaggyümölcs;csillaggyümölcsöket;csillaggyümölcsINS(öket);INS(öket);;N,ACC,PL
készség;készséget;készségINS(et);INS(et);;N,ACC,SG
est;esten;estINS(en);INS(en);;N,AT+ESS,SG
kijárat;kijáratokról;kijáratINS(okról);INS(okról);;N,ON+ABL,PL
kivégzőosztag;kivégzőosztagért;kivégzőosztagINS(ért);INS(ért);;N,PRP,SG
elektronágyú;elektronágyúk;elektronágyúINS(k);INS(k);;N,NOM,PL
fertőtlenít;fertőtlenítsetek;fertőtlenítINS(setek);INS(setek);;V,SBJV,PRS,INDF,2,PL
számottevő;számottevőnél;számottevőINS(nél);INS(nél);;N,AT+ESS,SG
dezorganizál;dezorganizált;dezorganizálINS(t);INS(t);;V,IND,PST,INDF,3,SG
hátrányos;hátrányosat;hátrányosINS(at);INS(at);;N,ACC,SG
ajakbalzsam;ajakbalzsamoktól;ajakbalzsamINS(októl);INS(októl);;N,AT+ABL,PL
urológia;urológiákon;urológiDEL(a)INS(ákon);INS(ákon);DEL(a);N,ON+ESS,PL
mikrofon;mikrofonon;mikrofINS(on)on;INS(on);;N,ON+ESS,SG
andalítóbb;andalítóbbaknak;andalítóbbINS(aknak);INS(aknak);;N,DAT,PL
puplin;puplinokon;pupliINS(noko)n;INS(noko);;N,ON+ESS,PL
szívlapát;szívlapátért;szívlapáINS(tér)t;INS(tér);;N,PRP,SG
összeköt;összeköss;összeköDEL(t)INS(ss);INS(ss);DEL(t);V,SBJV,PRS,INDF,2,SG
afrikaans;afrikaansért;afrikaansINS(ért);INS(ért);;N,PRP,SG
megvitatás;megvitatástól;megvitatásINS(tól);INS(tól);;N,AT+ABL,SG
őrbódé;őrbódékként;őrbódéINS(kként);INS(kként);;N,FRML,PL
tejföl;tejfölről;tejföINS(lrő)l;INS(lrő);;N,ON+ABL,SG
kaszba;kaszbában;kaszINS(bá)baINS(n);INS(bá),INS(n);;N,IN+ESS,SG
megteremt;megteremteniük;megteremtINS(eniük);INS(eniük);;V,NFIN,3,PL
tonna;tonnáknak;tonINS(nák)naINS(k);INS(nák),INS(k);;N,DAT,PL
nuncsaku;nuncsakuknál;nuncsakuINS(knál);INS(knál);;N,AT+ESS,PL
kellemetlenség;kellemetlenségekért;kellemetlenségINS(ekért);INS(ekért);;N,PRP,PL
munkavállaló;munkavállalókat;munkavállalóINS(kat);INS(kat);;N,ACC,PL
jelmez;jelmezekről;jelmezINS(ekről);INS(ekről);;N,ON+ABL,PL
esés;eséseknek;esésINS(eknek);INS(eknek);;N,DAT,PL
tejtermék;tejtermékként;tejtermékINS(ként);INS(ként);;N,FRML,SG
megtartás;megtartásokként;megtartásINS(okként);INS(okként);;N,FRML,PL
szalonkocsi;szalonkocsiért;szalonkocsiINS(ért);INS(ért);;N,PRP,SG
lehetőségei;lehetőségeiért;lehetőségeiINS(ért);INS(ért);;N,PRP,SG
brazil;brazilnak;brazilINS(nak);INS(nak);;N,DAT,SG
esküvő;esküvőért;esküvőINS(ért);INS(ért);;N,PRP,SG
kilélegzés;kilélegzésekbe;kilélegzésINS(ekbe);INS(ekbe);;N,IN+ALL,PL
abház;abházoknál;abházINS(oknál);INS(oknál);;N,AT+ESS,PL
önfejű;önfejű;önfejű;;;N,NOM,SG
hírei;híreitől;híreiINS(től);INS(től);;N,AT+ABL,SG
koffeinmentes;koffeinmentesekhez;koffeinmentesINS(ekhez);INS(ekhez);;N,AT+ALL,PL
tőszám;tőszámokban;tőszámINS(okban);INS(okban);;N,IN+ESS,PL
koszorú;koszorúkon;koszorúINS(kon);INS(kon);;N,ON+ESS,PL
kialakítás;kialakításokká;kialakításINS(okká);INS(okká);;N,TERM,PL
dzsumbuj;dzsumbujtól;dzsumbujINS(tól);INS(tól);;N,AT+ABL,SG
tényező;tényezőkért;tényezőINS(kért);INS(kért);;N,PRP,PL
túlságos;túlságosakért;túlságosINS(akért);INS(akért);;N,PRP,PL
függöny;függönyöknél;függönyINS(öknél);INS(öknél);;N,IN+ALL,PL
fajgyűlölet;fajgyűlöletig;fajgyűlöletINS(ig);INS(ig);;N,TERM,SG
testület;testületbe;testületINS(be);INS(be);;N,IN+ALL,SG
csakra;csakrához;csakrDEL(a)INS(ához);INS(ához);DEL(a);N,AT+ALL,SG
alkoholos;alkoholosakhoz;alkoholosINS(akhoz);INS(akhoz);;N,AT+ALL,PL
visszafejt;visszafejteném;visszafejtINS(eném);INS(eném);;V,COND,PRS,DEF,1,SG
népköztársaság;népköztársaságokhoz;népköztársaságINS(okhoz);INS(okhoz);;N,AT+ALL,PL
osztriga;osztrigáknak;osztrigINS(ákn)aINS(k);INS(ákn),INS(k);;N,DAT,PL
számuk;számukként;számukINS(ként);INS(ként);;N,FRML,SG
sakkmester;sakkmesterekről;sakkmesterINS(ekről);INS(ekről);;N,ON+ABL,PL
fényszóró;fényszóróba;fényszóróINS(ba);INS(ba);;N,IN+ALL,SG
pihenés;pihenésben;pihenésINS(ben);INS(ben);;N,IN+ESS,SG
fibrillál;fibrilláló;fibrillálINS(ó);INS(ó);;V.PTCP,PRS
beépített;beépítettbe;beépítettINS(be);INS(be);;N,IN+ALL,SG
strukturális;strukturálisakban;strukturálisINS(akban);INS(akban);;N,IN+ESS,PL
sertésinfluenza;sertésinfluenzákkal;sertésinfluenzINS(ákk)aINS(l);INS(ákk),INS(l);;N,INST,PL
fosztogató;fosztogatóig;fosztogatóINS(ig);INS(ig);;N,TERM,SG
indiszkréció;indiszkrécióba;indiszkrécióINS(ba);INS(ba);;N,IN+ALL,SG
szögfüggvény;szögfüggvényektől;szögfüggvényINS(ektől);INS(ektől);;N,AT+ABL,PL
tőszámnév;tőszámnevekig;tőszámnDEL(é)INS(e)vINS(ekig);INS(e),INS(ekig);DEL(é);N,TERM,PL
lök;lökjük;löINS(kjü)k;INS(kjü);;V,IND,PRS,DEF,1,PL
falióra;faliórába;faliórINS(áb)a;INS(áb);;N,IN+ALL,SG
gyermekkori;gyermekkoriakká;gyermekkoriINS(akká);INS(akká);;N,TRANS,PL
elkényeztet;elkényeztettek;elkényeztetINS(tek);INS(tek);;V,IND,PST,INDF,3,PL
bead;beadandó;beadINS(andó);INS(andó);;V.PTCP,FUT
sebez;sebzett;sebDEL(e)zINS(ett);INS(ett);DEL(e);V,IND,PST,INDF,3,SG
formál;formáljátok;formálINS(játok);INS(játok);;V,SBJV,PRS,DEF,2,PL
tárgyilagosság;tárgyilagosságoktól;tárgyilagosságINS(októl);INS(októl);;N,AT+ABL,PL
nyenyec;nyenyeceken;nyenyecINS(eken);INS(eken);;N,ON+ESS,PL
hozzászóló;hozzászólóknál;hozzászólóINS(knál);INS(knál);;N,AT+ESS,PL
rendszergazda;rendszergazdák;rendszergazdDEL(a)INS(ák);INS(ák);DEL(a);N,NOM,PL
kutyaugatás;kutyaugatásokról;kutyaugatásINS(okról);INS(okról);;N,ON+ABL,PL
katicabogár;katicabogár;katicabogár;;;N,NOM,SG
asztronauta;asztronautával;asztronautINS(áv)aINS(l);INS(áv),INS(l);;N,INST,SG
gyógyszerészeti;gyógyszerészetinél;gyógyszerészetiINS(nél);INS(nél);;N,AT+ESS,SG
algériai;algériaiba;algériaiINS(ba);INS(ba);;N,IN+ALL,SG
indít;indítottak;indítINS(ottak);INS(ottak);;V,IND,PST,INDF,3,PL
ámít;ámítotok;ámítINS(otok);INS(otok);;V,IND,PRS,INDF,2,PL
árfolyam;árfolyamokat;árfolyamINS(okat);INS(okat);;N,ACC,PL
centralizmus;centralizmusban;centralizmusINS(ban);INS(ban);;N,IN+ESS,SG
zöldfülű;zöldfülűről;zöldfülűINS(ről);INS(ről);;N,ON+ABL,SG
beismer;beismerd;beismerINS(d);INS(d);;V,SBJV,PRS,DEF,2,SG
drágáll;drágállva;drágállINS(va);INS(va);;V.CVB
gyömbérsör;gyömbérsörökről;gyömbérsörINS(ökről);INS(ökről);;N,ON+ABL,PL
elősegítés;elősegítésekhez;elősegítésINS(ekhez);INS(ekhez);;N,AT+ALL,PL
égtáj;égtájnak;égtájINS(nak);INS(nak);;N,DAT,SG
villany;villanyoknál;villanyINS(oknál);INS(oknál);;N,AT+ESS,PL
revolver;revolverekig;revolverINS(ekig);INS(ekig);;N,TERM,PL
segítés;segítésnek;segítésINS(nek);INS(nek);;N,DAT,SG
workshop;workshopot;workshopINS(ot);INS(ot);;N,ACC,SG
átír;átírd;átírINS(d);INS(d);;V,SBJV,PRS,DEF,2,SG
rendes;rendessel;rendesINS(sel);INS(sel);;N,INST,SG
elismerése;elismerésétől;elismerésDEL(e)INS(étől);INS(étől);DEL(e);N,AT+ABL,SG
pusztít;pusztítanának;pusztítINS(anának);INS(anának);;V,COND,PRS,INDF,3,PL
zajtalan;zajtalannak;zajtalanINS(nak);INS(nak);;N,DAT,SG
teknősbéka;teknősbékára;teknősbékINS(ár)a;INS(ár);;N,ON+ALL,SG
felső;felsőkre;felsőINS(kre);INS(kre);;N,ON+ALL,PL
megkér;megkértünk;megkérINS(tünk);INS(tünk);;V,IND,PST,INDF,1,PL
kizárt;kizárttal;kizártINS(tal);INS(tal);;N,INST,SG
decentralizáció;decentralizációnak;decentralizációINS(nak);INS(nak);;N,INST,SG
konstatál;konstatáljátok;konstatálINS(játok);INS(játok);;V,SBJV,PRS,DEF,2,PL
árnyékod;árnyékodnál;árnyékodINS(nál);INS(nál);;N,AT+ESS,SG
legolajosabb;legolajosabbal;legolajosabbINS(al);INS(al);;N,INST,SG
kisfiú;kisfiúkként;kisfiúINS(kként);INS(kként);;N,FRML,PL
rendelkezése;rendelkezéséért;rendelkezésDEL(e)INS(éért);INS(éért);DEL(e);N,PRP,SG
kizárólagos;kizárólagosakért;kizárólagosINS(akért);INS(akért);;N,PRP,PL
tornacipő;tornacipő;tornacipő;;;N,NOM,SG
megoldható;megoldhatóért;megoldhatóINS(ért);INS(ért);;N,PRP,SG
fogás;fogásokon;fogásINS(okon);INS(okon);;N,AT+ESS,PL
hermelin;hermelinre;hermelinINS(re);INS(re);;N,ON+ALL,SG
füröszt;fürösztöttél;fürösztINS(öttél);INS(öttél);;V,IND,PST,INDF,2,SG
szervál;szerválja;szerválINS(ja);INS(ja);;V,SBJV,PRS,DEF,3,SG
színez;színezi;színezINS(i);INS(i);;V,IND,PRS,DEF,3,SG
legszánalmasabb;legszánalmasabbakért;legszánalmasabbINS(akért);INS(akért);;N,PRP,PL
moralizál;moralizálnom;moralizálINS(nom);INS(nom);;V,NFIN,1,SG
vadrózsa;vadrózsákba;vadrózsINS(ákb)a;INS(ákb);;N,IN+ALL,PL
hasznosít;hasznosítottátok;hasznosítINS(ottátok);INS(ottátok);;V,IND,PST,DEF,2,PL
rendszerváltozás;rendszerváltozásban;rendszerváltozásINS(ban);INS(ban);;N,IN+ESS,SG
legszennyezettebb;legszennyezettebbek;legszennyezettebbINS(ek);INS(ek);;N,NOM,PL
évf.;évf.-ot;évf.INS(-ot);INS(-ot);;N,ACC,SG
illeszt;illesszen;illesINS(s)zDEL(t)INS(en);INS(s),INS(en);DEL(t);V,SBJV,PRS,INDF,3,SG
szótlan;szótlanra;szótlanINS(ra);INS(ra);;N,ON+ALL,SG
lel;lelni;lelINS(ni);INS(ni);;V,NFIN
kontingens;kontingenseknek;kontingensINS(eknek);INS(eknek);;N,DAT,PL
nehézfém;nehézfémekből;nehézfémINS(ekből);INS(ekből);;N,ON+ABL,PL
elsodor;elsodortam;elsodorINS(tam);INS(tam);;V,IND,PST,DEF,1,SG
nonszensz;nonszenszt;nonszenszINS(t);INS(t);;N,ACC,SG
hamvaszt;hamvasztok;hamvasztINS(ok);INS(ok);;V,IND,PRS,INDF,1,SG
felület;felületeket;felülINS(etek)et;INS(etek);;N,DAT,PL
félelem;félelemnél;félelemINS(nél);INS(nél);;N,AT+ESS,SG
emeletes;emeleteseken;emeletesINS(eken);INS(eken);;N,ON+ESS,PL
zsalugáter;zsalugáterért;zsalugáterINS(ért);INS(ért);;N,PRP,SG
alelnök;alelnököt;alelnökINS(öt);INS(öt);;N,ACC,SG
kupola;kupolákig;kupolDEL(a)INS(ákig);INS(ákig);DEL(a);N,TERM,PL
tisztesség;tisztességek;tisztességINS(ek);INS(ek);;N,NOM,PL
hóember;hóemberért;hóemberINS(ért);INS(ért);;N,PRP,SG
promóció;promóciókat;promócióINS(kat);INS(kat);;N,ACC,PL
átló;átlót;átlóINS(t);INS(t);;N,DAT,SG
éber;ébertől;éberINS(től);INS(től);;N,AT+ABL,SG
karaván;karavánnál;karavánINS(nál);INS(nál);;N,AT+ESS,SG
bekezdés;bekezdéseknél;bekezdésINS(eknél);INS(eknél);;N,IN+ALL,PL
milliárdos;milliárdosokba;milliárdosINS(okba);INS(okba);;N,IN+ALL,PL
