Source;Target;Combined;Inserts;Deletes;Grammar
ǟma;ǟmad;ǟmaINS(d);INS(d);;N,PL,NOM
jellõ;jelāks;jelDEL(lõ)INS(āks);INS(āks);DEL(lõ);V,ACT,FIN,COND,POS,PRS,SG,1
jūnij;jūnijõn;jūnijINS(õn);INS(õn);;N,SG,DAT
ab;abstõ;abINS(stõ);INS(stõ);;N,SG,IN+ABL
septembõr;septembõris;septembõrINS(is);INS(is);;N,PL,IN+ESS
nūoŗim;nūoŗimõn;nūoŗimINS(õn);INS(õn);;ADJ,SG,DAT
instrumentāl;instrumentāl;instrumentāl;;;N,SG,NOM
kōdõksmõz;kōdõksmõndist;kōdõksmõDEL(z)INS(ndist);INS(ndist);DEL(z);ADJ,PL,IN+ABL
ikšlug;ikšluggõ;ikšlugINS(gõ);INS(gõ);;N,SG,IN+ALL
novembõr;novembõrst;novembõrINS(st);INS(st);;N,SG,IN+ABL
ežmi;ežmizt;ežmiINS(zt);INS(zt);;ADJ,SG,PRT
kuod;kuodūd;kuoINS(dū)d;INS(dū);;N,PL,GEN
kīņtš;kīndtõ;kīDEL(ņtš)INS(ndtõ);INS(ndtõ);DEL(ņtš);N,SG,PRT
kuolmkimdõz;kuolmkimdõz;kuolmkimdõz;;;ADJ,SG,NOM
dattõd;dattõdõn;dattõdINS(õn);INS(õn);;N,PL,DAT
brēḑig;brēḑigõdõks;brēḑigINS(õdõks);INS(õdõks);;N,PL,INS
kaffetas;kaffetassõdõks;kaffetaINS(ssõdõk)s;INS(ssõdõk);;N,PL,INS
tūlda;äb tulks;INS(äb )tDEL(ūlda)INS(ulks);INS(äb ),INS(ulks);DEL(ūlda);V,ACT,FIN,COND,NEG,PRS,SG,3
novembõr;novembõrõ;novembõrINS(õ);INS(õ);;N,SG,IN+ALL
vȱlda;vȯļd;vDEL(ȱl)INS(ȯļ)dDEL(a);INS(ȯļ);DEL(ȱl),DEL(a);V,ACT,FIN,IND,POS,PST,SG,2
kuolmi;kuolmižis;kuolmiINS(žis);INS(žis);;ADJ,PL,IN+ESS
alli;alīztõks;alDEL(li)INS(īztõks);INS(īztõks);DEL(li);ADJ,SG,INS
vȱlda;alā vȯl!;DEL(vȱld)aINS(lā vȯl!);INS(lā vȯl!);DEL(vȱld);V,ACT,FIN,IMP,PRS,NEG,SG,2
dattõd;dattist;datINS(tis)tDEL(õd);INS(tis);DEL(õd);N,PL,IN+ABL
vīmkū;vīmkūd;vīmkūINS(d);INS(d);;N,PL,NOM
allitas;alīztõntassõn;alDEL(li)INS(īztõn)tasINS(sõn);INS(īztõn),INS(sõn);DEL(li);N,SG,DAT
tīemizsõnā;tīemizsõnān;tīemizsõnāINS(n);INS(n);;N,SG,DAT
kaffetas;kaffetassõks;kaffetaINS(ssõk)s;INS(ssõk);;N,SG,INS
mǟdlõ;līt mǟdlõnd;INS(līt )mǟdlõINS(nd);INS(līt ),INS(nd);;V,ACT,FIN,IND,POS,FUT,PRF,PL,2
kaffe;kaffis;kaffDEL(e)INS(is);INS(is);DEL(e);N,PL,IN+ESS
pānda;līb pand;INS(līb )pDEL(ā)INS(a)ndDEL(a);INS(līb ),INS(a);DEL(ā),DEL(a);V,ACT,FIN,IND,POS,FUT,PRF,SG,3
pānda;äb līmõ pannõd;INS(äb līmõ )pDEL(ānd)aINS(nnõd);INS(äb līmõ ),INS(nnõd);DEL(ānd);V,ACT,FIN,IND,NEG,FUT,PRF,PL,1,LGSPEC5
nǟdõ;izt nǟ;INS(izt )nǟDEL(dõ);INS(izt );DEL(dõ);V,ACT,FIN,IND,NEG,PST,SG,2
lǟdõ;algõ läkkõ;INS(a)lDEL(ǟd)INS(gõ läkk)õ;INS(a),INS(gõ läkk);DEL(ǟd);V,ACT,FIN,LGSPEC1,NEG,PRS,SG,2
