Source;Target;Combined;Inserts;Deletes;Grammar
leidma;ärgem leidkem;INS(ärgem )leidINS(ke)mDEL(a);INS(ärgem ),INS(ke);DEL(a);V,ACT,PRS,NEG,IMP,1,PL
kaksik;kaksikute;kaksikINS(ute);INS(ute);;N,GEN,PL
statistika;statistikal;statistikaINS(l);INS(l);;N,AT+ESS,SG
lahkuma;ei oleks lahkunudp;INS(ei oleks )lahkuDEL(ma)INS(nudp);INS(ei oleks ),INS(nudp);DEL(ma);V,ACT,PRS,PRF,NEG,COND
töö;töö;töö;;;N,NOM,SG
kaaries;kaariestele;kaariesINS(tele);INS(tele);;N,AT+ALL,PL
sõltuvus;sõltuvusteks;sõltuvuINS(stek)s;INS(stek);;N,TRANS,PL
pubi;pubi;pubi;;;N,GEN,SG
gallium;galliumdel;galliumINS(del);INS(del);;N,AT+ESS,PL
helistama;ärgu olgu helistanud;INS(ärgu olgu )helistDEL(am)aINS(nud);INS(ärgu olgu ),INS(nud);DEL(am);V,ACT,PRS,PRF,NEG,IMP,SG
kuulma;kuuldi;kuulDEL(ma)INS(di);INS(di);DEL(ma);V,PASS,PST,POS,IND
skorpion;skorpiondeni;skorpionINS(deni);INS(deni);;N,TERM,PL
hoiduma;hoidun;hoiduDEL(ma)INS(n);INS(n);DEL(ma);V,ACT,PRS,POS,IND,1,SG
ostma;ostsite;ostDEL(ma)INS(site);INS(site);DEL(ma);V,ACT,PST,POS,IND,2,PL
armuma;olin armunud;INS(olin )armuDEL(ma)INS(nud);INS(olin ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,1,SG
loendama;loendavad;loendaDEL(m)INS(v)aINS(d);INS(v),INS(d);DEL(m);V,ACT,PRS,POS,IND,3,PL
karihiir;karihiirtel;karihiirINS(tel);INS(tel);;N,AT+ESS,PL
antimon;antimoni;antimonINS(i);INS(i);;N,GEN,SG
nutma;ei nuteta;INS(ei )nuINS(te)tDEL(m)a;INS(ei ),INS(te);DEL(m);V,PASS,PRS,NEG,IND
aabe;aabe;aabe;;;N,NOM,SG
vahvel;vahvliteks;vahvDEL(e)lINS(iteks);INS(iteks);DEL(e);N,TRANS,PL
maantee;maanteedeks;maanteeINS(deks);INS(deks);;N,TRANS,PL
kolonel;koloneliks;kolonelINS(iks);INS(iks);;N,TRANS,SG
muutus;muutuste;muutusINS(te);INS(te);;N,GEN,PL
magneesium;magneesiumi;magneesiumINS(i);INS(i);;N,GEN,SG
mõrsja;mõrsjana;mõrsjINS(an)a;INS(an);;N,FRML,SG
vaba;vabadeta;vabINS(adet)a;INS(adet);;N,PRIV,PL
mõistma;ei mõistetud;INS(ei )mõistDEL(ma)INS(etud);INS(ei ),INS(etud);DEL(ma);V,PASS,PST,NEG,IND
õppima;õppisite;õppiDEL(ma)INS(site);INS(site);DEL(ma);V,ACT,PST,POS,IND,2,PL
korjama;olete korjanud;INS(olete )korjDEL(am)aINS(nud);INS(olete ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,2,PL
langema;langesid;langeDEL(ma)INS(sid);INS(sid);DEL(ma);V,ACT,PST,POS,IND,3,PL
kaelakee;kaelakee;kaelakee;;;N,ACC,SG
kobisema;kobised;kobiseDEL(ma)INS(d);INS(d);DEL(ma);V,ACT,PRS,POS,IND,2,SG
nutma;nutetav;nuINS(te)tDEL(m)aINS(v);INS(te),INS(v);DEL(m);V.PTCP,PASS,PRS
vaidlema;ei oleks vaielnudp;INS(ei oleks )vaiINS(elnu)dDEL(lema)INS(p);INS(ei oleks ),INS(elnu),INS(p);DEL(lema);V,ACT,PRS,PRF,NEG,COND
lavastaja;lavastajatena;lavastajINS(aten)a;INS(aten);;N,FRML,PL
hakkama;ei olevat hakatudp;INS(ei olevat )hakDEL(kam)aINS(tudp);INS(ei olevat ),INS(tudp);DEL(kam);V,PASS,PRS,PRF,NEG,QUOT
berkeelium;berkeeliumita;berkeeliumINS(ita);INS(ita);;N,PRIV,SG
õhufilter;õhufiltrilt;õhufiltDEL(e)rINS(ilt);INS(ilt);DEL(e);N,AT+ABL,SG
rahvastikuteadus;rahvastikuteadustes;rahvastikuteaduINS(ste)s;INS(ste);;N,IN+ESS,PL
plii;pliilt;pliiINS(lt);INS(lt);;N,AT+ABL,SG
öökima;öökisime;öökINS(is)imDEL(a)INS(e);INS(is),INS(e);DEL(a);V,ACT,PST,POS,IND,1,PL
punker;punkrilt;punkDEL(e)rINS(ilt);INS(ilt);DEL(e);N,AT+ABL,SG
katma;oleks katetud;INS(oleks )katDEL(ma)INS(etud);INS(oleks ),INS(etud);DEL(ma);V,PASS,PRS,PRF,POS,COND
selgitama;ei ole selgitatudp;INS(ei ole )selgitDEL(am)aINS(tudp);INS(ei ole ),INS(tudp);DEL(am);V,PASS,PRS,PRF,NEG,IND
sadama;olite sadanud;INS(olite )sadDEL(am)aINS(nud);INS(olite ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,2,PL
masturbeerima;olgu masturbeerinud;INS(olgu )masturbeeriDEL(ma)INS(nud);INS(olgu ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IMP,SG
sügis;sügises;sügiINS(se)s;INS(se);;N,IN+ESS,SG
jääma;olite jäänud;INS(olite )jääDEL(ma)INS(nud);INS(olite ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,2,PL
olev;olevatest;olevINS(atest);INS(atest);;N,IN+ABL,PL
venelane;venelaste;venelaDEL(n)INS(st)e;INS(st);DEL(n);N,GEN,PL
holmium;holmiumdesse;holmiumINS(desse);INS(desse);;N,IN+ALL,PL
kustutama;kustutage;kustutDEL(am)aINS(ge);INS(ge);DEL(am);V,ACT,PRS,POS,IMP,2,PL
kiiruluu;kiiruluuga;kiiruluuINS(ga);INS(ga);;N,COM,SG
avama;on avanud;INS(on )avDEL(am)aINS(nud);INS(on ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,3,PL
majandus;majandustele;majandusINS(tele);INS(tele);;N,AT+ALL,PL
kaalikas;kaalikatel;kaalikaDEL(s)INS(tel);INS(tel);DEL(s);N,AT+ESS,PL
vaikima;vaikiks;vaikiDEL(ma)INS(ks);INS(ks);DEL(ma);V,ACT,PRS,POS,COND,3,SG
rahvas;rahval;rahvaDEL(s)INS(l);INS(l);DEL(s);N,AT+ESS,SG
niisutama;niisutasid;niisutDEL(am)aINS(sid);INS(sid);DEL(am);V,ACT,PST,POS,IND,3,PL
hallitama;hallitatud;hallitDEL(am)aINS(tud);INS(tud);DEL(am);V.PTCP,PASS,PST
nülgima;nülid;nülDEL(g)iDEL(ma)INS(d);INS(d);DEL(g),DEL(ma);V,ACT,PRS,POS,IND,2,SG
rebane;rebastelt;rebaDEL(n)INS(st)eINS(lt);INS(st),INS(lt);DEL(n);N,AT+ABL,PL
nobeelium;nobeeliumid;nobeeliumINS(id);INS(id);;N,ACC,PL
veenma;ei veendavat;INS(ei )veenDEL(m)INS(dav)aINS(t);INS(ei ),INS(dav),INS(t);DEL(m);V,PASS,PRS,NEG,QUOT
ajama;ajasid;ajDEL(am)aINS(sid);INS(sid);DEL(am);V,ACT,PST,POS,IND,3,PL
voolik;voolikut;voolikINS(ut);INS(ut);;N,PRT,SG
dubnium;dubniumil;dubniumINS(il);INS(il);;N,AT+ESS,SG
kaltsium;kaltsiumdes;kaltsiumINS(des);INS(des);;N,IN+ESS,PL
ajama;olin ajanud;INS(olin )ajDEL(am)aINS(nud);INS(olin ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,1,SG
mõla;mõladena;mõlINS(aden)a;INS(aden);;N,FRML,PL
lendama;olgu lennanud;INS(olgu )lenINS(nanu)dDEL(ama);INS(olgu ),INS(nanu);DEL(ama);V,ACT,PRS,PRF,POS,IMP,PL
teadus;teadustel;teadusINS(tel);INS(tel);;N,AT+ESS,PL
käsi;käe;käDEL(si)INS(e);INS(e);DEL(si);N,GEN,SG
heitma;oleksime heitnud;INS(oleksime )heitDEL(ma)INS(nud);INS(oleksime ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,1,PL
mendeleevium;mendeleeviumi;mendeleeviumINS(i);INS(i);;N,ACC,SG
sihitav;sihitavate;sihitavINS(ate);INS(ate);;N,GEN,PL
keel;keele;keelINS(e);INS(e);;N,ACC,SG
sööma;olen söönud;INS(olen )sööDEL(ma)INS(nud);INS(olen ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,1,SG
rääkima;ärgem rääkigem;INS(ärgem )rääkiINS(ge)mDEL(a);INS(ärgem ),INS(ge);DEL(a);V,ACT,PRS,NEG,IMP,1,PL
poloonium;polooniumdesse;polooniumINS(desse);INS(desse);;N,IN+ALL,PL
minema;olevat läinud;DEL(m)INS(olevat lä)inDEL(ema)INS(ud);INS(olevat lä),INS(ud);DEL(m),DEL(ema);V,ACT,PRS,PRF,POS,QUOT
pisar;pisarate;pisarINS(ate);INS(ate);;N,GEN,PL
sõudma;sõuab;sõuDEL(dm)aINS(b);INS(b);DEL(dm);V,ACT,PRS,POS,IND,3,SG
nõges;nõgeseks;nõgeINS(sek)s;INS(sek);;N,TRANS,SG
hobune;hobused;hobuDEL(n)INS(s)eINS(d);INS(s),INS(d);DEL(n);N,NOM,PL
sittuma;situtagu;sitINS(u)tINS(ag)uDEL(ma);INS(u),INS(ag);DEL(ma);V,PASS,PRS,POS,IMP
sünoptik;sünoptikut;sünoptikINS(ut);INS(ut);;N,PRT,SG
lebama;ei olnud lebanudp;INS(ei olnud )lebDEL(am)aINS(nudp);INS(ei olnud ),INS(nudp);DEL(am);V,ACT,PST,PRF,NEG,IND
kihutama;kihutasid;kihutDEL(am)aINS(sid);INS(sid);DEL(am);V,ACT,PST,POS,IND,3,PL
neptuunium;neptuuniumis;neptuuniumINS(is);INS(is);;N,IN+ESS,SG
moslem;moslem;moslem;;;N,NOM,SG
pisar;pisaras;pisarINS(as);INS(as);;N,IN+ESS,SG
kasvaja;kasvajad;kasvajaINS(d);INS(d);;N,NOM,PL
viitsima;viitsiks;viitsiDEL(ma)INS(ks);INS(ks);DEL(ma);V,ACT,PRS,POS,COND,3,SG
armuma;ei olevat armunudp;INS(ei olevat )armuDEL(ma)INS(nudp);INS(ei olevat ),INS(nudp);DEL(ma);V,ACT,PRS,PRF,NEG,QUOT
veski;veskiga;veskiINS(ga);INS(ga);;N,COM,SG
malev;malevatega;malevINS(atega);INS(atega);;N,COM,PL
mõte;mõtete;mõINS(te)te;INS(te);;N,GEN,PL
ämber;ämbrini;ämbDEL(e)rINS(ini);INS(ini);DEL(e);N,TERM,SG
sõnaraamat;sõnaraamatuteta;sõnaraamatINS(uteta);INS(uteta);;N,PRIV,PL
hispaanlane;hispaanlasteta;hispaanlaDEL(n)INS(st)eINS(ta);INS(st),INS(ta);DEL(n);N,PRIV,PL
langema;langesin;langeDEL(ma)INS(sin);INS(sin);DEL(ma);V,ACT,PST,POS,IND,1,SG
tõlkima;oleksite tõlkinud;INS(oleksite )tõlkiDEL(ma)INS(nud);INS(oleksite ),INS(nud);DEL(ma);V,ACT,PRS,PRF:POS,COND,2,PL
roimar;roimariteks;roimarINS(iteks);INS(iteks);;N,TRANS,PL
mõistma;mõistnud;mõistDEL(ma)INS(nud);INS(nud);DEL(ma);V.PTCP,ACT,PST
võitma;võitku;võitDEL(ma)INS(ku);INS(ku);DEL(ma);V,ACT,PRS,POS,IMP,3,PL
täitma;oled täitnud;INS(oled )täitDEL(ma)INS(nud);INS(oled ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,2,SG
küsimus;küsimuses;küsimuINS(se)s;INS(se);;N,IN+ESS,SG
lükkama;lükkama;lükkama;;;V,NFIN
õigus;õigusena;õigusINS(ena);INS(ena);;N,FRML,SG
põletama;on põletanud;INS(on )põletDEL(am)aINS(nud);INS(on ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,3,PL
õpetama;olgu õpetatud;INS(olgu )õpetDEL(am)aINS(tud);INS(olgu ),INS(tud);DEL(am);V,PASS,PRS,PRF,POS,IMP
katma;olevat katetud;INS(olevat )katDEL(ma)INS(etud);INS(olevat ),INS(etud);DEL(ma);V,PASS,PRS,PRF,POS,QUOT
täitma;ei täidetavat;INS(ei )täiINS(de)tDEL(m)aINS(vat);INS(ei ),INS(de),INS(vat);DEL(m);V,PASS,PRS,NEG,QUOT
kütma;küttev;kütDEL(ma)INS(tev);INS(tev);DEL(ma);V.PTCP,ACT,PRS
eesel;eesel;eesel;;;N,NOM,SG
traktor;traktorina;traktorINS(ina);INS(ina);;N,FRML,SG
käsklus;käsklusi;käsklusINS(i);INS(i);;N,PRT,PL
tahtma;oleksime tahtnud;INS(oleksime )tahtDEL(ma)INS(nud);INS(oleksime ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,1,PL
jäätama;jäätasite;jäätDEL(am)aINS(site);INS(site);DEL(am);V,ACT,PST,POS,IND,2,PL
küülik;küülikule;küülikINS(ule);INS(ule);;N,AT+ALL,SG
jaatama;olin jaatanud;INS(olin )jaatDEL(am)aINS(nud);INS(olin ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,1,SG
traktor;traktoritele;traktorINS(itele);INS(itele);;N,AT+ALL,PL
jätma;oli jätetud;INS(oli )jätDEL(ma)INS(etud);INS(oli ),INS(etud);DEL(ma);V,PASS,PST,PRF,POS,IND
andma;ei olnud andnudp;INS(ei olnud )andDEL(ma)INS(nudp);INS(ei olnud ),INS(nudp);DEL(ma);V,ACT,PST,PRF,NEG,IND
kabe;kabeta;kabeINS(ta);INS(ta);;N,PRIV,SG
arvama;arvan;arvDEL(am)aINS(n);INS(n);DEL(am);V,ACT,PRS,POS,IND,1,SG
nägema;näeksite;näDEL(g)INS(eksit)eDEL(ma);INS(eksit);DEL(g),DEL(ma);V,ACT,PRS,POS,COND,2,PL
metsis;metsisesse;metsisINS(esse);INS(esse);;N,IN+ALL,SG
murjan;murjanis;murjanINS(is);INS(is);;N,IN+ESS,SG
kiiruspiirik;kiiruspiirikuid;kiiruspiirikINS(uid);INS(uid);;N,PRT,PL
panema;olgu pandud;INS(olgu )panDEL(ema)INS(dud);INS(olgu ),INS(dud);DEL(ema);V,PASS,PRS,PRF,POS,IMP
murdma;murretaks;murDEL(dm)INS(ret)aINS(ks);INS(ret),INS(ks);DEL(dm);V,PASS,PRS,POS,COND
muutus;muutusega;muutusINS(ega);INS(ega);;N,COM,SG
arutlema;arutleksid;arutleDEL(ma)INS(ksid);INS(ksid);DEL(ma);V,ACT,PRS,POS,COND,3,PL
kee;keedega;keeINS(dega);INS(dega);;N,COM,PL
ehitama;on ehitanud;INS(on )ehitDEL(am)aINS(nud);INS(on ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,3,SG
välde;väldetesse;väldINS(etess)e;INS(etess);;N,IN+ALL,PL
arutelu;aruteludelt;aruteluINS(delt);INS(delt);;N,AT+ABL,PL
õiglus;õiglused;õiglusINS(ed);INS(ed);;N,ACC,PL
õpetama;õpetataks;õpetaDEL(m)INS(t)aINS(ks);INS(t),INS(ks);DEL(m);V,PASS,PRS,POS,COND
asuma;ei asutud;INS(ei )asuDEL(ma)INS(tud);INS(ei ),INS(tud);DEL(ma);V,PASS,PST,NEG,IND
nokkima;ei nokitud;INS(ei )noDEL(k)kiDEL(ma)INS(tud);INS(ei ),INS(tud);DEL(k),DEL(ma);V,PASS,PST,NEG,IND
kaugus;kaugust;kaugusINS(t);INS(t);;N,PRT,SG
õpetama;õpetasid;õpetDEL(am)aINS(sid);INS(sid);DEL(am);V,ACT,PST,POS,IND,3,PL
raudtee;raudteelt;raudteeINS(lt);INS(lt);;N,AT+ABL,SG
õppima;õpitakse;õDEL(p)piDEL(m)INS(t)aINS(kse);INS(t),INS(kse);DEL(p),DEL(m);V,PASS,PRS,POS,IND
paluma;ärgu olgu palunud;INS(ärgu olgu )paluDEL(ma)INS(nud);INS(ärgu olgu ),INS(nud);DEL(ma);V,ACT,PRS,PRF,NEG,IMP,PL
käsitlema;käsitlesime;käsitleINS(si)mDEL(a)INS(e);INS(si),INS(e);DEL(a);V,ACT,PST,POS,IND,1,PL
nahkhiir;nahkhiirteni;nahkhiirINS(teni);INS(teni);;N,TERM,PL
varastama;oli varastatud;INS(oli )varastDEL(am)aINS(tud);INS(oli ),INS(tud);DEL(am);V,PASS,PST,PRF,POS,IND
langev;langevale;langevINS(ale);INS(ale);;N,AT+ALL,SG
indium;indiumil;indiumINS(il);INS(il);;N,AT+ESS,SG
kannel;kandle;kanDEL(ne)INS(d)lINS(e);INS(d),INS(e);DEL(ne);N,ACC,SG
küülik;küülikuteks;küülikINS(uteks);INS(uteks);;N,TRANS,PL
käsitlema;käsitlema;käsitlema;;;V,NFIN
sõda;sõjaks;sõDEL(d)INS(j)aINS(ks);INS(j),INS(ks);DEL(d);N,TRANS,SG
lugema;loeksid;lDEL(ugema)INS(oeksid);INS(oeksid);DEL(ugema);V,ACT,PRS,POS,COND,3,PL
ründama;olgu rünnanud;INS(olgu )rünINS(nanu)dDEL(ama);INS(olgu ),INS(nanu);DEL(ama);V,ACT,PRS,PRF,POS,IMP,SG
jalus;jaluseid;jalusINS(eid);INS(eid);;N,PRT,PL
heinakuu;heinakuudega;heinakuuINS(dega);INS(dega);;N,COM,PL
leidma;leiavad;leiINS(ava)dDEL(ma);INS(ava);DEL(ma);V,ACT,PRS,POS,IND,3,PL
rahaühik;rahaühikud;rahaühikINS(ud);INS(ud);;N,NOM,PL
kobisema;kobiseksid;kobiseDEL(ma)INS(ksid);INS(ksid);DEL(ma);V,ACT,PRS,POS,COND,3,PL
jooma;olen joonud;INS(olen )jooDEL(ma)INS(nud);INS(olen ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,1,SG
harjama;oled harjanud;INS(oled )harjDEL(am)aINS(nud);INS(oled ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,2,SG
nussima;ei nussitavat;INS(ei )nussiDEL(m)INS(tav)aINS(t);INS(ei ),INS(tav),INS(t);DEL(m);V,PASS,PRS,NEG,QUOT
panema;oled pannud;INS(oled )panDEL(ema)INS(nud);INS(oled ),INS(nud);DEL(ema);V,ACT,PRS,PRF,POS,IND,2,SG
õiglus;õigluste;õiglusINS(te);INS(te);;N,GEN,PL
ehitama;ehitatav;ehitaDEL(m)INS(t)aINS(v);INS(t),INS(v);DEL(m);V.PTCP,PASS,PRS
külastama;ärgu külastatagu;INS(ärgu )külastaDEL(m)INS(t)aINS(gu);INS(ärgu ),INS(t),INS(gu);DEL(m);V,PASS,PRS,NEG,IMP
näiline;näilisest;näiliDEL(n)INS(s)eINS(st);INS(s),INS(st);DEL(n);N,IN+ABL,SG
maja;maja;maja;;;N,PRT,SG
vibutama;olgu vibutanud;INS(olgu )vibutDEL(am)aINS(nud);INS(olgu ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IMP,PL
kahvel;kahvlini;kahvDEL(e)lINS(ini);INS(ini);DEL(e);N,TERM,SG
istuma;istuks;istuDEL(ma)INS(ks);INS(ks);DEL(ma);V,ACT,PRS,POS,COND,3,SG
hispaanlane;hispaanlaste;hispaanlaDEL(n)INS(st)e;INS(st);DEL(n);N,GEN,PL
maantee;maanteedena;maanteeINS(dena);INS(dena);;N,FRML,PL
tulekahju;tulekahjudel;tulekahjuINS(del);INS(del);;N,AT+ESS,PL
elama;ärge elage;INS(ärge )elDEL(am)aINS(ge);INS(ärge ),INS(ge);DEL(am);V,ACT,PRS,NEG,IMP,2,PL
terbium;terbiumil;terbiumINS(il);INS(il);;N,AT+ESS,SG
võima;ärgu olgu võidud;INS(ärgu olgu )võiDEL(ma)INS(dud);INS(ärgu olgu ),INS(dud);DEL(ma);V,PASS,PRS,PRF,NEG,IMP
tegema;oleme teinud;INS(oleme )teDEL(gema)INS(inud);INS(oleme ),INS(inud);DEL(gema);V,ACT,PRS,PRF,POS,IND,1,PL
idee;ideele;ideINS(el)e;INS(el);;N,AT+ALL,SG
paluma;palusite;paluDEL(ma)INS(site);INS(site);DEL(ma);V,ACT,PST,POS,IND,2,PL
peenendama;peenendasite;peenendDEL(am)aINS(site);INS(site);DEL(am);V,ACT,PST,POS,IND,2,PL
sõltuvus;sõltuvustelt;sõltuvusINS(telt);INS(telt);;N,AT+ABL,PL
nokkima;ei olevat nokitudp;INS(ei olevat )noDEL(k)kiDEL(ma)INS(tudp);INS(ei olevat ),INS(tudp);DEL(k),DEL(ma);V,PASS,PRS,PRF,NEG,QUOT
voolik;voolikutesse;voolikINS(utesse);INS(utesse);;N,IN+ALL,PL
küünal;küünlaid;küünDEL(a)lINS(aid);INS(aid);DEL(a);N,PRT,PL
pankur;pankuris;pankurINS(is);INS(is);;N,IN+ESS,SG
päike;päikesed;päikeINS(sed);INS(sed);;N,NOM,PL
ehtima;ehtivat;ehtiDEL(m)INS(v)aINS(t);INS(v),INS(t);DEL(m);V,ACT,PRS,POS,QUOT
katma;ei kateta;INS(ei )kaINS(te)tDEL(m)a;INS(ei ),INS(te);DEL(m);V,PASS,PRS,NEG,IND
major;majorite;majorINS(ite);INS(ite);;N,GEN,PL
ukrainlane;ukrainlase;ukrainlaDEL(n)INS(s)e;INS(s);DEL(n);N,GEN,SG
heinakuu;heinakuule;heinakuuINS(le);INS(le);;N,AT+ALL,SG
suulaeluu;suulaeluust;suulaeluuINS(st);INS(st);;N,IN+ABL,SG
kai;kaidel;kaiINS(del);INS(del);;N,AT+ESS,PL
elavhõbe;elavhõbedal;elavhõbeINS(dal);INS(dal);;N,AT+ESS,SG
leidma;olid leidnud;INS(olid )leiINS(dnu)dDEL(ma);INS(olid ),INS(dnu);DEL(ma);V,ACT,PRS,PRF,POS,COND,2,SG
liibuma;olgu liibunud;INS(olgu )liibuDEL(ma)INS(nud);INS(olgu ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IMP,SG
mesi;meteltmesilt;INS(metelt)mesiINS(lt);INS(metelt),INS(lt);;N,AT+ABL,PL
ootama;ootavad;ootaDEL(m)INS(v)aINS(d);INS(v),INS(d);DEL(m);V,ACT,PRS,POS,IND,3,PL
väeti;väetina;väetiINS(na);INS(na);;N,FRML,SG
magama;ei ole magatudp;INS(ei ole )magDEL(am)aINS(tudp);INS(ei ole ),INS(tudp);DEL(am);V,PASS,PRS,PRF,NEG,IND
riietumine;riietumine;riietumine;;;N,NOM,SG
kobistama;kobistatav;kobistaDEL(m)INS(t)aINS(v);INS(t),INS(v);DEL(m);V.PTCP,PASS,PRS
tsirkus;tsirkuseks;tsirkuINS(sek)s;INS(sek);;N,TRANS,SG
nahkhiir;nahkhiir;nahkhiir;;;N,NOM,SG
vahvel;vahvlit;vahvDEL(e)lINS(it);INS(it);DEL(e);N,PRT,SG
põlema;olevat põlenud;INS(olevat )põleDEL(ma)INS(nud);INS(olevat ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,QUOT
saatma;ei olevat saatnudp;INS(ei olevat )saatDEL(ma)INS(nudp);INS(ei olevat ),INS(nudp);DEL(ma);V,ACT,PRS,PRF,NEG,QUOT
lükkama;olgu lükanud;INS(olgu )lükDEL(kam)aINS(nud);INS(olgu ),INS(nud);DEL(kam);V,ACT,PRS,PRF,POS,IMP,SG
