Source;Target;Combined;Inserts;Deletes
markspyrna;markspyrna;markspyrna;;
kóða;kóðuðum;kóðDEL(a)INS(uðum);INS(uðum);DEL(a)
atviksorð;atviksorð;atviksorð;;
skel;skel;skel;;
plægja;plægi;plægDEL(ja)INS(i);INS(i);DEL(ja)
brandur;brandanna;brandDEL(ur)INS(anna);INS(anna);DEL(ur)
sunnudagur;sunnudaga;sunnudagDEL(ur)INS(a);INS(a);DEL(ur)
kantata;kantöturnar;kantDEL(a)INS(ö)tINS(urn)aINS(r);INS(ö),INS(urn),INS(r);DEL(a)
aðalbygging;aðalbyggingunum;aðalbyggingINS(unum);INS(unum);
sýking;sýkingarnar;sýkingINS(arnar);INS(arnar);
eiturlyfjanotandi;eiturlyfjanotandi;eiturlyfjanotandi;;
skuggi;skuggarnir;skuggINS(arn)iINS(r);INS(arn),INS(r);
kok;kok;kok;;
massi;massans;masINS(san)sDEL(i);INS(san);DEL(i)
ferhyrningur;ferhyrningi;ferhyrningDEL(ur)INS(i);INS(i);DEL(ur)
nauðsyn;nauðsyninni;nauðsynINS(inni);INS(inni);
afturbati;afturbata;afturbatDEL(i)INS(a);INS(a);DEL(i)
ávísun;ávísunar;ávísunINS(ar);INS(ar);
söðull;söðlarnir;söðDEL(ul)lINS(arnir);INS(arnir);DEL(ul)
læra;lærum;lærDEL(a)INS(um);INS(um);DEL(a)
ell;ellum;ellINS(um);INS(um);
sess;sessinum;sessINS(inum);INS(inum);
áhorfandi;áhorfandanum;áhorfandDEL(i)INS(anum);INS(anum);DEL(i)
laugardagur;laugardögunum;laugardDEL(a)INS(ö)guDEL(r)INS(num);INS(ö),INS(num);DEL(a),DEL(r)
api;apa;apDEL(i)INS(a);INS(a);DEL(i)
ymja;umið;DEL(ymja)INS(umið);INS(umið);DEL(ymja)
vínandi;vínanda;vínandDEL(i)INS(a);INS(a);DEL(i)
bruggari;bruggarans;bruggarDEL(i)INS(ans);INS(ans);DEL(i)
spegill;spegla;spegDEL(il)lINS(a);INS(a);DEL(il)
væla;vælt;vælDEL(a)INS(t);INS(t);DEL(a)
gista;gistu;gistDEL(a)INS(u);INS(u);DEL(a)
eldvarpa;eldvarpan;eldvarpaINS(n);INS(n);
prins;prinsana;prinsINS(ana);INS(ana);
vatnsmelóna;vatnsmelóna;vatnsmelóna;;
hnésbót;hnésbótina;hnésbótINS(ina);INS(ina);
munni;munnunum;munnDEL(i)INS(unum);INS(unum);DEL(i)
eining;eininganna;einingINS(anna);INS(anna);
brandönd;brandanda;brandDEL(ö)INS(a)ndINS(a);INS(a),INS(a);DEL(ö)
brandur;brandinum;brandINS(in)uDEL(r)INS(m);INS(in),INS(m);DEL(r)
æpa;æpið;æpDEL(a)INS(ið);INS(ið);DEL(a)
verslun;verslanirnar;verslDEL(u)INS(a)nINS(irnar);INS(a),INS(irnar);DEL(u)
loga;logið;logDEL(a)INS(ið);INS(ið);DEL(a)
niðurstaða;niðurstaðan;niðurstaðaINS(n);INS(n);
etja;etjir;etjDEL(a)INS(ir);INS(ir);DEL(a)
poka;poka;poka;;
vögguvísa;vögguvísur;vögguvísDEL(a)INS(ur);INS(ur);DEL(a)
hlýri;hlýra;hlýrDEL(i)INS(a);INS(a);DEL(i)
áfrýjun;áfrýjun;áfrýjun;;
kútur;kúta;kútDEL(ur)INS(a);INS(a);DEL(ur)
eiginmaður;eiginmenn;eiginmDEL(aður)INS(enn);INS(enn);DEL(aður)
bein;bein;bein;;
votta;vottið;vottDEL(a)INS(ið);INS(ið);DEL(a)
amöba;amöbunnar;amöbINS(unn)aINS(r);INS(unn),INS(r);
hjartastillir;hjartastilla;hjartastillDEL(ir)INS(a);INS(a);DEL(ir)
færa;færa;færa;;
píka;píku;píkDEL(a)INS(u);INS(u);DEL(a)
forðafræði;forðafræðinni;forðafræðINS(inn)i;INS(inn);
svefnherbergi;svefnherbergisins;svefnherbergiINS(sins);INS(sins);
eldspýta;eldspýta;eldspýta;;
körfuknattleikur;körfuknattleiks;körfuknattleikDEL(ur)INS(s);INS(s);DEL(ur)
minni;minnis;minniINS(s);INS(s);
yfirmaður;yfirmaðurinn;yfirmaðurINS(inn);INS(inn);
tenór;tenórunum;tenórINS(unum);INS(unum);
búðarborð;búðarborð;búðarborð;;
viðburður;viðburðir;viðburðDEL(u)INS(i)r;INS(i);DEL(u)
vanræksla;vanrækslu;vanrækslDEL(a)INS(u);INS(u);DEL(a)
væl;væls;vælINS(s);INS(s);
ungverska;ungversku;ungverskDEL(a)INS(u);INS(u);DEL(a)
tíkarsonur;tíkarsoninn;tíkarsoINS(nin)nDEL(ur);INS(nin);DEL(ur)
yfirtónn;yfirtóninum;yfirtónINS(i)nINS(um);INS(i),INS(um);
berkelín;berkelín;berkelín;;
síld;síldum;síldINS(um);INS(um);
hvína;hvín;hvínDEL(a);;DEL(a)
fallbeyging;fallbeygingar;fallbeygingINS(ar);INS(ar);
samlandi;samlöndunum;samlDEL(a)INS(ö)ndDEL(i)INS(unum);INS(ö),INS(unum);DEL(a),DEL(i)
kajak;kajak;kajak;;
fjallgarður;fjallgarðar;fjallgarðDEL(u)INS(a)r;INS(a);DEL(u)
lesbía;lesbíunni;lesbíDEL(a)INS(unni);INS(unni);DEL(a)
afburður;afburðunum;afburðuDEL(r)INS(num);INS(num);DEL(r)
afsökun;afsökun;afsökun;;
belgja;belgdi;belgDEL(ja)INS(di);INS(di);DEL(ja)
skjalla;skjallar;skjallaINS(r);INS(r);
blálanga;blálöngurnar;blálDEL(a)INS(ö)ngINS(urn)aINS(r);INS(ö),INS(urn),INS(r);DEL(a)
turn;turna;turnINS(a);INS(a);
málmur;málminum;málmINS(in)uDEL(r)INS(m);INS(in),INS(m);DEL(r)
undantaka;undantæki;undantDEL(aka)INS(æki);INS(æki);DEL(aka)
haf;hafa;hafINS(a);INS(a);
gáfa;gáfurnar;gáfINS(urn)aINS(r);INS(urn),INS(r);
hertogadæmi;hertogadæma;hertogadæmDEL(i)INS(a);INS(a);DEL(i)
forsíða;forsíðan;forsíðaINS(n);INS(n);
efla;efldir;eflDEL(a)INS(dir);INS(dir);DEL(a)
brekkusnigill;brekkusniglum;brekkusnigDEL(il)lINS(um);INS(um);DEL(il)
saltkjöt;saltkjötið;saltkjötINS(ið);INS(ið);
kjarkur;kjarksins;kjarkDEL(ur)INS(sins);INS(sins);DEL(ur)
brandari;brandaranum;brandarDEL(i)INS(anum);INS(anum);DEL(i)
skækja;skækju;skækjDEL(a)INS(u);INS(u);DEL(a)
drasl;drasli;draslINS(i);INS(i);
æðarfugl;æðarfuglsins;æðarfuglINS(sins);INS(sins);
leiðbeining;leiðbeiningar;leiðbeiningINS(ar);INS(ar);
lakka;lakkaðir;lakkaINS(ðir);INS(ðir);
platína;platínan;platínaINS(n);INS(n);
yfirheiti;yfirheitis;yfirheitiINS(s);INS(s);
majór;majóra;majórINS(a);INS(a);
hnoð;hnoðið;hnoINS(ði)ð;INS(ði);
flass;flöss;flDEL(a)INS(ö)ss;INS(ö);DEL(a)
hnýta;hnýttir;hnýtDEL(a)INS(tir);INS(tir);DEL(a)
hóll;hól;hóDEL(l)l;;DEL(l)
gróðurhús;gróðurhúsið;gróðurhúsINS(ið);INS(ið);
gönguleið;gönguleiðin;gönguleiðINS(in);INS(in);
salta;söltuðu;sDEL(a)INS(ö)ltDEL(a)INS(uðu);INS(ö),INS(uðu);DEL(a),DEL(a)
raust;raust;raust;;
broddsúla;broddsúlur;broddsúlDEL(a)INS(ur);INS(ur);DEL(a)
veraldarvefur;veraldarvefjar;veraldarvefDEL(u)INS(ja)r;INS(ja);DEL(u)
æðakerfi;æðakerfin;æðakerfiINS(n);INS(n);
hófur;hófur;hófur;;
platína;platínunnar;platíINS(nun)naINS(r);INS(nun),INS(r);
milta;miltað;miltaINS(ð);INS(ð);
kokkteill;kokkteils;kokkteiDEL(l)lINS(s);INS(s);DEL(l)
vottorð;vottorðunum;vottorðINS(unum);INS(unum);
kalla;köllum;kDEL(a)INS(ö)llDEL(a)INS(um);INS(ö),INS(um);DEL(a),DEL(a)
kufl;kufl;kufl;;
græða;græddum;græDEL(ða)INS(ddum);INS(ddum);DEL(ða)
samlandi;samlandar;samlandDEL(i)INS(ar);INS(ar);DEL(i)
sonur;syni;sDEL(onur)INS(yni);INS(yni);DEL(onur)
hengja;hengduð;hengDEL(ja)INS(duð);INS(duð);DEL(ja)
kínasi;kínasana;kínasDEL(i)INS(ana);INS(ana);DEL(i)
sópur;sóp;sópDEL(ur);;DEL(ur)
frumvarp;frumvörpunum;frumvDEL(a)INS(ö)rpINS(unum);INS(ö),INS(unum);DEL(a)
framleiðsla;framleiðslu;framleiðslDEL(a)INS(u);INS(u);DEL(a)
fuglakjöt;fuglakjöts;fuglakjötINS(s);INS(s);
strik;strikum;strikINS(um);INS(um);
klína;klínið;klínDEL(a)INS(ið);INS(ið);DEL(a)
angi;angar;angDEL(i)INS(ar);INS(ar);DEL(i)
augntönn;augntannar;augntDEL(ö)INS(a)nnINS(ar);INS(a),INS(ar);DEL(ö)
stjörnuspekingur;stjörnuspeking;stjörnuspekingDEL(ur);;DEL(ur)
afi;afa;afDEL(i)INS(a);INS(a);DEL(i)
bæjasvala;bæjasvölunum;bæjasvDEL(ala)INS(ölunum);INS(ölunum);DEL(ala)
héri;hérinn;hériINS(nn);INS(nn);
veira;veira;veira;;
úrskurða;úrskurðið;úrskurINS(ði)ðDEL(a);INS(ði);DEL(a)
svekkja;svekki;svekkDEL(ja)INS(i);INS(i);DEL(ja)
skak;skak;skak;;
hagskælingur;hagskælingar;hagskælingDEL(u)INS(a)r;INS(a);DEL(u)
sameina;sameina;sameina;;
koss;koss;koss;;
kusa;kusunni;kusDEL(a)INS(unni);INS(unni);DEL(a)
köstur;kestinum;kDEL(ö)INS(e)stINS(in)uDEL(r)INS(m);INS(e),INS(in),INS(m);DEL(ö),DEL(r)
múrsteinn;múrsteinunum;múrsteinINS(u)nINS(um);INS(u),INS(um);
núpur;núpum;núpuDEL(r)INS(m);INS(m);DEL(r)
starfsemi;starfsemi;starfsemi;;
sefa;sefar;sefaINS(r);INS(r);
njóta;nyti;nDEL(jóta)INS(yti);INS(yti);DEL(jóta)
treyja;treyjunnar;treyjINS(unn)aINS(r);INS(unn),INS(r);
Spanjóli;Spanjólana;SpanjólDEL(i)INS(ana);INS(ana);DEL(i)
afsanna;afsönnuðuð;afsDEL(a)INS(ö)nnDEL(a)INS(uðuð);INS(ö),INS(uðuð);DEL(a),DEL(a)
hvískra;hvískraði;hvískraINS(ði);INS(ði);
stofupíanó;stofupíanóa;stofupíanóINS(a);INS(a);
könguló;köngulóa;köngulóINS(a);INS(a);
eff;effin;effINS(in);INS(in);
dagur;daga;dagDEL(ur)INS(a);INS(a);DEL(ur)
tröð;traðanna;trDEL(ö)INS(a)ðINS(anna);INS(a),INS(anna);DEL(ö)
kíkir;kíki;kíkiDEL(r);;DEL(r)
músarrindill;músarrindilinn;músarrindiDEL(l)lINS(inn);INS(inn);DEL(l)
aðstoða;aðstoðaði;aðstoðaINS(ði);INS(ði);
krókódíll;krókódíla;krókódíDEL(l)lINS(a);INS(a);DEL(l)
hvína;hvín;hvínDEL(a);;DEL(a)
sjón;sjónarinnar;sjónINS(arinnar);INS(arinnar);
þjaka;þjakaði;þjakaINS(ði);INS(ði);
milljón;milljóninni;milljónINS(inni);INS(inni);
hafnabolti;hafnaboltar;hafnaboltDEL(i)INS(ar);INS(ar);DEL(i)
dragt;dragtanna;dragtINS(anna);INS(anna);
skjóta;skytir;skDEL(jóta)INS(ytir);INS(ytir);DEL(jóta)
gjögur;gjögrunum;gjögDEL(u)rINS(unum);INS(unum);DEL(u)
skýrsla;skýrslunnar;skýrslINS(unn)aINS(r);INS(unn),INS(r);
perla;perlu;perlDEL(a)INS(u);INS(u);DEL(a)
meinafræði;meinafræðina;meinafræðiINS(na);INS(na);
æfing;æfinganna;æfingINS(anna);INS(anna);
ávarpsfall;ávarpsfalls;ávarpsfallINS(s);INS(s);
viti;vitunum;vitDEL(i)INS(unum);INS(unum);DEL(i)
fjölmiðlasaga;fjölmiðlasögu;fjölmiðlasDEL(aga)INS(ögu);INS(ögu);DEL(aga)
minni;minnum;minnDEL(i)INS(um);INS(um);DEL(i)
gylla;gyllið;gyllDEL(a)INS(ið);INS(ið);DEL(a)
skúraský;skúraskýja;skúraskýINS(ja);INS(ja);
séra;séra;séra;;
notkun;notkunina;notkunINS(ina);INS(ina);
prísund;prísundunum;prísundINS(unum);INS(unum);
spjör;spjörina;spjörINS(ina);INS(ina);
liðsforingi;liðsforingjunum;liðsforingDEL(i)INS(junum);INS(junum);DEL(i)
hrak;hrökin;hrDEL(a)INS(ö)kINS(in);INS(ö),INS(in);DEL(a)
slasa;slasa;slasa;;
sópa;sópi;sópDEL(a)INS(i);INS(i);DEL(a)
eykt;eyktarinnar;eyktINS(arinnar);INS(arinnar);
þökk;þökkinni;þökkINS(inni);INS(inni);
glæruvængur;glæruvæng;glæruvængDEL(ur);;DEL(ur)
nagdýr;nagdýr;nagdýr;;
æmta;æmti;æmtDEL(a)INS(i);INS(i);DEL(a)
posi;posanum;posDEL(i)INS(anum);INS(anum);DEL(i)
gandur;gandur;gandur;;
þrykkja;þrykktuð;þrykkDEL(ja)INS(tuð);INS(tuð);DEL(ja)
spjör;spjarir;spjDEL(ö)INS(ari)r;INS(ari);DEL(ö)
raki;rakanum;rakDEL(i)INS(anum);INS(anum);DEL(i)
klippa;klippa;klippa;;
skraut;skrauts;skrautINS(s);INS(s);
dekka;dekkaði;dekkaINS(ði);INS(ði);
liðþjálfi;liðþjálfa;liðþjálfDEL(i)INS(a);INS(a);DEL(i)
smygill;smyglanna;smygDEL(il)lINS(anna);INS(anna);DEL(il)
gras;grasið;grasINS(ið);INS(ið);
járningamaður;járningamanni;járningamaDEL(ður)INS(nni);INS(nni);DEL(ður)
rafmagn;rafmagnsins;rafmagnINS(sins);INS(sins);
steðji;steðja;steðjDEL(i)INS(a);INS(a);DEL(i)
gagga;gaggar;gaggaINS(r);INS(r);
klápur;klápinn;klápDEL(ur)INS(inn);INS(inn);DEL(ur)
meðtaka;meðtóku;meðtDEL(aka)INS(óku);INS(óku);DEL(aka)
hrafn;hrafninum;hrafnINS(inum);INS(inum);
sleikur;sleikina;sleikDEL(ur)INS(ina);INS(ina);DEL(ur)
bruni;brunans;brunDEL(i)INS(ans);INS(ans);DEL(i)
tónkvísl;tónkvíslunum;tónkvíslINS(unum);INS(unum);
sjálfstraust;sjálfstraustsins;sjálfstraustINS(sins);INS(sins);
lestur;lestrum;lestDEL(u)rINS(um);INS(um);DEL(u)
melta;melti;meltDEL(a)INS(i);INS(i);DEL(a)
vifta;viftunni;viftDEL(a)INS(unni);INS(unni);DEL(a)
hófur;hófurinn;hófurINS(inn);INS(inn);
pata;pataðir;pataINS(ðir);INS(ðir);
steypibað;steypiböðin;steypibDEL(a)INS(ö)ðINS(in);INS(ö),INS(in);DEL(a)
vinkill;vinkla;vinkDEL(il)lINS(a);INS(a);DEL(il)
pláneta;plánetunum;plánetDEL(a)INS(unum);INS(unum);DEL(a)
læknir;læknir;læknir;;
æðarkolla;æðarkollum;æðarkollDEL(a)INS(um);INS(um);DEL(a)
hetja;hetjur;hetjDEL(a)INS(ur);INS(ur);DEL(a)
punktur;punktinn;punktDEL(ur)INS(inn);INS(inn);DEL(ur)
herpa;herpti;herpDEL(a)INS(ti);INS(ti);DEL(a)
ess;essum;essINS(um);INS(um);
merkja;merki;merkDEL(ja)INS(i);INS(i);DEL(ja)
sjálfsmorð;sjálfsmorðanna;sjálfsmorðINS(anna);INS(anna);
kokka;kokkaði;kokkaINS(ði);INS(ði);
símtal;símtöl;símtDEL(a)INS(ö)l;INS(ö);DEL(a)
ægja;ægðir;ægDEL(ja)INS(ðir);INS(ðir);DEL(ja)
ríkisborgari;ríkisborgara;ríkisborgarDEL(i)INS(a);INS(a);DEL(i)
hvíld;hvíld;hvíld;;
granatepli;granateplisins;granatepliINS(sins);INS(sins);
mjúkbolti;mjúkbolti;mjúkbolti;;
skata;skata;skata;;
anddyri;anddyrið;anddyriINS(ð);INS(ð);
lita;litaði;litaINS(ði);INS(ði);
öxl;öxl;öxl;;
metta;mettið;mettDEL(a)INS(ið);INS(ið);DEL(a)
kjörskrá;kjörskrána;kjörskráINS(na);INS(na);
víkingur;víkingum;víkinguDEL(r)INS(m);INS(m);DEL(r)
efi;efa;efDEL(i)INS(a);INS(a);DEL(i)
borðtölva;borðtölvum;borðtölvDEL(a)INS(um);INS(um);DEL(a)
sýn;sýnir;sýnINS(ir);INS(ir);
gerð;gerð;gerð;;
heit;heita;heitINS(a);INS(a);
hagskælingur;hagskælingana;hagskælingDEL(ur)INS(ana);INS(ana);DEL(ur)
samband;sambönd;sambDEL(a)INS(ö)nd;INS(ö);DEL(a)
tág;tág;tág;;
dysprósín;dysprósíni;dysprósínINS(i);INS(i);
stjúpmóðir;stjúpmæður;stjúpmDEL(óði)INS(æðu)r;INS(æðu);DEL(óði)
eiturlyf;eiturlyf;eiturlyf;;
sníða;sniðu;snDEL(íða)INS(iðu);INS(iðu);DEL(íða)
ká;kásins;káINS(sins);INS(sins);
stærðfræði;stærðfræðin;stærðfræðiINS(n);INS(n);
ísbjörn;ísbjarnanna;ísbjDEL(ö)INS(a)rnINS(anna);INS(a),INS(anna);DEL(ö)
túba;túbum;túbDEL(a)INS(um);INS(um);DEL(a)
björg;björg;björg;;
sakna;sakna;sakna;;
hjólbarði;hjólbarðanum;hjólbarðDEL(i)INS(anum);INS(anum);DEL(i)
ferðataska;ferðatöskur;ferðatDEL(a)INS(ö)skDEL(a)INS(ur);INS(ö),INS(ur);DEL(a),DEL(a)
leigubíll;leigubílarnir;leigubíDEL(l)lINS(arnir);INS(arnir);DEL(l)
nota;notaðir;notaINS(ðir);INS(ðir);
langhlið;langhliða;langhliðINS(a);INS(a);
grund;grundanna;grundINS(anna);INS(anna);
mas;masinu;masINS(inu);INS(inu);
hjúkrun;hjúkruninni;hjúkrunINS(inni);INS(inni);
gegna;gegnir;gegnDEL(a)INS(ir);INS(ir);DEL(a)
eygja;eygt;eygDEL(ja)INS(t);INS(t);DEL(ja)
nafar;nafarsins;nafarINS(sins);INS(sins);
efja;efjunum;efjDEL(a)INS(unum);INS(unum);DEL(a)
njóta;njótum;njótDEL(a)INS(um);INS(um);DEL(a)
töffari;töffara;töffarDEL(i)INS(a);INS(a);DEL(i)
beður;beði;beðDEL(ur)INS(i);INS(i);DEL(ur)
stampur;stampa;stampDEL(ur)INS(a);INS(a);DEL(ur)
hjartastillir;hjartastilla;hjartastillDEL(ir)INS(a);INS(a);DEL(ir)
ey;eyja;eyINS(ja);INS(ja);
gælunafn;gælunöfnum;gælunDEL(a)INS(ö)fnINS(um);INS(ö),INS(um);DEL(a)
goggur;gogg;goggDEL(ur);;DEL(ur)
skýrsla;skýrslurnar;skýrslINS(urn)aINS(r);INS(urn),INS(r);
hrognamál;hrognamál;hrognamál;;
hrak;hrökum;hrDEL(a)INS(ö)kINS(um);INS(ö),INS(um);DEL(a)
sjálfsmynd;sjálfsmynd;sjálfsmynd;;
smáorð;smáorð;smáorð;;
gáta;gátuna;gátINS(un)a;INS(un);
útland;útlöndum;útlDEL(a)INS(ö)ndINS(um);INS(ö),INS(um);DEL(a)
fróa;fróaði;fróaINS(ði);INS(ði);
verkstæði;verkstæði;verkstæði;;
lög;laganna;lDEL(ö)INS(a)gINS(anna);INS(a),INS(anna);DEL(ö)
hæka;hækunnar;hækINS(unn)aINS(r);INS(unn),INS(r);
svampur;svampanna;svampDEL(ur)INS(anna);INS(anna);DEL(ur)
mús;músunum;músINS(unum);INS(unum);
einstaklingur;einstaklingurinn;einstaklingurINS(inn);INS(inn);
klak;klak;klak;;
baun;baununum;baunINS(unum);INS(unum);
undirheiti;undirheitum;undirheitDEL(i)INS(um);INS(um);DEL(i)
drýgja;drýgir;drýgDEL(ja)INS(ir);INS(ir);DEL(ja)
páskar;páskum;páskDEL(ar)INS(um);INS(um);DEL(ar)
dekk;dekksins;dekkINS(sins);INS(sins);
buga;buguðum;bugDEL(a)INS(uðum);INS(uðum);DEL(a)
stálull;stálullar;stálullINS(ar);INS(ar);
karst;karstið;karstINS(ið);INS(ið);
slydda;slydduna;slyddINS(un)a;INS(un);
gámur;gáminn;gámDEL(ur)INS(inn);INS(inn);DEL(ur)
olla;olli;ollDEL(a)INS(i);INS(i);DEL(a)
hanna;hanni;hannDEL(a)INS(i);INS(i);DEL(a)
aga;agaðir;agaINS(ðir);INS(ðir);
krafa;kröfu;krDEL(afa)INS(öfu);INS(öfu);DEL(afa)
hviða;hviðuna;hviðINS(un)a;INS(un);
affosfórun;affosfórananna;affosfórDEL(u)INS(anan)nINS(a);INS(anan),INS(a);DEL(u)
múr;múrana;múrINS(ana);INS(ana);
miðjarðarhafslanga;miðjarðarhafslangan;miðjarðarhafslangaINS(n);INS(n);
tjarga;tjargandi;tjargaINS(ndi);INS(ndi);
örbylgja;örbylgjan;örbylgjaINS(n);INS(n);
fjallgarður;fjallgarður;fjallgarður;;
kommi;kommar;kommDEL(i)INS(ar);INS(ar);DEL(i)
framvinda;framvindu;framvindDEL(a)INS(u);INS(u);DEL(a)
tunglmyrkvi;tunglmyrkvanum;tunglmyrkvDEL(i)INS(anum);INS(anum);DEL(i)
vátryggja;vátryggið;vátryggDEL(ja)INS(ið);INS(ið);DEL(ja)
skrápdýr;skrápdýrinu;skrápdýrINS(inu);INS(inu);
rás;rásina;rásINS(ina);INS(ina);
stýri;stýranna;stýrDEL(i)INS(anna);INS(anna);DEL(i)
strumpur;strumpinum;strumpINS(in)uDEL(r)INS(m);INS(in),INS(m);DEL(r)
engill;englarnir;engDEL(il)lINS(arnir);INS(arnir);DEL(il)
gjóður;gjóðana;gjóðDEL(ur)INS(ana);INS(ana);DEL(ur)
vefsíða;vefsíðu;vefsíðDEL(a)INS(u);INS(u);DEL(a)
brestur;bresti;brestDEL(ur)INS(i);INS(i);DEL(ur)
belgja;belgjum;belgjDEL(a)INS(um);INS(um);DEL(a)
magn;mögnunum;mDEL(a)INS(ö)gnINS(unum);INS(ö),INS(unum);DEL(a)
freyðivín;freyðivínum;freyðivínINS(um);INS(um);
bur;buri;burINS(i);INS(i);
verjandi;verjendanna;verjINS(end)anDEL(di)INS(na);INS(end),INS(na);DEL(di)
sólarupprás;sólarupprás;sólarupprás;;
skækja;skækjum;skækjDEL(a)INS(um);INS(um);DEL(a)
maðkur;maðkana;maðkDEL(ur)INS(ana);INS(ana);DEL(ur)
slaka;slakaði;slakaINS(ði);INS(ði);
eista;eistnanna;eistINS(nann)a;INS(nann);
algildistákn;algildistákna;algildistáknINS(a);INS(a);
Króati;Króatans;KróatDEL(i)INS(ans);INS(ans);DEL(i)
flygill;flygilinn;flygiDEL(l)lINS(inn);INS(inn);DEL(l)
múli;múlana;múlDEL(i)INS(ana);INS(ana);DEL(i)
framhjáhlaup;framhjáhlaupin;framhjáhlaupINS(in);INS(in);
stofn;stofn;stofn;;
fitfugl;fuglanna;DEL(fit)fuglINS(anna);INS(anna);DEL(fit)
kisa;kisurnar;kisINS(urn)aINS(r);INS(urn),INS(r);
hljómsveit;hljómsveitin;hljómsveitINS(in);INS(in);
hnakkur;hnakkarnir;hnakkDEL(u)INS(arni)r;INS(arni);DEL(u)
súlukóngur;súlukóngarnir;súlukóngDEL(u)INS(arni)r;INS(arni);DEL(u)
toga;toguðum;togDEL(a)INS(uðum);INS(uðum);DEL(a)
pönnukaka;pönnukökunum;pönnukDEL(aka)INS(ökunum);INS(ökunum);DEL(aka)
andheiti;andheiti;andheiti;;
gervi;gervin;gerviINS(n);INS(n);
valmúi;valmúinn;valmúiINS(nn);INS(nn);
riddari;riddari;riddari;;
frauð;frauð;frauð;;
þollur;þollur;þollur;;
reyna;reyndum;reynDEL(a)INS(dum);INS(dum);DEL(a)
lax;laxar;laxINS(ar);INS(ar);
sagnfræði;sagnfræði;sagnfræði;;
tækifæri;tækifærisins;tækifæriINS(sins);INS(sins);
augnfró;augnfrórnar;augnfróINS(rnar);INS(rnar);
kosning;kosningarnar;kosningINS(arnar);INS(arnar);
undiroka;undiroka;undiroka;;
krókódíll;krókódílanna;krókódíDEL(l)lINS(anna);INS(anna);DEL(l)
vinur;vinarins;vinDEL(u)INS(a)rINS(ins);INS(a),INS(ins);DEL(u)
læra;lærði;lærDEL(a)INS(ði);INS(ði);DEL(a)
andlangur;andlang;andlangDEL(ur);;DEL(ur)
rokkur;rokka;rokkDEL(ur)INS(a);INS(a);DEL(ur)
styrkja;styrkti;styrkDEL(ja)INS(ti);INS(ti);DEL(ja)
helta;heltum;heltDEL(a)INS(um);INS(um);DEL(a)
teygjudýr;teygjudýra;teygjudýrINS(a);INS(a);
mylla;myllu;myllDEL(a)INS(u);INS(u);DEL(a)
sálmabók;sálmabókar;sálmabókINS(ar);INS(ar);
fleygja;fleygjandi;fleygjaINS(ndi);INS(ndi);
námsmaður;námsmannsins;námsmaDEL(ður)INS(nnsins);INS(nnsins);DEL(ður)
klerkur;klerki;klerkDEL(ur)INS(i);INS(i);DEL(ur)
