Source;Target;Combined;Inserts;Deletes;Grammar
albiventris;albiventria;albiventriDEL(s)INS(a);INS(a);DEL(s);ADJ,VOC,NEUT,PL
lutetianus;lutetianārum;lutetianINS(ār)uDEL(s)INS(m);INS(ār),INS(m);DEL(s);ADJ,GEN,FEM,PL
obstrepo;obstrepent;obstrepDEL(o)INS(ent);INS(ent);DEL(o);V,IND,FUT,3,PL
sollemnitas;sollemnitās;sollemnitDEL(a)INS(ā)s;INS(ā);DEL(a);N,VOC,SG
conquesto;conquestābimur;conquestDEL(o)INS(ābimur);INS(ābimur);DEL(o);V,IND,PASS,FUT,1,PL
jaculatio;jaculātiōnum;jaculDEL(a)INS(ā)tiDEL(o)INS(ōnum);INS(ā),INS(ōnum);DEL(a),DEL(o);N,GEN,PL
inconsutilis;inconsūtilibus;inconsDEL(u)INS(ū)tiliINS(bu)s;INS(ū),INS(bu);DEL(u);ADJ,DAT,NEUT,SG
dominicus;dominicum;dominicuDEL(s)INS(m);INS(m);DEL(s);ADJ,NOM,NEUT,SG
scrupulosus;scrūpulōsōrum;scrDEL(u)INS(ū)pulDEL(osu)INS(ō)sINS(ōrum);INS(ū),INS(ō),INS(ōrum);DEL(u),DEL(osu);ADJ,GEN,NEUT,PL
conlaboro;conlabōrātis;conlabDEL(oro)INS(ōrātis);INS(ōrātis);DEL(oro);V,IND,PRS,2,PL
exolvo;exolverimus;exolvDEL(o)INS(erimus);INS(erimus);DEL(o);V,IND,FUT,1,PL,PRF
spissitudo;spissitūdō;spissitDEL(udo)INS(ūdō);INS(ūdō);DEL(udo);N,NOM,SG
contumacior;contumāciōra;contumINS(āciōr)aDEL(cior);INS(āciōr);DEL(cior);ADJ,ACC,NEUT,PL
ebriolatus;ēbriolātīs;DEL(e)INS(ē)briolDEL(atu)INS(ātī)s;INS(ē),INS(ātī);DEL(e),DEL(atu);ADJ,DAT,NEUT,SG
conpugno;conpugnāre;conpugnDEL(o)INS(āre);INS(āre);DEL(o);V,NFIN
atheniensis;athēniensium;athDEL(e)INS(ē)niensiDEL(s)INS(um);INS(ē),INS(um);DEL(e),DEL(s);ADJ,GEN,NEUT,SG
apparatissimus;apparātissimārum;apparDEL(a)INS(ā)tissimINS(ār)uDEL(s)INS(m);INS(ā),INS(ār),INS(m);DEL(a),DEL(s);ADJ,GEN,FEM,PL
inofficialis;inofficiālia;inofficINS(iāl)iaDEL(lis);INS(iāl);DEL(lis);ADJ,NOM,NEUT,PL
rivalitas;rīvālitātem;rDEL(iva)INS(īvā)litDEL(as)INS(ātem);INS(īvā),INS(ātem);DEL(iva),DEL(as);N,GEN,SG
segrego;sēgregābimus;sDEL(e)INS(ē)gregDEL(o)INS(ābimus);INS(ē),INS(ābimus);DEL(e),DEL(o);V,IND,FUT,1,PL
maturior;mātūriōra;mINS(ātūriōr)aDEL(turior);INS(ātūriōr);DEL(turior);ADJ,VOC,NEUT,PL
complexo;complexētur;complexDEL(o)INS(ētur);INS(ētur);DEL(o);V,SBJV,PASS,PRS,3,SG
ravus;rāvōrum;rDEL(avus)INS(āvōrum);INS(āvōrum);DEL(avus);ADJ,GEN,NEUT,PL
operimentum;operīmentō;operDEL(i)INS(ī)mentDEL(um)INS(ō);INS(ī),INS(ō);DEL(i),DEL(um);N,ABL,SG
quadripartio;quadripartīminī;quadripartINS(īm)iDEL(o)INS(nī);INS(īm),INS(nī);DEL(o);V,IND,PASS,PRS,2,PL
taeniatus;taeniātum;taeniDEL(a)INS(ā)tuDEL(s)INS(m);INS(ā),INS(m);DEL(a),DEL(s);ADJ,NOM,NEUT,SG
ludicrus;lūdicrae;lDEL(u)INS(ū)dicrDEL(us)INS(ae);INS(ū),INS(ae);DEL(u),DEL(us);ADJ,GEN,FEM,SG
adfodio;adfoderēminī;adfodINS(erēm)iDEL(o)INS(nī);INS(erēm),INS(nī);DEL(o);V,SBJV,PASS,PST,2,PL,IPFV
burkgravius;burkgrāviīs;burkgrDEL(a)INS(ā)viDEL(u)INS(ī)s;INS(ā),INS(ī);DEL(a),DEL(u);N,DAT,PL
participo;participāverat;participDEL(o)INS(āverat);INS(āverat);DEL(o);V,IND,PST,3,SG,PRF
deductivus;dēductīvō;dDEL(e)INS(ē)ductDEL(ivus)INS(īvō);INS(ē),INS(īvō);DEL(e),DEL(ivus);ADJ,ABL,MASC,SG
ebeninus;ebenina;ebeninDEL(us)INS(a);INS(a);DEL(us);ADJ,NOM,FEM,SG
maledicentissimus;maledīcēntissimīs;maledDEL(ice)INS(īcē)ntissimDEL(u)INS(ī)s;INS(īcē),INS(ī);DEL(ice),DEL(u);ADJ,DAT,NEUT,SG
interpungo;interpungētis;interpungDEL(o)INS(ētis);INS(ētis);DEL(o);V,IND,FUT,2,PL
dissimus;dissimum;dissimuDEL(s)INS(m);INS(m);DEL(s);ADJ,ACC,MASC,SG
refringo;rēfrēgerat;rDEL(e)INS(ē)frDEL(ingo)INS(ēgerat);INS(ē),INS(ēgerat);DEL(e),DEL(ingo);V,IND,PST,3,SG,PRF
cyperus;cypērī;cypDEL(erus)INS(ērī);INS(ērī);DEL(erus);N,NOM,PL
adlevamentum;adlevāmentī;adlevDEL(a)INS(ā)mentDEL(um)INS(ī);INS(ā),INS(ī);DEL(a),DEL(um);N,GEN,SG
pravitas;prāvitātibus;prDEL(a)INS(ā)vitDEL(a)INS(ātibu)s;INS(ā),INS(ātibu);DEL(a),DEL(a);N,DAT,PL
scruto;scrūtāret;scrDEL(u)INS(ūtāre)tDEL(o);INS(ūtāre);DEL(u),DEL(o);V,SBJV,PST,3,SG,IPFV
comparativus;comparātīvīs;comparDEL(ativu)INS(ātīvī)s;INS(ātīvī);DEL(ativu);ADJ,DAT,NEUT,SG
depreco;dēprecābās;dDEL(e)INS(ē)precDEL(o)INS(ābās);INS(ē),INS(ābās);DEL(e),DEL(o);V,IND,PST,2,SG,IPFV
angusto;angustābitur;angustDEL(o)INS(ābitur);INS(ābitur);DEL(o);V,IND,PASS,FUT,3,SG
usura;ūsūrae;DEL(usu)INS(ūsū)raINS(e);INS(ūsū),INS(e);DEL(usu);N,VOC,PL
attracto;attractās;attractDEL(o)INS(ās);INS(ās);DEL(o);V,IND,PRS,2,SG
pullulo;pullulāvissētis;pullulDEL(o)INS(āvissētis);INS(āvissētis);DEL(o);V,SBJV,PST,2,PL,PRF
dejugo;dējugāverant;dDEL(e)INS(ē)jugDEL(o)INS(āverant);INS(ē),INS(āverant);DEL(e),DEL(o);V,IND,PST,3,PL,PRF
arcesso;arcessēbāminī;arcessDEL(o)INS(ēbāminī);INS(ēbāminī);DEL(o);V,IND:PASS,PST,2,PL,IPFV
excalceo;excalceāmus;excalceDEL(o)INS(āmus);INS(āmus);DEL(o);V,IND,PRS,1,PL
dissupo;dissupābitur;dissupDEL(o)INS(ābitur);INS(ābitur);DEL(o);V,IND,PASS,FUT,3,SG
epilogus;epilogum;epiloguDEL(s)INS(m);INS(m);DEL(s);N,ACC,SG
consparsio;cōnsparsiō;cDEL(o)INS(ō)nsparsiDEL(o)INS(ō);INS(ō),INS(ō);DEL(o),DEL(o);N,NOM,SG
praefoco;praefōcāre;praefDEL(oco)INS(ōcāre);INS(ōcāre);DEL(oco);V,IMP,PASS,PRS,3,SG
omnigenus;omnigenās;omnigenDEL(u)INS(ā)s;INS(ā);DEL(u);ADJ,ACC,FEM,PL
siccus;sicca;siccDEL(us)INS(a);INS(a);DEL(us);ADJ,NOM,FEM,SG
praecuro;praecūrāvisset;praecDEL(uro)INS(ūrāvisset);INS(ūrāvisset);DEL(uro);V,SBJV,PST,3,SG,PRF
leptophyllus;leptophyllī;leptophyllDEL(us)INS(ī);INS(ī);DEL(us);ADJ,NOM,MASC,PL
elaboro;ēlabōrābitis;DEL(e)INS(ē)labDEL(oro)INS(ōrābitis);INS(ē),INS(ōrābitis);DEL(e),DEL(oro);V,IND,FUT,2,PL
pudorosus;pudōrōsō;pudDEL(orosu)INS(ōrō)sINS(ō);INS(ōrō),INS(ō);DEL(orosu);ADJ,DAT,FEM,SG
conpellatio;conpellātiōne;conpellDEL(a)INS(ā)tiDEL(o)INS(ōne);INS(ā),INS(ōne);DEL(a),DEL(o);N,ABL,SG
foliaticum;foliāticō;foliDEL(a)INS(ā)ticDEL(um)INS(ō);INS(ā),INS(ō);DEL(a),DEL(um);N,DAT,SG
cernuus;cernua;cernuDEL(us)INS(a);INS(a);DEL(us);ADJ,VOC,NEUT,PL
retrocedo;retrōcēditis;retrDEL(ocedo)INS(ōcēditis);INS(ōcēditis);DEL(ocedo);V,IND,PRS,2,PL
progigno;prōgignit;prDEL(o)INS(ō)gignDEL(o)INS(it);INS(ō),INS(it);DEL(o),DEL(o);V,IND,PRS,3,SG
oregonensis;oregonense;oregonenDEL(si)sINS(e);INS(e);DEL(si);ADJ,VOC,NEUT,SG
linio;linīret;linDEL(io)INS(īret);INS(īret);DEL(io);V,SBJV,PST,3,SG,IPFV
fucosus;fūcōsī;fDEL(ucosu)INS(ūcō)sINS(ī);INS(ūcō),INS(ī);DEL(ucosu);ADJ,GEN,MASC,SG
culex;culicēs;culDEL(ex)INS(icēs);INS(icēs);DEL(ex);N,VOC,PL
perjurus;perjūra;perjDEL(urus)INS(ūra);INS(ūra);DEL(urus);ADJ,VOC,NEUT,PL
sericatus;sēricātōrum;sDEL(e)INS(ē)ricDEL(atus)INS(ātōrum);INS(ē),INS(ātōrum);DEL(e),DEL(atus);ADJ,GEN,MASC,PL
pecuniosissimus;pecūniōsissima;pecDEL(u)INS(ū)niDEL(o)INS(ō)sissimDEL(us)INS(a);INS(ū),INS(ō),INS(a);DEL(u),DEL(o),DEL(us);ADJ,NOM,NEUT,PL
rarefacio;rarefaciāmus;rarefaciDEL(o)INS(āmus);INS(āmus);DEL(o);V,SBJV,PRS,1,PL
rubicundior;rubicundius;rubicundiDEL(or)INS(us);INS(us);DEL(or);ADJ,NOM,NEUT,SG
algosus;algōsa;algDEL(osu)INS(ō)sINS(a);INS(ō),INS(a);DEL(osu);ADJ,ACC,NEUT,PL
meracissimus;merācissimum;merDEL(a)INS(ā)cissimuDEL(s)INS(m);INS(ā),INS(m);DEL(a),DEL(s);ADJ,NOM,NEUT,SG
augustior;augustiōra;augustiDEL(o)INS(ō)rINS(a);INS(ō),INS(a);DEL(o);ADJ,NOM,NEUT,PL
emano;ēmānentur;INS(ēmān)eDEL(ma)nDEL(o)INS(tur);INS(ēmān),INS(tur);DEL(ma),DEL(o);V,SBJV,PASS,PRS,3,PL
thesaurizo;thēsaurizābis;thDEL(e)INS(ē)saurizDEL(o)INS(ābis);INS(ē),INS(ābis);DEL(e),DEL(o);V,IND,FUT,2,SG
percenseo;percēnsuerītis;percDEL(e)INS(ē)nsINS(u)eDEL(o)INS(rītis);INS(ē),INS(u),INS(rītis);DEL(e),DEL(o);V,SBJV,PST,2,PL,PFV
rallus;rallō;rallDEL(us)INS(ō);INS(ō);DEL(us);ADJ,DAT,FEM,SG
songoricus;songoricō;songoricDEL(us)INS(ō);INS(ō);DEL(us);ADJ,DAT,MASC,SG
vastus;vasta;vastDEL(us)INS(a);INS(a);DEL(us);ADJ,VOC,FEM,SG
decurro;dēcurruntō;dDEL(e)INS(ē)currDEL(o)INS(untō);INS(ē),INS(untō);DEL(e),DEL(o);V,IMP,FUT,3,PL
crebritudo;crēbritūdinibus;crDEL(e)INS(ē)britINS(ūdinib)uDEL(do)INS(s);INS(ē),INS(ūdinib),INS(s);DEL(e),DEL(do);N,DAT,PL
austronesicus;austronesicō;austronesicDEL(us)INS(ō);INS(ō);DEL(us);ADJ,DAT,MASC,SG
renuo;renueram;renuDEL(o)INS(eram);INS(eram);DEL(o);V,IND,PST,1,SG,PRF
subverso;subversāvit;subversDEL(o)INS(āvit);INS(āvit);DEL(o);V,IND,PST,3,SG,PFV
gentilitius;gentīlitiae;gentDEL(i)INS(ī)litiDEL(us)INS(ae);INS(ī),INS(ae);DEL(i),DEL(us);ADJ,GEN,FEM,SG
turquinensis;turquinensem;turquinenDEL(si)sINS(em);INS(em);DEL(si);ADJ,ACC,MASC/FEM,SG
provocatrix;prōvocātrīce;prDEL(o)INS(ō)vocDEL(a)INS(ā)trDEL(ix)INS(īce);INS(ō),INS(ā),INS(īce);DEL(o),DEL(a),DEL(ix);N,ABL,SG
inpolitus;inpolītī;inpolDEL(itus)INS(ītī);INS(ītī);DEL(itus);ADJ,NOM,MASC,PL
adnuo;adnuerem;adnuDEL(o)INS(erem);INS(erem);DEL(o);V,SBJV,PST,1,SG,IPFV
infaustus;īnfaustīs;DEL(i)INS(ī)nfaustDEL(u)INS(ī)s;INS(ī),INS(ī);DEL(i),DEL(u);ADJ,ABL, PL
retego;retegar;retegDEL(o)INS(ar);INS(ar);DEL(o);V,SBJV,PASS,PRS,1,SG
occisio;occīsiōnum;occDEL(i)INS(ī)siDEL(o)INS(ōnum);INS(ī),INS(ōnum);DEL(i),DEL(o);N,GEN,PL
petisso;petissīvissēmus;petisINS(sīvissēmu)sDEL(o);INS(sīvissēmu);DEL(o);V,SBJV,PST,1,PL,PRF
immitto;immiseram;immiDEL(tto)INS(seram);INS(seram);DEL(tto);V,IND,PST,1,SG,PRF
minium;minium;minium;;;N,NOM,SG
acrolasius;acrolasiī;acrolasiDEL(us)INS(ī);INS(ī);DEL(us);ADJ,NOM,MASC,PL
obsecundo;obsecundābitis;obsecundDEL(o)INS(ābitis);INS(ābitis);DEL(o);V,IND,FUT,2,PL
subverto;subvertent;subverINS(ten)tDEL(o);INS(ten);DEL(o);V,IND,FUT,3,PL
undulo;undulās;undulDEL(o)INS(ās);INS(ās);DEL(o);V,IND,PRS,2,SG
cornubicus;cornubicō;cornubicDEL(us)INS(ō);INS(ō);DEL(us);ADJ,DAT,MASC,SG
merso;mersāverāmus;merINS(sāverāmu)sDEL(o);INS(sāverāmu);DEL(o);V,IND,PST,1,PL,PRF
complaceo;complacuerint;complacINS(u)eDEL(o)INS(rint);INS(u),INS(rint);DEL(o);V,IND,FUT,3,PL,PRF
adaquo;adaquābunt;adaquDEL(o)INS(ābunt);INS(ābunt);DEL(o);V,IND,FUT,3,PL
malesanus;malesānōrum;maleDEL(sanu)sINS(ānōrum);INS(ānōrum);DEL(sanu);ADJ,GEN,NEUT,PL
coma;comārum;coINS(māru)mDEL(a);INS(māru);DEL(a);N,GEN,PL
procurro;prōcurrit;prDEL(o)INS(ō)currDEL(o)INS(it);INS(ō),INS(it);DEL(o),DEL(o);V,IND,PRS,3,SG
extractum;extractī;extractDEL(um)INS(ī);INS(ī);DEL(um);N,GEN,SG
sabrinus;sabrinā;sabrinDEL(us)INS(ā);INS(ā);DEL(us);ADJ,ABL,FEM,SG
infarcio;īnfarsistī;DEL(i)INS(ī)nfarDEL(cio)INS(sistī);INS(ī),INS(sistī);DEL(i),DEL(cio);V,IND,PST,2,SG,PFV
succingo;succinxērunt;succinDEL(go)INS(xērunt);INS(xērunt);DEL(go);V,IND,PST,3,PL,PFV
celerrimus;celerrimam;celerriINS(ma)mDEL(us);INS(ma);DEL(us);ADJ,ACC,FEM,SG
motivus;mōtivōrum;mDEL(o)INS(ō)tivINS(ōr)uDEL(s)INS(m);INS(ō),INS(ōr),INS(m);DEL(o),DEL(s);ADJ,GEN,MASC,PL
cordus;corda;cordDEL(us)INS(a);INS(a);DEL(us);ADJ,ACC,NEUT,PL
crispo;crispābis;crispDEL(o)INS(ābis);INS(ābis);DEL(o);V,IND,FUT,2,SG
exquisitio;exquisitiōnēs;exquisitiDEL(o)INS(ōnēs);INS(ōnēs);DEL(o);N,ACC,PL
instructor;īnstructōrī;DEL(i)INS(ī)nstructDEL(o)INS(ō)rINS(ī);INS(ī),INS(ō),INS(ī);DEL(i),DEL(o);N,DAT,SG
semisomnus;sēmisomnum;sDEL(e)INS(ē)misomnuDEL(s)INS(m);INS(ē),INS(m);DEL(e),DEL(s);ADJ,NOM,NEUT,SG
propugno;prōpugnētis;prDEL(o)INS(ō)pugnDEL(o)INS(ētis);INS(ō),INS(ētis);DEL(o),DEL(o);V,SBJV,PRS,2,PL
portendo;portenderit;portendDEL(o)INS(erit);INS(erit);DEL(o);V,SBJV,PST,3,SG,PFV
longinquus;longinquō;longinquDEL(us)INS(ō);INS(ō);DEL(us);ADJ,DAT,MASC,SG
perfrico;perfricantō;perfricDEL(o)INS(antō);INS(antō);DEL(o);V,IMP,FUT,3,PL
anteverto;anteverterim;antevertDEL(o)INS(erim);INS(erim);DEL(o);V,SBJV,PST,1,SG,PFV
leonatus;leōnātā;leDEL(onatus)INS(ōnātā);INS(ōnātā);DEL(onatus);ADJ,ABL,FEM,SG
triplico;trīplicem;trDEL(i)INS(ī)plicDEL(o)INS(em);INS(ī),INS(em);DEL(i),DEL(o);V,SBJV,PRS,1,SG
obtundo;obtundēris;obtundDEL(o)INS(ēris);INS(ēris);DEL(o);V,IND,PASS,FUT,2,SG
glabrirostris;glabrirostrēs;glabrirostrDEL(i)INS(ē)s;INS(ē);DEL(i);ADJ,ACC,MASC/FEM,PL
pertenuis;pertenuēs;pertenuDEL(i)INS(ē)s;INS(ē);DEL(i);ADJ,VOC,MASC/FEM,PL
adfigo;adfīgātur;adfDEL(igo)INS(īgātur);INS(īgātur);DEL(igo);V,SBJV,PASS,PRS,3,SG
craccivorus;craccivora;craccivorDEL(us)INS(a);INS(a);DEL(us);ADJ,VOC,FEM,SG
