Source;Target;Combined;Inserts;Deletes;Grammar
porter;portassa;portDEL(er)INS(assa);INS(assa);DEL(er);V,3,PL,SBJV,PST,IPFV
cumander;cumandovan;cumandDEL(er)INS(ovan);INS(ovan);DEL(er);V,IND,PST,1,PL,IPFV
vegnì;vegnivan;vegINS(niva)nDEL(ì);INS(niva);DEL(ì);V,IND,PST,1,PL,IPFV
corompe;corompesse;corompINS(ess)e;INS(ess);;V,1,SG,SBJV,PST,IPFV
coordiner;coordineia;coordineDEL(r)INS(ia);INS(ia);DEL(r);V,2,SG,NFIN,LGSPEC2
terjer;terjeis;terjeDEL(r)INS(is);INS(is);DEL(r);V,2,PL,SBJV,PRS
sotscriver;sotscriv;sotscrivDEL(er);;DEL(er);V,2,SG,NFIN
desgorjer;desgorjove;desgorjINS(ov)eDEL(r);INS(ov);DEL(r);V,IND,PST,1,SG,IPFV
ester;ester;ester;;;V,NFIN
manifester;manifestasse;manifestINS(ass)eDEL(r);INS(ass);DEL(r);V,1,SG,SBJV,PST,IPFV
cumporter;cumportes;cumporteDEL(r)INS(s);INS(s);DEL(r);V,IND,PRS,2,SG,LGSPEC1
reurganiser;reurganisarà;reurganisDEL(e)INS(a)rINS(à);INS(a),INS(à);DEL(e);V,3,PL,IND,FUT
defrenzier;defrenziarà;defrenziDEL(e)INS(a)rINS(à);INS(a),INS(à);DEL(e);V,3,PL,IND,FUT
coster;coston;costDEL(er)INS(on);INS(on);DEL(er);V,1,PL,SBJV,PRS
ressolver;ressolvé;ressolvDEL(er)INS(é);INS(é);DEL(er);V,NFIN,LGSPEC2
marider;maridassa;maridDEL(er)INS(assa);INS(assa);DEL(er);V,3,PL,SBJV,PST,IPFV
porter;portede;portINS(ed)eDEL(r);INS(ed);DEL(r);V,2,PL,NFIN
reurganiser;reurganisasses;reurganiINS(sas)seDEL(r)INS(s);INS(sas),INS(s);DEL(r);V,2,SG,SBJV,PST,IPFV
cherder;cherdassa;cherdDEL(er)INS(assa);INS(assa);DEL(er);V,3,SG,SBJV,PST,IPFV
comunicher;comunicharas;comunichDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
tramuder;tramudaras;tramudDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
cruzier;cruzieis;cruzieDEL(r)INS(is);INS(is);DEL(r);V,2,PL,SBJV,PRS
spartir;spart;spartDEL(ir);;DEL(ir);V,IND,PRS,3,PL,LGSPEC1
parteziper;parteziparé;partezipDEL(e)INS(a)rINS(é);INS(a),INS(é);DEL(e);V,1,SG,IND,FUT
azerter;azerté;azertDEL(er)INS(é);INS(é);DEL(er);V,NFIN,LGSPEC2
aussei;aussesse;auINS(sse)sseDEL(i);INS(sse);DEL(i);V,1,SG,SBJV,PST,IPFV
danejer;danejon;danejDEL(er)INS(on);INS(on);DEL(er);V,1,PL,SBJV,PRS
comunicher;comunicher;comunicher;;;V,NFIN,LGSPEC1
renunzier;renunzieies;renunzieDEL(r)INS(ies);INS(ies);DEL(r);V,IND,PRS,2,SG,LGSPEC2
ndrezer;ndrezassa;ndrezDEL(er)INS(assa);INS(assa);DEL(er);V,3,PL,SBJV,PST,IPFV
cuntroler;cuntrolé;cuntrolDEL(er)INS(é);INS(é);DEL(er);V,NFIN,LGSPEC2
cherder;cherdaron;cherdDEL(e)INS(a)rINS(on);INS(a),INS(on);DEL(e);V,1,PL,IND,FUT
capir;capide;capiDEL(r)INS(de);INS(de);DEL(r);V,2,PL,NFIN
vedei;vedessan;vedeDEL(i)INS(ssan);INS(ssan);DEL(i);V,1,PL,SBJV,PST,IPFV
entenjer;entenj;entenjDEL(er);;DEL(er);V,IND,PRS,3,SG
seurander;seurande;seurandeDEL(r);;DEL(r);V,1,SG,SBJV,PRS,LGSPEC1
muder;mudede;muINS(de)deDEL(r);INS(de);DEL(r);V,2,PL,NFIN
adurver;adurvova;adurvDEL(er)INS(ova);INS(ova);DEL(er);V,IND,PST,3,PL,IPFV
udir;udivais;udiDEL(r)INS(vais);INS(vais);DEL(r);V,IND,PST,2,PL,IPFV
populer;popule;populeDEL(r);;DEL(r);V,1,SG,SBJV,PRS,LGSPEC1
meter;metove;metINS(ov)eDEL(r);INS(ov);DEL(r);V,IND,PST,1,SG,IPFV
manifester;manifesteis;manifesteDEL(r)INS(is);INS(is);DEL(r);V,IND,PRS,2,PL
dovei;dovessa;doveDEL(i)INS(ssa);INS(ssa);DEL(i);V,3,SG,SBJV,PST,IPFV,LGSPEC2
cogner;cogneies;cogneDEL(r)INS(ies);INS(ies);DEL(r);V,IND,PRS,2,SG,LGSPEC2
dejeujer;dejëujassa;dejDEL(e)INS(ë)ujDEL(er)INS(assa);INS(ë),INS(assa);DEL(e),DEL(er);V,3,PL,SBJV,PST,IPFV
autoriser;autorise;autoriseDEL(r);;DEL(r);V,3,SG,SBJV,PRS,LGSPEC1
scuter;scouteia;scINS(o)uteDEL(r)INS(ia);INS(o),INS(ia);DEL(r);V,IND,PRS,3,SG,LGSPEC2
corompe;coromp;corompDEL(e);;DEL(e);V,IND,PRS,3,PL
prejenter;prejentaras;prejentDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
cundaner;cundane;cundaneDEL(r);;DEL(r);V,3,SG,SBJV,PRS,LGSPEC1
viuler;viuleia;viuleDEL(r)INS(ia);INS(ia);DEL(r);V,IND,PRS,3,PL,LGSPEC2
publicher;publichassa;publichDEL(er)INS(assa);INS(assa);DEL(er);V,3,SG,SBJV,PST,IPFV
registrer;registreia;registreDEL(r)INS(ia);INS(ia);DEL(r);V,IND,PRS,3,SG,LGSPEC2
eserziter;eserziton;eserzitDEL(er)INS(on);INS(on);DEL(er);V,IND,PRS,1,PL
rester;restassa;restDEL(er)INS(assa);INS(assa);DEL(er);V,3,SG,SBJV,PST,IPFV
arjonjer;arjonjova;arjonjDEL(er)INS(ova);INS(ova);DEL(er);V,IND,PST,3,SG,IPFV
gaujer;gaujovan;gaujDEL(er)INS(ovan);INS(ovan);DEL(er);V,IND,PST,1,PL,IPFV
furmer;furmes;furmeDEL(r)INS(s);INS(s);DEL(r);V,IND,PRS,2,SG,LGSPEC1
azerter;azerte;azerteDEL(r);;DEL(r);V,IND,PRS,1,SG,LGSPEC1
adoter;adoteie;adotINS(ei)eDEL(r);INS(ei);DEL(r);V,3,SG,SBJV,PRS,LGSPEC2
spartir;spartesce;spartDEL(ir)INS(esce);INS(esce);DEL(ir);V,3,PL,SBJV,PRS,LGSPEC2
rejoner;rejoneies;rejoneDEL(r)INS(ies);INS(ies);DEL(r);V,2,SG,SBJV,PRS,LGSPEC2
renunzier;renunziova;renunziDEL(er)INS(ova);INS(ova);DEL(er);V,IND,PST,3,SG,IPFV
reverir;reverirà;reverirINS(à);INS(à);;V,3,SG,IND,FUT
danejer;daneja;danejDEL(er)INS(a);INS(a);DEL(er);V,IND,PRS,3,SG,LGSPEC1
fisser;fissa;fissDEL(er)INS(a);INS(a);DEL(er);V,IND,PRS,3,SG,LGSPEC1
delibrer;delibrove;delibrINS(ov)eDEL(r);INS(ov);DEL(r);V,IND,PST,1,SG,IPFV
coster;costeie;costINS(ei)eDEL(r);INS(ei);DEL(r);V,1,SG,SBJV,PRS,LGSPEC2
rater;raton;ratDEL(er)INS(on);INS(on);DEL(er);V,1,PL,SBJV,PRS
respuender;respuendaras;respuendDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
delibrer;delibron;delibDEL(re)rINS(on);INS(on);DEL(re);V,1,PL,SBJV,PRS
coordener;coordene;coordeneDEL(r);;DEL(r);V,IND,PRS,1,SG,LGSPEC1
fé;fajede;fDEL(é)INS(ajede);INS(ajede);DEL(é);V,2,PL,NFIN
sponjer;sponjessan;sponjeDEL(r)INS(ssan);INS(ssan);DEL(r);V,1,PL,SBJV,PST,IPFV
determiner;determiné;determinDEL(er)INS(é);INS(é);DEL(er);V.PTCP,PST
autoriser;autorise;autoriseDEL(r);;DEL(r);V,1,SG,SBJV,PRS,LGSPEC1
dormir;dormesce;dormDEL(ir)INS(esce);INS(esce);DEL(ir);V,1,SG,SBJV,PRS,LGSPEC2
revucher;revucheie;revuchINS(ei)eDEL(r);INS(ei);DEL(r);V,IND,PRS,1,SG,LGSPEC2
atuer;atuon;atuDEL(er)INS(on);INS(on);DEL(er);V,IND,PRS,1,PL
garantir;garantiré;garantirINS(é);INS(é);;V,1,SG,IND,FUT
