Source;Target;Combined;Inserts;Deletes;Grammar
móráil;móráil;móráil;;;N,DAT,SG
vardrús;vardrús;vardrús;;;N,GEN,PL
iascaireacht;iascaireachta;iascaireachtINS(a);INS(a);;N,GEN,SG
crónaluadar;crónaluadar;crónaluadar;;;N,GEN,PL
fuaraigh;d'fhuaraigh mé;INS(d')fINS(h)uaraighINS( mé);INS(d'),INS(h),INS( mé);;V,1,SG,PST,IND
sliogánach;na sliogánaigh;INS(na )sliogánaDEL(c)INS(ig)h;INS(na ),INS(ig);DEL(c);N,NOM,PL,DEF
spéirghealach;spéirghealaí;spéirghealaDEL(ch)INS(í);INS(í);DEL(ch);N,GEN,SG
géinitic;géinitic;géinitic;;;N,NOM,SG
urraigh;go n-urraí siad;INS(go n-)urraINS(í s)iDEL(gh)INS(ad);INS(go n-),INS(í s),INS(ad);DEL(gh);V,3,PL,SBJV,PRS
aisbhreathnú;aisbhreathnú;aisbhreathnú;;;N,NOM,SG
leictreacardagram;an leictreacardagram;INS(an )leictreacardagram;INS(an );;N,NOM,SG,DEF
óglach;a óglacha;INS(a )óglachINS(a);INS(a ),INS(a);;N,VOC,PL
breabaireacht;breabaireachta;breabaireachtINS(a);INS(a);;N,GEN,SG
bréagiontaise;leis an mbréagiontaise;INS(leis an m)bréagiontaise;INS(leis an m);;N,DAT,SG,DEF
earr;earra;earrINS(a);INS(a);;N,DAT,PL
ceangail;cheanglóinn;cINS(h)eangDEL(ai)lINS(óinn);INS(h),INS(óinn);DEL(ai);V,1,SG,COND
cíocrán;cíocráin;cíocráINS(i)n;INS(i);;N,DAT,PL
aontonacht;leis an aontonacht;INS(leis an )aontonacht;INS(leis an );;N,DAT,SG,DEF
bronn;bronnadh;bronnINS(adh);INS(adh);;V,V.MSDR
carabú;carabúnna;carabúINS(nna);INS(nna);;N,DAT,PL
moll;an moll;INS(an )moll;INS(an );;N,NOM,SG,DEF
faraing;an fharaing;INS(an )fINS(h)araing;INS(an ),INS(h);;N,NOM,SG,DEF
uirísligh;d'uiríslímis;INS(d')uiríslINS(ím)iDEL(gh)INS(s);INS(d'),INS(ím),INS(s);DEL(gh);V,1,PL,PST,HAB,IND
meánábhar;a mheánábhara;INS(a )mINS(h)eánábharINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
reitric;reitricí;reitricINS(í);INS(í);;N,NOM,PL
tionóntacht;leis na tionóntachtaí;INS(leis na )tionóntachtINS(aí);INS(leis na ),INS(aí);;N,DAT,PL,DEF
grúpa stiúrtha;grúpa stiúrtha;grúpa stiúrtha;;;N,DAT,SG
dóire;dóire;dóire;;;N,GEN,SG
duilleog;leis an duilleog;INS(leis an )duilleog;INS(leis an );;N,DAT,SG,DEF
scaoilteán;na scaoilteáin;INS(na )scaoilteáINS(i)n;INS(na ),INS(i);;N,NOM,PL,DEF
imdhíon-mheasúnacht;imdhíon-mheasúnacht;imdhíon-mheasúnacht;;;N,NOM,SG
beachlann;beachlann;beachlann;;;N,GEN,PL
maolaisnéis;maolaisnéisí;maolaisnéisINS(í);INS(í);;N,GEN,PL
staighre;staighre;staighre;;;N,GEN,SG
ospidéal;ospidéil;ospidéDEL(a)INS(i)l;INS(i);DEL(a);N,NOM,PL
bod;bod;bod;;;N,DAT,SG
bráisleog;an bhráisleog;INS(an )bINS(h)ráisleog;INS(an ),INS(h);;N,NOM,SG,DEF
corraigh;a chorródh;INS(a )cINS(h)orrDEL(aig)INS(ód)h;INS(a ),INS(h),INS(ód);DEL(aig);V,REL,COND
eitneolaí;an eitneolaí;INS(an )eitneolaí;INS(an );;N,GEN,SG,DEF
taisbhrathadóir;taisbhrathadóirí;taisbhrathadóirINS(í);INS(í);;N,GEN,PL
lámhainn;na lámhainne;INS(na )lámhainnINS(e);INS(na ),INS(e);;N,GEN,SG,DEF
barúil;leis na barúlacha;INS(leis na )barúDEL(i)lINS(acha);INS(leis na ),INS(acha);DEL(i);N,DAT,PL,DEF
leamh;leamhfaidh mé;leamhINS(faidh mé);INS(faidh mé);;V,1,SG,FUT,IND
féithpholladh;féithphollta;féithphollINS(t)aDEL(dh);INS(t);DEL(dh);N,GEN,SG
tairg;go dtairge mé;INS(go d)tairgINS(e mé);INS(go d),INS(e mé);;V,1,SG,SBJV,PRS
nimhigh;nimhítear;nimDEL(hig)hINS(ítear);INS(ítear);DEL(hig);V,AUTO,PRS,IND
séis;na séise;INS(na )séisINS(e);INS(na ),INS(e);;N,GEN,SG,DEF
comhchuingigh;comhchuingíodh;comhchuinDEL(gi)gINS(íod)h;INS(íod);DEL(gi);V,AUTO,PST,IND
leáigh;leáimis;leáiDEL(gh)INS(mis);INS(mis);DEL(gh);V,1,PL,PST,HAB,IND
bruthchoimpléacs;an bhruthchoimpléics;INS(an )bINS(h)ruthchoimpléDEL(a)INS(i)cs;INS(an ),INS(h),INS(i);DEL(a);N,GEN,SG,DEF
cógaiseoir;cógaiseoirí;cógaiseoirINS(í);INS(í);;N,NOM,PL
tacailít;tacailítí;tacailítINS(í);INS(í);;N,NOM,PL
aonchorda;an t-aonchorda;INS(an t-)aonchorda;INS(an t-);;N,NOM,SG,DEF
caróg;caróg;caróg;;;N,NOM,SG
púic;púic;púic;;;N,NOM,SG
miodhlach;a mhiodhlach;INS(a )mINS(h)iodhlach;INS(a ),INS(h);;N,VOC,SG
deisceartach;an deisceartach;INS(an )deisceartach;INS(an );;N,NOM,SG,DEF
reo-chumhscú;reo-chumscaithe;reo-chumDEL(h)scDEL(ú)INS(aithe);INS(aithe);DEL(h),DEL(ú);N,GEN,SG
troitheánaigh;a throitheánaigh;INS(a )tINS(h)roitheánaigh;INS(a ),INS(h);;V,REL,PST,IND
réaltfhótagrafaíocht;an réaltfhótagrafaíocht;INS(an )réaltfhótagrafaíocht;INS(an );;N,NOM,SG,DEF
urghair;urghairidís;urghairINS(idís);INS(idís);;V,3,PL,IMP
Seoirseach;Seoirseach;Seoirseach;;;N,NOM,SG
garáiste;garáiste;garáiste;;;N,DAT,SG
mormónta;a mhormónta;INS(a )mINS(h)ormónta;INS(a ),INS(h);;N,VOC,SG
príomhoifig;leis an bpríomhoifig;INS(leis an b)príomhoifig;INS(leis an b);;N,DAT,SG,DEF
veilbhitín;veilbhitín;veilbhitín;;;N,DAT,SG
astaíocht;astaíocht;astaíocht;;;N,NOM,SG
butha;a bhuthanna;INS(a )bINS(h)uthINS(ann)a;INS(a ),INS(h),INS(ann);;N,VOC,PL
scaraoid;scaraoid;scaraoid;;;N,NOM,SG
athraon;go n-athraona mé;INS(go n-)athraonINS(a mé);INS(go n-),INS(a mé);;V,1,SG,SBJV,PRS
pearóid;pearóidí;pearóidINS(í);INS(í);;N,NOM,PL
iartharach;iartharach;iartharach;;;N,NOM,SG
aifir;aifrídís;aifDEL(i)rINS(ídís);INS(ídís);DEL(i);V,3,PL,IMP
breabhsaigh;dá mbreabhsaíodh sé;INS(dá m)breabhsaDEL(ig)INS(íod)hINS( sé);INS(dá m),INS(íod),INS( sé);DEL(ig);V,3,SG,SBJV,PST
réaltgheolaíocht;a réaltgheolaíocht;INS(a )réaltgheolaíocht;INS(a );;N,VOC,SG
prótanóipe;leis an bprótanóipe;INS(leis an b)prótanóipe;INS(leis an b);;N,DAT,SG,DEF
heatróis;na heatróise;INS(na )heatróisINS(e);INS(na ),INS(e);;N,GEN,SG,DEF
antrapamorfachas;an t-antrapamorfachas;INS(an t-)antrapamorfachas;INS(an t-);;N,NOM,SG,DEF
paragraf;leis an bparagraf;INS(leis an b)paragraf;INS(leis an b);;N,DAT,SG,DEF
eagnaigh;eagnaím;eagnaDEL(igh)INS(ím);INS(ím);DEL(igh);V,1,SG,IMP
rúibín;rúibín;rúibín;;;N,GEN,SG
béascna;leis an mbéascna;INS(leis an m)béascna;INS(leis an m);;N,DAT,SG,DEF
luachálaí;a luachálaí;INS(a )luachálaí;INS(a );;N,VOC,SG
valbaí giorria;valbaí ghiorria;valbaí gINS(h)iorria;INS(h);;N,GEN,SG
minic;mhinic;mINS(h)inic;INS(h);;ADJ,NOM+VOC,SG,FEM
próstatach;leis na próstataigh;INS(leis na )próstataDEL(c)INS(ig)h;INS(leis na ),INS(ig);DEL(c);N,DAT,PL,DEF
feistigh;d'fheistímis;INS(d')fINS(h)eistINS(ím)iDEL(gh)INS(s);INS(d'),INS(h),INS(ím),INS(s);DEL(gh);V,1,PL,PST,HAB,IND
Aibisíneach;leis an Aibisíneach;INS(leis an )Aibisíneach;INS(leis an );;N,DAT,SG,DEF
bitseach;a bhitseacha;INS(a )bINS(h)itseachINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
brabús;a bhrabúis;INS(a )bINS(h)rabúINS(i)s;INS(a ),INS(h),INS(i);;N,VOC,SG
coirnéad;leis na coirnéid;INS(leis na )coirnéDEL(a)INS(i)d;INS(leis na ),INS(i);DEL(a);N,DAT,PL,DEF
páirteachas;an páirteachas;INS(an )páirteachas;INS(an );;N,NOM,SG,DEF
aerionad;aerionaid;aerionaINS(i)d;INS(i);;N,DAT,PL
scar;scarfaí;scarINS(faí);INS(faí);;V,AUTO,COND
siolla;siollaí;siollaINS(í);INS(í);;N,NOM,PL
comhchiallachas;comhchiallachas;comhchiallachas;;;N,NOM,SG
lucht;luchtanna;luchtINS(anna);INS(anna);;N,NOM,PL
imtheorannaigh;a d'imtheorannódh;INS(a d')imtheorannDEL(aig)INS(ód)h;INS(a d'),INS(ód);DEL(aig);V,REL,COND
gleoiseach;gleoiseach;gleoiseach;;;N,NOM,SG
méarchlár;méarchlár;méarchlár;;;N,GEN,PL
nigh;go nímid;INS(go )nINS(ím)iDEL(gh)INS(d);INS(go ),INS(ím),INS(d);DEL(gh);V,1,PL,SBJV,PRS
válsa;a válsaí;INS(a )válsaINS(í);INS(a ),INS(í);;N,VOC,PL
scagdhealaigh;dá scagdhealaíteá;INS(dá )scagdhealaDEL(igh)INS(íteá);INS(dá ),INS(íteá);DEL(igh);V,2:SG,SBJV,PST
murtall;murtall;murtall;;;N,NOM,SG
nanatocsaineolaíocht;a nanatocsaineolaíocht;INS(a )nanatocsaineolaíocht;INS(a );;N,VOC,SG
uimhríocht;uimhríocht;uimhríocht;;;N,NOM,SG
comhthéacs;leis na comhthéacsanna;INS(leis na )comhthéacsINS(anna);INS(leis na ),INS(anna);;N,DAT,PL,DEF
coitianta;coitianta;coitianta;;;ADJ,VOC,PL
Patagónach;an Patagónach;INS(an )Patagónach;INS(an );;N,NOM,SG,DEF
carbón;carbón;carbón;;;N,NOM,SG
Bablónach;Bablónach;Bablónach;;;N,NOM,SG
lua;lua;lua;;;N,GEN,SG
guaireach;an guaireach;INS(an )guaireach;INS(an );;N,NOM,SG,DEF
druma;an druma;INS(an )druma;INS(an );;N,NOM,SG,DEF
anál;aanálacha;aINS(a)nálINS(acha);INS(a),INS(acha);;N,NOM,PL
ainhidríd;ainhidrídí;ainhidrídINS(í);INS(í);;N,NOM,PL
craobh;an chraobh;INS(an )cINS(h)raobh;INS(an ),INS(h);;N,NOM,SG,DEF
bagair;go mbagraímid;INS(go m)bagDEL(ai)rINS(aímid);INS(go m),INS(aímid);DEL(ai);V,1,PL,SBJV,PRS
heatródóntach;a heatródóntaigh;INS(a )heatródóntaDEL(c)INS(ig)h;INS(a ),INS(ig);DEL(c);N,VOC,SG
sráidbhaile;sráidbhaile;sráidbhaile;;;N,GEN,SG
clibchlár;a chlibchláir;INS(a )cINS(h)libchláINS(i)r;INS(a ),INS(h),INS(i);;N,VOC,SG
uaslódáil;uaslódálaidís;uaslódáDEL(i)lINS(aidís);INS(aidís);DEL(i);V,3,PL,IMP
caochán;a chaocháin;INS(a )cINS(h)aocháINS(i)n;INS(a ),INS(h),INS(i);;N,VOC,SG
uathmhorfacht;uathmhorfachta;uathmhorfachtINS(a);INS(a);;N,GEN,SG
cardagraf;cardagraf;cardagraf;;;N,NOM,SG
eabhar;eabhar;eabhar;;;N,NOM,SG
cleite;cleití;cleitDEL(e)INS(í);INS(í);DEL(e);N,DAT,PL
promh;phromhfadh sibh;pINS(h)romINS(hfadh sib)h;INS(h),INS(hfadh sib);;V,2,PL,COND
coisric;choisricfeadh sé;cINS(h)oisricINS(feadh sé);INS(h),INS(feadh sé);;V,3,SG,COND
caill;dá gcaillinn;INS(dá g)caillINS(inn);INS(dá g),INS(inn);;V,1,SG,SBJV,PST
tréadaí;tréadaí;tréadaí;;;N,NOM,SG
ceimeatrópacht;a cheimeatrópachtaí;INS(a )cINS(h)eimeatrópachtINS(aí);INS(a ),INS(h),INS(aí);;N,VOC,PL
leasainm;leasainm;leasainm;;;N,DAT,SG
bantréadaí;a bhantréadaithe;INS(a )bINS(h)antréadaDEL(í)INS(ithe);INS(a ),INS(h),INS(ithe);DEL(í);N,VOC,PL
iarnchloch;iarnchloiche;iarnchloINS(i)chINS(e);INS(i),INS(e);;N,GEN,SG
caolán;caolán;caolán;;;N,DAT,SG
seilide;seilidí;seilidDEL(e)INS(í);INS(í);DEL(e);N,DAT,PL
foluí;foluí;foluí;;;N,DAT,SG
naomhsheanchas;an naomhsheanchais;INS(an )naomhsheanchaINS(i)s;INS(an ),INS(i);;N,GEN,SG,DEF
éalaitheach;éalaitheach;éalaitheach;;;N,DAT,SG
alcaile;alcailí;alcailDEL(e)INS(í);INS(í);DEL(e);N,GEN,PL
breacaire;breacairí;breacairDEL(e)INS(í);INS(í);DEL(e);N,NOM,PL
clib;clibeanna;clibINS(eanna);INS(eanna);;N,DAT,PL
béaloideasaí;a bhéaloideasaí;INS(a )bINS(h)éaloideasaí;INS(a ),INS(h);;N,VOC,SG
taobhshráid;a thaobhshráid;INS(a )tINS(h)aobhshráid;INS(a ),INS(h);;N,VOC,SG
cinntiú;a chinntiú;INS(a )cINS(h)inntiú;INS(a ),INS(h);;N,VOC,SG
ardoideachas;ardoideachas;ardoideachas;;;N,DAT,SG
eochairthosaíocht;an eochairthosaíocht;INS(an )eochairthosaíocht;INS(an );;N,NOM,SG,DEF
fochodán;leis an bhfochodán;INS(leis an bh)fochodán;INS(leis an bh);;N,DAT,SG,DEF
diostróife;diostróifeanna;diostróifeINS(anna);INS(anna);;N,NOM,PL
creath;creathfaidh mé;creathINS(faidh mé);INS(faidh mé);;V,1,SG,FUT,IND
sámhnas;sámhnas;sámhnas;;;N,NOM,SG
foshuilfít;leis an bhfoshuilfít;INS(leis an bh)foshuilfít;INS(leis an bh);;N,DAT,SG,DEF
aircív;aircíví;aircívINS(í);INS(í);;N,GEN,PL
cíocra;a chíocra;INS(a )cINS(h)íocra;INS(a ),INS(h);;N,VOC,SG
ianaigh;ianaím;ianaDEL(igh)INS(ím);INS(ím);DEL(igh);V,1,SG,PRS,IND
aeroiriúnaigh;d'aeroiriúnaigh tú;INS(d')aeroiriúnaighINS( tú);INS(d'),INS( tú);;V,2,SG,PST,IND
siopa;na siopaí;INS(na )siopaINS(í);INS(na ),INS(í);;N,NOM,PL,DEF
aireachasaigh;aireachasaímis;aireachasaINS(ím)iDEL(gh)INS(s);INS(ím),INS(s);DEL(gh);V,1,PL,IMP
buabhallaí;na buabhallaithe;INS(na )buabhallaDEL(í)INS(ithe);INS(na ),INS(ithe);DEL(í);N,NOM,PL,DEF
pláinéad;a phláinéada;INS(a )pINS(h)láinéadINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
Ard-Fheis;Ard-Fheise;Ard-FheisINS(e);INS(e);;N,GEN,SG
cruinnigh;chruinnigh sibh;cINS(h)ruinnigINS(h sib)h;INS(h),INS(h sib);;V,2,PL,PST,IND
clóchuir;clóchuir;clóchuir;;;V,2,SG,IMP
searbhónta;an searbhónta;INS(an )searbhónta;INS(an );;N,GEN,SG,DEF
béarlagair;béarlagair;béarlagair;;;N,NOM,SG
bainne;bainne;bainne;;;N,NOM,SG
seargán;leis an seargán;INS(leis an )seargán;INS(leis an );;N,DAT,SG,DEF
gorta;gortaí;gortaINS(í);INS(í);;N,NOM,PL
ainéifeacht;a ainéifeacht;INS(a )ainéifeacht;INS(a );;N,VOC,SG
ceannaimsir;na ceannaimsire;INS(na )ceannaimsirINS(e);INS(na ),INS(e);;N,GEN,SG,DEF
Ard-Sirriam;Ard-Sirriam;Ard-Sirriam;;;N,NOM,SG
colúr;colúr;colúr;;;N,GEN,PL
flosc;flosca;floscINS(a);INS(a);;N,GEN,SG
vóta;vóta;vóta;;;N,DAT,SG
clóghrafaíocht;na clóghrafaíochta;INS(na )clóghrafaíochtINS(a);INS(na ),INS(a);;N,GEN,SG,DEF
muileann;muilinn;muilDEL(ea)INS(i)nn;INS(i);DEL(ea);N,GEN,SG
duileasc;duileasc;duileasc;;;N,NOM,SG
cros-toirchigh;chros-toirchigh tú;cINS(h)ros-toirchighINS( tú);INS(h),INS( tú);;V,2,SG,PST,IND
humas;an humas;INS(an )humas;INS(an );;N,NOM,SG,DEF
coip;choip sé;cINS(h)oipINS( sé);INS(h),INS( sé);;V,3,SG,PST,IND
imdhíon;dá n-imdhíonadh sibh;INS(dá n-)imdhíonINS(adh sibh);INS(dá n-),INS(adh sibh);;V,2,PL,SBJV,PST
volta;a voltanna;INS(a )voltINS(ann)a;INS(a ),INS(ann);;N,VOC,PL
cruinnigh;chruinnigh siad;cINS(h)ruinnighINS( siad);INS(h),INS( siad);;V,3,PL,PST,IND
fótabhraiteoir;a fhótabhraiteoirí;INS(a )fINS(h)ótabhraiteoirINS(í);INS(a ),INS(h),INS(í);;N,VOC,PL
malartaigh;dá malartaítí;INS(dá )malartaDEL(igh)INS(ítí);INS(dá ),INS(ítí);DEL(igh);V,AUTO,SBJV,PST
manach;a mhanacha;INS(a )mINS(h)anachINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
ceil;go gceile sibh;INS(go g)ceilINS(e sibh);INS(go g),INS(e sibh);;V,2,PL,SBJV,PRS
aonton;a aontona;INS(a )aontonINS(a);INS(a ),INS(a);;N,VOC,PL
bairbéad;an bhairbéid;INS(an )bINS(h)airbéDEL(a)INS(i)d;INS(an ),INS(h),INS(i);DEL(a);N,GEN,SG,DEF
eanantamorfacht;eanantamorfacht;eanantamorfacht;;;N,NOM,SG
banriarthóir;leis an mbanriarthóir;INS(leis an m)banriarthóir;INS(leis an m);;N,DAT,SG,DEF
closán;an closán;INS(an )closán;INS(an );;N,NOM,SG,DEF
bainseo;a bhainseonna;INS(a )bINS(h)ainseoINS(nna);INS(a ),INS(h),INS(nna);;N,VOC,PL
uchtbhalla;uchtbhalla;uchtbhalla;;;N,DAT,SG
tíogar;tíogar;tíogar;;;N,NOM,SG
aga;aga;aga;;;N,GEN,SG
ardchumhacht;ardchumhachta;ardchumhachtINS(a);INS(a);;N,GEN,SG
eibleacht;eibleacht;eibleacht;;;N,NOM,SG
oibiachtúlaigh;go n-oibiachtúlaí sé;INS(go n-)oibiachtúlaDEL(igh)INS(í sé);INS(go n-),INS(í sé);DEL(igh);V,3,SG,SBJV,PRS
cumarsáid;a chumarsáid;INS(a )cINS(h)umarsáid;INS(a ),INS(h);;N,VOC,SG
víosa;leis na víosaí;INS(leis na )víosaINS(í);INS(leis na ),INS(í);;N,DAT,PL,DEF
eitéin;eitéin;eitéin;;;N,DAT,SG
aitheasc;a aitheasca;INS(a )aitheascINS(a);INS(a ),INS(a);;N,VOC,PL
imdhearg;imdhearg;imdhearg;;;V,2,SG,IMP
ollbhua;ollbhuanna;ollbhuINS(ann)a;INS(ann);;N,GEN,PL
eachtarshuigh;go n-eachtarshuí tú;INS(go n-)eachtarshuDEL(igh)INS(í tú);INS(go n-),INS(í tú);DEL(igh);V,2:SG,SBJV,PRS
féach;d'fhéachfaidís;INS(d')fINS(h)éachINS(faidís);INS(d'),INS(h),INS(faidís);;V,3,PL,COND
diúltaigh;a dhiúltaíonn;INS(a )dINS(h)iúltaDEL(igh)INS(íonn);INS(a ),INS(h),INS(íonn);DEL(igh);V,REL,PRS,IND
diallas;diallais;diallaINS(i)s;INS(i);;N,NOM,PL
suilfíd;leis na suilfídí;INS(leis na )suilfídINS(í);INS(leis na ),INS(í);;N,DAT,PL,DEF
statúid;statúid;statúid;;;N,DAT,SG
aíochtach;na haíochtaí;INS(na h)aíochtaDEL(ch)INS(í);INS(na h),INS(í);DEL(ch);N,GEN,SG,DEF
nua-aois;nua-aois;nua-aois;;;N,NOM,SG
croschineálach;na croschineálaigh;INS(na )croschineálaDEL(c)INS(ig)h;INS(na ),INS(ig);DEL(c);N,NOM,PL,DEF
suidh;shuidh sé;sINS(h)uidhINS( sé);INS(h),INS( sé);;V,3,SG,PST,IND
pailnigh;pailnigh;pailnigh;;;V,2,SG,IMP
mórthéarma;mórthéarmaí;mórthéarmaINS(í);INS(í);;N,GEN,PL
scéim;scéime;scéimINS(e);INS(e);;N,GEN,SG
dearbhaigh;dearbhaithe;dearbhaiDEL(g)INS(t)hINS(e);INS(t),INS(e);DEL(g);V,V.PTCP,PST
imir;dá n-imríteá;INS(dá n-)imDEL(i)rINS(íteá);INS(dá n-),INS(íteá);DEL(i);V,2:SG,SBJV,PST
neamh-chomhghuaillíocht;na neamh-chomhghuaillíochta;INS(na )neamh-chomhghuaillíochtINS(a);INS(na ),INS(a);;N,GEN,SG,DEF
aon-fhorchéim;aon-fhorchéimeanna;aon-fhorchéimINS(eanna);INS(eanna);;N,NOM,PL
bithleigheas;a bhithleigheasanna;INS(a )bINS(h)ithleigheasINS(anna);INS(a ),INS(h),INS(anna);;N,VOC,PL
idirlínigh;d'idirlínínn;INS(d')idirlíINS(nín)nDEL(igh);INS(d'),INS(nín);DEL(igh);V,1,SG,PST,HAB,IND
oistéacailcin;na hoistéacailciní;INS(na h)oistéacailcinINS(í);INS(na h),INS(í);;N,NOM,PL,DEF
ula;a ula;INS(a )ula;INS(a );;N,VOC,SG
siogót;siogót;siogót;;;N,DAT,SG
alfraits;an alfraits;INS(an )alfraits;INS(an );;N,NOM,SG,DEF
eagraigh;d'eagraíodh sibh;INS(d')eagraINS(íodh s)iDEL(g)INS(b)h;INS(d'),INS(íodh s),INS(b);DEL(g);V,2,PL,PST,HAB,IND
dathaigh;dhathódh sibh;dINS(h)athDEL(aig)INS(ódh sib)h;INS(h),INS(ódh sib);DEL(aig);V,2,PL,COND
deachtaigh;deachtaíodh;deachtaDEL(ig)INS(íod)h;INS(íod);DEL(ig);V,AUTO,PST,IND
blastóir fíona;leis na blastóirí fíona;INS(leis na )blastóirINS(í) fíona;INS(leis na ),INS(í);;N,DAT,PL,DEF
toiligh;go dtoilí siad;INS(go d)toilINS(í s)iDEL(gh)INS(ad);INS(go d),INS(í s),INS(ad);DEL(gh);V,3,PL,SBJV,PRS
cráigh;cráfaidh siad;cráINS(fa)iDEL(g)INS(d)hINS( siad);INS(fa),INS(d),INS( siad);DEL(g);V,3,PL,FUT,IND
lónadóir;leis na lónadóirí;INS(leis na )lónadóirINS(í);INS(leis na ),INS(í);;N,DAT,PL,DEF
eochairléacht;eochairléachtaí;eochairléachtINS(aí);INS(aí);;N,DAT,PL
friotán;a fhriotána;INS(a )fINS(h)riotánINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
díbharraigh;dhíbharraíodh sé;dINS(h)íbharraDEL(ig)INS(íod)hINS( sé);INS(h),INS(íod),INS( sé);DEL(ig);V,3,SG,PST,HAB,IND
antrapalárnachas;antrapalárnachais;antrapalárnachaINS(i)s;INS(i);;N,GEN,SG
cimigh;cimeoidh mé;cimINS(eo)iDEL(g)INS(d)hINS( mé);INS(eo),INS(d),INS( mé);DEL(g);V,1,SG,FUT,IND
bard;a bharda;INS(a )bINS(h)ardINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
bunú;an bhunaithe;INS(an )bINS(h)unDEL(ú)INS(aithe);INS(an ),INS(h),INS(aithe);DEL(ú);N,GEN,SG,DEF
cíocra;leis an gcíocra;INS(leis an g)cíocra;INS(leis an g);;N,DAT,SG,DEF
aghlot;leis an aghlot;INS(leis an )aghlot;INS(leis an );;N,DAT,SG,DEF
cóisir;cóisire;cóisirINS(e);INS(e);;N,GEN,SG
taispeáin;thaispeáin mé;tINS(h)aispeáinINS( mé);INS(h),INS( mé);;V,1,SG,PST,IND
cimigh;cimeoimid;cINS(imeo)imiDEL(gh)INS(d);INS(imeo),INS(d);DEL(gh);V,1,PL,FUT,IND
frithchaith;frithchaithidís;frithchaithINS(idís);INS(idís);;V,3,PL,IMP
víogaíl;víogaíola;víogaíINS(o)lINS(a);INS(o),INS(a);;N,GEN,SG
solad;solad;solad;;;N,NOM,SG
mósáic;na mósáice;INS(na )mósáicINS(e);INS(na ),INS(e);;N,GEN,SG,DEF
ordaigh;d'ordóimis;INS(d')ordDEL(aigh)INS(óimis);INS(d'),INS(óimis);DEL(aigh);V,1,PL,COND
Íoslannach;leis na hÍoslannaigh;INS(leis na h)ÍoslannaDEL(c)INS(ig)h;INS(leis na h),INS(ig);DEL(c);N,DAT,PL,DEF
bainistigh;go mbainistímid;INS(go m)bainistINS(ím)iDEL(gh)INS(d);INS(go m),INS(ím),INS(d);DEL(gh);V,1,PL,SBJV,PRS
