Source;Target;Combined;Inserts;Deletes;Grammar
smyslový;‎smysloví;INS(‎)smyslovDEL(ý)INS(í);INS(‎),INS(í);DEL(ý);ADJ,VOC,ANIM,MASC,PL
součást;součást;součást;;;N,ACC,SG
čepice;čepicemi;čepiceINS(mi);INS(mi);;N,INS,PL
nepříjemný;nepříjemní;nepříjemnDEL(ý)INS(í);INS(í);DEL(ý);ADJ,VOC,ANIM,MASC,PL
řasa;řase;řasDEL(a)INS(e);INS(e);DEL(a);N,ESS,SG
paliativní;‎paliativní;INS(‎)paliativní;INS(‎);;ADJ,ACC,FEM,SG
blogovat;bloguji;blogDEL(ovat)INS(uji);INS(uji);DEL(ovat);V,IND,PRS,1,SG
tětiva;tětivách;tětivDEL(a)INS(ách);INS(ách);DEL(a);N,ESS,PL
povidla;povidla;povidla;;;N,NOM,PL
kupovat;kupovány;kupovDEL(at)INS(ány);INS(ány);DEL(at);V.PTCP,PASS,FEM,PL
žehlička;žehličce;žehličDEL(ka)INS(ce);INS(ce);DEL(ka);N,ESS,SG
židovský;židovským;židovskýINS(m);INS(m);;ADJ,INS,MASC,SG
hravý;hravý;hravý;;;ADJ,ACC,INAN,MASC,SG
prostředek;prostředkem;prostředDEL(e)kINS(em);INS(em);DEL(e);N,INS,SG
pot;potů;potINS(ů);INS(ů);;N,GEN,PL
pokrevní;pokrevního;pokrevníINS(ho);INS(ho);;ADJ,GEN,MASC,SG
nejkrušnější;nejkrušnější;nejkrušnější;;;ADJ,ACC,PL
depresivní;depresivní;depresivní;;;ADJ,VOC,PL
hudebník;hudebníkem;hudebníkINS(em);INS(em);;N,INS,SG
huspenitý;huspenité;huspenitDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,MASC,PL
kafrat;kafrány;kafrDEL(at)INS(ány);INS(ány);DEL(at);V.PTCP,PASS,FEM,PL
stornovat;stornovalo by;stornovaDEL(t)INS(lo by);INS(lo by);DEL(t);V,COND,PRS,3,SG,NEUT
pečovat;byly by pečovaly;INS(byly by )pečovaDEL(t)INS(ly);INS(byly by ),INS(ly);DEL(t);V,COND,PST,3,PL,MASC,INAN
písmolijec;písmolijci;písmolijDEL(e)cINS(i);INS(i);DEL(e);N,VOC,PL
odhodlaný;odhlodlané;odhINS(l)odlanDEL(ý)INS(é);INS(l),INS(é);DEL(ý);ADJ,GEN,FEM,SG
masakrovat;masakrovala jsi;masakrovaDEL(t)INS(la jsi);INS(la jsi);DEL(t);V,IND,PST,2,SG,FEM
kuře;kuřatech;kuřINS(at)eINS(ch);INS(at),INS(ch);;N,ESS,PL
recepce;recepcemi;recepceINS(mi);INS(mi);;N,INS,PL
bezbožný;bezbožný;bezbožný;;;ADJ,ACC,INAN,MASC,SG
zahrnovat;budu zahrnovat;INS(budu )zahrnovat;INS(budu );;V,IND,FUT,1,SG
stříbro;stříbru;stříbrDEL(o)INS(u);INS(u);DEL(o);N,ESS,SG
pečovat;pečovali by;pečovaDEL(t)INS(li by);INS(li by);DEL(t);V,COND,PRS,1,PL,MASC,ANIM
asketický;asketickými;asketickýINS(mi);INS(mi);;ADJ,INS,PL
aerodynamický;aerodynamická;aerodynamickDEL(ý)INS(á);INS(á);DEL(ý);ADJ,NOM,FEM,SG
společenský;společenské;společenskDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,NEUT,SG
demokratický;demokratického;demokratickDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,ACC,ANIM,MASC,SG
malicherný;malicherná;malichernDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,NEUT,PL
kalibrovat;kalibrována;kalibrovINS(án)aDEL(t);INS(án);DEL(t);V.PTCP,PASS,FEM,SG
hasičský;hasičská;hasičskDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,NEUT,PL
líný;línými;línýINS(mi);INS(mi);;ADJ,INS,PL
afroamerický;afroamerickém;afroamerickDEL(ý)INS(ém);INS(ém);DEL(ý);ADJ,ESS,MASC,SG
miláček;miláčka;miláčDEL(e)kINS(a);INS(a);DEL(e);N,ACC,SG
velryba;velryb;velrybDEL(a);;DEL(a);N,GEN,PL
lednový;lednové;lednovDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,NEUT,SG
loutka;loutky;loutkDEL(a)INS(y);INS(y);DEL(a);N,NOM,PL
foldovat;foldoval jste;foldovaINS(l js)tINS(e);INS(l js),INS(e);;V,IND,PST,2,SG,FORM,MASC
perlorodka;perlorodka;perlorodka;;;N,NOM,SG
psychosomatický;psychosomatické;psychosomatickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,NEUT,SG
poslanec;poslanec;poslanec;;;N,NOM,SG
svědek;svědkovi;svědDEL(e)kINS(ovi);INS(ovi);DEL(e);N,DAT,SG
nářeční;nářečními;nářečníINS(mi);INS(mi);;ADJ,INS,PL
kur;kurové;kurINS(ové);INS(ové);;N,NOM,PL
raněný;raněným;raněnýINS(m);INS(m);;ADJ,DAT,PL
dostatečný;dostatečnému;dostatečnDEL(ý)INS(ému);INS(ému);DEL(ý);ADJ,DAT,NEUT,SG
destilovat;destilovalo bych;destilovaDEL(t)INS(lo bych);INS(lo bych);DEL(t);V,COND,PRS,1,SG,NEUT
pohlednice;pohlednice;pohlednice;;;N,ACC,PL
kovadlina;kovadlinou;kovadlinDEL(a)INS(ou);INS(ou);DEL(a);N,INS,SG
prasátko;prasátka;prasátkDEL(o)INS(a);INS(a);DEL(o);N,ACC,PL
snový;snového;snovDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,ACC,ANIM,MASC,SG
usnadnit;usnadnili;usnadnINS(il)iDEL(t);INS(il);DEL(t);V,IND,PST,3,PL,NEUT
souběžný;souběžným;souběžnýINS(m);INS(m);;ADJ,INS,MASC,SG
městský;městské;městskDEL(ý)INS(é);INS(é);DEL(ý);ADJ,DAT,FEM,SG
nový;nové;novDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,FEM,PL
pořadač;pořadačům;pořadačINS(ům);INS(ům);;N,DAT,PL
posmrtný;posmrtnému;posmrtnDEL(ý)INS(ému);INS(ému);DEL(ý);ADJ,DAT,NEUT,SG
intuitivní;intuitivní;intuitivní;;;ADJ,ESS,FEM,SG
honit;honil;honiDEL(t)INS(l);INS(l);DEL(t);V,IND,PST,3,SG,NEUT
neopakovatelný;neopakovatelný;neopakovatelný;;;ADJ,NOM,MASC,SG
povaha;povahu;povahDEL(a)INS(u);INS(u);DEL(a);N,ACC,SG
tabuizovat;tabuizovavše;tabuizovaDEL(t)INS(vše);INS(vše);DEL(t);V.CVB,PST,PL
losovat;losujte;losDEL(ova)INS(uj)tINS(e);INS(uj),INS(e);DEL(ova);V,IMP,2,SG,FORM
rýžový;rýžové;rýžovDEL(ý)INS(é);INS(é);DEL(ý);ADJ,NOM,MASC,PL
znepokojený;znepokojené;znepokojenDEL(ý)INS(é);INS(é);DEL(ý);ADJ,NOM,FEM,PL
alžbětinský;alžbětinská;alžbětinskDEL(ý)INS(á);INS(á);DEL(ý);ADJ,NOM,FEM,SG
fotografie;fotografií;fotografiDEL(e)INS(í);INS(í);DEL(e);N,GEN,PL
stvol;stvoly;stvolINS(y);INS(y);;N,VOC,PL
obdivovat;obdivovala jste;obdivovaINS(la js)tINS(e);INS(la js),INS(e);;V,IND,PST,2,PL,NEUT
defragmentovat;byli bychom defragmentovali;INS(byli bychom )defragmentovaDEL(t)INS(li);INS(byli bychom ),INS(li);DEL(t);V,COND,PST,1,PL,MASC
sedmikráska;sedmikrásky;sedmikráskDEL(a)INS(y);INS(y);DEL(a);N,VOC,PL
pár;páry;párINS(y);INS(y);;N,VOC,PL
malík;malíky;malíkINS(y);INS(y);;N,ACC,PL
afghánský;afghánské;afghánskDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,FEM,PL
ekonomický;ekonomické;ekonomickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,NEUT,SG
topič;topičů;topičINS(ů);INS(ů);;N,GEN,PL
etnický;etnický;etnický;;;ADJ,VOC,MASC,SG
slavnost;slavnosti;slavnostINS(i);INS(i);;N,DAT,SG
apendicitida;apendicitidy;apendicitidDEL(a)INS(y);INS(y);DEL(a);N,VOC,PL
ušlechtilý;ušlechtilé;ušlechtilDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,FEM,PL
jeskyně;jeskyně;jeskyně;;;N,NOM,SG
bezbožný;bezbožný;bezbožný;;;ADJ,VOC,MASC,SG
klávesnice;klávesnicím;klávesnicDEL(e)INS(ím);INS(ím);DEL(e);N,DAT,PL
absolvovat;absolvovány;absolvovDEL(at)INS(ány);INS(ány);DEL(at);V.PTCP,PASS,INAN,MASC,PL
běžný;běžní;běžnDEL(ý)INS(í);INS(í);DEL(ý);ADJ,VOC,ANIM,MASC,PL
příliv;přílive;přílivINS(e);INS(e);;N,VOC,SG
deprimovat;bylo bych deprimovalo;INS(bylo bych )deprimovaDEL(t)INS(lo);INS(bylo bych ),INS(lo);DEL(t);V,COND,PST,1,SG,NEUT
emigrovat;emigrovalo byste;emigrovaINS(lo bys)tINS(e);INS(lo bys),INS(e);;V,COND,PRS,2,SG,FORM,NEUT
slavnost;slavnosti;slavnostINS(i);INS(i);;N,VOC,PL
sardinka;sardinek;sardinINS(e)kDEL(a);INS(e);DEL(a);N,GEN,PL
francouzský;francouzské;francouzskDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,FEM,PL
žebřík;žebříku;žebříkINS(u);INS(u);;N,DAT,SG
vrtošivý;vrtošivé;vrtošivDEL(ý)INS(é);INS(é);DEL(ý);ADJ,NOM,MASC,PL
datovat;budu datovat;INS(budu )datovat;INS(budu );;V,IND,FUT,1,SG
koukat;koukala bys;koukaDEL(t)INS(la bys);INS(la bys);DEL(t);V,COND,PRS,2,SG,FEM
oblíbený;oblíbené;oblíbenDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,FEM,PL
akord;akordům;akordINS(ům);INS(ům);;N,DAT,PL
konverzovat;konverzovali jsme;konverzovaDEL(t)INS(li jsme);INS(li jsme);DEL(t);V,IND,PST,1,PL,MASC
rasista;rasistové;rasistDEL(a)INS(ové);INS(ové);DEL(a);N,VOC,PL
rukavice;rukavici;rukavicDEL(e)INS(i);INS(i);DEL(e);N,ACC,SG
dláto;dlát;dlátDEL(o);;DEL(o);N,GEN,PL
glazura;glazuře;glazuDEL(ra)INS(ře);INS(ře);DEL(ra);N,ESS,SG
výrazný;výrazné;výraznDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,MASC,PL
bolest;bolestmi;bolestINS(mi);INS(mi);;N,INS,PL
domek;domku;domDEL(e)kINS(u);INS(u);DEL(e);N,DAT,SG
chrochtat;chrochtejme;chrochDEL(ta)tINS(ejme);INS(ejme);DEL(ta);V,IMP,1,PL
vyrážka;vyrážky;vyrážkDEL(a)INS(y);INS(y);DEL(a);N,ACC,PL
hřeben;hřebeny;hřebenINS(y);INS(y);;N,VOC,PL
artikulovat;bylo bys artikulovalo;INS(bylo bys )artikulovaDEL(t)INS(lo);INS(bylo bys ),INS(lo);DEL(t);V,COND,PST,2,SG,NEUT
mravenec;mravencích;mravenDEL(e)cINS(ích);INS(ích);DEL(e);N,ESS,PL
stupňovat;stupňovala;stupňovINS(al)aDEL(t);INS(al);DEL(t);V.PTCP,ACT,PRF,FEM,SG
andělský;andělský;andělský;;;ADJ,ACC,INAN,MASC,SG
oxidovat;oxidovala;oxidovINS(al)aDEL(t);INS(al);DEL(t);V.PTCP,ACT,PRF,FEM,SG
krystalizovat;byl byste krystalizoval;INS(byl byste )krystalizovaDEL(t)INS(l);INS(byl byste ),INS(l);DEL(t);V,COND,PST,2,SG,FORM,MASC
protéovský;protéovské;protéovskDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,NEUT,SG
oproštěný;oproštěného;oproštěnDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,GEN,MASC,SG
diferencovatelný;diferencovatelném;diferencovatelnDEL(ý)INS(ém);INS(ém);DEL(ý);ADJ,ESS,MASC,SG
nedostatečný;nedostatečný;nedostatečný;;;ADJ,VOC,MASC,SG
reraisovat;reraisujte;reraisDEL(ova)INS(uj)tINS(e);INS(uj),INS(e);DEL(ova);V,IMP,2,SG,FORM
napodobovat;napodobovalo bys;napodobovaDEL(t)INS(lo bys);INS(lo bys);DEL(t);V,COND,PRS,2,SG,NEUT
šovinistický;šovinistické;šovinistickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,GEN,FEM,SG
beránek;beráncích;beránDEL(ek)INS(cích);INS(cích);DEL(ek);N,ESS,INAN,PL
politička;političky;političkDEL(a)INS(y);INS(y);DEL(a);N,GEN,SG
nádoba;nádob;nádobDEL(a);;DEL(a);N,GEN,PL
Litevec;Litevci;LitevDEL(e)cINS(i);INS(i);DEL(e);N,NOM,PL
odpovědnost;odpovědnostem;odpovědnostINS(em);INS(em);;N,DAT,PL
student;studenti;studentINS(i);INS(i);;N,NOM,PL
euro;eura;eurDEL(o)INS(a);INS(a);DEL(o);N,GEN,SG
globulární;globulární;globulární;;;ADJ,INS,FEM,SG
nízkorozpočtový;nízkorozpočtové;nízkorozpočtovDEL(ý)INS(é);INS(é);DEL(ý);ADJ,NOM,FEM,PL
intuitivní;intuitivními;intuitivníINS(mi);INS(mi);;ADJ,INS,PL
akanský;akanské;akanskDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,MASC,PL
letovat;letoval by;letovaDEL(t)INS(l by);INS(l by);DEL(t);V,COND,PRS,3,SG,MASC
emigrovat;emigrován;emigrovDEL(at)INS(án);INS(án);DEL(at);V.PTCP,PASS,MASC,SG
baskický;baskické;baskickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,NEUT,SG
linoleum;linoleem;linoleDEL(u)INS(e)m;INS(e);DEL(u);N,INS,SG
zahrnovat;byla by zahrnovala;INS(byla by )zahrnovINS(al)aDEL(t);INS(byla by ),INS(al);DEL(t);V,COND,PST,3,PL,NEUT
obhajovat;obhajoval by;obhajovaDEL(t)INS(l by);INS(l by);DEL(t);V,COND,PRS,3,SG,MASC
letecký;leteckému;leteckDEL(ý)INS(ému);INS(ému);DEL(ý);ADJ,DAT,MASC,SG
komický;komická;komickDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,NEUT,PL
atomový;atomovému;atomovDEL(ý)INS(ému);INS(ému);DEL(ý);ADJ,DAT,NEUT,SG
něžný;něžného;něžnDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,GEN,NEUT,SG
kopírovat;kopírují;kopírDEL(ovat)INS(ují);INS(ují);DEL(ovat);V,IND,PRS,3,PL
plena;plena;plena;;;N,NOM,SG
nedočkavost;nedočkavosti;nedočkavostINS(i);INS(i);;N,GEN,SG
žehlička;žehličkami;žehličkaINS(mi);INS(mi);;N,INS,PL
sebehodnocení;sebehodnocení;sebehodnocení;;;N,NOM,SG
lis;lisy;lisINS(y);INS(y);;N,INS,PL
delegovat;byly bychom delegovaly;INS(byly bychom )delegovaDEL(t)INS(ly);INS(byly bychom ),INS(ly);DEL(t);V,COND,PST,1,PL,FEM
zátka;zátek;zátINS(e)kDEL(a);INS(e);DEL(a);N,GEN,PL
hákovat;hákovaly jsme;hákovaDEL(t)INS(ly jsme);INS(ly jsme);DEL(t);V,IND,PST,1,PL,FEM
činnost;činností;činnostINS(í);INS(í);;N,INS,SG
funkce;funkci;funkcDEL(e)INS(i);INS(i);DEL(e);N,DAT,SG
omáčka;omáčkami;omáčkaINS(mi);INS(mi);;N,INS,PL
fyziologie;fyziologii;fyziologiDEL(e)INS(i);INS(i);DEL(e);N,DAT,SG
denní;denní;denní;;;ADJ,DAT,FEM,SG
synchronní;synchronní;synchronní;;;ADJ,VOC,PL
modální;modálním;modálníINS(m);INS(m);;ADJ,DAT,PL
cigoš;cigošové;cigošINS(ové);INS(ové);;N,NOM,PL
lokuční;lokučních;lokučníINS(ch);INS(ch);;ADJ,ESS,PL
nitrobuněčný;nitrobuněčná;nitrobuněčnDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,NEUT,PL
pěstovat;byli bychom pěstovali;INS(byli bychom )pěstovaDEL(t)INS(li);INS(byli bychom ),INS(li);DEL(t);V,COND,PST,1,PL,MASC
pozorný;pozorného;pozornDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,GEN,NEUT,SG
bezcenný;bezcenné;bezcennDEL(ý)INS(é);INS(é);DEL(ý);ADJ,GEN,FEM,SG
fenomenální;fenomenálnímu;fenomenálníINS(mu);INS(mu);;ADJ,DAT,NEUT,SG
blogovat;blogujete;blogDEL(ova)INS(uje)tINS(e);INS(uje),INS(e);DEL(ova);V,IND,PRS,2,SG,FORM
výkupné;výkupného;výkupnéINS(ho);INS(ho);;N,GEN,SG
izomerie;izomerie;izomerie;;;N,ACC,PL
perivaskulární;perivaskulárního;perivaskulárníINS(ho);INS(ho);;ADJ,GEN,NEUT,SG
společný;společný;společný;;;ADJ,NOM,MASC,SG
přísný;přísného;přísnDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,ACC,ANIM,MASC,SG
baculatý;baculatým;baculatýINS(m);INS(m);;ADJ,INS,MASC,SG
archaický;archaičtí;archaiDEL(cký)INS(čtí);INS(čtí);DEL(cký);ADJ,VOC,ANIM,MASC,PL
záznamník;záznamníky;záznamníkINS(y);INS(y);;N,VOC,PL
sport;sporty;sportINS(y);INS(y);;N,VOC,PL
chodidlo;chodidlo;chodidlo;;;N,VOC,SG
komentovat;bude komentovat;INS(bude )komentovat;INS(bude );;V,IND,FUT,3,SG
neziskový;neziskové;neziskovDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,MASC,PL
bombardovat;bombardovala;bombardovINS(al)aDEL(t);INS(al);DEL(t);V,IND,PST,3,PL,NEUT
plyn;plynem;plynINS(em);INS(em);;N,INS,SG
bábovička;bábovičkou;bábovičkDEL(a)INS(ou);INS(ou);DEL(a);N,INS,SG
neposkvrněný;neposkvrněným;neposkvrněnýINS(m);INS(m);;ADJ,INS,MASC,SG
negativ;negativu;negativINS(u);INS(u);;N,GEN,SG
žánr;žánru;žánrINS(u);INS(u);;N,DAT,SG
zárodečný;zárodečné;zárodečnDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ESS,FEM,SG
lapidární;lapidární;lapidární;;;ADJ,GEN,FEM,SG
čepice;čepice;čepice;;;N,VOC,PL
znepokojovat;znepokojující;znepokojDEL(ovat)INS(ující);INS(ující);DEL(ovat);V.PTCP
kostka;kostko;kostkDEL(a)INS(o);INS(o);DEL(a);N,VOC,SG
výslovný;výslovné;výslovnDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,MASC,PL
identický;identického;identickDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,ACC,ANIM,MASC,SG
analyzovat;budou analyzovat;INS(budou )analyzovat;INS(budou );;V,IND,FUT,3,PL
neléčený;neléčený;neléčený;;;ADJ,VOC,MASC,SG
musit;musili;musINS(il)iDEL(t);INS(il);DEL(t);V,IND,PST,1,PL,NEUT
zrak;zraku;zrakINS(u);INS(u);;N,ESS,SG
kritizovat;kritizování;kritizovDEL(at)INS(ání);INS(ání);DEL(at);V.CVB
mastný;mastnému;mastnDEL(ý)INS(ému);INS(ému);DEL(ý);ADJ,DAT,MASC,SG
blatník;blatníku;blatníkINS(u);INS(u);;N,GEN,SG
tematický;tematické;tematickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,FEM,PL
odbíhat;odbíhaly by;odbíhaDEL(t)INS(ly by);INS(ly by);DEL(t);V,COND,PRS,3,PL,FEM
bičovat;bičovala by;bičovaDEL(t)INS(la by);INS(la by);DEL(t);V,COND,PRS,3,SG,FEM
kristadelfián;kristadelfiánové;kristadelfiánINS(ové);INS(ové);;N,VOC,PL
travnatý;travnatá;travnatDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,FEM,SG
volavka;volavky;volavkDEL(a)INS(y);INS(y);DEL(a);N,GEN,SG
zženštilý;zženštilých;zženštilýINS(ch);INS(ch);;ADJ,ESS,PL
kapilára;kapilárám;kapilárDEL(a)INS(ám);INS(ám);DEL(a);N,DAT,PL
turecký;turecké;tureckDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ESS,FEM,SG
příležitostný;příležitostná;příležitostnDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,FEM,SG
poetický;poetické;poetickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,NOM,FEM,PL
osobitý;osobitém;osobitDEL(ý)INS(ém);INS(ém);DEL(ý);ADJ,ESS,NEUT,SG
hrudní;hrudní;hrudní;;;ADJ,GEN,FEM,SG
buddhista;buddhisto;buddhistDEL(a)INS(o);INS(o);DEL(a);N,VOC,SG
idealizovat;idealizovav;idealizovaDEL(t)INS(v);INS(v);DEL(t);V.CVB,PST,MASC,SG
herečka;herečkou;herečkDEL(a)INS(ou);INS(ou);DEL(a);N,INS,SG
sladký;sladká;sladkDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,FEM,SG
loňský;loňského;loňskDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,GEN,NEUT,SG
indexovat;indexovalo jste;indexovaINS(lo js)tINS(e);INS(lo js),INS(e);;V,IND,PST,2,SG,FORM,NEUT
belgický;belgických;belgickýINS(ch);INS(ch);;ADJ,GEN,PL
neziskovka;neziskovek;neziskovINS(e)kDEL(a);INS(e);DEL(a);N,GEN,PL
rozhodnutelný;rozhodnutelného;rozhodnutelnDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,GEN,MASC,SG
loket;loktem;lokDEL(e)tINS(em);INS(em);DEL(e);N,INS,SG
parkovat;parkujíc;parkDEL(ovat)INS(ujíc);INS(ujíc);DEL(ovat);V.CVB,PRS,FEM,SG
benzín;benzíny;benzínINS(y);INS(y);;N,NOM,PL
peníz;peníze;penízINS(e);INS(e);;N,ACC,PL
střecha;střecho;střechDEL(a)INS(o);INS(o);DEL(a);N,VOC,SG
šizuňk;šizuňku;šizuňkINS(u);INS(u);;N,ESS,INAN,SG
řezník;řezníky;řezníkINS(y);INS(y);;N,INS,PL
polednice;polednicím;polednicDEL(e)INS(ím);INS(ím);DEL(e);N,DAT,PL
antický;antičtí;antiDEL(cký)INS(čtí);INS(čtí);DEL(cký);ADJ,NOM,ANIM,MASC,PL
přítomnost;přítomnosti;přítomnostINS(i);INS(i);;N,ACC,PL
marka;marky;markDEL(a)INS(y);INS(y);DEL(a);N,VOC,PL
špendlík;špendlíkům;špendlíkINS(ům);INS(ům);;N,DAT,PL
věnovat;byli bychom věnovali;INS(byli bychom )věnovaDEL(t)INS(li);INS(byli bychom ),INS(li);DEL(t);V,COND,PST,1,PL,MASC
řiť;řiť;řiť;;;N,ACC,SG
memorovat;memorovány;memorovDEL(at)INS(ány);INS(ány);DEL(at);V.PTCP,PASS,INAN,MASC,PL
znát;znala bych;znDEL(át)INS(ala bych);INS(ala bych);DEL(át);V,COND,PRS,1,SG,FEM
erodovat;erodovaly bychom;erodovaDEL(t)INS(ly bychom);INS(ly bychom);DEL(t);V,COND,PRS,1,PL,FEM
definovat;bylo bys definovalo;INS(bylo bys )definovaDEL(t)INS(lo);INS(bylo bys ),INS(lo);DEL(t);V,COND,PST,2,SG,NEUT
symbolický;symbolické;symbolickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,MASC,PL
všední;všední;všední;;;ADJ,VOC,PL
rýmovat;rýmovali byste;rýmovaINS(li bys)tINS(e);INS(li bys),INS(e);;V,COND,PRS,2,PL,MASC
chvástat;byly by chvástaly;INS(byly by )chvástaDEL(t)INS(ly);INS(byly by ),INS(ly);DEL(t);V,COND,PST,3,PL,FEM
litovat;litovala jste;litovaINS(la js)tINS(e);INS(la js),INS(e);;V,IND,PST,2,PL,NEUT
slabika;slabik;slabikDEL(a);;DEL(a);N,GEN,PL
