Source;Target;Combined;Inserts;Deletes;Grammar
šviesmetis;šviẽsmeti;šviDEL(e)INS(ẽ)smetiDEL(s);INS(ẽ);DEL(e),DEL(s);N,VOC,SG
vyzdys;vyzdžiams;vyzdDEL(y)INS(žiam)s;INS(žiam);DEL(y);N,DAT,PL
poliucija;poliucijai;poliucijaINS(i);INS(i);;N,DAT,SG
beržas;beržų̃;beržDEL(as)INS(ų̃);INS(ų̃);DEL(as);N,GEN,PL
darbas;darbų̃;darbDEL(as)INS(ų̃);INS(ų̃);DEL(as);N,GEN,PL
prancūzų buldogas;prancūzų buldogu;prancūzų buldogDEL(as)INS(u);INS(u);DEL(as);N,INST,SG
mokykla;mokỹkla;mokDEL(y)INS(ỹ)kla;INS(ỹ);DEL(y);N,VOC,SG
pornografinis;pornografinis;pornografinis;;;ADJ,VOC,SG,MASC,POS
kurti;kūręs;kDEL(urti)INS(ūręs);INS(ūręs);DEL(urti);V,V.PTCP,PST,ACT
sakyti;sakykite;sakyINS(ki)tDEL(i)INS(e);INS(ki),INS(e);DEL(i);V,2,PL,IMP
arkliukas;arkliùkais;arkliDEL(u)INS(ù)kaINS(i)s;INS(ù),INS(i);DEL(u);N,INST,PL
šiltas;šiltai;šiltaDEL(s)INS(i);INS(i);DEL(s);ADJ,DAT,SG,FEM,POS
gražus;gražesnių;gražDEL(u)INS(e)sINS(nių);INS(e),INS(nių);DEL(u);ADJ,GEN,PL,MASC,CMPR
saldus;saldesnėms;saldDEL(u)INS(esnėm)s;INS(esnėm);DEL(u);ADJ,DAT,PL,FEM,CMPR
sapnuotojas;sapnúotojai;sapnDEL(u)INS(ú)otojaDEL(s)INS(i);INS(ú),INS(i);DEL(u),DEL(s);N,NOM,PL
geluonis;geluonies;geluoniINS(e)s;INS(e);;N,GEN,SG
žvaigždiškas;žvaigždiškiausios;žvaigždiškINS(i)aINS(usio)s;INS(i),INS(usio);;ADJ,NOM,PL,FEM,SPRL
iškeliauti;iškeliaukime;iškeliauDEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(t);V,1,PL,IMP
burė;bùrė;bDEL(u)INS(ù)rė;INS(ù);DEL(u);N,NOM,SG
suvalgyti;suvalgote;suvalgDEL(yti)INS(ote);INS(ote);DEL(yti);V,2,PL,PRS,IND
bręsti;bręs;bręsDEL(ti);;DEL(ti);V,3,SG,FUT,IND
sukti;sùksiąs;INS(sùk)sDEL(ukt)iINS(ąs);INS(sùk),INS(ąs);DEL(ukt);V,V.PTCP,FUT,ACT
apniukti;apniùkdavai;apniDEL(ukt)INS(ùkdava)i;INS(ùkdava);DEL(ukt);V,2,SG,PST,FREQ,IND
falčionas;falčionui;falčionDEL(as)INS(ui);INS(ui);DEL(as);N,DAT,SG
bendruomenė;bendruomenės;bendruomenėINS(s);INS(s);;N,GEN,SG
plikas;plikíems;plikDEL(a)INS(íem)s;INS(íem);DEL(a);ADJ,DAT,PL,MASC,POS
ašva;ãšvą;DEL(a)INS(ã)švDEL(a)INS(ą);INS(ã),INS(ą);DEL(a),DEL(a);N,ACC,SG
rėkti;rė̃kęs;rėINS(̃)kDEL(ti)INS(ęs);INS(̃),INS(ęs);DEL(ti);V,V.PTCP,PST,ACT
tvarkingas;tvarkingiausioje;tvarkingINS(i)aINS(u)sINS(ioje);INS(i),INS(u),INS(ioje);;ADJ,LOC,SG,FEM,SPRL
pornografija;pornografijos;pornografijDEL(a)INS(os);INS(os);DEL(a);N,GEN,SG
viršus;viršus;viršus;;;N,ACC,PL
privalgyti;privalgąs;privalgDEL(yti)INS(ąs);INS(ąs);DEL(yti);V,V.PTCP,PRS,ACT
išdaigus;išdaigiausiai;išdaigINS(ia)usINS(iai);INS(ia),INS(iai);;ADJ,DAT,SG,FEM,SPRL
moteriškas;moteriškiausią;moteriškINS(i)aINS(u)sINS(ią);INS(i),INS(u),INS(ią);;ADJ,ACC,SG,FEM,SPRL
gražinti;gražintas;gražintDEL(i)INS(as);INS(as);DEL(i);V,V.PTCP,PST,PASS
gobti;góbei;gDEL(obt)INS(óbe)i;INS(óbe);DEL(obt);V,2,SG,PST,IND
šiukšlės;šiùkšle;šiDEL(u)INS(ù)kšlDEL(ės)INS(e);INS(ù),INS(e);DEL(u),DEL(ės);N,VOC,SG
elektroninis neutrinas;elektroninių neutrinų;elektroniniDEL(s)INS(ų) neutrinDEL(as)INS(ų);INS(ų),INS(ų);DEL(s),DEL(as);N,GEN,PL
įtarti;įtarkime;įtarDEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(t);V,1,PL,IMP
gnostikas;gnostikai;gnostikaDEL(s)INS(i);INS(i);DEL(s);N,NOM,PL
menkas;menkas;menkas;;;ADJ,VOC,SG,MASC,POS
šokti;šóksite;šDEL(okt)INS(óks)iINS(te);INS(óks),INS(te);DEL(okt);V,2,PL,FUT,IND
brinkti;brinksi;brinkDEL(t)INS(s)i;INS(s);DEL(t);V,2,SG,FUT,IND
sinonimas;sinonìmui;sinonINS(ìmu)iDEL(mas);INS(ìmu);DEL(mas);N,DAT,SG
rašyti;rašysime;rašyDEL(t)INS(s)iINS(me);INS(s),INS(me);DEL(t);V,1,PL,FUT,IND
senas;seni;senDEL(as)INS(i);INS(i);DEL(as);ADJ,NOM,PL,MASC,POS
ugningumas;ugningumè;ugningumDEL(as)INS(è);INS(è);DEL(as);N,LOC,SG
muzika;muzikoje;muzikDEL(a)INS(oje);INS(oje);DEL(a);N,LOC,SG
ankštas;ankščiausia;ankšDEL(t)INS(či)aINS(u)sINS(ia);INS(či),INS(u),INS(ia);DEL(t);ADJ,INST,SG,FEM,SPRL
atkalbėti;atkalbėkime;atkalbėDEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(t);V,1,PL,IMP
svarbus;svarbesniuose;svarbINS(esni)uINS(o)sINS(e);INS(esni),INS(o),INS(e);;ADJ,LOC,PL,MASC,CMPR
išgerti;išgeriame;išgerDEL(t)iINS(ame);INS(ame);DEL(t);V,1,PL,PRS,IND
žudyti;žudydavęs;žudyDEL(ti)INS(davęs);INS(davęs);DEL(ti);V,V.PTCP,PST,FREQ,ACT
duoti;duotų;duotDEL(i)INS(ų);INS(ų);DEL(i);V,3,PL,SBJV
žvaigždėlapis;žvaigždė́lapius;žvaigždėINS(́)lapiINS(u)s;INS(́),INS(u);;N,ACC,PL
žaliaakis;žaliaakio;žaliaakiDEL(s)INS(o);INS(o);DEL(s);ADJ,GEN,SG,MASC,POS
aptarimas;aptarìmai;aptarINS(ìma)iDEL(mas);INS(ìma);DEL(mas);N,VOC,PL
fizika;fizika;fizika;;;N,INST,SG
azerbaidžanietis;azerbaidžaniečiai;azerbaidžanieDEL(t)INS(čia)iDEL(s);INS(čia);DEL(t),DEL(s);N,VOC,PL
joti;jojame;joDEL(ti)INS(jame);INS(jame);DEL(ti);V,1,PL,PRS,IND
netvarkingumas;netvarkingùmais;netvarkingDEL(u)INS(ù)maINS(i)s;INS(ù),INS(i);DEL(u);N,INST,PL
įsiūti;įsiuvate;įsDEL(iūt)iINS(uvate);INS(uvate);DEL(iūt);V,2,PL,PRS,IND
rumunų kalba;rumunų kalboje;rumunų kalbDEL(a)INS(oje);INS(oje);DEL(a);N,LOC,SG
elnias;elnius;elniDEL(a)INS(u)s;INS(u);DEL(a);N,ACC,PL
pietūs;pietuosè;pietDEL(ū)INS(uo)sINS(è);INS(uo),INS(è);DEL(ū);N,LOC,PL
erogeninė zona;erogenines zonas;erogeninDEL(ė)INS(es) zonaINS(s);INS(es),INS(s);DEL(ė);N,ACC,PL
įsiūti;įsiuvi;įsiDEL(ūt)INS(uv)i;INS(uv);DEL(ūt);V,2,SG,PRS,IND
dirginti;dirgindavau;dirginDEL(ti)INS(davau);INS(davau);DEL(ti);V,1,SG,PST,FREQ,IND
galas;galaĩ;galaDEL(s)INS(ĩ);INS(ĩ);DEL(s);N,NOM,PL
kalbus;kalbiausių;kalbINS(ia)usINS(ių);INS(ia),INS(ių);;ADJ,GEN,PL,MASC,SPRL
įvykis;į́vyki;įINS(́)vykiDEL(s);INS(́);DEL(s);N,VOC,SG
šikšnosparnis;šikšnósparnių;šikšnDEL(o)INS(ó)sparniDEL(s)INS(ų);INS(ó),INS(ų);DEL(o),DEL(s);N,GEN,PL
netvarkingas;netvarkingiausioms;netvarkingINS(i)aINS(usiom)s;INS(i),INS(usiom);;ADJ,DAT,PL,FEM,SPRL
skalikas;skalìką;skalDEL(ikas)INS(ìką);INS(ìką);DEL(ikas);N,ACC,SG
apmirti;apmirdavęs;apmirDEL(ti)INS(davęs);INS(davęs);DEL(ti);V,V.PTCP,PST,FREQ,ACT
subręsti;subręsiant;subręsINS(ian)tDEL(i);INS(ian);DEL(i);V,V.PTCP,ADV,FUT,ACT
įsiūti;įsiūdavau;įsiūDEL(ti)INS(davau);INS(davau);DEL(ti);V,1,SG,PST,FREQ,IND
mažas;mažesnėmis;mažDEL(a)INS(esnėmi)s;INS(esnėmi);DEL(a);ADJ,INST,PL,FEM,CMPR
katedra;katedrą;katedrDEL(a)INS(ą);INS(ą);DEL(a);N,ACC,SG
burė;bùrės;bDEL(u)INS(ù)rėINS(s);INS(ù),INS(s);DEL(u);N,GEN,SG
karvė;kárvėmis;kDEL(a)INS(á)rvėINS(mis);INS(á),INS(mis);DEL(a);N,INST,PL
armėniškas;armėniškais;armėniškaINS(i)s;INS(i);;ADJ,INST,PL,MASC,POS
pinti;pindavo;pinDEL(ti)INS(davo);INS(davo);DEL(ti);V,3,SG,PST,FREQ,IND
seismologija;seismologijoje;seismologijDEL(a)INS(oje);INS(oje);DEL(a);N,LOC,SG
daiktavardis;daiktãvardžiai;daiktDEL(a)INS(ã)vardINS(žia)iDEL(s);INS(ã),INS(žia);DEL(a),DEL(s);N,VOC,PL
būti;būtas;būtDEL(i)INS(as);INS(as);DEL(i);V,V.PTCP,PST,PASS
gulti;gulù;gulDEL(ti)INS(ù);INS(ù);DEL(ti);V,1,SG,PRS,IND
bučiuoti;bučiuosi;bučiuoDEL(t)INS(s)i;INS(s);DEL(t);V,2,SG,FUT,IND
vietininkas;viẽtininkuose;viDEL(e)INS(ẽ)tininkDEL(a)INS(uo)sINS(e);INS(ẽ),INS(uo),INS(e);DEL(e),DEL(a);N,LOC,PL
katinas;kãtiną;kDEL(a)INS(ã)tinDEL(as)INS(ą);INS(ã),INS(ą);DEL(a),DEL(as);N,ACC,SG
patylėti;patylėjome;patylėDEL(ti)INS(jome);INS(jome);DEL(ti);V,1,PL,PST,IND
esamasis laikas;esamajame laike;esamaDEL(sis)INS(jame) laikDEL(as)INS(e);INS(jame),INS(e);DEL(sis),DEL(as);N,LOC,SG
nuodai;nuodų̃;nuodDEL(ai)INS(ų̃);INS(ų̃);DEL(ai);N,GEN,PL
asas;asai;asaDEL(s)INS(i);INS(i);DEL(s);N,VOC,PL
užparduoti;užparduokite;užparduoINS(ki)tDEL(i)INS(e);INS(ki),INS(e);DEL(i);V,2,PL,IMP
įdaryti;įdarote;įdarDEL(yti)INS(ote);INS(ote);DEL(yti);V,2,PL,PRS,IND
senas;sena;senaDEL(s);;DEL(s);ADJ,NOM,SG,FEM,POS
keistas;keistesne;keistDEL(a)INS(e)sINS(ne);INS(e),INS(ne);DEL(a);ADJ,INST,SG,FEM,CMPR
marmuras;mármurai;mDEL(a)INS(á)rmuraDEL(s)INS(i);INS(á),INS(i);DEL(a),DEL(s);N,VOC,PL
myluoti;myluok;myluoDEL(ti)INS(k);INS(k);DEL(ti);V,2,SG,IMP
ministras;ministruose;ministrDEL(a)INS(uo)sINS(e);INS(uo),INS(e);DEL(a);N,LOC,PL
nukalbėti;nukalba;nukalbDEL(ėti)INS(a);INS(a);DEL(ėti);V,3,PL,PRS,IND
beformis;beformių;beformiDEL(s)INS(ų);INS(ų);DEL(s);ADJ,GEN,PL,FEM,POS
pasakiškumas;pasakiškùmai;pasakiškDEL(u)INS(ù)maDEL(s)INS(i);INS(ù),INS(i);DEL(u),DEL(s);N,NOM,PL
avinis;avìnių;avDEL(i)INS(ì)niDEL(s)INS(ų);INS(ì),INS(ų);DEL(i),DEL(s);ADJ,GEN,PL,FEM,POS
diegti;diegi;diegDEL(t)i;;DEL(t);V,2,SG,PRS,IND
vengriškas;vengriškus;vengriškDEL(a)INS(u)s;INS(u);DEL(a);ADJ,ACC,PL,MASC,POS
sinonimas;sinonìmè;sinonDEL(imas)INS(ìmè);INS(ìmè);DEL(imas);N,LOC,SG
tarti;tardavus;tarDEL(ti)INS(davus);INS(davus);DEL(ti);V,V.PTCP,ADV,PST,FREQ,ACT
čekiškas;čekiškų;čekiškDEL(as)INS(ų);INS(ų);DEL(as);ADJ,GEN,PL,MASC,POS
drebėti;tedreba;INS(te)drebDEL(ėti)INS(a);INS(te),INS(a);DEL(ėti);V,3,PL,IMP
abiogenezė;abiogenezei;abiogenezDEL(ė)INS(ei);INS(ei);DEL(ė);N,DAT,SG
nukalbėti;nukalbėjo;nukalbėDEL(ti)INS(jo);INS(jo);DEL(ti);V,3,PL,PST,IND
bijoti;bijosite;bijoINS(si)tDEL(i)INS(e);INS(si),INS(e);DEL(i);V,2,PL,FUT,IND
ulbauti;ulbavo;ulbaDEL(uti)INS(vo);INS(vo);DEL(uti);V,3,SG,PST,IND
abchazas;abchãzas;abchDEL(a)INS(ã)zas;INS(ã);DEL(a);N,NOM,SG
švelnus;švelniausiais;švelnINS(ia)uINS(siai)s;INS(ia),INS(siai);;ADJ,INST,PL,MASC,SPRL
pasaulis;pasáulį;pasDEL(a)INS(á)ulDEL(is)INS(į);INS(á),INS(į);DEL(a),DEL(is);N,ACC,SG
socializmas;socializmùs;socializmDEL(a)INS(ù)s;INS(ù);DEL(a);N,ACC,PL
patikti;patiktinas;patiktiINS(nas);INS(nas);;V,V.PTCP,LGSPEC1,PASS
sakyti;sakytinas;sakytiINS(nas);INS(nas);;V,V.PTCP,LGSPEC1,PASS
valgyti;valgydavote;valgyINS(davo)tDEL(i)INS(e);INS(davo),INS(e);DEL(i);V,2,PL,PST,FREQ,IND
sakyti;sakydavote;sakyINS(davo)tDEL(i)INS(e);INS(davo),INS(e);DEL(i);V,2,PL,PST,FREQ,IND
drausti;draudėme;drauDEL(sti)INS(dėme);INS(dėme);DEL(sti);V,1,PL,PST,IND
išgirsti;išgirsdamas;išgirINS(sdama)sDEL(ti);INS(sdama);DEL(ti);V,V.PTCP,ADV,LGSPEC2,ACT
apuokas;apúokus;apINS(úok)uDEL(oka)s;INS(úok);DEL(oka);N,ACC,PL
taisyklingas;taisyklingiausi;taisyklingINS(i)aINS(u)sINS(i);INS(i),INS(u),INS(i);;ADJ,NOM,PL,MASC,SPRL
ejakuliacija;ejakuliãcija;ejakuliDEL(a)INS(ã)cija;INS(ã);DEL(a);N,VOC,SG
latvė;lãtvėmis;lDEL(a)INS(ã)tvėINS(mis);INS(ã),INS(mis);DEL(a);N,INST,PL
bevielis;bevielio;bevieliDEL(s)INS(o);INS(o);DEL(s);ADJ,GEN,SG,MASC,POS
įvykių horizontas;įvykių horizontu;įvykių horizontDEL(as)INS(u);INS(u);DEL(as);N,INST,SG
žmona;žmõna;žmDEL(o)INS(õ)na;INS(õ);DEL(o);N,VOC,SG
bankas;banke;bankDEL(as)INS(e);INS(e);DEL(as);N,VOC,SG
būsimasis laikas;būsimuosiuose laikuose;būsimDEL(a)INS(uo)siINS(uo)sINS(e) laikDEL(a)INS(uo)sINS(e);INS(uo),INS(uo),INS(e),INS(uo),INS(e);DEL(a),DEL(a);N,LOC,PL
išgerti;išgeriamas;išgerDEL(t)iINS(amas);INS(amas);DEL(t);V,V.PTCP,PRS,PASS
parkeliauti;parkeliausiąs;parkeliauDEL(t)INS(s)iINS(ąs);INS(s),INS(ąs);DEL(t);V,V.PTCP,FUT,ACT
daryti;darome;darDEL(yti)INS(ome);INS(ome);DEL(yti);V,1,PL,PRS,IND
gyvulys;gyvuliuosè;gyvulDEL(y)INS(iuo)sINS(è);INS(iuo),INS(è);DEL(y);N,LOC,PL
bybys;bybiaĩ;bybDEL(ys)INS(iaĩ);INS(iaĩ);DEL(ys);N,NOM,PL
žaizda;žaizdóms;žaizdDEL(a)INS(óms);INS(óms);DEL(a);N,DAT,PL
abatas;abãtuose;abDEL(ata)INS(ãtuo)sINS(e);INS(ãtuo),INS(e);DEL(ata);N,LOC,PL
judėti;judėsiąs;judėDEL(t)INS(s)iINS(ąs);INS(s),INS(ąs);DEL(t);V,V.PTCP,FUT,ACT
išžiūrėti;išžiūrėkime;išžiūrėDEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(t);V,1,PL,IMP
sąveikauti;sąveikavęs;sąveikaDEL(uti)INS(vęs);INS(vęs);DEL(uti);V,V.PTCP,PST,ACT
taisyklingas;taisyklingiausios;taisyklingINS(i)aINS(usio)s;INS(i),INS(usio);;ADJ,NOM,PL,FEM,SPRL
pienas;pienu;pienDEL(as)INS(u);INS(u);DEL(as);N,INST,SG
pieniškas;pieniškame;pieniškaDEL(s)INS(me);INS(me);DEL(s);ADJ,LOC,SG,MASC,POS
pisti;pistų;pistDEL(i)INS(ų);INS(ų);DEL(i);V,3,PL,SBJV
apniūkti;apniūkstì;apniūkINS(s)tDEL(i)INS(ì);INS(s),INS(ì);DEL(i);V,2,SG,PRS,IND
ugnikalninis;ugnikalninės;ugnikalninDEL(i)INS(ė)s;INS(ė);DEL(i);ADJ,NOM,PL,FEM,POS
bendras;bendriausioms;bendrINS(i)aINS(usiom)s;INS(i),INS(usiom);;ADJ,DAT,PL,FEM,SPRL
pusdalyvis;pùsdalyvį;pDEL(u)INS(ù)sdalyvDEL(is)INS(į);INS(ù),INS(į);DEL(u),DEL(is);N,ACC,SG
pornografiškumas;pornografiškùmą;pornografiškDEL(umas)INS(ùmą);INS(ùmą);DEL(umas);N,ACC,SG
apžiūrėti;apžiūrėdavai;apžiūrėDEL(t)INS(dava)i;INS(dava);DEL(t);V,2,SG,PST,FREQ,IND
katė;katès;katDEL(ė)INS(ès);INS(ès);DEL(ė);N,ACC,PL
šlaplė;šlaples;šlaplDEL(ė)INS(es);INS(es);DEL(ė);N,ACC,PL
varputė;várputėse;vDEL(a)INS(á)rputėINS(se);INS(á),INS(se);DEL(a);N,LOC,PL
dumti;dumdavome;dumDEL(ti)INS(davome);INS(davome);DEL(ti);V,1,PL,PST,FREQ,IND
gramas;gramùs;gramDEL(a)INS(ù)s;INS(ù);DEL(a);N,ACC,PL
signalizuoti;signalizuojate;signalizuoINS(ja)tDEL(i)INS(e);INS(ja),INS(e);DEL(i);V,2,PL,PRS,IND
pienas;pienams;pienaINS(m)s;INS(m);;N,DAT,PL
smulkmeniškas;smulkmeniškiausią;smulkmeniškINS(i)aINS(u)sINS(ią);INS(i),INS(u),INS(ią);;ADJ,ACC,SG,FEM,SPRL
izoterminis;izoterminės;izoterminDEL(i)INS(ė)s;INS(ė);DEL(i);ADJ,GEN,SG,FEM,POS
verkti;verkiaũ;verkDEL(t)iINS(aũ);INS(aũ);DEL(t);V,1,SG,PST,IND
sėdėti;sėdi;sėdDEL(ėt)i;;DEL(ėt);V,2,SG,PRS,IND
kalbus;kalbesniu;kalbINS(esni)uDEL(s);INS(esni);DEL(s);ADJ,INST,SG,MASC,CMPR
daniškas;daniškas;daniškas;;;ADJ,ACC,PL,FEM,POS
smulkmeniškas;smulkmenišką;smulkmeniškDEL(as)INS(ą);INS(ą);DEL(as);ADJ,ACC,SG,FEM,POS
palaukti;palaukiamas;palaukDEL(t)iINS(amas);INS(amas);DEL(t);V,V.PTCP,PRS,PASS
baitas;baitui;baitDEL(as)INS(ui);INS(ui);DEL(as);N,DAT,SG
rožė;rõžei;rDEL(ožė)INS(õžei);INS(õžei);DEL(ožė);N,DAT,SG
